SA1_7DIGITCODE_2016	Sex	labourForceParticipation
5128805	M	69.2
5128806	F	68
5128806	M	75.7
5128807	F	55.6
5128807	M	56.1
5128808	F	62.7
5128808	M	72.1
5128809	F	58.7
5128809	M	67.3
5128810	F	62.1
5128810	M	72.1
5128811	F	78.2
5128811	M	73.5
5128812	F	61.5
5128812	M	71.9
5128813	F	75
5128813	M	77.4
5128814	F	63.7
5128814	M	77.1
5128815	F	72.8
5128815	M	76.8
5128816	F	56.5
5128816	M	70.7
5128817	F	67.8
5128817	M	76.9
5128818	F	61.2
5128818	M	67.3
5128819	F	73.8
5128819	M	82.7
5128820	F	58.6
5128820	M	65.7
5128902	F	43.3
5128902	M	52.3
5128903	F	38.4
5128903	M	43.5
5128904	F	46.3
5128904	M	51.2
5128905	F	58.8
5128905	M	50.7
5128906	F	56.3
5128906	M	67.9
5128907	F	57.9
5128907	M	68.6
5128908	F	38.5
5128908	M	51.9
5128909	F	48.4
5128909	M	55.5
5128910	F	47.4
5128910	M	49.5
5129001	F	44.9
5129001	M	49.7
5129002	F	40.2
5129002	M	44.1
5129003	F	56.3
5129003	M	40
5129004	F	64.5
5129004	M	70.9
5129005	F	54.3
5129005	M	53.9
5129006	F	53.6
5129006	M	66.7
5129008	F	36.4
5129008	M	47.2
5129009	F	46.7
5129009	M	70.7
5129010	F	58.5
5129010	M	40.8
5129011	F	41.4
5129011	M	47.3
5129012	F	10.3
5129012	M	13.6
5129013	F	40.6
5129013	M	73.9
5129014	F	66.7
5129014	M	88.9
5129101	F	94.7
5129101	M	85.3
5129102	F	74.7
5129102	M	76.5
5129103	F	46
5129103	M	47.6
5129104	F	54.4
5129104	M	65
5129105	F	50.6
5129105	M	61.3
5129106	F	54.1
5129106	M	57.3
5129107	F	55.6
5129107	M	79.3
5129108	F	45.1
5129108	M	48.1
5129109	F	68.3
5129109	M	87.2
5129110	F	68.6
5129110	M	79.6
5129111	F	79.3
5129111	M	90
5129112	F	56
5129112	M	71
5129113	F	54.7
5129113	M	68.5
5129114	F	33.9
5129114	M	34.5
5129115	F	37.7
5129115	M	51.2
5129116	F	47.1
5129116	M	54.1
5129117	F	64.5
5129117	M	85.3
5129202	F	55.6
5129202	M	65.9
5129203	F	60.9
5129203	M	65.4
5129204	F	39.7
5129204	M	81.2
5129205	F	56.3
5129205	M	55.7
5129206	F	57.9
5129206	M	55.3
5129207	F	53.3
5129207	M	44.7
5129208	F	66.1
5129208	M	72.8
5129209	F	56.3
5129209	M	33.3
5129210	F	34.9
5129210	M	46.7
5129211	F	44.3
5129211	M	50.2
5129212	F	57.6
5129212	M	57.9
5129213	F	43.2
5129213	M	49.6
5129214	F	50
5129214	M	67.7
5129215	F	52
5129215	M	56.7
5129216	F	49.7
5129216	M	60
5129217	F	58.7
5129217	M	67.3
5129218	F	69
5129218	M	73.1
5129219	F	53.4
5129219	M	64.3
5129220	F	52.5
5129220	M	57.4
5129221	F	33.3
5129221	M	52.6
5129222	F	63.2
5129222	M	69.9
5949999	F	35.7
5949999	M	42.8
5979992	F	75
5979992	M	82.6
5979993	F	53.3
5979993	M	60.5
6100101	F	28.9
6100101	M	44.7
6100102	F	34.5
6100102	M	40.5
6100103	F	31.1
6100103	M	47.1
6100104	F	31.6
6100104	M	41.4
6100105	F	29.4
6100105	M	40
6100106	F	65.1
6100106	M	68.7
6100107	F	61.7
6100107	M	59.5
6100108	F	31.8
6100108	M	39.1
6100109	F	34.8
6100109	M	42.5
6100110	F	32.7
6100110	M	48.4
6100111	F	25.2
6100111	M	43
6100112	F	40.9
6100112	M	38.7
6100113	F	32.7
6100113	M	48.1
6100114	F	33.1
6100114	M	44.2
6100115	F	34.8
6100115	M	38.5
6100116	F	29.5
6100116	M	35.8
6100117	F	39.3
6100117	M	54.8
6100118	F	44.4
6100118	M	59
6100119	F	30.3
6100119	M	46.6
6100120	F	42
6100120	M	51.5
6100121	F	39.4
6100121	M	56.8
6100122	F	53.5
6100122	M	57.6
6100123	F	71
6100123	M	66.2
6100201	F	60.7
6100201	M	66.3
6100202	F	62.4
6100202	M	77
6100203	F	64.1
6100203	M	54.4
6100204	F	71.7
6100204	M	83.1
6100205	F	67.7
6100205	M	66.9
6100206	F	68.7
6100206	M	71.6
6100208	F	63.8
6100208	M	72.8
6100209	F	58.1
6100209	M	68.5
6100210	F	58.1
6100210	M	72.1
6100211	F	60.3
6100211	M	64.8
6100212	F	58
6100212	M	68
6100302	F	67.8
6100302	M	71.4
6100303	F	72.4
6100303	M	72.3
6100304	F	64.4
6100304	M	69.9
6100305	F	72.1
6100305	M	75.4
6100306	F	50.9
6100306	M	58
6100307	F	56.9
6100307	M	65.7
6100308	F	69.1
6100308	M	72.8
6100310	F	61.2
6100310	M	71.1
6100311	F	73.2
6100311	M	73
6100402	F	52.3
6100402	M	62.1
6100404	F	49.1
6100404	M	59.3
6100405	F	53
6100405	M	57.8
6100406	F	56
6100406	M	66.5
6100407	F	56
6100407	M	59.2
6100408	F	60.2
6100408	M	63.8
6100409	F	55.8
6100409	M	54.1
6100410	F	46.5
6100410	M	59.3
6100411	F	46.1
6100411	M	65
6100412	F	57.2
6100412	M	59.8
6100413	F	48.7
6100413	M	48.5
6100414	F	46.7
6100414	M	54.1
6100415	F	50
6100415	M	53
6100416	F	50.4
6100416	M	57.5
6100417	F	53.4
6100417	M	56.1
6100418	F	53.5
6100418	M	54.8
6100419	F	61.7
6100419	M	63.8
6100501	F	60.6
6100501	M	56.6
6100502	F	75.3
6100502	M	76.5
6100503	F	73.8
6100503	M	72.9
6100504	F	72.3
6100504	M	71.4
6100505	F	62.7
6100505	M	69.4
6100506	F	61
6100506	M	66.9
6100507	F	36.4
6100507	M	100
6100508	F	65.8
6100508	M	62.2
6100510	F	73.2
6100510	M	77.8
6100511	F	48.9
6100511	M	52.9
6100512	F	61.3
6100512	M	68.4
6100513	F	63.8
6100513	M	67.9
6100514	F	61.8
6100514	M	74.6
6100515	F	57.5
6100515	M	57.9
6100516	F	69
6100516	M	71.5
6100517	F	65.6
6100517	M	71.4
6100518	F	53.1
6100518	M	58.6
6100519	F	77.8
6100519	M	72
6100520	F	71.3
6100520	M	74.9
6100521	F	71
6100521	M	70.9
6100522	M	100
6100523	F	78.9
6100523	M	109.1
6100524	F	61.2
6100524	M	64.9
6100601	F	62.6
6100601	M	60.6
6100602	F	59.6
6100602	M	63.2
6100603	F	57.7
6100603	M	57.1
6100604	F	67.8
6100604	M	73.7
6100605	F	75
6100605	M	76.2
6100606	F	60.2
6100606	M	57.1
6100607	F	56.8
6100607	M	70.9
6100608	F	58.1
6100608	M	57.3
6100701	F	60.6
6100701	M	70.5
6100702	F	52.3
6100702	M	61.3
6100703	F	58.6
6100703	M	63.1
6100704	F	56.1
6100704	M	62.9
6100705	F	46.1
6100705	M	54.5
6100706	F	56.8
6100706	M	54.4
6100707	F	50.5
6100707	M	59
6100708	F	46.6
6100708	M	51
6100709	F	62.7
6100709	M	62.4
6100710	F	41.7
6100710	M	53.4
6100711	F	46.9
6100711	M	53
6100713	F	48.2
6100713	M	52.2
6100714	F	53.8
6100714	M	54.9
6100715	F	60.7
6100715	M	61.4
6100716	F	63.2
6100716	M	72.6
6100717	F	66.7
6100717	M	70.9
6100718	F	52.3
6100718	M	68.2
6100719	F	45.5
6100719	M	59.7
6100720	F	56.5
6100720	M	54.8
6100721	F	63.4
6100721	M	65
6100722	F	79.9
6100722	M	84
6100723	F	51.7
6100723	M	61.5
6100801	F	53.1
6100801	M	65.6
6100802	F	58.2
6100802	M	67.2
6100803	F	62.6
6100803	M	60.9
6100804	F	50.7
6100804	M	58.7
6100805	F	58.3
6100805	M	58.1
6100806	F	52.8
6100806	M	57.7
6100807	F	57
6100807	M	63.7
6100808	F	70.7
6100808	M	71.6
6100809	F	25.5
6100809	M	37.2
6100810	F	58.8
6100810	M	71.7
6100811	F	20.2
6100811	M	36.4
6100812	F	56.5
6100812	M	59.5
6100813	F	33.7
6100813	M	41.3
6100814	F	25
6100814	M	112.5
6100815	F	50.7
6100815	M	61.1
6100816	F	65
6100816	M	65.1
6100817	F	45
6100817	M	53.3
6100901	F	36.2
6100901	M	50.8
6100902	F	44.1
6100902	M	59.1
6100903	F	58.8
6100903	M	64
6100904	F	60.2
6100904	M	68.6
6100905	F	60.7
6100905	M	70.7
6100906	F	43.4
6100906	M	42.3
6100908	F	65.4
6100908	M	68.2
6100909	F	31.3
6100909	M	31.1
6100911	F	49.5
6100911	M	62.9
6100912	F	63.6
6100912	M	60.9
6100913	F	30.2
6100913	M	34.8
6100914	F	39.1
6100914	M	45
6101001	F	46.9
6101001	M	54.7
6101002	F	46.3
6101002	M	61.3
6101003	F	43.5
6101003	M	57.9
6101004	F	10
6101004	M	17.8
6101005	F	45.9
6101005	M	51.5
6101006	F	44.4
6101006	M	53.4
6101007	F	50.7
6101007	M	54.2
6101008	F	62.6
6101008	M	64.8
6101010	F	47.5
6101010	M	55.1
6101101	F	43.5
6101101	M	55.7
6101102	F	46.6
6101102	M	44.1
6101103	F	31.1
6101103	M	43.3
6101105	F	55.6
6101105	M	61.8
6101106	F	31.9
6101106	M	39.7
6101107	F	68.3
6101107	M	61
6101108	F	45.5
6101108	M	51.5
6101109	F	45.4
6101109	M	56.2
6101110	F	47.5
6101110	M	56.2
6101111	F	73.3
6101111	M	76.6
6101112	F	59.1
6101112	M	56.7
6101113	F	37.8
6101113	M	42.3
6101114	F	43.6
6101114	M	42.9
6101115	F	41.7
6101115	M	49.2
6101116	F	50.8
6101116	M	56.5
6101117	F	68.7
6101117	M	72.7
6101118	F	72.3
6101118	M	77.6
6101201	F	57.3
6101201	M	64
6101202	F	64.5
6101202	M	64.5
6101203	F	62
6101203	M	71.8
6101204	F	74.4
6101204	M	76.6
6101205	F	63.6
6101205	M	64
6101206	F	65.8
6101206	M	72.7
6101207	F	59.6
6101207	M	53
6101208	F	73.1
6101208	M	72.6
6101209	F	67.4
6101209	M	64.4
6101210	F	75.5
6101210	M	80.6
6101211	F	77.5
6101211	M	74.3
6101212	F	46.4
6101212	M	49.7
6101213	F	46.1
6101213	M	46.6
6101301	F	50.9
6101301	M	61.9
6101302	F	70.1
6101302	M	76.1
6101303	F	61.1
6101303	M	68.7
6101304	F	68.2
6101304	M	59.6
6101306	F	56
6101306	M	56.1
6101309	F	63.6
6101309	M	79.8
6101310	F	72.9
6101310	M	78.3
6101311	F	61.2
6101311	M	74.4
6101312	F	50.9
6101312	M	63.9
6101313	F	48.8
6101313	M	57.3
6101401	F	61.5
6101401	M	65.8
6101402	F	43.8
6101402	M	56.6
6101403	F	42.3
6101403	M	52.5
6101404	F	39.2
6101404	M	58.7
6101405	F	49
6101405	M	58.6
6101406	F	60
6101406	M	60
6101407	F	47
6101407	M	59.7
6101408	F	58.7
6101408	M	63.1
6101409	F	57.5
6101409	M	58.6
6101410	F	57.2
6101410	M	63.1
6101411	F	65.4
6101411	M	74.7
6101412	F	62.8
6101412	M	68.4
6101413	F	64.2
6101413	M	78.2
6101414	F	58.2
6101414	M	60.3
6101415	F	39.6
6101415	M	45.2
6101417	F	35.4
6101417	M	46.7
6101501	F	66
6101501	M	72.3
6101502	F	49.4
6101502	M	65.3
6101504	F	49.5
6101504	M	69.6
6101505	F	13.2
6101505	M	22.4
6101506	F	47.2
6101506	M	52.1
6101507	F	32.6
6101507	M	44.3
6101508	F	26.3
6101508	M	33.3
6101509	F	31.8
6101509	M	46
6101510	F	52.1
6101510	M	52
6101511	F	55.2
6101511	M	55.1
6101512	F	49
6101512	M	67.1
6101513	F	68.8
6101513	M	81.5
6101514	F	74.6
6101514	M	73.9
6101515	F	52.9
6101515	M	61.3
6101516	F	62
6101516	M	74.5
6101517	F	63.5
6101517	M	68.7
6101518	F	46.8
6101518	M	57.6
6101519	F	59.4
6101519	M	71.3
6101520	F	53
6101520	M	61
6101601	F	54.8
6101601	M	56.3
6101602	F	75
6101602	M	28.6
6101603	F	54
6101603	M	65.4
6101604	F	55.6
6101604	M	64.2
6101605	F	54.5
6101605	M	58.3
6101606	F	52.3
6101606	M	62.6
6101607	F	63.6
6101607	M	66.5
6101608	F	42.5
6101608	M	52.4
6101609	F	47.4
6101609	M	60.2
6101611	F	51.8
6101611	M	60.4
6101612	F	46.5
6101612	M	53.8
6101701	F	56.4
6101701	M	57.2
6101702	F	48
6101702	M	58.7
6101703	F	39.2
6101703	M	53.1
6101704	F	45.1
6101704	M	51.4
6101705	F	56.1
6101705	M	58.2
6101706	F	44.2
6101706	M	46.7
6101707	F	44.5
6101707	M	48.1
6101708	F	53.4
6101708	M	52.1
6101709	F	24.9
6101709	M	34.8
6101710	F	37.6
6101710	M	51.5
6101711	F	30.6
6101711	M	32.9
6101712	F	35.2
6101712	M	50.3
6101713	F	40.2
6101713	M	58.8
6101715	F	51.3
6101715	M	62.1
6101716	F	39.6
6101716	M	53.5
6101717	F	41.3
6101717	M	57.6
6101718	F	51.9
6101718	M	52.9
6101719	F	53.3
6101719	M	66.4
6101720	F	64.7
6101720	M	73.8
6101721	F	48.3
6101721	M	52.4
6101722	F	56.3
6101722	M	61.8
6101723	F	51.1
6101723	M	70.6
6101724	F	54.7
6101724	M	66.1
6101725	F	64.5
6101725	M	62.8
6101728	F	45.3
6101728	M	54.5
6101729	F	45.6
6101729	M	47.1
6101730	F	40.6
6101730	M	48.6
6101731	F	29.8
6101731	M	42.5
6101732	F	21.3
6101732	M	34.9
6101801	F	26.1
6101801	M	38.2
6101802	F	45.7
6101802	M	51.5
6101803	F	64.6
6101803	M	70.4
6101805	F	44.6
6101805	M	65.3
6101806	F	46.8
6101806	M	62.5
6101807	F	66.2
6101807	M	75.4
6101808	F	50.3
6101808	M	55.9
6101809	F	53
6101809	M	58.6
6101810	F	48.1
6101810	M	56.2
6101811	F	57.2
6101811	M	67.6
6101812	F	47.6
6101812	M	51.8
6101813	F	42.6
6101813	M	63.9
6101814	F	41.4
6101814	M	59.8
6101901	F	52.5
6101901	M	62.7
6101902	F	53.7
6101902	M	60.7
6101903	F	48.7
6101903	M	66.8
6101904	F	50.9
6101904	M	68
6101905	F	58.7
6101905	M	61
6101906	F	50.5
6101906	M	56.4
6101907	F	54.8
6101907	M	59.1
6101908	F	56.4
6101908	M	60
6101909	F	48.3
6101909	M	62.6
6101910	F	49.2
6101910	M	54.8
6101911	F	54.6
6101911	M	55.8
6102001	F	24.2
6102001	M	29.3
6102002	F	50.5
6102002	M	61.5
6102003	F	52.5
6102003	M	68.9
6102004	F	63.9
6102004	M	64.1
6102005	F	48.2
6102005	M	48.8
6102006	F	37.3
6102006	M	37.5
6102007	F	54.1
6102007	M	64.9
6102008	F	30.3
6102008	M	43.1
6102009	F	40.6
6102009	M	61.2
6102010	F	47.9
6102010	M	46.9
6102011	F	38.5
6102011	M	54.8
6102012	F	42.3
6102012	M	51.1
6102013	F	58
6102013	M	58.2
6102014	F	51.1
6102014	M	64.1
6102015	F	48
6102015	M	58.3
6102016	F	50
6102016	M	60.8
6102017	F	54.3
6102017	M	57.1
6102018	F	45.3
6102018	M	50
6102019	F	52.1
6102019	M	59.8
6102101	F	50
6102101	M	51
6102102	F	48.7
6102102	M	61.3
6102103	F	58.7
6102103	M	67.5
6102104	F	65.8
6102104	M	71
6102105	F	51
6102105	M	62.1
6102106	F	57.8
6102106	M	61.9
6102107	F	49.5
6102107	M	53.8
6102108	F	56.1
6102108	M	55.8
6102109	F	58.6
6102109	M	56.8
6102201	F	43.2
6102201	M	48.1
6102203	F	52.1
6102203	M	57.2
6102204	F	48.4
6102204	M	65.6
6102205	F	53.1
6102205	M	60.2
6102206	F	62.7
6102206	M	71.9
6102207	F	57.4
6102207	M	64.2
6102209	F	74.4
6102209	M	72.7
6102210	F	63.9
6102210	M	73.2
6102211	F	52.9
6102211	M	67.5
6102212	F	60.8
6102212	M	67.3
6102213	F	42.5
6102213	M	50.7
6102214	F	60
6102214	M	61.2
6102215	F	39.4
6102215	M	65.6
6102216	F	65
6102216	M	66.1
6102218	F	67.8
6102218	M	76
6102220	F	65
6102220	M	68
6102221	F	50
6102221	M	75.7
6102222	F	68.9
6102222	M	58
6102223	F	66.2
6102223	M	70.3
6102224	F	53.3
6102224	M	62.6
6102225	F	66.3
6102225	M	72.3
6102226	F	49
6102226	M	57
6102227	F	20.4
6102227	M	25.8
6102228	F	60.7
6102228	M	71.6
6102229	F	41.9
6102229	M	58.8
6102230	F	66
6102230	M	74.6
6102231	F	76.9
6102231	M	74.2
6102232	F	65.6
6102232	M	71.9
6102233	F	69.9
6102233	M	77
6102301	F	66.7
6102301	M	71.1
6102302	F	73.2
6102302	M	70.5
6102303	F	65.2
6102303	M	67.9
6102304	F	43.8
6102304	M	56.6
6102305	F	60.5
6102305	M	64.5
6102306	F	47.5
6102306	M	54.6
6102307	F	56.6
6102307	M	56.3
6102308	F	59.8
6102308	M	66.3
6102309	F	55.9
6102309	M	60.6
6102310	F	56.5
6102310	M	60.8
6102311	F	61.8
6102311	M	62.9
6102312	F	61
6102312	M	57
6102313	F	74.2
6102313	M	81.7
6102314	F	56.5
6102314	M	62.3
6102315	F	54.5
6102315	M	63.2
6102316	F	56
6102316	M	61
6102317	F	58
6102317	M	60.9
6102318	F	67.5
6102318	M	69.6
6102319	F	61.3
6102319	M	62.1
6102320	F	53.7
6102320	M	61
6102321	F	60.9
6102321	M	65.2
6102322	F	55.5
6102322	M	56
6102323	F	44.9
6102323	M	51.2
6102324	F	66
6102324	M	69
6102325	F	62.4
6102325	M	61.4
6102326	F	57
6102326	M	61.6
6102401	F	65.9
6102401	M	71.7
6102402	F	64.3
6102402	M	69.2
6102403	F	57.9
6102403	M	61.1
6102404	F	60.1
6102404	M	65.9
6102405	F	69.2
6102405	M	68.1
6102406	F	54.2
6102406	M	59.4
6102407	F	58
6102407	M	68.8
6102408	F	63.2
6102408	M	66.2
6102409	F	72.3
6102409	M	64.8
6102410	F	57.4
6102410	M	71.2
6102411	F	57.4
6102411	M	74.7
6102412	F	59.7
6102412	M	61.5
6102413	F	71.1
6102413	M	71.4
6102414	F	62.1
6102414	M	72.3
6102415	F	62.1
6102415	M	75
6102416	F	58
6102416	M	68.9
6102417	F	58.5
6102417	M	66
6102418	F	72.7
6102418	M	53.7
6102419	F	54.5
6102419	M	66.7
6102601	F	54.8
6102601	M	63.5
6102602	F	57.1
6102602	M	38.5
6102603	F	59.7
6102603	M	70
6102604	F	61.9
6102604	M	63.4
6102605	F	65.3
6102605	M	63.7
6102606	F	62.3
6102606	M	69
6102607	F	30.5
6102607	M	41.6
6102608	F	50.7
6102608	M	53.6
6102609	F	55.2
6102609	M	55.4
6102610	F	66
6102610	M	68.5
6102611	F	55.1
6102611	M	62.9
6102701	F	66.2
6102701	M	60.6
6102702	F	51.4
6102702	M	58.5
6102703	F	71.1
6102703	M	76.1
6102704	F	72.6
6102704	M	70.2
6102705	F	61.9
6102705	M	65.4
6102706	F	58.2
6102706	M	64.5
6102707	F	60.5
6102707	M	56.8
6102708	F	75.9
6102708	M	78
6102709	F	67
6102709	M	64.5
6102710	F	58.8
6102710	M	66.7
6102711	F	69.5
6102711	M	69.1
6102712	F	61.5
6102712	M	66.8
6102713	F	57.4
6102713	M	57.9
6102714	F	59.2
6102714	M	59.4
6102715	F	51.5
6102715	M	55.9
6102716	F	29.1
6102716	M	45.9
6102717	F	55.6
6102717	M	61.4
6102718	F	60.3
6102718	M	50.4
6102719	F	41.9
6102719	M	52.8
6102720	F	55
6102720	M	55.6
6102721	F	42.9
6102721	M	86.7
6102801	F	65.3
6102801	M	65.2
6102802	F	60.4
6102802	M	61.5
6102803	F	66.7
6102803	M	71.2
6102804	F	65.7
6102804	M	67
6102805	F	56.3
6102805	M	57.1
6102806	F	59
6102806	M	70.3
6102807	F	72.7
6102807	M	80
6102808	F	56.8
6102808	M	59.2
6102809	F	65.1
6102809	M	62.2
6102810	F	69.4
6102810	M	71.9
6102811	F	65.9
6102811	M	75.2
6102812	F	59.1
6102812	M	71.7
6102813	F	58.5
6102813	M	63.5
6102814	F	65.1
6102814	M	69.5
6102815	F	64.1
6102815	M	67.8
6102816	F	62.6
6102816	M	66.3
6102817	F	63.1
6102817	M	65.4
6102818	F	61.8
6102818	M	63.4
6102819	F	62.6
6102819	M	64.4
6102901	F	62.9
6102901	M	57.2
6102902	F	57.7
6102902	M	63.5
6102903	F	63.8
6102903	M	68.3
6102904	F	52.9
6102904	M	66
6102905	F	56.9
6102905	M	58.5
6102906	F	50.7
6102906	M	52.6
6102907	F	75.7
6102907	M	75.5
6102908	F	38.2
6102908	M	30.7
6102909	F	62.8
6102909	M	61.5
6103001	F	67.3
6103001	M	70.7
6103002	F	64.7
6103002	M	68
6103003	F	58.3
6103003	M	62.7
6103004	F	60.5
6103004	M	63.3
6103005	F	50.4
6103005	M	52.7
6103006	F	61.2
6103006	M	55.4
6103007	F	35.5
6103007	M	55.4
6103008	F	47.4
6103008	M	43.1
6103009	F	41.9
6103009	M	54.4
6103010	F	67.2
6103010	M	64.2
6103011	F	58.6
6103011	M	64.2
6103012	F	42.8
6103012	M	55.9
6103013	F	59.9
6103013	M	60.8
6103101	F	50.7
6103101	M	56.4
6103102	F	56.5
6103102	M	60.5
6103103	F	50.8
6103103	M	56.5
6103104	F	50.4
6103104	M	60.6
6103105	F	48.7
6103105	M	54.7
6103106	F	58.8
6103106	M	68.4
6103107	F	45
6103107	M	60.9
6103108	F	36.5
6103108	M	44.4
6103109	F	57.6
6103109	M	64.6
6103110	F	52.2
6103110	M	61
6103111	M	100
6103112	F	57.2
6103112	M	62.7
6103113	F	62.9
6103113	M	65.6
6103114	F	60.9
6103114	M	59.3
6103115	F	63.9
6103115	M	63.4
6103116	F	54.6
6103116	M	60
6103117	F	100
6103118	F	51.3
6103118	M	54.3
6103119	F	46.3
6103119	M	56.3
6103120	F	54
6103120	M	58.1
6103121	F	54.9
6103121	M	62.5
6103122	F	51.9
6103122	M	62.8
6103123	F	45.6
6103123	M	59.6
6103124	F	49.1
6103124	M	66.7
6103125	F	57.2
6103125	M	62.2
6103126	F	60.4
6103126	M	63.5
6103127	F	42.9
6103127	M	52.3
6103128	F	58.9
6103128	M	67.6
6103201	F	60.2
6103201	M	63.4
6103202	F	70.7
6103202	M	67.7
6103203	F	62.3
6103203	M	72.6
6103204	F	63.1
6103204	M	64
6103205	F	63.8
6103205	M	68.8
6103206	F	61.5
6103206	M	59.4
6103207	F	67.6
6103207	M	68.6
6103208	F	62.6
6103208	M	68.6
6103210	F	69.5
6103210	M	73.2
6103211	F	51.3
6103211	M	60.7
6103212	F	68.3
6103212	M	64.8
6103213	F	50.5
6103213	M	58.3
6103214	F	60
6103214	M	73.1
6103215	F	57.6
6103215	M	66.4
6103216	F	68.6
6103216	M	67.3
6103217	F	47.8
6103217	M	57.2
6103218	F	23.9
6103218	M	40.9
6103301	F	76.5
6103301	M	64.1
6103302	F	71.1
6103302	M	74.2
6103303	F	63
6103303	M	78.4
6103304	F	66.7
6103304	M	69.5
6103305	F	49.3
6103305	M	58.5
6103306	F	62.2
6103306	M	70.4
6103307	F	68.5
6103307	M	67.9
6103308	F	60.9
6103308	M	62.4
6103309	F	63.5
6103309	M	69.8
6103310	F	76.3
6103310	M	75.9
6103311	F	63.8
6103311	M	66.7
6103312	F	66.7
6103312	M	73.7
6103313	F	62.2
6103313	M	63.2
6103314	F	74.5
6103314	M	76.3
6103315	F	64
6103315	M	60.8
6103316	F	100
6103316	M	80
6103317	F	69.3
6103317	M	74.7
6103318	F	65
6103318	M	69.2
6103401	F	60.9
6103401	M	70.4
6103402	F	64.7
6103402	M	64.4
6103403	F	57.6
6103403	M	54.6
6103404	F	60.7
6103404	M	59.1
6103405	F	56
6103405	M	57.2
6103406	F	51.1
6103406	M	61.6
6103407	F	50.8
6103407	M	59.1
6103408	F	36.4
6103408	M	44.4
6103409	F	62.5
6103409	M	65.9
6103410	F	60
6103410	M	64.3
6103411	F	64.9
6103411	M	67.3
6103412	F	42.5
6103412	M	41.9
6103413	F	40.2
6103413	M	46.3
6103414	F	50.5
6103414	M	60.6
6103415	F	52.8
6103415	M	58.6
6103416	F	56.2
6103416	M	52.8
6103417	F	49
6103417	M	48
6103418	F	61.7
6103418	M	59.4
6103419	F	56.1
6103419	M	61
6103420	F	61.9
6103420	M	58.4
6103421	F	64.7
6103421	M	75.5
6103501	F	29.5
6103501	M	44
6103502	F	58.2
6103502	M	65.1
6103503	F	57.7
6103503	M	60.5
6103504	F	39.2
6103504	M	52.3
6103505	F	57.4
6103505	M	64.7
6103506	F	56.8
6103506	M	61.7
6103507	F	66.4
6103507	M	70.5
6103508	F	67.3
6103508	M	70.1
6103509	F	58
6103509	M	63.9
6103510	F	66.3
6103510	M	63.4
6103511	F	54.4
6103511	M	65.6
6103512	F	53
6103512	M	57.3
6103513	F	60
6103513	M	63.9
6103514	F	55.2
6103514	M	63.4
6103515	F	55.6
6103515	M	63.9
6103516	F	62.6
6103516	M	69.2
6103517	F	29.2
6103517	M	38.6
6103518	F	54.4
6103518	M	68.2
6103519	F	51.3
6103519	M	69.4
6103520	F	59.2
6103520	M	70.2
6103521	F	54.2
6103521	M	67.4
6103522	F	38.7
6103522	M	50
6103601	F	55.5
6103601	M	52.3
6103603	F	56.3
6103603	M	57.2
6103604	F	46.2
6103604	M	44.8
6103605	F	56.6
6103605	M	55.7
6103606	F	61.8
6103606	M	68
6103607	F	66.7
6103607	M	28.6
6103608	F	42.1
6103608	M	75
6103609	F	52.3
6103609	M	52.6
6103610	F	57.4
6103610	M	61.5
6103612	F	47.3
6103612	M	56.5
6103701	F	61
6103701	M	62.1
6103702	F	31.1
6103702	M	41.3
6103703	F	53.2
6103703	M	55.6
6103705	F	42.6
6103705	M	58
6103706	F	47.1
6103706	M	56.2
6103708	F	51.1
6103708	M	64.4
6103710	F	63.2
6103710	M	67
6103711	F	58.1
6103711	M	61.1
6103712	F	59.6
6103712	M	69.5
6103713	F	69.1
6103713	M	78
6103801	F	60.4
6103801	M	74.3
6103802	F	59.1
6103802	M	66.1
6103803	F	59.6
6103803	M	68.7
6103804	F	53.5
6103804	M	56.1
6103805	F	55.7
6103805	M	58.5
6103806	F	58.1
6103806	M	64
6103807	F	55.4
6103807	M	59.3
6103808	F	59.1
6103808	M	69.6
6103809	F	53.9
6103809	M	66.3
6103810	F	63.5
6103810	M	58.5
6103811	F	48
6103811	M	49.1
6103812	F	57
6103812	M	51.5
6103814	F	54.8
6103814	M	68.9
6103815	F	56.2
6103815	M	59.6
6103816	F	60.3
6103816	M	69.9
6103901	F	72.3
6103901	M	73.8
6103902	F	67.3
6103902	M	69.9
6103903	F	55.2
6103903	M	67.3
6103904	F	61.9
6103904	M	70.7
6103905	F	44.3
6103905	M	60.1
6103906	F	47.1
6103906	M	63.4
6103907	F	55.9
6103907	M	49.2
6103908	F	49.1
6103908	M	55.4
6103909	F	53.7
6103909	M	66
6103910	F	51.1
6103910	M	64.1
6104001	F	51.7
6104001	M	54.2
6104002	F	38.1
6104002	M	59.1
6104003	F	47.7
6104003	M	57.8
6104004	F	50
6104004	M	53.8
6104005	F	52.2
6104005	M	56.1
6104006	F	49.4
6104006	M	54.8
6104009	F	35.8
6104009	M	47.8
6104010	F	38.5
6104010	M	50.4
6104011	F	46
6104011	M	48
6104101	F	48.5
6104101	M	66.8
6104102	F	41.9
6104102	M	45.8
6104103	F	57.9
6104103	M	62.6
6104104	F	48
6104104	M	58.3
6104105	F	51.7
6104105	M	63.7
6104106	F	38.8
6104106	M	53.3
6104107	F	47.9
6104107	M	58.9
6104108	F	37.4
6104108	M	48.8
6104109	F	41.9
6104109	M	46
6104110	F	38.8
6104110	M	49.7
6104111	F	36.5
6104111	M	48.2
6104112	F	45.1
