SA1_7DIGITCODE_2016	unemployment
1108241	10.5
1108242	17.5
1108243	9.2
1108244	3.7
1108245	5.7
1108301	8.2
1108302	5.1
1108303	11.8
1108304	6.4
1108305	9.9
1108306	7.7
1108307	8.5
1108308	8.3
1108309	8
1108310	6.6
1108311	21.7
1108312	9
1108313	2.4
1108314	5.9
1108315	5
1108316	2.2
1108317	12.7
1108401	2.6
1108403	11
1108404	10.5
1108405	4.6
1108406	4.2
1108407	4.7
1108408	2.5
1108409	6.4
1108410	9
1108411	5.1
1108412	4.6
1108413	7.3
1108414	6.4
1108415	5.2
1108416	6.8
1108417	6.2
1108418	8
1108419	3.8
1108420	14.1
1108421	4.6
1108422	3.6
1108423	3.8
1108424	5.6
1108425	11.7
1108426	2.9
1108427	8.3
1108428	9.8
1108429	27.5
1108430	2.1
1108431	13.3
1108432	7.8
1108433	8.5
1108434	6.7
1108435	19.2
1108436	15.6
1108438	3.1
1108439	3.8
1108440	14.2
1108441	4
1108442	2.5
1108443	8.6
1108444	2.5
1108445	13.8
1108446	9.4
1108502	2.2
1108504	2.2
1108505	9.8
1108506	7.5
1108507	2.8
1108508	11.5
1108509	10.7
1108510	8.7
1108511	11.4
1108512	8.2
1108513	4.7
1108514	5.9
1108515	2.7
1108516	7.8
1108517	3.7
1108518	6.4
1108519	3.7
1108520	10.4
1108523	12.9
1108524	8.8
1108525	3.3
1108526	3.5
1108527	4.1
1108528	15.9
1108529	11.6
1108530	17.9
1108531	7.1
1108601	8.9
1108602	5.8
1108603	10.7
1108604	10.3
1108605	4.6
1108606	7.4
1108607	13
1108608	3
1108609	4.1
1108610	3.9
1108611	2
1108612	6.7
1108613	6
1108701	7.6
1108702	14.3
1108703	17.6
1108704	9.2
1108706	7.3
1108707	5.8
1108708	13.6
1108709	1.7
1108710	7.7
1108711	6.3
1108712	12.5
1108713	9.3
1108802	3.2
1108803	2.2
1108804	1.6
1108805	5.6
1108806	5
1108808	7.5
1108809	4.7
1108810	11.1
1108811	4.7
1108812	5.6
1108813	9.4
1108814	8.4
1108815	6.9
1108816	3.3
1108817	5.5
1108818	7
1108819	2
1108820	4.7
1108901	3.8
1108902	5.9
1108903	7.3
1108904	20.7
1108905	4.6
1108906	4.5
1108908	7
1108909	16.7
1108910	2.3
1108911	10.5
1108912	10
1108914	7.1
1108915	13.2
1108916	6.6
1108917	6.6
1108918	7.9
1108919	9
1108920	3.5
1108921	7.4
1108922	2.8
1108923	23.6
1108924	7.7
1108925	19.6
1108926	19.1
1108928	12
1108929	7
1108930	9.4
1108931	5.6
1108932	3.5
1108933	8.9
1108934	2.3
1108935	6.6
1108936	26.7
1108937	18.1
1108939	4.1
1108940	13.3
1108941	10.2
1108943	5.3
1108944	11.6
1108945	2.1
1108946	7.6
1108947	4.5
1108948	9.5
1108949	5.4
1108950	6.3
1108951	4.8
1108952	13.7
1108954	2.8
1108955	6.6
1108956	7
1109001	4.8
1109003	5.1
1109004	3.7
1109005	3.9
1109006	13.9
1109007	12.3
1109008	9.9
1109009	8.1
1109010	8.7
1109011	10.8
1109012	4.5
1109013	8
1109014	3.2
1109015	5.6
1109101	5.7
1109102	5.1
1109103	7.4
1109105	6.6
1109106	5.6
1109107	1.9
1109108	11
1109109	9.7
1109110	11.8
1109111	11.1
1109113	4.3
1109115	8.7
1109116	12
1109118	11
1109121	3.1
1109122	9.3
1109123	7.4
1109124	6.6
1109125	10.9
1109126	8.8
1109127	1.5
1109128	4.8
1109129	11.4
1109130	10.4
1109131	8.3
1109132	9.7
1109133	1.8
1109134	11.2
1109135	13
1109136	7.9
1109138	9.4
1109139	10.9
1109141	4.1
1109201	3.6
1109202	9.2
1109204	3.6
1109205	15.6
1109207	18.9
1109208	22.6
1109209	17.4
1109210	11.3
1109211	14.1
1109212	3.1
1109213	9.4
1109301	84.6
1109302	1.8
1109303	5.4
1109304	8.7
1109305	2
1109306	3.7
1109307	11
1109308	2.4
1109309	7.7
1109310	12.1
1109311	1.9
1109312	3.8
1109313	3
1109317	2.6
1109401	8.4
1109402	11.8
1109403	18.4
1109405	3.6
1109406	4.1
1109407	5.4
1109410	12.5
1109411	8.3
1109412	9.2
1109413	12.6
1109414	18.7
1109501	9.2
1109502	4.5
1109503	6.2
1109505	5.1
1109506	5.3
1109508	4.6
1109509	2.4
1109510	7.1
1109511	11.5
1109512	12.3
1109513	9.3
1109514	18.7
1109601	10.3
1109603	5.8
1109604	2.9
1109605	4.2
1109606	21.4
1109607	15.4
1109608	36.4
1109610	2.1
1109611	19.4
1109612	12.1
1109613	3
1109614	2.5
1109615	1.2
1109616	11.1
1109617	29.5
1109618	14.5
1109619	34.9
1109620	10.5
1109621	16.1
1109622	15
1109623	12.9
1109624	18.2
1109627	8.9
1109701	15.5
1109702	3
1109703	7.3
1109704	5.8
1109705	14.5
1109706	11.6
1109707	11.8
1109708	16.3
1109709	2.2
1109711	6.4
1109712	10.9
1109713	3.9
1109714	8.3
1109715	6.7
1109716	9.9
1109717	4.4
1109718	8.6
1109719	3.2
1109720	11
1109721	8.3
1109722	10.3
1109723	11.2
1109724	3.5
1109725	8.9
1109726	14.8
1109727	7.1
1109728	6.5
1109729	13.3
1109730	2.9
1109731	3.5
1109732	18
1109733	9
1109734	9.8
1109735	19.3
1109736	8.7
1109737	8.4
1109738	18.2
1109739	5.5
1109740	11.7
1109741	13.9
1109742	11.6
1109743	10.9
1109744	12.6
1109745	9.8
1109746	7.4
1109747	5.1
1109748	11.2
1109749	3.4
1109750	7
1109751	11.2
1109752	6.9
1109802	21.3
1109803	6.3
1109804	1.8
1109807	7.4
1109808	23.1
1109809	13.3
1109810	6.3
1109901	11
1109902	10.8
1109903	5.4
1109904	16.6
1109905	7.2
1109906	5
1109907	17.1
1109908	5.6
1109909	22.7
1109910	23
1109911	6.8
1109912	5.2
1109913	3.7
1109914	9.9
1109915	8.7
1109916	4.4
1109917	3.5
1109918	9.1
1109919	7.1
1109920	3.1
1109921	5.3
1109922	4.2
1109923	2.3
1109924	5.6
1109926	7.1
1109928	14.5
1109929	3.4
1110001	8.4
1110002	2.8
1110003	4.9
1110004	6.4
1110005	4.2
1110006	7.9
1110007	2.5
1110008	19.4
1110009	18.7
1110010	13.6
1110011	13.1
1110012	4.5
1110013	6.5
1110014	7.9
1110016	4
1110017	3.7
1110018	10.4
1110019	8.9
1110020	2.3
1110022	8.7
1110023	11.5
1110024	5.3
1110025	6.7
1110026	3.4
1110027	1
1110028	2
1110029	7.1
1110101	10.1
1110102	7.2
1110103	5.5
1110105	3.9
1110106	2.2
1110107	4.8
1110108	10
1110109	6.7
1110110	3.4
1110111	3.4
1110112	1.6
1110113	3.6
1110114	4.3
1110115	10.5
1110116	2.4
1110117	3.6
1110118	5.8
1110119	4.5
1110120	3.9
1110121	5.6
1110122	7.1
1110123	5
1110124	4
1110125	9.7
1110126	9
1110127	9.2
1110128	1.6
1110129	8.2
1110130	3.9
1110132	3.5
1110133	9.7
1110134	5.5
1110135	4.1
1110136	5.2
1110137	12.3
1110138	0.8
1110139	7.6
1110141	1.5
1110201	17.2
1110202	7.1
1110203	3
1110204	12.9
1110205	7.9
1110206	8.4
1110208	10.3
1110209	8
1110210	9
1110212	6.3
1110213	5.2
1110214	3.3
1110215	2.1
1110216	1.9
1110217	3.4
1110219	11.4
1110220	4
1110222	5.9
1110302	3.3
1110303	1.8
1110304	3.8
1110305	4.6
1110306	2.8
1110307	3.7
1110308	2.6
1110309	2.1
1110310	5.1
1110311	5.1
1110312	3.8
1110313	6.6
1110314	2.9
1110315	3.2
1110316	5
1110317	4.4
1110318	4
1110401	11.3
1110402	4.8
1110403	4
1110404	2.5
1110405	6.8
1110406	1.8
1110408	4.3
1110409	7.7
1110410	12.4
1110411	9.9
1110412	12.4
1110413	7.9
1110416	2.2
1110501	10.7
1110502	2.8
1110503	16.3
1110504	9.2
1110506	10.4
1110507	15.5
1110508	10.3
1110509	5.9
1110510	10.1
1110511	19.7
1110512	10.8
1110513	12.7
1110514	3.1
1110515	3.4
1110516	3.6
1110517	1.2
1110518	3.8
1110519	7.2
1110601	20
1110604	15.4
1110605	13.3
1110606	19.7
1110607	15.6
1110608	11.3
1110609	7.5
1110610	10.3
1110611	2.2
1110612	12.1
1110614	2
1110615	5.7
1110616	4.1
1110617	4.5
1110618	2.8
1110619	4.3
1110620	11.9
1110621	9.3
1110622	25.9
1110623	12.7
1110624	13.8
1110701	7.7
1110702	10
1110703	10.6
1110704	1.4
1110705	4.1
1110706	4.4
1110708	3.6
1110709	5.8
1110710	5
1110712	9
1110713	7.3
1110714	4.6
1110715	1.8
1110716	3.8
1110717	6.7
1110718	2.1
1110719	4
1110720	7.4
1110722	9
1110723	10.1
1110724	5.1
1110725	7.8
1110726	3.2
1110801	16
1110803	12.1
1110805	2.6
1110806	13.3
1110807	9.2
1110808	15.1
1110809	8.2
1110810	10.2
1110811	8.7
1110812	16.1
1110813	9.6
1110814	6.1
1110815	12.8
1110816	6.3
1110817	8.7
1110819	8.4
1110820	15.8
1110821	2.5
1110822	11.1
1110824	11.7
1110825	31.8
1110826	9.5
1110827	20.4
1110828	9.8
1110829	10.8
1110830	9.5
1110831	11.3
1110832	11.8
1110833	8.2
1110834	10.7
1110835	6.6
1110836	5.8
1110837	11
1110838	16.6
1110839	18.7
1110840	6.3
1110841	17.5
1110842	1.9
1110843	15.2
1110844	11.8
1110845	20.7
1110847	8.2
1110848	11.1
1110849	9.7
1110850	5
1110851	8.1
1110852	10.9
1110853	11.5
1110854	13.9
1110855	6.1
1110856	5.9
1110857	8.1
1110901	9.4
1110902	4.7
1110903	8.8
1110904	8.7
1110905	5.2
1110906	4.2
1110907	4.8
1110908	12.3
1110909	7.5
1110910	9.3
1110911	7.5
1110912	5.1
1110913	6.1
1110914	2.9
1110915	4.3
1110916	3.9
1110917	2.5
1110918	4.8
1110919	7.6
1110920	6.2
1110921	12.1
1110922	4.5
1111001	7.5
1111002	10.1
1111003	4.3
1111004	13
1111005	3.5
1111006	10.5
1111007	8.5
1111008	9.4
1111009	8.3
1111010	8.5
1111011	3.7
1111012	4
1111013	5.8
1111014	3.1
1111015	9.1
1111016	5.8
1111017	3.5
1111018	3
1111019	4.9
1111020	2.6
1111021	6.1
1111022	7.2
1111023	5.1
1111024	2.2
1111025	8.1
1111026	5.1
1111027	3.4
1111101	11.5
1111102	5.8
1111103	37.3
1111104	14.8
1111105	11.4
1111106	9.1
1111107	8.9
1111108	9.9
1111109	11.2
1111110	8.2
1111111	15.5
1111112	4.1
1111113	9.3
1111114	7.9
1111115	8.6
1111116	10.4
1111117	6
1111118	6.1
1111119	8.8
1111121	5.4
1111122	9.2
1111123	7.4
1111124	10.8
1111125	14.5
1111126	7.1
1111127	10.7
1111128	10.8
1111129	10.3
1111130	8.2
1111131	11.9
1111132	4.7
1111133	16.1
1111134	9.2
1111135	8
1111136	13
1111138	7
1111140	12
1111141	6.4
1111143	9.5
1111144	17.5
1111145	13.8
1111147	6.2
1111148	9.3
1111149	5.9
1111201	3.1
1111202	6.9
1111203	6.5
1111204	5.6
1111205	4.3
1111206	5.2
1111207	10.8
1111208	25.4
1111209	5.4
1111210	2.2
1111212	4.3
1111213	14.3
1111214	8.8
1111215	11.1
1111216	14.1
1111217	2.5
1111218	7.1
1111219	10.2
1111220	4.1
1111221	7.1
1111222	23.4
1111223	11.7
1111224	8.1
1111225	5.9
1111226	3
1111227	4.5
1111228	4.5
1111229	6.4
1111230	13.6
1111231	4.1
1111232	10.8
1111233	9.8
1111234	4.9
1111235	10.1
1111237	3.2
1111238	2.6
1111240	7
1111241	13.9
1111242	7.4
1111244	5.9
1111245	6.5
1111246	6.7
1111247	2.3
1111248	5.9
1111249	4.3
1111301	7.7
1111302	4
1111303	5.3
1111304	5.8
1111305	6.1
1111306	4.6
1111307	3.6
1111308	4.5
1111309	5.6
1111310	7.8
1111311	4.5
1111312	5.2
1111313	4.5
1111314	3.3
1111315	2.1
1111401	10
1111402	17.3
1111403	3.1
1111404	6.5
1111405	10.4
1111406	10
1111408	11.4
1111409	7.2
1111410	8.6
1111411	13.3
1111412	4.5
1111413	5.7
1111414	5.8
1111501	5
1111502	12.6
1111503	18.3
1111504	6
1111505	7.1
1111506	10.9
1111507	11.8
1111508	3.6
1111509	10.2
1111510	7.4
1111511	6.6
1111512	9
1111513	35.8
1111514	9
1111515	6.2
1111516	6.8
1111517	7.6
1111518	8.1
1111519	12.4
1111520	7.3
1111521	3.7
1111524	6.3
1111525	3.1
1111526	3.9
1111527	2.9
1111528	6.5
1111529	8.7
1111530	5.8
1111531	13.3
1111532	8.9
1111533	3.9
1111534	9.2
1111535	5.4
1111536	13
1111537	7.7
1111538	6
1111539	7.8
1111541	8.6
1111542	9.3
1111543	4.2
1111544	9.7
1111545	10.1
1111546	7.9
1111547	6.9
1111548	2.9
1111549	4.1
1111550	8.1
1111551	6.3
1111552	7.8
1111553	2.9
1111554	10
1111555	2.6
1111556	3.3
1111557	6.8
1111558	7.7
1111561	3.5
1111563	12.5
1111564	9.1
1111565	5.6
1111566	8
1111567	6.5
1111568	9
1111569	13
1111570	8.4
1111571	3.2
1111572	42.4
1111601	4.2
1111602	3.9
1111603	3.5
1111604	5.7
1111605	1.3
1111606	5.3
1111608	3.8
1111609	2.7
1111610	2.1
1111611	8.5
1111612	2.2
1111613	3.8
1111614	5.5
1111615	2.9
1111616	3.1
1111701	8.6
1111702	11.2
1111704	4.9
1111705	4.2
1111707	4
1111708	5.7
1111709	13.8
1111710	4.8
1111711	15.8
1111712	6.7
1111713	3.1
1111715	18
1111716	3.8
1111717	8.5
1111718	7.1
1111719	9.3
1111720	7.1
1111721	28.6
1111722	10
1111723	10.4
1111724	5.2
1111725	15.9
1111726	2.6
1111727	6.3
1111728	16.2
1111730	7.9
1111731	5.3
1111732	5
1111733	5.1
1111734	10.4
1111735	8.1
1111736	9
1111737	10.1
1111738	9.3
1111739	6.5
1111740	9.9
1111741	7.1
1111742	3.3
1111743	13.2
1111745	6.1
1111746	14.9
1111747	9
1111748	2.9
1111749	9.8
1111750	10.3
1111801	7.4
1111802	9.1
1111803	6.9
1111804	1.1
1111805	2.8
1111806	3.2
1111807	6.1
1111808	5.6
1111809	6.3
1111810	6.5
1111811	7.9
1111812	9.3
1111813	2.6
1111814	2.9
1111816	2.8
1111817	3
1111819	6.4
1111820	8.9
1111821	7.9
1111822	5.2
1111823	4.9
1111824	5.7
1111901	14.6
1111902	3.9
1111903	4.7
1111904	3.8
1111906	7.6
1111907	5.3
1111909	28.6
1111910	8.5
1111911	5.6
1111912	8.3
1111913	6.7
1111914	5.4
1111915	5.2
1111916	11.3
1111918	6.9
1111920	7.5
1112002	7.5
1112003	11.5
1112004	6
1112006	8.7
1112007	12.6
1112008	8.5
1112009	7.7
1112010	6.6
1112011	10
1112012	11.2
1112013	11.9
1112014	9.8
1112015	3
1112016	8.7
1112018	11.2
1112101	6.5
1112102	7.5
1112103	9.3
1112104	6.1
1112105	8.1
1112106	5.3
1112107	12.6
1112108	6
1112109	6.4
1112110	8.1
1112115	10.6
1112116	6.1
1112118	7.5
1112119	8.5
1112120	7.1
1112121	7.3
1112122	2.9
1112123	13.6
1112124	6
1112125	6.3
1112126	5.2
1112127	8.4
1112128	9.6
1112129	8.1
1112130	5.1
1112131	9.9
1112133	6.6
1112134	6.3
1112135	5.8
1112136	6.9
1112137	6.3
1112138	6.2
1112139	4.2
1112140	5.5
1112141	1.5
1112142	3.9
1112143	12
1112144	13.1
1112145	12.9
1112146	5.9
1112147	3.3
1112148	5.9
1112149	10.1
1112150	8.9
1112151	7.1
1112152	10.5
1112153	5.2
1112154	9.7
1112155	7.8
1112156	2.2
1112157	8
1112158	8.5
1112201	8.5
1112202	11.8
1112204	15.6
1112205	10.6
1112206	5.5
1112207	24.6
1112208	17.9
1112209	10.2
1112210	10.4
1112211	15.6
1112212	12
1112213	4.4
1112214	20.2
1112215	17.4
1112216	9
1112217	7.5
1112218	11.2
1112219	5.8
1112220	3.9
1112221	6.2
1112222	22.2
1112223	20.1
1112224	13.3
1112225	7.3
1112226	8.8
1112227	3.3
1112228	5.4
1112229	4.7
1112230	11.3
1112231	6.1
1112233	7.7
1112234	12.4
1112301	2.4
1112302	5.4
1112303	5.7
1112304	6.3
1112305	5.1
1112306	4.6
1112307	4.9
1112308	4.3
1112309	1.7
1112310	6.2
1112311	7.1
1112312	5.9
1112313	4.7
1112314	2.1
1112315	2.6
1112401	12.5
1112402	7.4
1112403	4.5
1112404	9.8
1112405	12.8
1112406	9.3
1112407	7.2
1112408	11.9
1112409	13.8
1112410	10.8
1112411	13.1
1112412	4
1112413	9.5
1112501	9.6
1112502	6.4
1112503	3.6
1112504	4.2
1112506	6.5
1112507	8
1112510	17
1112511	7.7
1112512	7.2
1112513	4.8
1112514	23.1
1112515	9
1112516	3.4
1112517	4.4
1112518	2.5
1112519	1.6
1112521	5.1
1112522	6.7
1112523	8.1
1112524	4.8
1112525	7.9
1112526	7.6
1112527	7.3
1112528	7.6
1112529	4.6
1112530	8.6
1112531	4.6
1112532	7.6
1112535	9.1
1112536	5.4
1112537	6.9
1112601	14.9
1112602	3.8
1112603	16.1
1112604	7.8
1112605	6.4
1112606	15.7
1112607	5.8
1112608	7.2
1112609	11.1
1112610	7.3
1112611	10.5
1112612	11.6
1112613	4.5
1112614	12
1112616	8.4
1112617	24.4
1112618	1.7
1112620	4.6
1112621	41.6
1112622	17.7
1112623	8.7
1112624	13.1
1112625	13.6
1112626	5.9
1112627	3.6
1112628	8.8
1112629	5.6
1112630	10.3
1112631	8.7
1112632	24.1
1112633	2.9
1112634	12.1
1112701	8.1
1112703	3.7
1112705	8.7
1112706	3.8
1112707	6.3
1112708	7.5
1112709	3.9
1112710	2.1
1112711	3.7
1112712	2.5
1112801	9.9
1112802	11.2
1112803	3.4
1112804	4.9
1112805	1.7
1112806	1.1
1112807	4.4
1112808	4.6
1112809	3.3
1112810	2.6
1112811	5.7
1112812	6.4
1112813	4.4
1112901	6.6
1112902	5.1
1112903	6.7
1112904	10.7
1112906	3.7
1112908	5.2
1112909	8.5
1112910	4.2
1112911	2.9
1112913	2.4
1112914	11.3
1112915	3.8
1112916	7.7
1112917	3.6
1112919	3.7
1112920	1.4
1112921	6.3
1112922	9.2
1112923	8.4
1113101	7.2
1113102	6.9
1113103	15.7
1113104	4.9
1113105	4.9
1113106	6.8
1113107	12.7
1113108	7.8
1113109	7
1113110	10.1
1113111	4.1
1113112	10.2
1113113	6.1
1113114	3.2
1113115	8.2
1113116	11.6
1113117	8.6
1113118	12.9
1113119	8
1113120	13.5
1113121	8.7
1113122	8.4
1113123	11.9
1113124	7.7
1113125	10
1113126	19.4
1113127	3.8
1113128	2.4
1113129	10.3
1113130	5.8
1113131	5.3
1113132	4.5
1113133	6.4
1113134	6.5
1113135	2.5
1113136	4.5
1113137	6.5
1113138	3.6
1113139	6
1113140	2.8
1113141	9.1
1113142	6.7
1113143	6.6
1113144	7.9
1113145	12.6
1113146	7.1
1113147	6.8
1113148	4.6
1113149	10.3
1113150	4.9
1113151	2.4
1113152	4.7
1113153	8.4
1113154	11.9
1113155	12.2
1113156	13.3
1113157	12
1113158	12.3
1113201	4.1
1113202	8.8
1113203	6
1113204	2
1113205	6.5
1113206	7.6
1113207	2
1113208	2.5
1113210	4.3
1113211	5.8
1113212	3.3
1113213	5.8
1113214	4.4
1113215	3.3
1113216	6.8
1113217	4.5
1113218	4.3
1113219	11.3
1113301	100
1113402	3.9
1113403	3.6
1113404	5
1113405	6.1
1113406	16.7
1113407	7
1113409	5.6
1113410	10.6
1113411	1.6
1113412	5.5
1113413	7.8
1113414	11
1113415	5.8
1113416	3.9
1113417	3.9
1113418	7.1
1113419	4.8
1113421	11.7
1113422	4.4
1113423	5.1
1113424	3
1113425	12
1113426	9.8
1113427	7
1113428	3.3
1113429	9.9
1113431	1.7
1113432	1.7
1113433	4.6
1113434	5.9
1113435	3.4
1113436	5.2
1113437	4.7
1113438	5
1113439	8
1113440	8.6
1113442	4.9
1113443	5.8
1113444	2.9
1113445	6.2
1113446	1.7
1113448	12.6
1113449	37.5
1113450	9.4
1113451	11.9
1113601	8.4
1113602	11.6
1113603	1.2
1113604	5.8
1113605	8.6
1113606	3.6
1113607	3.4
1113608	5
1113609	4.9
1113610	2.9
1113611	6.8
1113612	3.6
1113613	6
1113614	6.8
1113615	5.7
1113617	8.1
1113618	6.2
1113619	6
1113620	7
1113621	6.5
1113622	7.7
1113623	2.7
1113624	5.5
1113625	6.4
1113626	4.1
1113627	9.8
1113628	2.1
1113629	5.6
1113630	4.5
1113631	2.5
1113632	7.3
1113633	4.2
1113634	2.3
1113635	4.9
1113701	7.5
1113702	7
1113704	8.8
1113705	5.5
1113706	6.1
1113707	5.6
1113708	5.6
1113709	8.7
1113710	9.4
1113711	11.6
1113712	4.8
1113713	8.1
1113714	10.4
1113715	5.9
1113716	5.1
1113717	10.1
1113718	5.1
1113722	10.8
1113801	3.1
1113802	7.6
1113803	2.3
1113804	2.2
1113805	4.9
1113806	4.8
1113807	7
1113808	2.2
1113809	6
1113810	4.3
1113811	7
1113812	3.6
1113813	3.7
1113815	6.8
1113816	7.3
1113817	5.8
1113818	3.2
1113820	3.8
1113821	6.7
1113903	4.2
1113904	5.5
1113905	4.8
1113906	6.3
1113907	4.5
1113908	5.6
1113909	4
1113912	6.2
1113913	5.9
1113914	6.7
1113915	2
1113916	7.1
1113919	2.9
1114001	2.7
1114002	2.3
1114003	4.7
1114004	2.4
1114005	2.4
1114007	3.6
1114008	2.8
1114009	4.9
1114010	6
1114011	3.7
1114012	4.5
1114013	3.3
1114015	2.7
1114016	6.3
1114017	3
1114018	4.3
1114019	2.6
1114101	7.8
1114103	2.5
1114104	4.5
1114105	10.8
1114106	7
1114107	9.4
1114108	3.4
1114110	4.7
1114112	3.6
1114113	6.2
1114114	6.6
1114115	2.7
1114116	4.1
1114117	3.3
1114118	6.9
1114119	7
1114120	4.3
1114121	7.4
1114122	5
1114123	5.8
1114124	2.6
1114126	8.9
1114127	7.7
1114128	5.3
1114129	5.6
1114130	7.4
1114131	7.8
1114133	3.6
1114134	7.6
1114135	6.2
1114136	5.3
1114137	5
1114201	6.3
1114202	5.6
1114204	7.8
1114205	8.3
1114206	4.6
1114207	7.3
1114208	8.3
1114209	7.4
1114210	9.7
1114211	10.7
1114212	3.6
1114213	5.8
1114214	7.9
1114215	2.5
1114216	6
1114217	5.1
1114218	6.9
1114219	7
1114220	1.6
1114222	6.5
1114223	6
1114224	6.3
1114225	5.2
1114226	5.3
1114301	9.4
1114302	4.5
1114303	9
1114304	8.6
1114305	8.3
1114306	14.1
1114307	4.7
1114308	15.9
1114309	7.8
1114310	11.5
1114311	13.8
1114313	4.6
1114314	21.4
1114315	8
1114316	8.5
1114317	6.3
1114318	5.9
1114319	6.6
1114320	5.3
1114321	4.2
1114322	6.6
1114323	9.3
1114324	9
1114325	7.4
1114326	6.6
1114327	18.6
1114328	12.8
1114329	8.9
1114330	6.6
1114331	18.4
1114332	7.9
1114333	9.7
1114334	4.5
1114335	16.6
1114336	7
1114337	7.2
1114338	21.6
1114339	12.6
1114340	8.7
1114341	22
1114342	9
1114343	12.4
1114344	6.4
1114345	14.7
1114346	9.3
1114347	10.9
1114348	9
1114349	16.9
1114350	6.5
1114401	5
1114402	3.9
1114403	19.3
1114404	5.6
1114405	1.7
1114406	6.8
1114407	6.7
1114408	5.3
1114409	6.6
1114410	12.1
1114411	3.3
1114412	22.5
1114413	7.6
1114414	7.7
1114415	12.9
1114416	6.4
1114417	5.7
1114418	48.9
1114419	12.4
1114420	6.9
1114421	8.8
1114422	3.5
1114423	1.6
1114424	2.8
1114425	6.1
1114426	4.5
1114427	5.8
1114428	9.2
1114429	6.8
1114430	2.7
1114431	6.3
1114432	3.7
1114433	9.6
1114434	8.7
1114435	11.3
1114436	16.3
1114437	15.2
1114438	3.4
1114439	7.9
1114440	5.2
1114441	2.5
1114442	6.1
1114443	3.3
1114444	2.2
1114445	6.4
1114446	11.3
1114447	4.6
1114448	3.6
1114501	10
1114502	10.3
1114503	4.4
1114504	7.3
1114505	6.1
1114507	7.9
1114508	2.4
1114509	3.6
1114510	7.9
1114511	9.4
1114512	7.2
1114513	11.5
1114514	5.5
1114515	11.7
1114517	13.2
1114518	6.8
1114519	6.9
1114520	5.6
1114521	14
1114522	5
1114523	7.3
1114524	3.6
1114525	3.4
1114526	7.1
1114527	16.9
1114528	28.4
1114531	6.5
1114532	5.3
1114533	7.3
1114534	6
1114535	5.3
1114536	10.7
1114537	5.7
1114538	1.4
1114539	6.1
1114540	23.3
1114541	4.6
1114601	14.5
1114602	18
1114603	11.6
1114604	4.5
1114605	5.4
1114606	4.8
1114607	5.9
1114608	5.2
1114610	4.9
1114611	7.8
1114612	7.8
1114613	12.1
1114615	14.7
1114616	13.8
1114617	5.7
1114618	25.1
1114619	2.5
1114620	8.1
1114621	3.9
1114622	8.4
1114623	3.5
1114624	6.8
1114625	6.1
1114627	4.3
1114628	5.2
1114629	3.8
1114631	4.9
1114632	11
1114633	5.3
1114634	5
1114635	3.6
1114636	6.5
1114639	8.8
1114640	8.7
1114641	8
1114642	7.1
1114643	8.3
1114644	3.5
1114646	8.2
1114647	3
1114648	9.2
1114649	3.7
1114650	10.4
1114651	4.9
1114652	3.7
1114654	5.3
1114655	6
1114657	8.5
1114658	3.7
1114659	3
1114660	9
1114701	5.8
1114702	5
1114703	6.8
1114704	3.1
1114705	2.1
1114706	1.7
1114708	3.3
1114709	7.3
1114711	1.1
1114712	3.8
1114713	5.3
1114714	3.5
1114715	3.8
1114716	9.6
1114718	1.8
1114719	5.8
1114720	2.7
1114721	5.6
1114722	1.7
1114723	2.1
1114724	4.2
1114801	1.8
1114802	2.8
1114803	5.5
1114804	4.8
1114805	3.4
1114807	5.8
1114808	3.8
1114809	9.1
1114810	3.3
1114811	6.1
1114813	4.8
1114814	4.7
1114815	3.4
1114816	4.1
1114818	3
1114819	4.9
1114820	4.3
1114821	3.4
1114822	7.1
1114823	6.8
1114824	3.1
1114825	6.4
1114826	4.1
1114827	3.9
1114828	1.9
1114829	4.8
1114830	4.2
1114831	3.1
1115001	3.9
1115002	3.7
1115003	4.8
1115004	3.1
1115005	7.5
1115006	4.8
1115007	4.3
1115008	6.7
1115009	8.8
1115010	3.3
1115011	3.7
1115012	4.3
1115013	8
1115015	4.1
1115016	4
1115017	3.9
1115018	5.8
1115019	6.5
1115020	6.8
1115021	6.7
1115023	3.7
1115024	3.7
1115025	4.5
1115026	4.3
1115028	4
1115029	4.4
1115030	4.6
1115031	4.6
1115032	5.8
1115033	3.4
1115034	4.1
1115035	5.8
1115037	4.4
1115038	3.2
1115039	2.3
1115041	3.5
1115042	4.6
1115044	4.6
1115045	5.9
1115046	2.2
1115047	7
1115048	5.2
1115049	8.3
1115050	2.8
1115051	4.3
1115052	3.4
1115053	6.3
1115054	3.1
1115101	10.2
1115102	14.7
1115103	8.5
1115104	4.7
1115105	12.7
1115106	6.8
1115107	7.7
1115108	7.1
1115110	5.5
1115111	6.1
1115112	6.7
1115114	6.3
1115201	5.4
1115202	5.7
1115203	5.1
1115204	10.6
1115205	14.7
1115206	16.8
1115207	7.3
1115208	3.6
1115209	2.9
1115210	1.9
1115211	4.3
1115212	6.3
1115213	9.1
1115214	3.3
1115216	9.6
1115217	4.9
1115218	16
1115219	13.1
1115220	11.8
1115221	8
1115222	11.8
1115224	35.5
1115225	6.2
1115226	5.6
1115227	11.5
1115228	4.8
1115229	5.3
1115230	12.1
1115231	11.2
1115232	9.2
1115233	11.9
1115235	9.2
1115236	3.7
1115301	11.8
1115302	7.7
1115303	8.9
1115304	5.9
1115305	23.1
