SA1_7DIGITCODE_2016	unemployment
1135801	9.8
1135802	9.3
1135803	6.1
1135804	10.5
1135805	7.7
1135807	8.6
1135808	5.1
1135809	5.3
1135810	6.9
1135811	7.5
1135812	7
1135813	8.9
1135814	8.6
1135815	3
1135816	9.3
1135818	4.8
1135819	4.4
1135820	8.8
1135821	7.2
1135822	13.8
1135823	4.6
1135824	4.3
1135825	5.5
1135826	3.8
1135827	5.7
1135828	3.9
1135829	1.7
1135830	5.2
1135831	3.7
1135832	5.8
1135833	9.2
1135834	2.7
1135836	6.1
1135837	2.4
1135838	7.7
1135839	6.2
1135840	1.6
1135841	4.8
1135842	4.5
1135901	2.3
1135902	4.8
1135903	6.6
1135904	5.5
1135905	2.8
1135906	4.1
1135907	5.3
1135908	6.1
1135909	3
1135911	3.4
1135912	5.6
1135913	1.8
1135914	6.6
1135915	6.4
1135916	6.6
1135917	3.2
1135918	7.4
1135919	10.9
1135920	13.4
1135921	2.9
1135923	4.7
1135924	2.7
1135925	3.3
1135926	3.8
1135927	6.3
1135928	6.3
1135929	4.3
1135930	3.2
1135931	5.8
1135932	2.3
1135933	7.5
1135934	3.6
1135935	8
1135936	4.8
1135937	3.4
1135938	4.8
1135939	3
1135940	1.9
1135942	4.9
1135943	3.6
1135944	6.3
1135945	3.2
1135946	16.6
1135947	5.5
1135948	4.5
1135949	2.7
1135950	1.6
1135951	2.6
1135953	1.6
1135954	5.7
1135955	3.8
1135956	6.2
1135957	5.8
1135958	10
1135959	2.6
1135960	10
1135961	5.8
1136001	12.5
1136002	5.5
1136003	5.2
1136004	3.9
1136005	6.5
1136006	6.7
1136007	3.4
1136008	8.2
1136009	5.1
1136010	6
1136011	5.6
1136012	10.8
1136013	4.1
1136014	6.7
1136015	3.5
1136016	4.4
1136017	1.4
1136018	6.7
1136019	8.2
1136020	10.5
1136021	6.6
1136022	11.4
1136023	6.3
1136024	4.6
1136025	4.1
1136026	7.3
1136027	6.4
1136028	7.5
1136029	10
1136030	7
1136031	2.1
1136032	5.3
1136033	3.6
1136034	3.6
1136035	3.3
1136101	9.6
1136103	13.2
1136104	9
1136105	10.7
1136106	9.5
1136107	24.2
1136108	11.5
1136109	10
1136110	7.5
1136111	9.3
1136112	7.7
1136113	8.1
1136114	11.3
1136115	7.2
1136116	7.2
1136117	11.6
1136118	4.6
1136119	10.9
1136120	7.3
1136121	7.9
1136122	7.9
1136123	11.8
1136124	9.9
1136125	6.3
1136126	5.6
1136127	12.7
1136128	9
1136129	6.8
1136130	11.7
1136131	4.8
1136132	12.4
1136133	10.1
1136134	8.3
1136135	8.2
1136136	4.4
1136137	9.8
1136138	8.5
1136139	8.5
1136140	11.3
1136141	7.1
1136142	6.3
1136143	21.6
1136144	11.1
1136145	7.4
1136146	9.8
1136201	12.5
1136202	8.5
1136203	9.6
1136204	4.8
1136205	10.9
1136206	8.6
1136207	7.7
1136208	8.4
1136209	4.2
1136210	7.3
1136211	9.2
1136212	4.8
1136213	5.2
1136214	7.1
1136215	11.7
1136216	7.6
1136217	3.6
1136218	8.3
1136219	3.3
1136220	3.3
1136221	3.2
1136222	5.3
1136223	9.6
1136224	11.7
1136225	7.8
1136226	7.5
1136227	3.6
1136228	12.3
1136229	8.2
1136230	7.5
1136231	8
1136232	8.8
1136233	7
1136234	8
1136235	4.9
1136236	3.6
1136237	7.3
1136238	8.3
1136239	9.1
1136240	7.1
1136241	9
1136242	8.5
1136243	2.3
1136301	8.5
1136302	8.4
1136303	9.4
1136304	6.9
1136305	4.1
1136306	5.8
1136307	6.1
1136308	12.4
1136309	9.5
1136310	11.2
1136311	10.3
1136312	8
1136313	7.8
1136315	1.3
1136316	4.9
1136317	10.2
1136318	11.4
1136319	7.2
1136320	6.9
1136321	12.6
1136322	9.8
1136323	12.3
1136324	14.5
1136325	13.6
1136326	6.4
1136327	8.2
1136328	11.4
1136329	7.1
1136330	7.4
1136331	9.3
1136332	10.3
1136333	6.1
1136334	10.1
1136335	9.2
1136336	10.8
1136337	9
1136338	3.5
1136339	11
1136340	9.1
1136341	9.3
1136342	13.7
1136343	10.1
1136344	7.2
1136345	5
1136346	9.2
1136347	5.6
1136349	6.1
1136350	3.1
1136351	8
1136352	9.6
1136353	4.7
1136354	9.4
1136355	15.3
1136356	11.1
1136357	9
1136358	12.4
1136359	11.9
1136360	8.4
1136361	12.1
1136362	10.2
1136363	10.1
1136364	8
1136365	7.9
1136367	7.6
1136401	6.2
1136402	5.1
1136403	3.2
1136404	3.3
1136405	1.5
1136406	6.6
1136407	3.6
1136408	2.3
1136409	4.5
1136410	7.2
1136411	4.5
1136412	7.4
1136413	1.4
1136414	3.6
1136415	5.5
1136416	5.7
1136417	3
1136418	2
1136419	4.7
1136420	4.8
1136421	4.9
1136422	6.4
1136423	2.3
1136424	5
1136425	3.7
1136426	6.9
1136427	3.5
1136428	4.4
1136430	9.3
1136431	2.1
1136432	5.8
1136433	6.3
1136434	2.4
1136435	1.3
1136436	6.2
1136437	6.3
1136438	5.6
1136439	7.2
1136440	3.7
1136441	4
1136442	7.4
1136443	4.8
1136444	4.2
1136446	2.3
1136447	4.9
1136449	5.6
1136450	5.2
1136451	3.4
1136452	3
1136453	5.8
1136454	9
1136455	6.1
1136456	8.6
1136457	3.3
1136458	3.6
1136601	11.7
1136602	10.1
1136603	15.1
1136604	11
1136605	5.1
1136606	12.1
1136607	12.6
1136608	14.1
1136609	9.1
1136610	16.6
1136611	14.8
1136612	9
1136613	16
1136614	17.1
1136615	12.6
1136616	12.7
1136617	11.4
1136618	11
1136619	9.5
1136620	11.8
1136621	9.8
1136622	7.6
1136623	7.3
1136624	10.7
1136625	7.9
1136626	10
1136627	8.5
1136628	8.1
1136629	8.8
1136630	9.9
1136631	7.5
1136632	10.4
1136633	11.4
1136634	8.5
1136635	9.7
1136636	11
1136637	9.4
1136638	11.3
1136639	6.3
1136640	9
1136642	7.3
1136643	3.1
1136645	5.7
1136646	10.1
1136647	14.6
1136648	7.5
1136701	6
1136702	6.8
1136703	1.9
1136704	8
1136705	4.1
1136706	9.6
1136707	11.7
1136708	4.3
1136709	7.9
1136710	8.3
1136711	8.3
1136712	4.6
1136713	10.4
1136714	4.6
1136715	5.2
1136716	10.3
1136717	5.6
1136718	6.5
1136719	9.6
1136720	7.9
1136721	9.1
1136722	9.4
1136723	8.1
1136724	6.6
1136725	7.2
1136726	7.5
1136727	5.9
1136728	5.8
1136801	4
1136802	13.7
1136803	8.4
1136804	6.8
1136805	10.6
1136806	10.5
1136807	9.9
1136808	8.3
1136809	4.2
1136810	4
1136811	7.1
1136812	6.7
1136813	4.7
1136814	9
1136815	4.8
1136816	17.4
1136817	13.6
1136818	10.1
1136819	7.9
1136820	8.7
1136821	6.8
1136822	6.6
1136823	13.1
1136824	13.6
1136825	14.8
1136826	9.8
1136827	14.1
1136828	8.4
1136829	9.4
1136830	10.3
1136831	12.6
1136832	11
1136833	13.4
1136834	7.5
1136835	8.3
1136836	10.1
1136837	8.4
1136838	3.3
1136839	6.6
1136840	5.6
1136841	12
1136842	6.8
1136843	8.8
1136901	2.8
1136902	4.4
1136903	6.4
1136905	6.8
1136906	5.3
1136907	6.5
1136908	5.6
1136909	4.9
1136910	5.7
1136911	4.1
1136912	6.7
1136913	3.5
1136914	3.5
1136915	5.3
1136916	4.4
1136917	4.3
1136918	3.7
1136919	5.5
1136920	6
1136921	2.5
1136922	3.5
1136923	3.2
1136924	7.1
1136925	8.3
1136926	9.8
1136927	7.5
1136928	8.5
1136929	5.8
1136930	8.2
1136931	4.8
1136932	6.9
1136933	8.3
1136934	3.2
1136935	7.7
1136936	4.1
1136937	6.3
1136938	5
1136939	2.6
1136940	10.2
1136941	6
1136942	3.7
1136943	1.8
1136944	4.9
1136945	4.9
1136946	2.5
1136948	3.7
1136949	3.7
1136950	5
1137001	8.3
1137002	6.3
1137003	4.5
1137004	6.5
1137005	9.1
1137006	10.6
1137007	4.5
1137008	8
1137009	9.6
1137010	9.2
1137011	7.9
1137012	8.3
1137013	7.4
1137014	10.7
1137015	8.7
1137016	16.3
1137017	7.9
1137018	6.4
1137019	7.8
1137020	8.4
1137021	2.9
1137022	3.9
1137023	2.8
1137024	4.6
1137025	6.8
1137026	7.6
1137027	3.4
1137028	6.3
1137029	4.5
1137030	7.9
1137101	6.4
1137102	4.3
1137103	6.3
1137104	3.4
1137105	2.3
1137106	3.7
1137107	4.5
1137108	4
1137109	4.2
1137110	1.8
1137111	8.2
1137112	5.1
1137113	2
1137114	6.9
1137115	6.1
1137116	8.6
1137117	5
1137118	3.7
1137119	4.7
1137120	4.7
1137121	5.5
1137122	5.1
1137123	4.4
1137124	4.3
1137125	2.1
1137126	2.4
1137127	5.6
1137128	4.7
1137129	4.7
1137130	6.7
1137131	7.4
1137201	3.9
1137202	4.3
1137203	6
1137205	5.7
1137206	4.5
1137207	4.9
1137208	4.1
1137210	1.9
1137211	6.2
1137212	2.7
1137213	5.4
1137214	4.7
1137215	1.9
1137216	9.5
1137217	12.7
1137218	8.5
1137219	5.2
1137220	3.5
1137221	3.9
1137222	5.1
1137223	6
1137224	2
1137225	3.4
1137226	1.9
1137227	8.3
1137228	4.6
1137229	3.8
1137230	1.6
1137231	6.1
1137232	2.4
1137233	8.8
1137234	3.2
1137235	7.1
1137236	1.6
1137237	3.1
1137238	3.7
1137239	8
1137240	3.3
1137241	5.1
1137242	2.1
1137243	7.9
1137244	5.3
1137245	2.3
1137301	8.4
1137302	8
1137303	6.5
1137304	10.3
1137305	3.3
1137306	8.1
1137308	19
1137309	32.2
1137310	10.8
1137312	14.7
1137313	25
1137314	14.3
1137316	8.4
1137317	5.3
1137318	7.7
1137319	7.8
1137320	19
1137321	9.2
1137322	6.4
1137323	11.5
1137324	14.3
1137325	7.5
1137401	12.1
1137402	11
1137403	14.8
1137404	9.3
1137405	9.1
1137406	7.1
1137407	5
1137408	8.1
1137409	7.9
1137410	5.2
1137411	8.8
1137412	9.2
1137413	5.8
1137414	7.2
1137415	8.7
1137416	6.8
1137417	4.5
1137418	3.2
1137419	3.5
1137420	12.3
1137421	10
1137422	10.6
1137423	14.4
1137424	5.9
1137425	14.5
1137426	17.9
1137427	10.1
1137428	12.6
1137429	11.3
1137430	5.5
1137431	3.9
1137432	2.2
1137433	6.8
1137434	7.1
1137435	3.5
1137436	6
1137437	4.6
1137438	6.8
1137439	7
1137440	7.1
1137441	1.6
1137442	3.3
1137443	4
1137444	3.8
1137445	6
1137446	1.9
1137447	3.2
1137448	3.1
1137449	7.3
1137450	9.5
1137451	5.2
1137452	5.8
1137454	2.9
1137455	2
1137456	4.5
1137457	1.5
1137458	1.3
1137501	7.5
1137502	3.4
1137503	3.5
1137504	4.7
1137505	8.5
1137506	7.1
1137507	5
1137509	5.7
1137510	5.2
1137511	7.4
1137512	7.2
1137513	4.4
1137514	1.2
1137515	5.6
1137516	6.7
1137517	8.5
1137518	10.5
1137522	4.3
1137523	5.5
1137524	10.4
1137525	4.9
1137526	1.8
1137527	6.8
1137528	4.5
1137529	6.8
1137530	7.4
1137531	6.8
1137532	6.8
1137533	11.3
1137534	6
1137535	4.5
1137536	4.9
1137537	7
1137538	7.8
1137539	7.4
1137601	9.2
1137602	11.2
1137603	7.7
1137604	10.8
1137605	3.3
1137606	7.4
1137607	10.7
1137608	6.6
1137609	2.8
1137610	4.8
1137611	3.7
1137612	8.2
1137613	5.9
1137614	5
1137615	9.7
1137616	8.5
1137617	7.3
1137618	7.7
1137619	8
1137620	3.6
1137621	12
1137622	4.7
1137623	7.5
1137624	5.4
1137625	5.9
1137626	4.6
1137627	6.2
1137628	4.5
1137629	7.9
1137630	8.8
1137631	7.2
1137632	3.7
1137633	6.1
1137634	5.3
1137635	11.3
1137636	6.4
1137637	5.8
1137638	5.1
1137639	8
1137640	1.9
1137641	6.1
1137642	6.3
1137643	4.4
1137644	6.3
1137645	3.4
1137646	3.2
1137647	7.9
1137648	3.4
1137649	7.1
1137650	3.4
1137651	6.6
1137652	6.5
1137653	3.6
1137654	8
1137655	7.8
1137656	8.2
1137657	8.2
1137701	4
1137702	5.9
1137703	9.3
1137704	5.8
1137705	5.5
1137706	9.6
1137707	4.5
1137708	8.3
1137709	2.8
1137710	4.4
1137711	9.9
1137712	1.9
1137713	7.5
1137714	7.8
1137715	6.5
1137716	2.2
1137717	10.8
1137718	4.2
1137719	6.3
1137720	7.7
1137721	7.2
1137722	7.2
1137723	8.4
1137724	1.4
1137725	8.8
1137726	5.6
1137727	7.8
1137728	3.5
1137729	3.9
1137730	4.2
1137732	3.8
1137733	3.7
1137734	2.6
1137801	13.4
1137802	6.3
1137803	9.4
1137804	1.9
1137805	6.5
1137806	8.4
1137807	8.9
1137808	3.6
1137810	5
1137811	5.3
1137813	2.9
1137814	4.4
1137816	5.1
1137817	8.1
1137818	8.4
1137819	7.2
1137820	7.3
1137821	7.1
1137822	7.4
1137823	8.3
1137824	8.5
1137825	6.5
1137826	6.8
1137827	8.3
1137901	5.8
1137902	7.9
1137903	9.1
1137904	8.7
1137905	4.8
1137906	10
1137907	8.1
1137908	8.9
1137909	2
1137910	4.8
1137911	2.6
1137912	6.1
1137913	4.7
1137914	7.1
1137915	3.8
1137916	4.5
1137917	3.8
1137918	5.5
1137919	6.1
1137920	4.7
1137921	10.1
1137922	4.4
1137923	4.4
1137924	5.9
1137925	6
1137927	4.7
1137928	3.3
1137929	7.2
1137930	3
1137931	3.9
1137932	1.9
1137933	7
1137934	7.2
1137935	8.2
1137936	2.1
1137937	3.4
1138001	4.9
1138002	5.2
1138003	4.8
1138004	6.8
1138005	4.4
1138006	2.3
1138007	2.6
1138008	2.3
1138009	4.6
1138010	6.8
1138011	5.9
1138012	4.3
1138013	3.8
1138014	6.2
1138016	2.3
1138017	5.7
1138018	6.9
1138019	4.7
1138020	5.6
1138021	12.1
1138022	2.2
1138023	6.9
1138024	6.5
1138025	7.6
1138026	3.7
1138027	5.4
1138028	3.9
1138029	3.8
1138030	4.5
1138031	3.5
1138032	2.3
1138101	9.3
1138103	14
1138104	8.9
1138106	3.3
1138107	6.9
1138108	7.4
1138109	8.5
1138110	7.9
1138111	4.9
1138112	7.2
1138113	7.9
1138114	2.7
1138116	7.9
1138117	8.1
1138118	9.3
1138120	3.9
1138121	8.1
1138122	4
1138124	10.3
1138125	5.8
1138126	10.6
1138127	7.5
1138128	4
1138129	5.7
1138130	8.4
1138131	10
1138132	8.8
1138133	9.4
1138135	4.2
1138136	6.8
1138138	3.9
1138139	25
1138140	3.6
1138141	9
1138142	5
1138143	9.8
1138144	9.3
1138145	8.8
1138146	5.5
1138147	2.8
1138148	7.5
1138149	6.7
1138150	4.8
1138151	12.7
1138152	8.4
1138153	6.7
1138154	6.5
1138155	3.9
1138156	6.9
1138201	7.8
1138202	4.2
1138203	3.2
1138204	4.4
1138205	4
1138206	4.7
1138207	7.2
1138208	5
1138209	8.9
1138210	1.7
1138211	3.6
1138212	5.5
1138213	4.4
1138214	2
1138215	5.7
1138216	6.8
1138217	8
1138218	2
1138219	7.5
1138220	6
1138221	3.5
1138222	3.9
1138223	3
1138224	4.2
1138225	4.5
1138226	4.5
1138227	4.2
1138228	4.9
1138229	4.1
1138230	2.3
1138231	3.5
1138232	7
1138233	5.2
1138234	2
1138235	2.9
1138236	4.7
1138237	2.6
1138238	3.1
1138239	7.1
1138301	7.1
1138302	3.7
1138304	7.8
1138306	1.8
1138307	4.3
1138308	5.9
1138309	6
1138310	3.2
1138311	5.2
1138312	5.3
1138313	3.8
1138314	5.3
1138315	3.5
1138316	4.9
1138317	6.5
1138318	2.5
1138319	4.7
1138320	4.1
1138321	3.9
1138322	3.4
1138323	2.1
1138324	5.3
1138325	9.7
1138326	3.8
1138327	7.2
1138328	4.3
1138329	2.9
1138330	3.9
1138331	4.5
1138333	5.4
1138334	3.8
1138335	4
1138337	4.8
1138338	3
1138339	6.5
1138340	5.4
1138341	2.1
1138342	2.7
1138343	3.3
1138345	3.9
1138347	3.3
1138348	4.3
1138349	4.2
1138350	1.8
1138351	2.8
1138401	7.2
1138402	3.1
1138403	7.8
1138404	3.6
1138406	5.6
1138407	1.2
1138408	2.9
1138409	6.2
1138410	4.8
1138411	4.5
1138415	7.9
1138417	6.8
1138418	8.1
1138419	2.9
1138420	7
1138421	3.6
1138422	6
1138423	4.5
1138428	3.5
1138429	2.6
1138430	1.6
1138431	7.2
1138432	5.6
1138433	2.4
1138434	4.9
1138435	4.5
1138436	4.3
1138437	7.3
1138438	4.3
1138441	9.9
1138442	10.2
1138443	12.3
1138444	8.8
1138445	10.6
1138446	8.6
1138447	5.5
1138448	5.4
1138449	4.2
1138450	20.5
1138451	6.5
1138452	11.5
1138453	12.5
1138454	11.2
1138455	6.1
1138456	9.5
1138457	6.9
1138458	9.9
1138501	3.5
1138502	4.7
1138503	2.1
1138504	4.2
1138505	4.2
1138506	1.2
1138507	4
1138508	2.2
1138509	2.7
1138510	2.8
1138511	3.7
1138512	3
1138513	3.2
1138514	5.2
1138515	2.6
1138516	8.8
1138517	1.5
1138518	1.4
1138519	3.2
1138520	1.8
1138521	1.2
1138522	5.3
1138523	4.6
1138524	4.6
1138525	6
1138526	6.6
1138527	1.6
1138528	1.8
1138529	2.8
1138530	2.2
1138531	2.3
1138532	3.8
1138533	5.8
1138534	3.8
1138535	4.9
1138536	4.3
1138537	1.8
1138538	3.7
1138540	2.1
1138541	4.7
1138542	4.3
1138543	4.8
1138601	16.2
1138602	3.2
1138603	3
1138604	3
1138605	4.1
1138606	5.7
1138607	3.1
1138608	5.4
1138609	2.8
1138610	2.4
1138611	4.6
1138613	3.1
1138614	3
1138615	2.6
1138616	3.5
1138617	5.2
1138618	6.7
1138620	4.2
1138621	7.1
1138622	2
1138623	5.9
1138624	6.1
1138625	2.3
1138627	1.5
1138628	2.5
1138629	1.1
1138632	2.9
1138633	3.3
1138634	4.8
1138635	4.3
1138636	3.7
1138637	2.7
1138638	4.8
1138639	2.3
1138640	3.8
1138641	2.3
1138642	2.6
1138643	3.4
1138644	5.8
1138645	3.9
1138646	6.5
1138647	3.1
1138648	8.6
1138649	3.7
1138650	5.6
1138701	5.5
1138702	3
1138703	6.9
1138704	3.7
1138705	1.2
1138706	3
1138707	3
1138708	2.6
1138709	5.5
1138710	3.9
1138711	1.4
1138712	2.5
1138713	2.5
1138714	5.1
1138715	4.9
1138716	7.4
1138717	5.3
1138718	3.4
1138719	2.3
1138720	4
1138721	5.5
1138723	2.4
1138725	1.6
1138726	3.5
1138727	6.2
1138728	4
1138729	3.3
1138731	5.3
1138732	1.8
1138733	1.7
1138734	4.5
1138735	5.5
1138736	3.8
1138737	2.2
1138739	1.8
1138740	1.7
1138741	8.6
1138742	4.5
1138801	5.9
1138802	2.4
1138803	3.6
1138804	6.6
1138805	2.8
1138806	3.1
1138807	2
1138808	4.4
1138809	5.2
1138810	2.9
1138811	5
1138812	3.5
1138813	2.6
1138814	2.2
1138815	2.8
1138816	4.1
1138817	4.6
1138818	6.2
1138819	2.3
1138820	4.5
1138821	8.2
1138822	3.8
1138823	5.1
1138824	3.9
1138825	7.6
1138826	1.3
1138827	2.4
1138828	1.8
1138829	5
1138830	1.7
1138831	3
1138832	2.6
1138833	2.4
1138834	7.7
1138835	4.9
1138836	4.8
1138837	4.4
1138838	5.6
1138839	5.2
1138840	4.1
1138841	4.7
1138842	3.7
1138843	8
1138844	3.9
1138845	3.1
1138846	1.1
1138847	4.3
1138848	2.1
1138849	6.2
1138850	3.6
1138851	2.9
1138852	4.7
1138853	4.2
1138854	6.9
1138855	4.5
1138902	5.2
1138903	2
1138904	3.7
1138906	3.7
1138907	1.4
1138908	2.9
1138911	4.7
1138912	4.1
1138913	3.8
1138914	10.6
1138915	5
1138916	3.1
1138917	5.1
1138918	2.7
1138919	3.4
1138920	3.3
1138921	1.7
1138922	5.7
1138923	3.1
1138924	3.4
1138925	6.1
1138926	2.7
1138927	3.9
1138928	2.6
1138929	4.9
1138930	3
1139001	3.3
1139002	8.4
1139003	13.9
1139004	7
1139005	3.8
1139006	3.7
1139007	8.4
1139008	5
1139009	8.2
1139010	5.6
1139011	8
1139012	6.3
1139013	6.6
1139014	7.7
1139015	7.3
1139016	10.8
1139017	6.2
1139018	5.4
1139019	5.3
1139020	8.6
1139021	2.9
1139022	7.7
1139023	3.7
1139024	8.6
1139025	6.5
1139026	6.4
1139027	7.5
1139028	6
1139029	5.2
1139030	9.7
1139031	5.6
1139032	5.2
1139033	11.3
1139034	12.1
1139035	5.2
1139036	4.6
1139037	5
1139038	6.6
1139039	6.9
1139040	8.2
1139041	7.5
1139042	6.8
1139043	9.1
1139044	5.7
1139045	9.1
1139046	7
1139047	8.9
1139048	6.1
1139049	10.8
1139050	6.6
1139051	12.6
1139052	9.3
1139053	3.3
1139101	6.2
1139102	11.2
1139103	6.7
1139104	5.5
1139105	8.7
1139106	8.1
1139107	9.7
1139108	14.8
1139109	14.5
1139110	4.4
1139111	10.3
1139112	4.7
1139113	9.9
1139114	10.9
1139115	7
1139116	9.3
1139117	11.5
1139118	7.4
1139119	9.9
1139120	11
1139121	5
1139122	2.8
1139124	12.9
1139125	8.9
1139127	5.5
1139128	4.3
1139130	23.2
1139132	11.1
1139133	5
1139134	5.1
1139135	6
1139136	6
1139137	3.8
1139138	7.8
1139139	7.6
1139140	7.9
1139141	3.5
1139142	7.6
1139143	11.2
1139144	6.6
1139145	7.5
1139146	4.6
1139147	5.6
1139148	14
1139149	8
1139150	11.6
1139151	9.9
1139152	12.8
1139153	11.3
1139154	9.7
1139155	10.8
1139156	9.4
1139157	6.2
1139158	9.2
1139201	6.7
1139202	4.3
1139203	12.3
1139204	2.9
1139205	1.6
1139206	2.9
1139207	2.7
1139208	2.6
1139210	6.5
1139211	5.6
1139212	6.9
1139213	3.5
1139214	4.5
1139215	3
1139216	5.5
1139217	5.4
1139218	8.6
1139219	2.7
1139220	4.7
1139221	5.2
1139222	5.6
1139223	5.3
1139224	3.5
1139225	2
1139226	3.2
1139301	4.6
1139302	3.5
1139303	3.9
1139304	9.2
1139305	2.7
1139306	6.8
1139307	8.1
1139308	7.6
1139309	4.1
1139310	15.9
1139311	3.5
1139312	6.8
1139313	6.5
1139314	3.5
1139315	7.8
1139316	1.2
1139317	4.4
1139318	3.5
1139319	5.7
1139320	6.6
1139321	3.5
1139322	7.9
1139323	3.9
1139324	4.5
1139325	6.5
1139326	2
1139327	5.5
1139328	1.7
1139329	1.8
1139330	5
1139331	6.5
1139332	5.3
1139333	3.2
1139334	4.9
1139335	8.5
1139336	6.3
1139337	9.8
1139338	3.5
1139339	5.6
1139340	4.2
1139401	4.2
1139402	7
1139403	6.4
1139404	5.3
1139405	6.5
1139406	5.4
1139407	3.7
1139408	6.9
1139409	2.1
1139410	7.4
1139411	3.2
1139412	3.9
1139413	3.6
1139414	6.9
1139415	1.8
1139416	2.2
1139417	1.7
1139418	3.6
1139419	3.2
1139420	4.8
1139421	8.5
1139422	7.1
1139423	7.8
1139424	6.4
1139425	6.9
1139426	8
1139427	7.7
1139428	7.1
1139429	7.8
1139430	5.2
1139431	4.6
1139432	3.2
1139433	6.8
1139434	4.5
1139435	4.2
1139436	6.3
1139437	2.9
1139438	6.5
1139439	5.2
1139501	2.7
1139502	5.2
1139503	6.8
1139505	7.1
1139506	5.5
1139507	2.8
1139508	4.1
1139509	3.8
1139510	4
1139511	2.6
1139512	4.8
1139513	5.6
1139514	2.7
1139515	2.8
1139516	3.4
1139517	2.6
1139518	2
1139519	5.3
1139520	3.6
1139521	6.4
1139522	2.9
1139523	5
1139524	1.3
1139525	5.6
1139526	3.6
1139527	5.6
1139528	6.8
1139529	4.4
1139530	4.1
1139531	3.5
1139532	5.2
1139602	5.9
1139603	6
1139605	3.5
1139606	8.2
1139607	12
1139608	11.1
1139609	4.5
1139610	6
1139611	12.5
1139612	6.5
1139613	5.8
1139614	11.7
1139615	8.3
1139616	8.4
1139617	7.4
1139618	10.6
1139619	8.2
1139620	9.5
1139623	16.7
1139624	7.5
1139627	10.1
1139628	7.1
1139629	8.1
1139630	8.9
1139631	5.7
1139632	3.7
1139633	5.1
1139635	6.6
1139636	12.6
1139638	5.2
1139639	6.7
1139802	7.5
1139803	12.4
1139804	10.4
1139805	6.2
1139806	6.3
1139807	3.4
1139808	11.1
1139809	10
1139810	3.8
1139811	3.8
1139812	4.9
1139813	3.5
1139814	6
1139815	2.2
1139816	3.3
1139817	4.5
1139818	16.7
1139819	7.6
1139820	6.2
1139821	11.1
1139822	2.3
1139823	1.8
1139824	3.6
1139825	2.9
1139826	3.9
1139827	6.9
1139828	2.2
1139829	7.8
1139830	9.2
1139831	9
1139832	6.8
1139833	13.7
1139834	9.7
1139835	2.6
1139836	5.3
1139837	2.4
1139838	5.1
1139839	7.2
1139841	5.1
1139842	5.9
1139843	7.2
1139845	5.2
1139846	5.5
1139847	5.8
1139848	4.3
1139849	6.5
1139850	3.9
1139851	3.4
1139852	3.7
1139853	3.4
1139855	6
1139856	2.9
1139857	6.9
1139858	5.7
1139859	6.2
1139860	6.8
1139861	4.6
1139862	11.4
1139901	7.4
1139902	2.8
1139903	3.7
1139904	1.1
1139905	7.4
1139906	8.1
1139907	3.9
1139908	7.9
1139909	2.9
1139910	4
1139911	2.4
1139912	5.4
1139913	4.9
1139914	1.8
1139915	1.7
1139916	2.5
1139917	4.7
1139918	2.8
1139919	5.7
1139920	4.1
1139921	2.8
1139922	1.9
1139923	5.5
1139924	8.9
1139925	6
1139926	6.9
1139927	9.5
1139928	9.3
1139929	5
1139930	5.9
1139931	5.1
1139932	4.7
1139933	5.2
1139934	4.9
1139935	7.9
1139936	4.9
1139937	3.6
1139938	3.1
1139939	6.6
1139940	4.4
1139941	5.4
1139942	3.8
1140001	7.5
1140002	5.7
1140003	5.6
1140004	3.4
1140005	7.7
1140006	6.3
1140007	2.9
1140008	5.1
1140009	1.8
1140010	2.5
1140011	5.3
1140012	4.6
1140014	2.4
1140015	4.2
1140016	5.6
1140017	5.6
1140018	2.3
1140019	4.2
1140020	3.1
1140021	5.3
1140022	4
1140023	4.4
1140024	5
1140025	4.8
1140026	3
1140027	2
1140028	2
1140029	2.4
1140030	3.4
1140031	3.5
1140032	4.7
1140033	4.4
1140034	3.8
1140035	3.5
1140036	2
1140037	7
1140038	5.5
1140040	4.3
1140041	4
1140042	4.4
1140043	6.5
1140044	7
1140045	5.8
1140047	5
1140049	3.1
1140050	4
1140051	5.3
1140052	2
1140053	3.5
1140054	4.4
1140056	5.7
1140057	5.6
1140058	5.8
1140059	3.9
1140060	3.1
1140061	7.2
1140062	4.2
1140063	4.9
1140064	4.2
1140065	3.1
1140101	2.6
1140102	3.2
1140103	3.4
1140104	2.2
1140109	3.6
1140110	2.6
1140111	4.6
1140113	1.2
1140114	7.1
1140115	4.2
1140116	2.2
1140117	3.9
1140118	3.3
1140119	5.2
1140120	2.6
1140122	4.3
1140123	5
1140201	5.8
1140202	7
1140204	4.9
1140205	6.5
1140208	6.5
1140209	3.1
1140210	5.4
1140212	3.3
1140213	4.3
1140214	6.3
1140215	5.3
1140216	3
1140217	2.8
1140218	3.2
1140220	2.5
1140222	1.3
1140223	2.8
1140224	5.8
1140225	3
1140226	3.1
1140227	5.8
1140228	2.8
1140229	3.9
1140230	2
1140231	3.2
1140233	4.8
1140234	3.8
1140235	1.9
1140236	3
1140237	7.8
1140238	3.9
1140239	3.2
1140240	2.7
1140242	5.7
1140244	5.5
1140245	3
1140246	4.8
1140247	5.4
1140248	5.8
1140249	1.3
1140250	4
1140251	5.6
1140252	5.6
1140253	4.7
1140254	5.7
1140255	7.9
1140256	4
1140257	4.5
1140258	6.5
1140260	6.3
1140261	2.7
1140262	5.5
1140264	8.3
