SA1_7DIGITCODE_2016	Sex	unemployment
3127352	M	7.8
3127354	F	18.9
3127354	M	7.9
3127355	F	7.1
3127355	M	11.7
3127356	F	10.9
3127356	M	4.8
3127357	F	12.5
3127357	M	9.1
3127358	F	5.3
3127358	M	11.8
3127359	F	4
3127359	M	11.4
3127360	F	4.5
3127360	M	7.3
3127361	F	14
3127361	M	8.6
3127362	F	11.9
3127362	M	5.3
3127363	F	11.9
3127363	M	6.3
3127364	F	11.3
3127364	M	5.9
3127365	F	6.9
3127365	M	7.5
3127366	F	4.7
3127366	M	10
3127367	F	8.2
3127367	M	8.7
3127368	F	7.9
3127368	M	3.4
3127369	F	6.7
3127369	M	6.9
3127401	F	13.7
3127401	M	16.8
3127403	F	17.7
3127403	M	16.9
3127404	F	15.8
3127404	M	21.6
3127405	F	9.5
3127405	M	13.8
3127406	F	13.9
3127406	M	7.5
3127407	F	15.9
3127407	M	24.7
3127408	F	11.8
3127408	M	6.5
3127409	F	25.9
3127409	M	25.9
3127410	F	36.7
3127410	M	29.3
3127411	F	17.4
3127411	M	24.6
3127412	F	27.3
3127412	M	28.8
3127413	F	33.3
3127413	M	25.5
3127414	F	17.9
3127414	M	17.9
3127415	F	14.9
3127415	M	12.4
3127416	F	14.3
3127416	M	11.1
3127417	F	20
3127417	M	19
3127418	F	27
3127418	M	14
3127419	F	21.2
3127419	M	18.6
3127420	F	20.8
3127420	M	17.4
3127421	F	13.2
3127421	M	22.4
3127422	F	24.5
3127422	M	27.7
3127423	F	19.5
3127423	M	19.2
3127424	F	24.3
3127424	M	18.8
3127425	F	11.3
3127425	M	19
3127426	F	18
3127426	M	26.9
3127427	F	18.8
3127427	M	19.2
3127428	F	16.9
3127428	M	13.4
3127429	F	23.1
3127429	M	23.1
3127430	F	14.4
3127430	M	19.2
3127431	F	9.1
3127431	M	6.3
3127432	F	13.2
3127432	M	12.7
3127433	F	11.4
3127433	M	20.9
3127434	F	20
3127434	M	19.4
3127435	F	19.2
3127435	M	16.7
3127436	F	14.9
3127436	M	20
3127437	F	13.5
3127437	M	11.9
3127438	F	12.9
3127438	M	15
3127439	F	26.7
3127439	M	19.2
3127501	F	2.8
3127501	M	4.8
3127502	F	8.3
3127502	M	8.2
3127503	M	12.5
3127504	F	2.3
3127504	M	6.7
3127505	F	7.4
3127505	M	8.6
3127506	F	11.6
3127506	M	9.9
3127507	F	9.8
3127507	M	5.4
3127508	F	3.5
3127508	M	8
3127509	F	4.7
3127509	M	4.6
3127510	F	5.7
3127510	M	6.2
3127512	F	10.7
3127512	M	5.5
3127513	F	7.8
3127513	M	12.7
3127514	F	3.8
3127514	M	7.7
3127515	F	4.9
3127515	M	8.9
3127516	F	3.3
3127516	M	3.2
3127517	F	3.6
3127517	M	8.9
3127601	F	25.4
3127601	M	18.2
3127602	F	17.6
3127604	F	9.9
3127604	M	11.1
3127606	F	9.8
3127606	M	14.7
3127609	F	21.7
3127609	M	15.7
3127610	F	26.9
3127610	M	21.4
3127611	F	40.6
3127611	M	19
3127612	M	75
3127701	F	5.5
3127702	M	5.8
3127703	F	5.2
3127703	M	4.2
3127705	F	11.9
3127705	M	6.7
3127706	F	9
3127706	M	10.7
3127708	F	7.6
3127708	M	7.6
3127710	F	4.3
3127711	F	10.5
3127711	M	8
3127712	F	5.8
3127712	M	11.3
3127713	M	10
3127714	M	6.3
3127715	M	4.8
3127716	F	6.8
3127716	M	10.3
3127718	F	2.7
3127718	M	3.1
3127719	F	3
3127719	M	2.4
3127720	F	2.5
3127720	M	6
3127721	F	9.3
3127721	M	4.4
3127722	F	7
3127722	M	7.4
3127723	F	6.9
3127723	M	3.3
3127724	F	5
3127725	F	4.4
3127725	M	3
3127726	F	3.9
3127726	M	2.3
3127727	F	5.1
3127727	M	4.1
3127728	M	2.4
3127729	M	23.5
3127730	F	3.8
3127731	F	6.7
3127731	M	2.7
3127733	F	6.1
3127733	M	3.9
3127734	F	6.3
3127734	M	5.1
3127735	F	3.4
3127735	M	5.8
3127801	F	6.5
3127801	M	5.8
3127802	M	7.9
3127803	F	7.4
3127803	M	12.5
3127804	F	23.3
3127804	M	14
3127805	F	9.4
3127805	M	11.8
3127806	F	7.1
3127806	M	10
3127807	F	4.1
3127807	M	8.5
3127808	F	10.4
3127808	M	9.6
3127810	M	14.5
3127811	F	6.8
3127811	M	5.9
3127812	F	4.5
3127812	M	15.2
3127813	F	7.4
3127813	M	9.3
3127814	F	8.2
3127815	F	4.1
3127815	M	8
3128001	F	11.1
3128001	M	15.3
3128002	F	13
3128002	M	14.9
3128003	F	9.8
3128003	M	5.7
3128005	F	11.2
3128005	M	11.2
3128006	F	18.6
3128006	M	8.9
3128007	F	8.4
3128007	M	6.2
3128009	M	13.7
3128010	F	16.1
3128010	M	3.9
3128011	F	6.1
3128011	M	18.8
3128012	F	7.4
3128012	M	8.1
3128013	F	5.3
3128013	M	2.6
3128014	F	3.8
3128014	M	3.5
3128015	F	5.2
3128015	M	7.2
3128016	F	13.2
3128016	M	9
3128017	F	8.1
3128017	M	13.3
3128018	F	8.7
3128018	M	20.8
3128019	F	20.6
3128019	M	12.6
3128020	F	5.6
3128020	M	9.7
3128021	F	6.9
3128021	M	4.4
3128022	F	8.8
3128022	M	7.8
3128023	F	9.1
3128023	M	6.2
3128024	F	5.8
3128024	M	2.5
3128025	F	13.7
3128025	M	3.7
3128026	F	6.1
3128026	M	6.7
3128027	F	6.3
3128027	M	12.3
3128028	F	9.8
3128028	M	6.1
3128029	F	5.1
3128029	M	5.1
3128030	F	14.8
3128030	M	14.7
3128031	F	9.8
3128031	M	8.8
3128032	F	4.4
3128033	F	19.3
3128034	F	10.5
3128035	F	10.4
3128035	M	16.3
3128036	F	12
3128036	M	9.8
3128037	F	16.7
3128037	M	8.8
3128038	F	8
3128038	M	11.5
3128039	F	13.2
3128039	M	11.3
3128040	F	7.5
3128041	F	7.9
3128041	M	4.2
3128042	F	6.8
3128042	M	13.3
3128043	F	11.9
3128043	M	11.1
3128044	F	16.7
3128044	M	10.8
3128045	F	10.9
3128045	M	12
3128046	F	6
3128046	M	12.5
3128047	M	11.9
3128048	F	8
3128048	M	8
3128049	F	15.1
3128049	M	13.6
3128050	F	5.2
3128050	M	7.9
3128051	M	13.3
3128052	F	9.8
3128053	F	6.7
3128053	M	9.6
3128054	F	16.1
3128054	M	13.9
3128055	F	8.2
3128055	M	6.7
3128101	F	8.1
3128101	M	5.5
3128102	F	23.5
3128102	M	16.7
3128103	M	7.5
3128104	F	5.4
3128104	M	3.3
3128105	F	5.9
3128106	F	3.9
3128106	M	10.6
3128107	F	17.5
3128107	M	7.3
3128108	F	16.7
3128108	M	6.3
3128109	F	8.8
3128109	M	13
3128110	F	10.5
3128110	M	6.8
3128111	F	7.8
3128111	M	11.1
3128112	F	20
3128112	M	17.9
3128114	F	3
3128114	M	3.5
3128115	M	17.4
3128116	F	6.6
3128116	M	5.6
3128117	F	6
3128117	M	9.6
3128118	F	11
3128118	M	16.5
3128119	F	3.4
3128119	M	8
3128120	F	10.3
3128120	M	8.5
3128121	F	3.2
3128121	M	2.2
3128122	F	5
3128122	M	3.2
3128123	F	6.7
3128123	M	12.2
3128124	F	4.8
3128124	M	5.8
3128125	F	5.9
3128125	M	5.4
3128126	F	5.6
3128126	M	8.1
3128127	M	13
3128128	F	3.6
3128128	M	4.3
3128129	F	17.1
3128129	M	11.5
3128130	F	23.8
3128130	M	12.6
3128131	F	7.1
3128132	F	9.9
3128132	M	4.2
3128135	F	4.7
3128135	M	8.5
3128136	F	15.6
3128136	M	10.3
3128137	F	4.2
3128137	M	3.8
3128138	F	22.9
3128138	M	19.5
3128201	F	5.4
3128201	M	4.7
3128202	F	6.7
3128202	M	5.9
3128203	F	6.1
3128203	M	3.6
3128204	F	7.4
3128204	M	8.8
3128205	F	6.1
3128205	M	6.7
3128206	F	8.3
3128206	M	4.3
3128207	F	17.5
3128207	M	15.6
3128208	F	13.4
3128208	M	8.4
3128209	F	25
3128209	M	14
3128211	F	2.9
3128211	M	4.3
3128212	F	6.5
3128212	M	6.5
3128213	F	12.3
3128213	M	3.9
3128214	F	6.4
3128214	M	4.5
3128215	F	7.9
3128215	M	4.5
3128216	F	7.1
3128216	M	8.2
3128217	F	7.7
3128217	M	9.7
3128219	F	2.9
3128219	M	4
3128220	F	4
3128220	M	11
3128221	F	6.9
3128221	M	5.3
3128222	M	2.9
3128223	F	11.2
3128223	M	9.4
3128226	F	5.6
3128226	M	2.9
3128227	F	9.9
3128227	M	10
3128228	F	5
3128230	F	6
3128230	M	1.8
3128231	F	4.5
3128231	M	5.6
3128232	F	5.3
3128232	M	3.5
3128234	F	5.4
3128234	M	5
3128235	F	6.7
3128235	M	3.6
3128236	F	4.6
3128236	M	10.4
3128237	F	5
3128237	M	2.5
3128301	F	12.4
3128301	M	7.1
3128302	F	9.6
3128302	M	8.3
3128303	F	8.3
3128303	M	4.6
3128305	F	11.7
3128305	M	14.1
3128307	F	5.4
3128307	M	19
3128309	F	10.6
3128309	M	7
3128310	M	10.8
3128311	F	11.9
3128311	M	14.8
3128312	F	7.2
3128312	M	6.3
3128313	F	3.6
3128313	M	5.7
3128314	F	8.2
3128314	M	11
3128315	F	13
3128315	M	5.7
3128316	F	17.1
3128316	M	10.3
3128317	F	14.6
3128317	M	16.3
3128318	F	7.1
3128318	M	8.2
3128319	F	11.1
3128319	M	12.8
3128320	F	6.6
3128320	M	10.2
3128321	F	8.4
3128321	M	5.4
3128322	F	7.7
3128322	M	5.9
3128323	F	8.1
3128325	F	5.1
3128325	M	8
3128326	F	11.8
3128326	M	13.6
3128327	F	2.2
3128327	M	6.1
3128328	F	10.4
3128328	M	11.8
3128401	F	16.4
3128401	M	12.6
3128402	F	6.8
3128402	M	12.9
3128403	F	8.2
3128403	M	21.6
3128404	F	18.2
3128404	M	21.9
3128405	F	9.1
3128405	M	15.3
3128406	F	5.3
3128406	M	12.1
3128407	F	6.3
3128407	M	6.5
3128408	F	12.3
3128408	M	7.5
3128409	F	15
3128409	M	15.7
3128410	F	3.6
3128410	M	5
3128411	F	8.6
3128411	M	5.2
3128412	F	23.2
3128412	M	10.1
3128413	F	9.4
3128413	M	9.5
3128414	F	4.8
3128414	M	10.5
3128415	F	5.7
3128415	M	9.1
3128416	F	6.5
3128416	M	8.7
3128417	F	12.1
3128417	M	9.9
3128418	F	6.1
3128418	M	11.7
3128419	F	10.8
3128419	M	6.1
3128420	F	10.9
3128420	M	10.5
3128501	M	5.2
3128502	F	6.3
3128502	M	11.3
3128504	F	8.3
3128504	M	4.9
3128505	F	18.5
3128505	M	12.5
3128506	F	18.3
3128506	M	14.3
3128507	F	6.3
3128507	M	4.6
3128508	F	10.1
3128508	M	5.2
3128509	F	6.5
3128509	M	10.9
3128510	F	2.5
3128510	M	5.8
3128511	F	4.6
3128511	M	5.8
3128512	F	4.7
3128512	M	8.6
3128513	F	4.3
3128513	M	3.6
3128514	F	12.5
3128514	M	8.9
3128601	F	34.8
3128601	M	24
3128602	F	15.6
3128602	M	13.4
3128603	F	10
3128603	M	9.4
3128604	F	14.3
3128604	M	4.1
3128605	F	17.3
3128605	M	14.1
3128606	F	17
3128606	M	17.1
3128607	F	8
3128607	M	8.9
3128608	F	5.9
3128608	M	16.5
3128611	F	5.4
3128611	M	14.7
3128612	F	3.7
3128612	M	13.7
3128613	F	11.5
3128613	M	9.8
3128616	F	6.2
3128616	M	11
3128617	F	9.2
3128617	M	9.4
3128618	F	17.6
3128618	M	4.9
3128619	F	4.5
3128619	M	12.7
3128620	F	9.8
3128620	M	18.6
3128621	F	6.1
3128621	M	8.4
3128622	F	17.8
3128622	M	7.9
3128701	F	17.3
3128701	M	27.8
3128702	F	16.7
3128702	M	12.1
3128703	F	7.6
3128703	M	6.7
3128704	F	13.3
3128704	M	9.5
3128705	F	7.3
3128705	M	21.1
3128706	M	4.2
3128707	F	5.1
3128707	M	13
3128708	F	4.2
3128708	M	13.3
3128709	F	12.9
3128709	M	5.9
3128710	F	13.6
3128710	M	6.6
3128711	F	3.4
3128711	M	7.1
3128712	F	5
3128712	M	4.8
3128713	F	9.6
3128713	M	9.8
3128714	F	13.4
3128714	M	11.1
3128715	F	4.1
3128715	M	11.8
3128716	F	7.2
3128716	M	13.9
3128717	F	17.5
3128717	M	6.3
3128718	F	17
3128718	M	12.3
3128719	F	4.8
3128719	M	10.3
3128720	F	13.3
3128720	M	5.8
3128721	F	12.3
3128721	M	15.3
3128722	F	12.9
3128722	M	12.4
3128723	F	4.5
3128723	M	7.9
3128724	F	18.2
3128724	M	7
3128725	F	11.4
3128725	M	10
3128726	F	11.8
3128726	M	6.6
3128727	F	4
3128727	M	11.7
3128728	F	21.4
3128728	M	19.5
3128729	F	14.9
3128729	M	9.6
3128730	F	9
3128730	M	9.4
3128731	F	6.5
3128731	M	15.3
3128732	F	16.7
3128732	M	9.3
3128733	F	5.4
3128733	M	7.8
3128734	F	10
3128734	M	14.9
3128735	F	5
3128735	M	10
3128736	F	9.5
3128736	M	12.2
3128737	F	8.6
3128737	M	17.9
3128738	F	4
3128738	M	11.2
3128739	F	12.2
3128739	M	9.1
3128740	F	10.5
3128741	F	6.5
3128741	M	12.1
3128742	F	7.1
3128742	M	10.6
3128743	F	6
3128743	M	6.5
3128744	F	3.6
3128744	M	5.4
3128745	F	9.4
3128745	M	5.4
3128746	F	10.7
3128746	M	15.8
3128801	F	7.3
3128801	M	6.8
3128802	F	5.6
3128802	M	5.6
3128803	F	11.4
3128803	M	3.9
3128804	F	3
3128805	F	6.2
3128805	M	3.8
3128806	F	11.9
3128806	M	6.8
3128807	M	7.1
3128808	F	8.3
3128808	M	6.8
3128809	F	2.7
3128809	M	4.8
3128810	F	3.4
3128810	M	3.5
3128811	F	4.8
3128901	F	6.9
3128901	M	3.7
3128902	F	2.9
3128902	M	6.3
3128903	F	5.9
3128903	M	8.1
3128904	M	2
3128905	F	5.1
3128905	M	3.8
3128906	F	4.3
3128906	M	4.7
3128907	F	4.6
3128907	M	5.4
3128908	F	2
3128908	M	9.4
3128909	F	3.4
3128909	M	17
3128910	F	10.1
3128910	M	7.2
3128911	F	6.6
3128911	M	3.4
3128912	F	4.4
3128912	M	16.5
3129001	F	6.8
3129001	M	5.2
3129002	F	4
3129002	M	10.7
3129003	M	6.3
3129004	F	4
3129004	M	7.1
3129005	F	5.6
3129005	M	4
3129006	F	5.4
3129006	M	4.7
3129007	F	3.9
3129007	M	6.1
3129008	F	6.3
3129008	M	6.6
3129009	F	3.7
3129009	M	4.3
3129010	F	6.3
3129010	M	4.6
3129011	F	8.2
3129011	M	3.4
3129012	F	5.4
3129012	M	6.6
3129013	F	5.7
3129013	M	6.3
3129014	F	4.7
3129014	M	4.8
3129015	F	2.7
3129015	M	2.6
3129101	F	25.6
3129101	M	24.3
3129102	F	25.6
3129102	M	11
3129103	F	14.3
3129103	M	8.1
3129104	F	13.3
3129104	M	13.5
3129105	F	12.5
3129105	M	8.5
3129106	F	17.1
3129106	M	12
3129107	F	19.8
3129107	M	17
3129108	M	19.6
3129109	F	4.3
3129109	M	3.8
3129110	F	7.4
3129110	M	7.2
3129111	F	12.7
3129111	M	7.8
3129112	F	22.6
3129112	M	26.1
3129113	F	12
3129113	M	4.9
3129114	F	16.3
3129114	M	9.8
3129115	F	8.5
3129115	M	15.8
3129116	F	12
3129116	M	8.2
3129201	F	8.7
3129201	M	14.3
3129203	F	16
3129203	M	7
3129204	F	6.8
3129204	M	2.9
3129205	F	7.3
3129205	M	5.3
3129206	F	14.8
3129206	M	20
3129207	F	7.8
3129208	M	7.7
3129209	F	7.5
3129209	M	14.7
3129210	F	4.5
3129210	M	14.3
3129211	F	15.4
3129211	M	4.7
3129212	F	14.5
3129212	M	23.7
3129213	F	10.7
3129213	M	4.7
3129214	F	17.7
3129214	M	13.5
3129215	F	8.3
3129215	M	13.6
3129216	F	6.2
3129216	M	7.6
3129217	F	11.1
3129217	M	15.4
3129218	M	9.3
3129219	F	12.5
3129219	M	13.2
3129220	F	14.8
3129220	M	6.7
3129301	F	11.1
3129301	M	5.1
3129302	F	12.5
3129302	M	2.3
3129303	F	7.3
3129303	M	5.7
3129304	F	7.4
3129304	M	3.4
3129305	M	8.5
3129306	F	7.1
3129306	M	3.7
3129307	F	12.9
3129307	M	5.5
3129308	F	6.8
3129308	M	14.8
3129309	F	15.1
3129309	M	10.3
3129310	F	4.7
3129310	M	13
3129311	F	4.5
3129311	M	8
3129312	F	5.2
3129312	M	4.7
3129313	F	5.7
3129313	M	11.5
3129314	F	5.1
3129314	M	7.4
3129315	F	9.1
3129315	M	2
3129316	F	5.7
3129316	M	6.6
3129317	F	5.9
3129317	M	12.4
3129318	M	3.3
3129320	F	2.8
3129320	M	9.1
3129321	F	3.1
3129321	M	11.1
3129322	M	12.5
3129323	F	7
3129323	M	12.7
3129324	F	3.6
3129324	M	8.4
3129325	F	10
3129325	M	6.3
3129326	F	3.7
3129327	F	5.6
3129327	M	4.2
3129328	F	8.6
3129328	M	3.9
3129329	F	5.8
3129329	M	14.5
3129332	F	4.8
3129332	M	4.7
3129333	F	15.9
3129333	M	8.3
3129334	F	15.4
3129334	M	14
3129335	F	6.1
3129335	M	12.9
3129337	F	15.1
3129337	M	4.6
3129338	F	11.8
3129338	M	12.6
3129339	F	10.5
3129339	M	5.7
3129340	F	9.4
3129340	M	7.1
3129341	F	16.5
3129341	M	10.6
3129401	F	3
3129401	M	5.6
3129402	M	3.3
3129403	F	6.9
3129404	F	4.9
3129404	M	3.8
3129405	F	6.2
3129405	M	5.3
3129406	F	7.1
3129406	M	7.5
3129407	F	3.5
3129407	M	2.5
3129408	F	5.7
3129408	M	3.7
3129501	F	26
3129501	M	20.3
3129502	F	29.3
3129502	M	9.1
3129503	F	37.5
3129504	F	10
3129504	M	18.4
3129505	F	28.6
3129505	M	16.4
3129506	F	25.4
3129506	M	13.6
3129507	F	7.5
3129507	M	13
3129508	F	9.5
3129508	M	9.5
3129509	F	21.3
3129509	M	15.5
3129601	F	10.9
3129601	M	4.9
3129602	F	8.5
3129602	M	6.3
3129605	F	6.3
3129605	M	3.7
3129606	F	9.3
3129606	M	9.1
3129607	F	8
3129607	M	9.8
3129608	F	9.9
3129608	M	10.7
3129609	F	7.9
3129609	M	7
3129610	F	16.4
3129610	M	13.2
3129611	F	17.3
3129611	M	12.4
3129612	F	4.3
3129612	M	5.7
3129613	F	6.2
3129613	M	6
3129614	F	10
3129614	M	7.9
3129615	F	14.6
3129615	M	14
3129616	F	9.5
3129616	M	7.4
3129617	F	12.4
3129617	M	7
3129618	F	8
3129618	M	7.4
3129619	F	3.5
3129619	M	5.5
3129620	F	2.5
3129621	F	8.4
3129621	M	7.4
3129622	F	8
3129622	M	2.4
3129623	F	6
3129623	M	3.4
3129624	F	4.2
3129624	M	4.6
3129701	F	25
3129701	M	14.4
3129702	F	15.9
3129702	M	25.3
3129703	F	18.9
3129703	M	15.2
3129704	F	6.2
3129704	M	10.9
3129705	F	5
3129705	M	4.4
3129706	M	6.1
3129707	F	2.3
3129707	M	7.5
3129708	F	11.1
3129708	M	10.7
3129709	F	5
3129709	M	9.4
3129710	F	7.1
3129710	M	11.4
3129711	F	6.7
3129711	M	18.5
3129712	F	10.4
3129712	M	10.8
3129713	F	6.3
3129713	M	5.1
3129715	F	15.6
3129715	M	13.8
3129716	M	8.4
3129717	F	9.2
3129717	M	4.9
3129718	F	7.2
3129718	M	7.5
3129719	F	5.8
3129719	M	10.2
3129720	F	10.7
3129720	M	5.3
3129721	F	3.9
3129721	M	6.6
3129722	F	10.6
3129722	M	15.8
3129723	F	8.9
3129723	M	10.2
3129724	F	11.2
3129724	M	7
3129901	F	8.3
3129901	M	18
3129902	F	18.5
3129902	M	7.2
3129903	F	4.2
3129903	M	11.1
3129904	F	16.1
3129904	M	13.7
3129905	F	9.6
3129905	M	10.1
3129906	F	4.3
3129906	M	7.8
3129907	F	13.6
3129907	M	11.8
3129908	F	8.5
3129908	M	8.1
3129909	F	10.7
3129909	M	7.9
3129910	F	5.9
3129910	M	6.1
3129911	F	22.9
3129911	M	18.6
3129912	F	4.5
3129912	M	7.9
3129913	F	12.6
3129913	M	9.6
3129915	F	12.9
3129915	M	6.3
3129916	F	5.2
3129916	M	7.8
3129921	F	24
3129921	M	14.8
3129922	F	15.9
3129922	M	7.5
3129923	F	14.9
3129923	M	12.4
3129924	M	3.6
3129925	F	13
3129925	M	6.1
3129926	F	17.1
3129926	M	5.2
3130001	F	12.1
3130001	M	12.9
3130002	F	10.7
3130002	M	15.5
3130003	F	13.6
3130003	M	11.6
3130004	F	19.5
3130004	M	17
3130005	F	7.8
3130005	M	8.8
3130006	F	12.2
3130006	M	14.2
3130007	F	14.1
3130007	M	14.9
3130008	F	14.3
3130008	M	11.5
3130009	F	11
3130009	M	6.1
3130010	F	7.6
3130010	M	22.4
3130011	F	38.2
3130011	M	26.5
3130012	F	7.8
3130012	M	10.3
3130013	F	2.8
3130013	M	6.8
3130014	F	13.8
3130014	M	40.5
3130015	F	34.4
3130015	M	20.3
3130016	F	13.1
3130016	M	12.8
3130017	F	18.1
3130017	M	18.4
3130018	F	7.3
3130018	M	15
3130020	F	15.9
3130020	M	18.8
3130021	F	15.1
3130021	M	14
3130022	F	24.6
3130022	M	18.3
3130023	F	28.3
3130023	M	10.9
3130201	F	16.4
3130201	M	9
3130202	F	14.8
3130202	M	10.6
3130203	F	18.3
3130203	M	7.9
3130205	F	10
3130205	M	10.4
3130207	F	10.3
3130207	M	12.9
3130208	F	16.7
3130208	M	13.1
3130209	F	4.1
3130209	M	10.4
3130210	F	12.3
3130210	M	17.6
3130211	F	5.3
3130211	M	10.9
3130212	F	16
3130212	M	9.4
3130215	F	7.3
3130215	M	5.4
3130216	F	13.6
3130216	M	8.5
3130217	F	18.5
3130217	M	11.1
3130218	F	14
3130218	M	18.4
3130219	F	7.5
3130219	M	16.7
3130220	F	25.8
3130220	M	21.1
3130221	F	22.6
3130221	M	6.1
3130222	F	21.1
3130222	M	12.5
3130223	F	3.9
3130223	M	13.3
3130224	F	6.8
3130224	M	7.5
3130225	F	11.9
3130225	M	15.1
3130226	F	8.3
3130226	M	14.1
3130227	F	20
3130227	M	13.9
3130228	F	15.1
3130228	M	6.6
3130229	F	5.4
3130229	M	12.1
3130230	F	11.2
3130230	M	9.3
3130231	F	16.2
3130231	M	12.7
3130232	F	12.4
3130232	M	8.3
3130233	F	5.2
3130233	M	7.5
3130234	F	15.1
3130234	M	11.7
3130235	F	11
3130235	M	8.2
3130236	F	14.2
3130236	M	7.5
3130237	F	11.9
3130237	M	14.9
3130238	F	17.5
3130238	M	15.7
3130301	F	9.8
3130301	M	5.3
3130302	F	4.5
3130302	M	4.4
3130303	F	7.4
3130303	M	9.8
3130304	F	9.1
3130304	M	4.2
3130305	F	3.6
3130305	M	10.5
3130307	F	9.8
3130307	M	6.1
3130308	F	6.6
3130308	M	6.7
3130311	F	4.9
3130311	M	8.5
3130312	F	3.5
3130312	M	5.9
3130313	F	7.9
3130313	M	11.3
3130315	F	7.3
3130315	M	9.6
3130316	F	17
3130316	M	10.1
3130317	F	10.5
3130317	M	3.6
3130318	F	4.1
3130318	M	5.6
3130319	F	7.2
3130319	M	7.5
3130320	F	7.4
3130320	M	4.7
3130401	F	6.1
3130401	M	5.9
3130403	F	10.3
3130403	M	5.6
3130405	F	5.2
3130405	M	7.1
3130406	F	4.3
3130406	M	7.8
3130407	F	3.4
3130407	M	9.5
3130408	M	11.1
3130409	F	5.9
3130409	M	6.7
3130410	F	7.7
3130410	M	7.5
3130411	F	3.4
3130411	M	7.4
3130412	F	8
3130412	M	2.8
3130413	F	3
3130413	M	5.6
3130414	F	6.3
3130414	M	8
3130415	F	6.8
3130415	M	3.4
3130416	F	7.6
3130416	M	6.8
3130417	F	9
3130417	M	9.9
3130418	F	5.5
3130418	M	8.1
3130419	F	7.2
3130419	M	8.5
3130421	F	9.4
3130421	M	6.8
3130422	F	4.6
3130422	M	3.1
3130424	F	12.5
3130424	M	4.8
3130425	F	6.8
3130425	M	6.2
3130426	F	10.1
3130426	M	8
3130427	F	3.3
3130427	M	7.1
3130428	F	8.2
3130428	M	5.7
3130429	F	10.9
3130429	M	5.4
3130430	F	9.6
3130430	M	3.4
3130501	F	5.6
3130501	M	3.6
3130502	F	6
3130502	M	8.1
3130503	F	6.4
3130503	M	11
3130504	M	6.7
3130505	F	7
3130505	M	16.9
3130506	F	11.9
3130506	M	17.9
3130507	F	5.5
3130508	F	17.4
3130508	M	13.1
3130509	F	7.1
3130509	M	9.1
3130510	F	10.1
3130510	M	5.3
3130512	F	9.4
3130512	M	22.9
3130513	F	3.6
3130513	M	3.4
3130515	F	3.7
3130515	M	4.2
3130516	F	2.5
3130516	M	3.7
3130517	F	3.7
3130517	M	2.5
3130518	F	6.9
3130518	M	3.2
3130519	F	12.1
3130519	M	9.5
3130520	F	12.8
3130520	M	9
3130521	F	9.3
3130521	M	13
3130522	M	8.3
3130523	F	4.1
3130524	F	11.1
3130524	M	2.3
3130525	F	11.1
3130526	F	4.6
3130526	M	5.1
3130527	F	3
3130527	M	5.5
3130528	M	5
3130529	F	10
3130529	M	10.6
3130530	F	12.5
3130530	M	13.9
3130531	F	6.9
3130531	M	2.7
3130532	F	15.5
3130532	M	6.9
3130533	F	12.5
3130533	M	12.3
3130534	F	4.2
3130602	M	4.2
3130603	F	10.1
3130603	M	12.4
3130604	F	6.6
3130604	M	2.7
3130605	F	4.8
3130605	M	13.2
3130606	F	4.7
3130606	M	15.2
3130607	F	13.6
3130607	M	11.8
3130608	F	11.1
3130608	M	4.7
3130609	F	9.7
3130609	M	12.6
3130610	F	22.2
3130610	M	15.7
3130611	F	8.2
3130611	M	11.9
3130612	F	9.4
3130612	M	14.7
3130613	F	31.9
3130613	M	31.4
3130614	F	18.9
3130614	M	17.4
3130615	F	10
3130615	M	14.9
3130616	F	15.4
3130616	M	9.7
3130617	F	17.3
3130617	M	20.2
3130618	F	23.2
3130618	M	11.1
3130619	F	12
3130619	M	20.8
3130620	F	18.5
3130620	M	15.8
3130621	F	17.2
3130621	M	11.5
3130623	F	16.1
3130623	M	5.5
3130701	F	19.7
3130701	M	14.5
3130702	F	15.5
3130702	M	11.9
3130703	F	22.9
3130703	M	17.8
3130704	F	16.7
3130704	M	14.9
3130710	F	12.5
3130710	M	16.7
3130711	F	12.1
3130713	F	9.1
3130713	M	13
3130715	F	8.3
3130715	M	11.5
3130716	F	14.5
3130716	M	22.6
3130717	F	14.6
3130717	M	10.8
3130718	F	3.4
3130718	M	12.3
3130719	F	14.3
3130719	M	14.7
3130720	F	15.4
3130720	M	19
3130721	F	11.7
3130721	M	7.1
3130722	F	20.4
3130722	M	18.1
3130723	F	14.3
3130723	M	13
3130725	F	20
3130725	M	8.3
3130726	F	11.3
3130726	M	13.4
3130727	F	13.3
3130727	M	8.3
3130728	F	21.4
3130728	M	16.7
3130729	F	13.2
3130729	M	6.5
3130730	M	16.7
3130731	F	25.8
3130731	M	8
3130732	F	16.2
3130732	M	8.6
3130733	F	17
3130733	M	20.6
3130734	F	18.6
3130734	M	16
3130735	F	12.9
3130735	M	5.7
3130736	F	18.2
3130736	M	17.9
3130737	F	26.1
3130801	F	10.1
3130801	M	2.9
3130802	F	8.1
3130802	M	5.3
3130803	F	4.9
3130803	M	3.8
3130804	F	2.6
3130804	M	7
3130805	F	9.6
3130805	M	8.3
3130806	F	7.2
3130806	M	11.3
3130807	F	7.7
3130807	M	2.6
3130808	F	12
3130808	M	6.9
3130809	F	5.7
3130809	M	11.1
3130810	F	7.1
3130810	M	16.4
3130811	F	15.8
3130811	M	8
3130812	F	9.2
3130812	M	4.7
3130813	F	14.3
