SA1_7DIGITCODE_2016	labourForceParticipation
1158602	69.1
1158603	62.4
1158604	58.9
1158605	60.3
1158606	61
1158608	51.8
1158609	58.7
1158610	61
1158611	61.9
1158612	56.2
1158613	60.4
1158614	54.4
1158615	57.6
1158616	50
1158617	71.2
1158618	51.2
1158619	59.3
1158620	60.3
1158621	55.6
1158622	52.2
1158623	51.2
1158624	63.5
1158625	56.3
1158626	59.7
1158627	64.6
1158629	64.5
1158630	59.9
1158631	63.9
1158632	51.6
1158633	57.7
1158635	61.6
1158637	55.7
1158638	57.7
1158639	56.8
1158640	56.8
1158641	54.1
1158642	56.6
1158701	53.5
1158702	57.2
1158703	50.1
1158704	58.4
1158705	55
1158706	56.9
1158707	51.6
1158708	53.9
1158709	48.3
1158710	63.8
1158711	65.1
1158712	25
1158713	36.4
1158801	69.7
1158802	64.4
1158803	60.3
1158804	44.6
1158805	60.2
1158806	58.9
1158807	61
1158808	70
1158809	55.5
1158810	69.6
1158811	20.6
1158812	57.1
1158813	65.6
1158814	55.6
1158815	57.6
1158816	52.4
1158817	62.1
1158818	66.8
1158819	63.3
1158820	58.6
1158821	65.6
1158822	60.5
1158823	57.4
1158824	58
1158825	58.5
1158826	54.9
1158827	63.6
1158901	60.2
1158902	71.6
1158903	59.1
1158904	57.2
1158905	34.3
1158906	61.6
1158907	63.6
1158908	64.2
1158909	59.5
1158910	51.6
1158911	61.6
1158912	66.3
1158913	70.9
1158914	58.4
1158915	60.2
1158916	60.1
1158917	66.4
1158918	54.6
1158919	67.4
1158920	60.5
1158921	59.2
1158922	53.9
1158923	62.4
1158924	65.5
1158925	49.5
1158926	66.3
1158927	65.1
1158928	53.2
1158929	56
1158930	71
1158931	68.9
1158932	70.7
1158933	63.8
1158934	63.3
1158935	55.5
1159001	66.5
1159002	67.8
1159003	60.9
1159004	61.9
1159005	59.6
1159006	65.5
1159007	64.8
1159008	73.3
1159102	66.8
1159103	68.5
1159104	69.3
1159105	51.2
1159106	51.6
1159107	62.3
1159108	63.8
1159109	59.9
1159110	69
1159111	62.9
1159112	52.9
1159113	61.4
1159114	62.2
1159115	63.7
1159116	71.1
1159117	73.7
1159118	75.1
1159119	66.1
1159120	69.6
1159121	60.5
1159122	62.5
1159123	62
1159124	62.2
1159125	72.9
1159126	59.7
1159127	61.2
1159128	67.7
1159129	76.5
1159130	62
1159131	59.3
1159132	67
1159133	69.5
1159134	75.9
1159135	60.6
1159136	66.5
1159137	60.4
1159138	64
1159139	58.3
1159140	62.7
1159141	64.9
1159142	53.2
1159143	58.8
1159144	68.1
1159145	43.1
1159146	65.4
1159147	75.1
1159148	61.4
1159149	64.3
1159150	58.5
1159151	65.6
1159152	62.7
1159153	61.4
1159154	4.7
1159201	54.8
1159202	15
1159301	60.1
1159302	59.1
1159303	66.5
1159304	60.3
1159305	64.4
1159306	58.5
1159307	66.7
1159308	64
1159309	68.4
1159310	66.5
1159311	58.9
1159312	62.8
1159313	61.8
1159314	65.1
1159315	67.6
1159316	67.5
1159318	67.6
1159401	62.8
1159402	59
1159403	66.7
1159404	63.3
1159405	56.9
1159406	55.6
1159407	66.3
1159408	51
1159409	50.6
1159410	62.6
1159411	48.6
1159412	53
1159413	55
1159414	62.9
1159415	61.6
1159416	58.4
1159417	55.4
1159418	65.1
1159419	59.7
1159420	62.4
1159421	60.8
1159422	55.6
1159423	58.5
1159424	59.3
1159425	52.8
1159426	56.5
1159427	56.6
1159428	61.9
1159429	47.2
1159430	54.2
1159431	56.5
1159432	59.8
1159501	67.4
1159502	70.6
1159503	60.1
1159504	62.8
1159505	63.7
1159506	68.9
1159507	57.7
1159508	66.6
1159509	57.7
1159510	62.4
1159511	62.8
1159512	65.8
1159513	61.3
1159514	62.1
1159515	57.6
1159516	59
1159517	67.2
1159518	59.8
1159519	61.2
1159520	54.8
1159521	62
1159522	62
1159601	73.7
1159602	70
1159603	71.7
1159604	59.5
1159605	70.5
1159606	64.9
1159607	70.8
1159608	58.9
1159609	58.4
1159610	68.1
1159611	65.8
1159612	70.3
1159613	65.2
1159614	62.7
1159615	63.3
1159616	57.7
1159617	64.9
1159618	66.3
1159619	70.4
1159620	66.5
1159621	60.5
1159701	53
1159702	73.3
1159703	74.4
1159704	76
1159705	72.6
1159706	74
1159707	76.2
1159708	65.4
1159709	71.2
1159710	67.3
1159711	62.5
1159712	49.2
1159713	72.3
1159714	65.5
1159715	75.1
1159716	61.5
1159717	63.3
1159718	68.8
1159719	70.5
1159720	69.7
1159721	65.1
1159722	69.1
1159723	66.6
1159724	69.6
1159725	63.5
1159726	63.6
1159727	69.5
1159728	72.3
1159729	63.7
1159730	66.3
1159732	62.4
1159733	66.4
1159801	47.7
1159803	54.2
1159804	50.7
1159805	44.8
1159806	27.1
1159807	38.5
1159808	47.8
1159809	53
1159811	59.2
1159812	44.2
1159813	38.1
1159814	41.7
1159815	39.6
1159816	47.1
1159817	40.1
1159818	35.4
1159819	48.7
1159820	49.2
1159821	49.6
1159822	38
1159823	39.9
1159824	46.3
1159825	35.7
1159826	51.7
1159827	40.7
1159828	55.2
1159829	37.8
1159830	44.8
1159831	47.5
1159832	49.4
1159833	46
1159834	44.5
1159835	47.7
1159836	46.5
1159837	44.3
1159838	39
1159839	51.7
1159840	29.7
1159841	45
1159842	40.7
1159843	47.6
1159844	31.8
1159845	36.2
1159846	53.2
1159847	43.5
1159848	46.9
1159849	48.1
1159850	36.8
1159851	48.6
1159852	48.3
1159853	49.5
1159854	46.8
1159855	57.8
1159901	41.7
1159902	47.2
1159903	50.9
1159904	42.8
1159905	31.4
1159906	46.7
1159907	41.3
1159908	44
1159909	43.5
1159910	42.1
1159911	41.9
1159912	39.3
1159913	40.4
1159914	45.6
1159915	52.5
1159916	42.5
1159917	48.7
1159918	48.8
1159919	44.7
1159920	48.7
1159921	34.6
1159922	31.2
1159923	53.3
1159924	42.1
1159925	40.5
1160001	66.5
1160002	56
1160003	72.6
1160004	67
1160005	12.5
1160006	32.2
1160007	70.6
1160008	71.9
1160009	68.7
1160010	67.8
1160011	70.4
1160012	64.8
1160013	62.8
1160014	65
1160015	65
1160016	63.5
1160017	71.7
1160018	68.9
1160019	71
1160020	48
1160021	70.1
1160022	69.9
1160023	64.6
1160024	73.3
1160025	66.6
1160026	65.4
1160027	61.8
1160028	64.8
1160029	63.8
1160030	66.4
1160031	68.3
1160032	25
1160033	70.4
1160034	70.5
1160035	51.3
1160036	72.1
1160037	71.1
1160038	62.4
1160101	40.6
1160102	47.6
1160103	52.5
1160104	31.3
1160105	55.3
1160106	66.7
1160107	33.3
1160108	42.2
1160109	35.3
1160110	50.1
1160111	33.3
1160201	71.1
1160202	61.4
1160203	69.4
1160204	60.8
1160205	100
1160206	73.7
1160207	71.2
1160208	65.1
1160209	44
1160210	66.8
1160211	62.1
1160212	72.3
1160213	71.3
1160214	67.8
1160215	65.7
1160216	68
1160217	80
1160218	66.5
1160219	77
1160220	56.3
1160221	74
1160222	66.3
1160223	50.4
1160224	69
1160225	67.6
1160226	51.6
1160227	63.9
1160301	61.8
1160302	60.7
1160303	61.4
1160304	65.3
1160305	67.9
1160306	71.6
1160307	69
1160308	69.5
1160309	62.1
1160310	52.3
1160311	62.2
1160312	64.1
1160313	62.8
1160314	67.3
1160315	61.5
1160316	64.3
1160317	58.1
1160318	62.1
1160319	71.9
1160320	58.1
1160321	70.1
1160322	62.5
1160323	57
1160324	64.1
1160325	70
1160326	58.8
1160327	71.4
1160328	66.6
1160329	68.9
1160401	77.9
1160402	77.7
1160403	72.5
1160404	73.6
1160405	72.3
1160406	70.3
1160407	70.6
1160408	80.9
1160409	58.4
1160410	71.8
1160411	69.6
1160412	69
1160413	65.5
1160414	63.2
1160415	45.4
1160416	64.6
1160417	61.4
1160418	67.6
1160419	70.5
1160420	77.8
1160421	56.3
1160422	69.2
1160423	63.9
1160424	64.7
1160425	73.4
1160426	66.2
1160427	63.7
1160428	67.9
1160429	66
1160430	64.6
1160431	63.1
1160432	65.4
1160433	64.5
1160434	67.2
1160435	63.7
1160436	58.7
1160437	76.7
1160438	56.9
1160439	64.9
1160440	63.1
1160441	57.3
1160442	60.8
1160443	74.6
1160444	75.3
1160445	56
1160446	72.3
1160447	79.3
1160448	64.7
1160449	67.4
1160451	48
1160452	59.6
1160453	72.8
1160454	57.5
1160455	85
1160456	64.4
1160457	62.7
1160459	71.5
1160461	61.7
1160462	67.5
1160463	58.8
1160501	71.5
1160502	69.1
1160503	65.8
1160504	69.8
1160505	69.4
1160506	64.1
1160507	65.3
1160508	66.9
1160601	66.6
1160602	70
1160603	68.3
1160604	67.6
1160605	69.1
1160606	77.5
1160607	58.8
1160608	69.2
1160609	60.3
1160610	70.1
1160611	69.4
1160612	65.9
1160613	67.3
1160614	64.2
1160616	74.4
1160618	69.3
1160619	66.1
1160620	63
1160701	71.1
1160702	64.2
1160703	64.7
1160704	62.4
1160705	66.2
1160706	71.6
1160707	70.7
1160708	59.4
1160709	100
1160710	59.7
1160711	67.5
1160712	70.9
1160713	69.5
1160714	76.5
1160716	70.8
1160717	66.5
1160718	63.5
1160719	69.4
1160720	69.2
1160721	65.4
1160722	68.8
1160723	71.3
1160724	69.1
1160725	61.2
1160726	57.8
1160727	72.8
1160728	69.6
1160729	66.2
1160730	62.6
1160731	64.2
1160732	55.2
1160733	70.4
1160734	67.5
1160735	66.9
1160736	67.9
1160737	64.6
1160738	68.4
1160739	81.6
1160740	69.7
1160801	64.2
1160802	70.5
1160803	64.9
1160804	76.3
1160805	72.5
1160806	57.9
1160807	69.1
1160808	65.2
1160809	70.2
1160810	63.6
1160811	74.9
1160812	75.2
1160813	62.4
1160814	60.9
1160815	71.3
1160816	70.4
1160817	66.5
1160901	100
1160902	69.5
1160903	75.8
1160904	81.1
1160905	75.9
1160906	71.8
1160907	71.1
1160908	80.2
1160909	78.5
1160910	79.7
1949999	37
1979993	34.8
2100101	62.9
2100102	41.6
2100105	55.6
2100106	65
2100107	53.6
2100108	68.2
2100109	55.5
2100110	69.4
2100111	69.9
2100112	65.8
2100113	70.3
2100114	58.1
2100115	63.6
2100117	71.6
2100118	76.5
2100119	75.3
2100120	73.2
2100121	73.5
2100122	75.6
2100123	73.5
2100124	74.7
2100201	62.4
2100202	54.9
2100203	60.4
2100204	52
2100205	62.6
2100206	41.9
2100207	60.7
2100208	53.5
2100211	67.7
2100212	57.9
2100213	51.6
2100214	63.3
2100215	68.9
2100216	58.6
2100217	56.7
2100218	71.3
2100219	52.4
2100220	68.3
2100221	52.6
2100222	56.3
2100223	45.3
2100224	56.9
2100225	47.3
2100226	66.1
2100227	68.4
2100228	49.1
2100229	57.8
2100230	59.8
2100231	67.8
2100232	62.8
2100233	54.2
2100234	61.8
2100301	57.9
2100302	50.9
2100303	60.7
2100304	55.6
2100305	57.9
2100306	56.5
2100307	51.4
2100308	59.2
2100309	66.7
2100310	55.4
2100311	76
2100312	64.5
2100313	66.3
2100314	54.8
2100315	67.8
2100316	32.5
2100317	60.7
2100318	65
2100319	46.4
2100320	59.3
2100321	59
2100322	69.1
2100323	63.5
2100324	60.2
2100325	58.7
2100326	75.6
2100327	69.8
2100328	59.1
2100329	61
2100330	66.6
2100331	61.9
2100332	75.6
2100333	65
2100334	54.5
2100335	54.8
2100337	67.8
2100338	53
2100339	50.4
2100340	49.6
2100341	63.7
2100342	67.7
2100343	64.6
2100344	17.8
2100345	68.4
2100346	68.6
2100347	69.2
2100348	54.2
2100349	53.8
2100350	64.1
2100351	38.8
2100401	54
2100402	31.6
2100404	58.5
2100405	52.7
2100406	54.4
2100407	58.9
2100408	55.4
2100409	56.6
2100410	60.5
2100411	69.4
2100412	58.6
2100414	63.1
2100415	56.8
2100416	54.6
2100417	58.3
2100418	55.3
2100419	56.4
2100420	54.8
2100421	58.9
2100422	67.1
2100423	55.5
2100424	56
2100425	49.6
2100426	65.1
2100427	55.8
2100428	47.6
2100429	57.8
2100430	50.9
2100431	54.8
2100432	40.8
2100433	52.8
2100434	49.2
2100435	38
2100436	60.8
2100437	47.2
2100438	49.6
2100439	55.2
2100440	53.1
2100441	47.4
2100442	67.8
2100443	57.7
2100444	58.1
2100445	44.8
2100446	48.7
2100447	51.9
2100448	51.1
2100449	26.8
2100451	69.5
2100452	64.3
2100453	72.1
2100454	65.9
2100455	64
2100456	73.5
2100501	62.4
2100502	61.2
2100504	52
2100505	41.2
2100506	77.6
2100507	61.6
2100508	66.1
2100509	62
2100510	54.5
2100511	72.6
2100512	65
2100513	68.7
2100514	66
2100515	60.1
2100516	69.2
2100517	61.2
2100518	67.1
2100519	46.7
2100601	35.5
2100602	63.1
2100603	67.3
2100604	72.4
2100605	79.7
2100606	64.8
2100607	69.1
2100608	73.9
2100610	59.9
2100611	50.8
2100612	54.9
2100613	57.9
2100614	54.8
2100615	61.8
2100616	6.3
2100617	64.1
2100701	73
2100702	68.3
2100703	59.1
2100704	59.9
2100705	65.3
2100706	68.5
2100707	68
2100708	63.9
2100709	72.2
2100801	33.8
2100804	44.9
2100805	30.6
2100806	36.3
2100807	43.4
2100808	37.5
2100809	52
2100810	59.2
2100811	53.1
2100812	55.6
2100813	48.6
2100815	34.8
2100816	56.4
2100818	75.5
2100820	51.3
2100821	50.7
2100822	41.7
2100823	43.6
2100824	26.2
2100825	27.8
2100826	44.3
2100827	49.4
2100828	45.9
2100829	48.2
2100830	47.6
2100831	50
2100832	37.4
2100833	49.9
2100834	44.4
2100835	73.4
2100836	70.9
2100837	77.9
2100838	69
2100840	64.3
2100841	79.3
2100842	79.2
2100843	48.7
2100844	78.7
2100845	64
2100901	56
2100902	63.9
2100903	69.1
2100904	71.3
2100905	56.5
2100906	63.3
2100907	67.2
2100908	63.9
2100909	64.5
2100910	61.3
2100911	62.2
2100912	62.9
2100913	54
2100914	50.6
2100915	48
2100916	43.7
2100917	66.1
2101001	64.8
2101002	49.3
2101003	48
2101004	34.3
2101005	26.5
2101006	55.5
2101007	65.4
2101008	51.3
2101009	51.9
2101010	54.4
2101011	70.3
2101012	38.6
2101013	44.2
2101014	57.7
2101015	67.5
2101016	55.3
2101017	67.7
2101018	65.1
2101021	42.4
2101022	41.9
2101023	41.5
2101024	50.5
2101025	51.2
2101101	51.3
2101102	71.6
2101103	51.7
2101104	53.4
2101105	51.4
2101106	47.4
2101107	61.7
2101108	56.5
2101109	43
2101110	55.2
2101111	56.5
2101112	50.4
2101113	60.1
2101114	59.3
2101115	41.5
2101116	44.9
2101117	55.6
2101118	47
2101119	51.9
2101120	61
2101121	54.4
2101122	54.1
2101123	50.4
2101124	48.3
2101125	56
2101201	54.5
2101202	61.1
2101203	67.7
2101204	51.9
2101205	60.3
2101206	62
2101207	59.1
2101208	65.4
2101209	65.3
2101210	63.9
2101211	55.5
2101212	61.8
2101213	62.6
2101214	56.9
2101215	70.2
2101216	64
2101217	61
2101301	44.7
2101302	50
2101303	49.6
2101304	46.2
2101305	52.5
2101306	33.2
2101307	46.3
2101308	49
2101309	43.8
2101310	45.7
2101401	42
2101402	30.4
2101403	54
2101404	49.7
2101405	76.3
2101406	25.1
2101407	52.4
2101408	61.3
2101409	56.2
2101410	52.4
2101411	53.5
2101412	44.3
2101413	70
2101501	64
2101502	53.3
2101503	69.5
2101504	48.2
2101505	41.9
2101506	47.6
2101507	61.5
2101508	61.7
2101509	60.7
2101510	64.5
2101511	63.5
2101512	55.8
2101601	41.3
2101602	40.4
2101603	40.3
2101604	41.9
2101605	29.3
2101606	36
2101607	43.5
2101608	49.8
2101609	40.5
2101610	40.3
2101611	44.9
2101612	53.9
2101613	35.6
2101614	54.7
2101615	20.6
2101616	43.7
2101617	46.6
2101618	28.2
2101619	43.5
2101620	45.1
2101621	53.6
2101701	27.7
2101702	63.8
2101703	50.5
2101704	39.4
2101705	32.1
2101706	52.1
2101707	43.1
2101708	41.7
2101709	47.5
2101710	50.3
2101711	50.8
2101712	43.7
2101713	39.2
2101714	52.2
2101715	54.3
2101801	49
2101802	61.4
2101803	56.6
2101804	33.4
2101805	35.7
2101806	52.7
2101807	54.5
2101808	58.6
2101809	57
2101810	55.7
2101811	31.9
2101812	28.9
2101813	63
2101814	63.4
2101815	65.7
2101816	61.4
2101817	53.4
2101818	48.6
2101819	46.8
2101820	37.9
2101821	58.8
2101822	62.4
2101823	56.2
2101824	62.5
2101825	47.9
2101826	59
2101827	59
2101828	45
2101829	64.7
2101830	61.2
2101831	62
2101832	56.9
2101833	61.8
2101834	62.7
2101835	59.1
2101836	37.6
2101837	56.8
2101838	55.1
2101901	47.6
2101902	45.6
2101903	44.4
2101904	48.7
2101905	49.9
2101906	53.6
2101907	55.8
2101908	50.2
2101909	53.2
2101910	56.4
2101911	55.4
2101912	66.6
2101913	50.1
2101914	39
2101915	59.1
2101916	38.5
2101917	49.1
2101918	55.3
2101919	59.3
2101920	63
2101921	51.1
2101922	58.5
2101923	52
2101924	54.2
2102001	48
2102002	58.3
2102003	50.6
2102004	53.3
2102005	48.6
2102006	57.3
2102007	61.6
2102008	74.4
2102009	59.2
2102010	58.7
2102011	63.8
2102012	54.8
2102013	59.6
2102014	57.3
2102015	58.4
2102016	61
2102017	37.8
2102018	50.2
2102019	52.9
2102020	56.5
2102021	57.1
2102022	52
2102023	60.3
2102024	60.8
2102025	57.2
2102026	52.2
2102027	36
2102028	60.8
2102029	58
2102030	62.9
2102031	55.2
2102032	50.5
2102033	54.2
2102034	62.5
2102035	60.4
2102036	69.8
2102038	34.7
2102039	68.4
2102101	55.6
2102102	58.8
2102103	58.5
2102104	60.7
2102105	64.4
2102106	60
2102107	70.1
2102108	53.6
2102109	60.2
2102110	63.3
2102111	44
2102112	57.3
2102113	56.7
2102114	66.3
2102115	60.5
2102116	67.6
2102117	68.4
2102118	70.1
2102119	60.9
2102120	68.8
2102121	51.6
2102122	76
2102125	70.1
2102126	61.4
2102201	50.5
2102202	44
2102203	34.4
2102204	40.2
2102205	63.4
2102206	61.1
2102208	54.5
2102209	55.7
2102210	62.1
2102211	49.5
2102212	64.4
2102213	39
2102214	60.4
2102215	54
2102216	50.9
2102217	46.7
2102218	55.2
2102219	51.9
2102220	51.7
2102221	34.1
2102222	69.7
2102223	50.8
2102224	49.6
2102225	51.9
2102226	65.6
2102227	59.7
2102228	61.4
2102229	62.5
2102230	35.4
2102231	56.6
2102232	58.2
2102233	58.3
2102234	58.9
2102235	62.3
2102236	51.8
2102237	62.9
2102238	50.4
2102239	53.4
2102240	53.7
2102241	51.7
2102242	33.7
2102243	48.9
2102244	60.7
2102245	68.6
2102301	66.8
2102302	69
2102305	66.9
2102306	64.7
2102307	59
2102308	70.3
2102309	77.3
2102310	82
2102311	74.7
2102312	74.6
2102401	68.9
2102402	63.6
2102403	64.1
2102405	72.8
2102407	71.6
2102408	74.3
2102409	76
2102410	73.4
2102411	54.6
2102412	70.1
2102413	69.1
2102414	66.8
2102415	72.3
2102418	73.6
2102419	72.5
2102420	73.5
2102421	65.2
2102422	30.8
2102501	62.5
2102502	65.3
2102503	68.1
2102504	58.8
2102505	52.1
2102506	52.4
2102507	100
2102509	63.9
2102510	55.7
2102511	54.7
2102512	65.2
2102513	67.4
2102514	68.6
2102515	71
2102516	70.6
2102517	67.9
2102518	74.4
2102519	62.8
2102520	61
2102521	67.3
2102522	58.7
2102523	71.5
2102601	68.2
2102602	61.3
2102603	65.2
2102604	66.7
2102605	59
2102606	73.1
2102607	59.1
2102608	70.8
2102609	62.6
2102610	65.7
2102611	66.5
2102612	66.8
2102613	70.2
2102614	71.2
2102615	63.6
2102616	63.9
2102617	61.5
2102618	60.8
2102619	66.3
2102701	49.3
2102702	53.6
2102704	52
2102705	54.9
2102706	52.3
2102707	62.1
2102708	59.1
2102709	58.8
2102710	52.2
2102711	49.8
2102712	60.5
2102713	55.5
2102714	45.2
2102715	47.1
2102716	41
2102717	46.2
2102718	34.9
2102719	53.1
2102720	46.2
2102721	61
2102722	39.9
2102723	41.6
2102724	54.8
2102725	51.9
2102726	49.4
2102727	53.3
2102801	55.1
2102802	49.4
2102803	56.8
2102804	60.8
2102805	57
2102806	48.9
2102807	55.4
2102808	57.9
2102809	36.5
2102810	40.2
2102811	51.4
2102812	56
2102813	54.3
2102814	52.4
2102815	57.4
2102816	56.5
2102817	46.4
2102818	49.6
2102819	52.8
2102820	47.9
2102821	45.9
2102822	46.8
2102823	60.5
2102824	63.1
2102825	59.4
2102826	61.2
2102901	33.8
2102902	34.9
2102903	69.3
2102904	51.3
2102905	44.8
2102906	38.9
2102907	42.9
2102908	39.8
2102909	36.1
2102910	34.3
2102911	60.9
2102912	40.3
2102913	57.6
2103001	63.7
2103002	56.7
2103003	57.4
2103004	65
2103005	64.4
2103006	55.6
2103007	60.9
2103008	64.5
2103009	64.5
2103010	63.6
2103011	61.1
2103012	51.1
2103013	46.2
2103014	42
2103015	40.9
2103016	56.3
2103018	40.3
2103019	48.8
2103020	63.8
2103021	63.8
2103023	50.5
2103024	57
2103025	59.7
2103101	58.4
2103102	62.8
2103103	71.7
2103104	64.2
2103105	68.6
2103106	59
2103107	60.2
2103108	60.4
2103109	57.6
2103110	61.4
2103111	65.5
2103112	56.5
2103113	62.1
2103114	60.5
2103115	52.8
2103116	45.6
2103201	67.9
2103202	47.9
2103203	59
2103204	63.9
2103205	66.2
2103206	58.3
2103207	57.1
2103208	56.8
2103209	49
2103210	54.1
2103211	70.8
2103212	66.1
2103213	43.5
2103301	33.2
2103302	46.5
2103303	63.4
2103304	41.5
2103305	62.2
2103306	54.7
2103307	48.4
2103308	47.4
2103309	37.4
2103310	22.7
2103311	43.8
2103312	58.4
2103313	65.8
2103314	32.1
2103315	47.1
2103316	55.3
2103317	63.5
2103318	39
2103319	49.7
2103320	45.4
2103321	32.1
2103322	39.2
2103401	64
2103402	75.5
2103403	59.9
2103404	74.6
2103405	64.2
2103407	62
2103408	41.6
2103409	66.7
2103410	69.1
2103411	65.3
2103412	81.6
2103413	58.8
2103501	68.5
2103502	57.1
2103503	65.8
2103504	69.3
2103505	63.7
2103506	75.3
2103507	63.3
2103508	63.8
2103509	66.7
2103510	65.3
2103511	68
2103512	54.6
2103513	54.2
2103514	71.3
2103515	62
2103516	61.5
2103601	36.7
2103602	64.4
2103603	64.8
2103604	69
2103605	68.4
2103606	63.8
2103607	64.5
2103608	68.9
2103609	73.4
2103610	66.2
2103611	68
2103612	68.5
2103613	51.8
2103614	76.5
2103615	52.5
2103616	51.9
2103701	61.7
2103702	61.6
2103703	62.5
2103704	64.8
2103705	49.6
2103706	60.7
2103707	57
2103709	65.2
2103710	40.4
2103711	58.8
2103712	63.4
2103713	62.9
2103714	60
2103715	53.1
2103716	62
2103717	59.1
2103718	62.4
2103719	61
2103720	50.4
2103721	61.9
2103722	60.4
2103723	62.4
2103724	62.5
2103725	56.6
2103726	58.3
2103727	57.2
2103728	51.3
2103729	59.1
2103730	52.8
2103731	66.3
2103732	64.6
2103801	48.6
2103802	44.1
2103803	54.8
2103804	41.1
2103805	38.5
2103806	32.8
2103807	47.1
2103808	42.9
2103809	50.5
2103810	46.8
2103811	45.7
2103812	51.5
2103813	63
2103814	52.2
2103815	55.7
2103816	48.3
2103817	53.7
2103818	38.4
2103819	59.4
2103820	59.2
2103821	51.2
2103822	59.6
2103823	69.7
2103824	64.8
2103825	38.4
2103826	40.1
2103827	44.9
2103828	35.9
2103829	39.4
2103830	38.4
2103831	46.6
2103832	34
2103833	41.1
2103834	33.6
2103835	39.9
2103836	45.3
2103837	49.4
2103838	42.7
2103839	43
2103840	51.4
2103841	47.6
2103842	39.2
2103843	46.7
2103844	46.2
2103845	42.5
2103846	100
2103847	55.9
2103848	43.8
2103849	39
2103850	44.1
2103851	61.7
2103852	70
2103854	57.4
2103855	52.3
2103856	55.9
2103857	41.9
2103858	54.7
2103859	40.4
2103860	43.4
2103861	38.9
2103862	36.4
2103863	116.7
2103864	45.2
2103865	71.3
2103866	44.2
2103867	75.3
2103868	57.2
2103869	22.3
2103870	66.4
2103871	62.4
2103872	59.3
2103873	47.4
2103874	57.4
2103875	62.4
2103876	45.9
2103904	66
2103905	59.9
2103906	66.1
2103907	66
2103908	67.2
2103909	64.8
2103910	52.7
2103911	48.9
2103912	60.9
2103913	69.1
2103914	72.2
2103915	58.3
2103916	52.5
2103917	71.7
2103918	72.8
2103919	68.9
2103920	69.3
2103921	62.3
2103922	66.9
2103923	70.8
2103924	67
2103925	50.8
2103927	54
2103928	44.9
2103929	56.8
2103930	48.4
2103932	50.5
2103933	64.3
2103934	58.2
2103935	68.4
2103937	47.7
2103938	57.1
2103939	55.2
2104001	67.5
2104002	65.6
2104003	64.9
2104004	65.3
2104005	74.6
2104006	65.4
2104007	67.8
2104008	71.1
2104009	68.2
2104010	66.7
2104011	69.4
2104012	64.5
2104013	65.7
2104014	67.1
2104015	67.1
2104016	63.9
2104017	63.6
2104018	61.8
2104019	75.8
2104020	68.9
2104021	69.9
2104022	66.5
2104023	65.5
2104024	67.1
2104025	71.5
2104026	61.4
2104027	67.4
2104028	62.5
2104029	64.8
2104030	70.5
2104031	57.2
2104032	62.9
2104033	63.6
2104034	60.6
2104035	60.6
2104036	75.3
2104037	59.8
2104038	54.1
2104039	64.9
2104040	69
2104041	57.9
2104042	57.6
2104043	61.3
2104044	61.4
2104045	50.5
2104046	58.6
2104047	40
2104048	70.1
2104049	72.7
2104050	62.8
2104101	61.6
2104102	56.6
2104103	62.3
2104104	60.7
2104105	59.7
2104107	54.5
2104108	62.8
2104109	51.9
2104110	56.2
2104111	50.1
2104112	60.4
2104113	65
2104115	66.2
2104116	41.6
2104117	68.9
2104118	61.9
2104119	76.2
2104120	27.2
2104121	43.5
2104122	64
2104123	56.9
2104124	55.7
2104125	67
2104126	55.7
2104128	66.6
2104129	67.9
2104130	46.7
2104131	69.6
2104132	72.5
2104133	65.1
2104134	58
2104135	60
2104136	60.5
2104137	62.4
2104138	74.4
2104139	44.7
2104140	78.2
2104141	50.4
2104143	57.4
2104144	76.5
2104145	37.1
2104146	71.6
2104147	70.6
2104148	66.8
2104149	54.3
2104150	51.2
2104151	76.2
2104152	73.7
2104153	68.4
2104201	65.7
2104202	61.4
2104203	59.4
2104204	65.1
2104205	71.1
2104206	60.5
2104207	80.3
2104208	59.5
2104209	63.1
2104210	56.9
2104211	69.1
2104212	61.5
2104213	62.8
2104215	56.3
2104216	63
2104217	63.3
2104218	57.7
2104219	57.8
2104220	72.5
2104221	64.2
2104222	69.8
2104223	57
2104224	67.8
2104225	57
2104228	63.8
2104229	57.9
2104230	72.5
2104231	74.9
2104232	38.6
2104233	41.5
2104234	72.2
2104235	54.3
2104236	54.4
2104237	60.9
2104238	57
2104239	63.5
2104240	54.5
2104242	65.8
2104243	68.7
2104245	65.5
2104246	46.9
2104247	59.3
2104248	67.6
2104249	65.5
2104301	66.1
2104302	58.9
2104303	63.6
2104304	58.3
2104305	60.7
2104306	55.5
2104307	58.2
2104308	2.4
2104309	62.2
2104310	65.9
2104311	54.9
2104312	67.6
2104313	57.4
2104314	65.6
2104316	69.8
2104317	62.1
2104318	69.3
2104319	68
2104320	54.2
2104321	59.3
2104322	66
2104324	72.2
2104325	20.8
2104326	67.7
2104327	59.2
2104329	74.3
2104330	71.6
2104331	70
2104332	67.5
2104333	51.5
2104334	64.8
2104335	65.2
2104337	64.6
2104338	69.2
2104339	79.7
2104340	53.7
2104341	41.2
2104342	65.6
2104343	79.5
2104344	71.7
2104401	64.7
2104402	47.8
2104403	64.7
2104404	57.9
2104405	58.1
2104406	61.8
2104407	64.8
2104408	41.1
2104409	62.4
2104410	56.9
2104411	67
2104412	56.1
2104413	57.9
2104414	57.2
2104415	27.3
2104416	58.8
2104417	74.1
2104418	41
2104420	54.8
2104422	66.5
2104423	65.2
2104424	55.5
