SA1_7DIGITCODE_2016	labourForceParticipation
2104425	79.9
2104426	66
2104427	79.6
2104428	65.2
2104429	53.6
2104501	54.3
2104502	65.9
2104503	38.7
2104504	28.7
2104505	59.9
2104506	64.2
2104507	59.8
2104508	65.8
2104509	52.9
2104510	36.3
2104511	48.9
2104512	57.5
2104513	58.4
2104514	41.3
2104515	47.4
2104516	47.8
2104517	75.3
2104518	71.6
2104519	59.4
2104520	47.7
2104521	47.2
2104522	52.2
2104523	53.8
2104524	47.6
2104525	41.8
2104526	52.2
2104527	51.8
2104528	42.2
2104530	47.5
2104531	51.9
2104532	54.3
2104533	56.9
2104534	55.3
2104535	46.4
2104601	64.8
2104602	67
2104603	64.4
2104604	73.8
2104605	52.9
2104606	66.4
2104607	68.1
2104608	67.4
2104609	62.5
2104610	60.7
2104611	57.3
2104612	61.1
2104613	69.1
2104614	54.5
2104615	65.9
2104616	67.9
2104617	58
2104618	62.4
2104619	55.1
2104620	60.9
2104621	65.7
2104622	62.7
2104623	63.1
2104624	56.5
2104625	62.8
2104702	40
2104703	53.2
2104704	60.1
2104705	59.3
2104706	50.3
2104707	54.5
2104708	67.8
2104709	58.2
2104710	53.6
2104711	52.7
2104712	55.4
2104713	64.7
2104714	51.6
2104715	58.3
2104716	62.2
2104718	42
2104719	50
2104720	49.8
2104721	52.3
2104722	50.5
2104723	43
2104724	62.8
2104725	25
2104726	36.5
2104727	100
2104728	67.5
2104729	59.6
2104730	69.2
2104731	59.6
2104733	61
2104734	53.6
2104735	53.9
2104736	62.3
2104737	55
2104738	48.4
2104739	51
2104740	44.2
2104801	41.1
2104802	37.7
2104803	60.4
2104804	60.3
2104805	47.6
2104806	59.4
2104808	65.1
2104809	53.3
2104810	58
2104811	57
2104812	60.8
2104813	48.7
2104814	51.4
2104815	52.5
2104816	62.8
2104817	50.3
2104818	47
2104819	48.1
2104820	62.4
2104821	56
2104822	55.5
2104823	59
2104824	52.2
2104825	51.6
2104826	47.5
2104827	47.5
2104828	58.4
2104829	56.4
2104830	62.1
2104831	59.6
2104832	66.1
2104833	54.1
2104901	53.2
2104902	56
2104903	49.1
2104904	60.3
2104905	51.7
2104906	49.4
2104907	58
2104908	52
2104909	61.7
2104910	53
2104911	60.1
2105001	63.2
2105002	64.3
2105003	60.4
2105004	66.1
2105005	63
2105006	48.1
2105007	60.5
2105008	52.3
2105009	57.1
2105010	47.4
2105011	48.8
2105012	60.1
2105013	57.1
2105014	64.1
2105015	60.4
2105016	71.1
2105017	65.6
2105018	61.1
2105019	59.5
2105020	62.4
2105021	57.8
2105022	63.8
2105023	67
2105024	64.3
2105025	56.6
2105026	63.9
2105028	59.9
2105029	66.5
2105030	56.6
2105031	57.6
2105032	60.1
2105033	35.2
2105034	54.7
2105035	69
2105036	71.3
2105037	73.5
2105039	44.5
2105040	66.5
2105041	65
2105043	76
2105044	61.5
2105046	62.8
2105047	66.7
2105048	36.3
2105049	53.2
2105050	75.3
2105051	69.8
2105101	34.4
2105102	33.7
2105103	35.3
2105104	40.1
2105105	38
2105106	35.5
2105107	32.3
2105108	41.5
2105109	45.7
2105110	33.5
2105111	48
2105112	40.3
2105113	39
2105114	35.7
2105115	41.8
2105116	57.1
2105117	40.1
2105201	34.2
2105202	37.9
2105203	46.4
2105204	41.4
2105205	38.8
2105206	50.8
2105207	52.9
2105208	40
2105209	45.7
2105210	39.2
2105211	44.5
2105301	61.8
2105302	70.1
2105303	70
2105304	72.7
2105305	78.7
2105306	66.1
2105307	68
2105308	71.7
2105309	66.9
2105310	74.9
2105311	63.4
2105312	58.7
2105313	51.6
2105314	65.3
2105315	59.6
2105317	69.7
2105318	66.5
2105319	73
2105320	70.3
2105321	50
2105322	63.4
2105323	58.9
2105324	62
2105325	67.4
2105326	71.3
2105327	57.9
2105328	74.2
2105329	64.9
2105330	72.9
2105331	62.2
2105333	69
2105334	53.8
2105335	65.9
2105336	72.1
2105337	59.4
2105338	6.4
2105401	45.6
2105402	48.5
2105403	50.2
2105404	48.5
2105405	60
2105406	55.7
2105407	59.8
2105408	61.4
2105409	53.2
2105410	62.9
2105411	47.7
2105412	54.1
2105413	47.8
2105414	36.9
2105415	60.7
2105416	41.9
2105417	59.6
2105418	37.5
2105419	38
2105501	51.6
2105502	42.8
2105503	54
2105504	52.9
2105505	49.5
2105506	37.5
2105507	46.1
2105508	51.4
2105509	30.1
2105510	52.9
2105511	39.7
2105512	61.4
2105513	56.2
2105514	52.6
2105515	65.4
2105516	61.7
2105517	62.7
2105519	51.6
2105521	49.7
2105601	61.1
2105602	59.7
2105603	67.5
2105604	67.9
2105605	60.6
2105606	54.3
2105607	51.4
2105608	52.4
2105609	65
2105610	63.4
2105611	65.5
2105612	57
2105614	53.1
2105615	58.8
2105616	64
2105617	45.4
2105618	61.9
2105619	62
2105620	60.7
2105621	62.1
2105622	48.3
2105623	72.4
2105624	30.4
2105625	47.1
2105626	63.7
2105627	59.7
2105628	50.7
2105629	56.6
2105630	60.1
2105631	72
2105632	66.5
2105633	51.9
2105701	37.3
2105702	53.4
2105703	50.9
2105704	53.3
2105705	59
2105706	72.8
2105707	69
2105708	36.1
2105709	75
2105710	57.8
2105711	62.1
2105712	60.9
2105713	59
2105714	55.8
2105715	56
2105716	55.5
2105717	45.5
2105718	55.1
2105719	57.9
2105720	60.6
2105721	60.6
2105722	62.4
2105801	54.5
2105802	59.4
2105803	66.2
2105804	50.9
2105805	45.8
2105806	48.8
2105807	59.9
2105808	55.3
2105809	54.8
2105810	23.1
2105811	60.9
2105812	45.2
2105813	36.3
2105814	61.8
2105901	52.9
2105902	60.8
2105903	67.2
2105904	45.7
2105905	48.2
2105906	40.8
2105907	59.1
2105908	60.5
2105909	43.2
2105910	35.7
2105911	57.4
2105912	40.7
2105913	44.3
2105914	60.8
2105915	56
2105916	39.5
2105917	42.5
2106001	58.6
2106002	61.4
2106003	63.4
2106005	59.4
2106006	55.7
2106007	55.5
2106008	63.4
2106009	67.9
2106010	53.4
2106011	78.8
2106101	45.9
2106201	54.2
2106202	58
2106203	47.3
2106204	39.9
2106205	59.4
2106206	50.8
2106207	52.9
2106208	55.2
2106209	58.2
2106210	42.9
2106301	51.3
2106302	41.8
2106303	49.7
2106304	28.9
2106305	57.5
2106306	54.7
2106307	50
2106308	48.6
2106309	59.7
2106310	44.1
2106311	46.8
2106312	52
2106313	40.7
2106314	48.4
2106315	46
2106317	53
2106318	50
2106319	50.8
2106320	47.9
2106321	55
2106322	63.2
2106323	22.5
2106324	48.6
2106325	46.1
2106326	40.9
2106327	50.9
2106328	65.8
2106329	61.3
2106401	63.2
2106402	56.2
2106403	56.2
2106404	59.7
2106405	60.6
2106406	56.3
2106407	60.6
2106408	58.1
2106409	56.1
2106501	54.8
2106502	64.9
2106503	46
2106504	53.4
2106505	55.8
2106506	57.8
2106507	66.4
2106508	63.8
2106509	65
2106510	61.5
2106511	46
2106601	62.2
2106602	66.6
2106603	49
2106604	54.4
2106605	43.7
2106607	60.3
2106608	67.9
2106609	46.1
2106610	53.8
2106611	58.6
2106612	33.4
2106613	55.7
2106614	61.4
2106615	59.9
2106616	53.1
2106617	57.4
2106618	53.1
2106619	49.9
2106620	63.8
2106621	65.2
2106622	62.7
2106623	66.7
2106624	63.6
2106625	58.6
2106626	42
2106627	54.7
2106628	60.3
2106629	58.9
2106630	47.9
2106631	54.7
2106632	57.5
2106633	61.7
2106634	58
2106635	58.9
2106636	41.2
2106637	39.6
2106638	54.5
2106639	100
2106641	53.7
2106642	54.9
2106643	57.5
2106644	55.9
2106645	54.6
2106646	63.2
2106647	47.6
2106648	57.8
2106649	21.3
2106650	54.4
2106651	52.4
2106701	59.3
2106702	46.8
2106703	62.3
2106704	65.1
2106705	59.4
2106706	65.2
2106707	59.7
2106708	72.7
2106709	61.1
2106710	49.4
2106711	66.3
2106712	66
2106713	61
2106714	70.4
2106715	60.9
2106716	54.4
2106717	71.3
2106718	70
2106719	66.5
2106720	62.1
2106721	64.1
2106722	63.1
2106723	63.9
2106724	59.7
2106725	60.9
2106726	63.1
2106727	70.5
2106728	54.5
2106729	60.3
2106730	69.9
2106731	66.7
2106801	58.5
2106802	37.3
2106803	56.6
2106804	57.7
2106805	59.5
2106806	62.4
2106807	48.3
2106808	60.3
2106809	55.9
2106810	63.9
2106811	41.8
2106812	58.6
2106901	43.8
2106902	42.5
2106903	59.5
2106904	48.6
2106905	53.4
2106906	62.9
2106907	57.6
2106908	33.3
2106909	53.4
2106910	57.3
2106911	52.8
2106912	66.2
2106913	54.9
2106914	50.9
2106915	59.1
2106916	50.9
2106917	44.9
2106918	48.8
2106919	44.5
2106921	52.7
2106922	62.3
2106923	62.3
2106924	56
2106925	63.4
2106926	57.7
2106927	64.1
2106928	68.8
2106929	57.9
2106930	54.9
2106931	53.8
2107001	68.4
2107002	53.6
2107003	58.3
2107004	59.6
2107005	76.7
2107006	63.4
2107007	60
2107008	64.4
2107009	57.8
2107101	51.5
2107102	67.5
2107103	42.9
2107104	53.8
2107105	65.2
2107106	62.4
2107107	65.9
2107108	43.9
2107109	50
2107110	57.5
2107111	66.9
2107112	43.6
2107113	100
2107114	56.8
2107115	57.1
2107201	54.3
2107202	60.4
2107203	48.1
2107204	43.2
2107205	44.3
2107206	39.4
2107207	65.5
2107208	71
2107209	53.3
2107210	58.7
2107211	58.6
2107212	62.5
2107213	50.8
2107214	50.7
2107216	53.1
2107217	51.4
2107218	73.5
2107219	59.1
2107220	64.8
2107301	36.5
2107302	67.7
2107303	63.7
2107304	61.7
2107305	62.7
2107306	64.1
2107307	62.6
2107308	31
2107309	61.9
2107310	64.1
2107311	64.7
2107312	37.5
2107313	76.5
2107314	61.7
2107315	70.3
2107316	61.5
2107317	59.7
2107318	64.6
2107321	71
2107322	53.8
2107323	66.8
2107324	73.4
2107325	70
2107326	76.2
2107327	56.7
2107328	45.1
2107329	77.3
2107330	55.6
2107331	60.2
2107332	67.3
2107333	61.7
2107334	64.8
2107335	68.4
2107336	66.4
2107337	54.7
2107338	59.8
2107339	72.3
2107401	71.6
2107403	72.7
2107404	76.5
2107406	72.1
2107407	46.7
2107408	52.2
2107409	60.6
2107411	55
2107412	53.7
2107413	44.4
2107414	46.2
2107415	67.8
2107416	76.8
2107417	56.3
2107418	61.5
2107419	57.3
2107420	59.4
2107421	43.5
2107422	43
2107423	48.2
2107424	59
2107425	62.1
2107426	60.8
2107427	50.2
2107428	66.3
2107429	58.3
2107430	55.6
2107431	37.5
2107432	49.3
2107433	56.8
2107434	54.8
2107435	78.2
2107436	73
2107437	62.4
2107438	51.2
2107439	44
2107440	68.4
2107441	70.3
2107442	58.5
2107443	51.7
2107444	63.5
2107445	52.1
2107446	78.1
2107447	70.8
2107448	37.5
2107449	73
2107450	62.2
2107451	43.7
2107452	73.4
2107453	54.7
2107454	80.6
2107455	65.3
2107456	75.4
2107457	81.6
2107458	75.7
2107459	69.1
2107460	37.4
2107461	78.3
2107501	50.3
2107502	63.5
2107503	69.1
2107504	62
2107505	75.8
2107506	65
2107507	67.5
2107508	70.4
2107509	66.6
2107510	72.8
2107511	73.6
2107512	61.5
2107601	31.1
2107603	57.9
2107604	58.9
2107605	52.7
2107607	57.7
2107608	58.7
2107609	55
2107610	59.4
2107611	58.8
2107612	59.7
2107613	65.4
2107614	64.1
2107615	70.1
2107616	56.6
2107617	58.3
2107618	66.9
2107619	67.9
2107620	65.2
2107621	62.3
2107622	49
2107623	58.2
2107624	58.8
2107625	67.9
2107626	69.1
2107627	54.1
2107628	53.5
2107629	43.9
2107630	28.5
2107631	49
2107632	49.2
2107633	59.9
2107635	54.3
2107636	57.2
2107637	56.4
2107638	50.6
2107701	87
2107702	67.8
2107703	50.5
2107704	51.7
2107705	55.2
2107706	28.6
2107708	49.4
2107709	52.6
2107710	52.8
2107711	42.2
2107712	66.4
2107713	55.7
2107714	55.5
2107715	66.2
2107716	67.6
2107717	65.9
2107719	62.9
2107720	54.6
2107721	63.9
2107722	62.4
2107801	57.7
2107802	58.8
2107803	67.7
2107804	56.9
2107805	59.8
2107806	52.7
2107807	65.6
2107808	54.3
2107809	45.5
2107810	50
2107811	64.3
2107812	62.4
2107813	50
2107814	64.8
2107815	72.1
2107816	61.7
2107817	62.2
2107818	67.1
2107819	50.8
2107820	49.7
2107821	52.6
2107901	58.1
2107902	58.1
2107903	61.9
2107904	57.3
2107905	58.9
2107906	49.3
2107907	68.6
2107908	70.3
2107909	53.2
2107910	55.3
2107911	58.5
2107912	40.3
2107913	56.3
2107914	61.6
2107915	62.8
2107916	55.5
2107917	59
2107918	67.3
2107919	62.6
2107920	56.1
2107921	62.6
2107922	65.4
2107923	51
2107924	46.6
2107925	30.6
2107926	31.1
2107927	56.4
2107928	64.2
2107929	52.3
2107930	60.9
2107931	50.8
2107932	63.3
2107933	66.9
2107935	45.5
2107936	71.9
2107938	70.7
2107939	44.8
2107940	66.3
2107942	61.7
2107943	73.9
2107944	68.8
2107945	70.2
2108001	100
2108101	61.9
2108104	67.9
2108105	53.9
2108106	58
2108107	47.9
2108109	54.5
2108110	46.8
2108111	45.7
2108112	50
2108113	44.9
2108114	47.3
2108115	47.7
2108116	34.8
2108117	52.3
2108118	48.7
2108119	57.1
2108120	46.9
2108121	42.8
2108122	57.2
2108123	49.3
2108124	49.5
2108125	54.7
2108126	43.1
2108127	44.4
2108128	47.1
2108129	32.5
2108130	31.6
2108131	53.6
2108132	29.8
2108133	55
2108134	64.6
2108136	55.4
2108137	60.9
2108138	63.3
2108139	48.3
2108201	77.1
2108202	53.3
2108203	62.9
2108204	60.1
2108205	56.5
2108206	66.7
2108207	61.1
2108208	60.2
2108209	58.5
2108210	54.3
2108211	52.7
2108212	51
2108213	53.9
2108214	56.4
2108215	65.8
2108216	51.4
2108217	36.7
2108218	60.9
2108219	54.2
2108220	63.1
2108221	46.3
2108222	57.6
2108223	47.3
2108224	63.5
2108225	65.5
2108401	47.8
2108402	39.1
2108403	36.3
2108404	40.8
2108405	41.9
2108406	46.7
2108407	50.3
2108408	53
2108409	57.4
2108410	47.8
2108411	49
2108412	43.8
2108413	42.5
2108414	37.3
2108415	26.7
2108416	46.7
2108417	31.8
2108418	46
2108419	30.6
2108420	46.9
2108421	34.5
2108423	46.3
2108424	45.2
2108425	63.7
2108426	46.9
2108427	44.5
2108428	43.6
2108501	34.2
2108502	38.1
2108503	42.9
2108504	47
2108505	46.9
2108506	33.1
2108507	42.5
2108508	18.8
2108509	36.8
2108510	46.3
2108511	56.5
2108512	42.5
2108513	61.3
2108514	55.7
2108515	53.2
2108516	63.8
2108517	55.7
2108518	46
2108519	44.7
2108520	47
2108521	58.9
2108522	33
2108601	67.6
2108602	45.8
2108603	44
2108604	57.8
2108605	29.5
2108606	38.3
2108607	28.4
2108608	32.5
2108609	40.6
2108610	43.2
2108611	40.9
2108612	38.9
2108613	22
2108614	35.7
2108615	35.4
2108616	35.1
2108701	28.2
2108702	26.4
2108703	40.3
2108704	56.6
2108705	57.3
2108706	43.1
2108707	33.2
2108708	39.5
2108709	52.5
2108710	46.3
2108711	55.7
2108712	37.5
2108713	43.5
2108714	58.4
2108715	58.4
2108716	58.3
2108717	58.2
2108718	59.1
2108719	60.1
2108720	59.1
2108721	53.4
2108722	60.4
2108723	56.6
2108724	47.3
2108725	51.3
2108801	47.9
2108901	48.3
2108902	54.6
2108903	69.3
2108904	56.4
2108905	48.3
2108906	52.7
2108907	46.1
2108908	53.2
2108909	57
2108910	61.6
2108911	65.1
2108912	60.8
2108913	64.9
2108914	60.2
2108915	66.7
2108916	70.4
2108917	58
2108918	64.8
2108919	60.6
2108920	63
2108921	43.6
2108923	66.9
2108924	58.5
2108925	59.9
2109001	59.4
2109002	38.8
2109003	54.2
2109004	59.2
2109005	38.3
2109006	48
2109007	51.2
2109008	46.6
2109009	46.8
2109010	61.7
2109011	60.8
2109012	56.3
2109013	60.3
2109014	64.9
2109015	72.7
2109016	68.5
2109017	65.7
2109018	46.4
2109019	54
2109020	55.8
2109021	61.3
2109022	55.4
2109023	54.9
2109024	55.3
2109025	62.6
2109026	46.4
2109101	19
2109102	58.1
2109103	58
2109104	64.2
2109105	47.3
2109106	50.4
2109107	53.1
2109108	58
2109109	57.4
2109110	41.5
2109111	53
2109112	57.5
2109113	60.2
2109114	61.3
2109115	48.1
2109116	51.1
2109117	50.2
2109118	46.6
2109119	56.4
2109120	36.1
2109121	39.6
2109122	40.9
2109123	52.4
2109201	120
2109301	43.6
2109302	47.7
2109303	49.4
2109304	62.2
2109305	70.8
2109306	62.2
2109307	69.5
2109308	44.1
2109309	67
2109310	55.3
2109312	62.7
2109313	65.2
2109314	33.2
2109315	50.7
2109316	16.9
2109317	49.8
2109318	44.6
2109319	55.6
2109320	50.9
2109321	44.4
2109322	41.8
2109324	44.3
2109325	66.5
2109326	49.5
2109327	49
2109328	49.4
2109329	46.1
2109330	54.7
2109331	47.7
2109332	49.2
2109333	47.6
2109334	45.9
2109335	52.6
2109336	54
2109337	42.3
2109338	54.7
2109340	38.8
2109341	36.1
2109342	46.5
2109343	52.7
2109344	62.5
2109345	34.3
2109346	45.4
2109347	60
2109348	35
2109349	44.6
2109351	54.5
2109352	41.9
2109353	38.3
2109354	49
2109355	56.1
2109356	48.4
2109357	32.2
2109358	63.8
2109401	39.8
2109402	58.6
2109403	44.2
2109404	67
2109405	59.6
2109406	68.3
2109407	65.1
2109408	59.4
2109409	60
2109410	59.5
2109411	37.5
2109412	23
2109413	71
2109414	55.6
2109415	52.3
2109416	57.1
2109417	65.6
2109418	64.1
2109419	60.5
2109420	54.7
2109421	63.2
2109422	41.5
2109423	52.8
2109424	63.9
2109425	51.5
2109426	46.7
2109427	51.3
2109428	60.3
2109429	69.6
2109430	54.4
2109433	66.7
2109501	48
2109502	57
2109503	42.9
2109504	34
2109505	48.4
2109506	47.6
2109507	42.2
2109508	30.9
2109509	66.8
2109511	42.4
2109512	38.2
2109514	51.3
2109515	58.7
2109516	54.6
2109517	63.7
2109518	65.6
2109519	56.8
2109520	47
2109521	52.1
2109522	28
2109523	49.1
2109524	43.5
2109525	53.5
2109526	63.5
2109527	52.4
2109528	55
2109529	53.6
2109530	52.4
2109531	55.7
2109532	63.6
2109533	34.7
2109534	37.4
2109535	48.7
2109536	39.2
2109537	45.6
2109538	51.3
2109539	42.9
2109540	73.2
2109601	56.1
2109602	45.4
2109603	62
2109604	125
2109605	37.9
2109606	45.9
2109607	40.1
2109608	20.1
2109609	46.6
2109610	44.1
2109611	34.7
2109612	40
2109613	40
2109614	41.7
2109615	32
2109616	38.6
2109617	42.6
2109618	46.7
2109619	50.1
2109620	42.7
2109621	57.2
2109622	48.1
2109623	48.5
2109624	51.8
2109625	100
2109626	45
2109627	49.6
2109628	60.8
2109629	52
2109630	48.1
2109631	50
2109632	43
2109633	44.4
2109634	46.2
2109637	100
2109638	60.4
2109701	62.3
2109702	57.5
2109703	53.8
2109704	60
2109705	65.1
2109706	45.8
2109707	55.1
2109708	48.2
2109709	41.3
2109710	63.6
2109711	45.4
2109712	48.4
2109713	36.3
2109714	57.2
2109715	53.9
2109716	47
2109718	74.6
2109719	57.8
2109720	62
2109721	72.6
2109722	53.2
2109723	73
2109724	67.1
2109725	57.4
2109726	63.2
2109727	49
2109728	56.1
2109730	68.9
2109731	56.4
2109732	72.7
2109733	67.4
2109734	60.4
2109735	65.4
2109736	55
2109737	30.6
2109738	54.8
2109740	58.1
2109742	41.1
2109745	58.8
2109746	57.1
2109747	56.4
2109748	61.2
2109749	68.1
2109750	59.7
2109751	64.8
2109752	67.8
2109753	59
2109754	16.5
2109755	65.1
2109756	40.2
2109758	62.2
2109759	56.9
2109760	62.4
2109761	64.3
2109762	75.6
2109763	80
2109764	59.3
2109765	72.3
2109766	65
2109767	33.5
2109768	59.8
2109769	76.3
2109770	78.6
2109771	53.9
2109772	71.6
2109773	67.7
2109774	76.1
2109775	76.3
2109801	71.8
2109803	69.1
2109804	70
2109805	68.4
2109806	59.5
2109807	55.5
2109808	45.2
2109809	41.9
2109810	73.2
2109811	68.5
2109812	67.3
2109813	62.4
2109814	63.8
2109901	73.9
2110001	32.5
2110002	61.5
2110003	70.5
2110004	59.1
2110006	64.2
2110007	40.9
2110008	58
2110010	58.4
2110011	42.5
2110013	85.3
2110014	18
2110015	28.4
2110101	55.6
2110102	46.4
2110103	63.7
2110104	62.5
2110105	61.1
2110107	65.2
2110108	53.5
2110109	65.5
2110110	45.6
2110111	47.4
2110112	47.4
2110113	53.8
2110114	53
2110115	55.2
2110116	49.9
2110117	51.8
2110118	60.3
2110119	66.2
2110120	62.3
2110121	57.6
2110122	61.8
2110123	41.3
2110124	55.4
2110125	50.1
2110126	42.2
2110127	65.2
2110128	64.4
2110129	66.2
2110130	58.4
2110131	59.6
2110132	54.5
2110133	65.1
2110134	72.8
2110135	66.2
2110136	60.2
2110201	75.7
2110202	59.8
2110203	2.2
2110204	48.5
2110205	52
2110206	61.7
2110207	68.8
2110208	76.1
2110209	68.8
2110210	61.8
2110211	55.4
2110212	56.9
2110301	59.2
2110302	70.9
2110303	70.5
2110304	44.5
2110305	63.1
2110306	56.1
2110307	57
2110308	59.5
2110309	73.7
2110310	43.5
2110311	51.6
2110312	68.1
2110313	60.1
2110314	54.8
2110315	42.6
2110316	53.3
2110317	49.3
2110318	62.5
2110319	37
2110320	42
2110321	59.3
2110322	53.2
2110323	61.6
2110324	42.9
2110325	65.3
2110326	56.2
2110327	54.2
2110328	51.6
2110329	58.2
2110330	48.5
2110331	51
2110332	41.8
2110333	54.1
2110334	51.4
2110401	51.6
2110402	57.7
2110403	58.5
2110404	63.9
2110405	65.1
2110406	57.9
2110408	37.8
2110409	54.1
2110410	42.3
2110411	54.9
2110412	44.4
2110413	39.2
2110414	41.4
2110415	40.4
2110416	62.4
2110501	66.7
2110502	63.8
2110503	62.9
2110504	74.9
2110505	68.6
2110506	64
2110507	72.6
2110508	74.9
2110509	73.1
2110510	71.2
2110512	70.2
2110514	72.5
2110515	68.3
2110516	70.4
2110517	67.9
2110518	75.8
2110519	72.9
2110520	61.9
2110521	66.8
2110522	68.6
2110523	62.3
2110524	68.7
2110525	75.7
2110526	68.8
2110527	63.5
2110528	66.2
2110529	68.9
2110530	66.4
2110531	65.4
2110532	72.9
2110533	65.5
2110534	69.6
2110535	75.1
2110536	72.4
2110537	75.1
2110538	72.3
2110539	72.5
2110540	70.2
2110541	60.1
2110542	72.3
2110543	68.9
2110545	81.1
2110546	72.1
2110547	70.3
2110548	71.1
2110549	71.3
2110550	72.1
2110551	67.3
2110552	76.3
2110553	84.3
2110554	68.9
2110555	85.1
2110556	72.2
2110557	77.7
2110558	81.3
2110559	69.1
2110601	68.2
2110602	72.1
2110603	76.9
2110604	77.8
2110605	71.3
2110606	70.9
2110607	70.5
2110608	55.9
2110609	79.5
2110610	75.7
2110611	76.1
2110612	70.9
2110613	71.3
2110614	65.6
2110615	69.6
2110616	77.4
2110617	66.8
2110618	75.3
2110619	67.2
2110701	68.3
2110702	64.8
2110703	68.2
2110704	69.7
2110705	63.3
2110706	67.6
2110707	61.4
2110708	66.8
2110709	73.4
2110710	72
2110711	73.7
2110712	67.5
2110713	69.1
2110714	64.9
2110715	56.4
2110716	67.8
2110717	61.4
2110718	68.6
2110719	54.3
2110720	68.5
2110721	65
2110722	59
2110723	66.1
2110724	66.3
2110725	67.2
2110726	70.2
2110727	64.9
2110728	62.8
2110729	75.4
2110730	69.7
2110731	69
2110801	64.1
2110802	71.7
2110803	60.5
2110804	62.5
2110805	63.8
2110806	65.5
2110807	77.9
2110808	63.8
2110809	59.9
2110810	72.3
2110811	69.8
2110812	71.6
2110813	66.9
2110814	68.6
2110815	64.6
2110816	56.7
2110817	54.7
2110818	58.7
2110819	64.9
2110820	53.9
2110821	67
2110822	74.9
2110823	59.6
2110824	62.9
2110825	63.3
2110826	65.8
2110827	68.4
2110828	67
2110829	60
2110830	63.6
2110831	64.2
2110832	66.4
2110833	66.4
2110834	61
2110835	68.7
2110836	68
2110837	62.3
2110838	67.9
2110839	65.8
2110840	53.8
2110841	57.9
2110842	64.8
2110843	57.4
2110844	63.1
2110845	71.6
2110846	68.3
2110847	70
2110848	53.6
2110849	61.5
2110850	64.9
2110851	62.2
2110852	73.9
2110853	69.3
2110854	64.7
2110855	61.9
2110856	68.8
2110857	67.4
2110858	67.9
2110859	47.7
2110860	79.2
2110901	61.7
2110902	67.2
2110903	58.9
2110904	62.5
2110905	74.3
2110906	60.7
2110907	59.8
2110908	59.9
2110909	69.8
2110910	76
2110911	63.3
2110912	66.8
2110913	73.1
2110914	64.8
2110915	69.1
2110916	67.4
2110917	72.4
2110918	65.4
2110919	52.7
2110920	62.8
2110921	58.4
2110922	58.2
2110923	62
2110924	64.4
2111001	68.5
2111002	75.7
2111003	68.1
2111004	67.7
2111005	72.1
2111006	69.7
2111007	70.4
2111008	67.3
2111009	40
2111010	67.6
2111011	71.9
2111012	68.5
2111013	72.7
2111014	68.6
2111015	69.9
2111016	69.6
2111017	70.2
2111018	68.3
2111019	65.2
2111021	166.7
2111022	69
2111101	55.3
2111102	75.6
2111103	78.9
2111104	68.6
2111105	67.6
2111106	81.4
2111107	66.7
2111108	54.3
2111109	67
2111110	71.8
2111111	68.8
2111112	70.6
2111113	55.9
2111114	69.4
2111115	68.4
2111116	71.7
2111117	68.4
2111118	63.5
2111119	70.5
2111120	84.6
2111121	66.9
2111122	74.1
2111123	63.2
2111124	77
2111125	74.5
2111126	63
2111127	65.6
2111128	68.8
2111129	71.4
2111130	74.6
2111131	73.4
2111132	63.9
2111133	65.7
2111134	76.3
2111135	78.7
2111136	73.1
2111137	68.3
2111138	66.4
2111139	67.7
2111140	65.9
2111141	67.3
2111142	67.4
2111143	67.1
2111144	71.7
2111145	68.8
2111146	51.5
2111147	65.8
2111148	74.1
2111149	65.6
2111150	53.3
2111151	81
2111152	66
2111201	60.8
2111202	62
2111203	63.6
2111204	70.5
2111205	62.5
2111206	66.6
2111207	73.9
2111208	65.5
2111209	68.7
2111210	59.6
2111211	65.2
2111212	73.7
2111213	64.5
2111214	67.8
2111215	71.9
2111216	61.1
2111217	75
2111218	68.8
2111219	72.8
2111220	67.5
2111221	55.5
2111222	70.8
2111223	76
2111224	58.6
2111225	60.3
2111226	74.9
2111227	69.4
2111228	78.6
2111229	71.7
2111230	69.2
2111231	71.6
2111232	70.5
2111233	68.4
2111234	70.3
2111235	70
2111236	59.6
2111237	73.9
2111238	68.5
2111239	72.2
2111240	35.9
2111241	67.3
2111242	71.9
2111302	71.8
2111303	71
2111304	76.2
2111305	73.4
2111306	72.2
2111307	76.6
2111308	74.7
2111309	72.7
2111310	65.2
