SA1_7DIGITCODE_2016	Sex	employmentToPopulation
2146731	F	64.1
2146731	M	75.2
2146732	F	31.4
2146732	M	42.9
2146733	F	42.4
2146733	M	59.4
2146734	F	39.8
2146734	M	59.5
2146735	F	71.3
2146735	M	71.7
2146736	F	49.6
2146736	M	64.4
2146737	F	48.1
2146737	M	67.8
2146738	F	71.9
2146738	M	76.3
2146739	F	48.9
2146739	M	73
2146740	F	40.9
2146740	M	69.4
2146741	F	38.9
2146741	M	54.1
2146742	F	41.1
2146742	M	48.3
2146743	F	46.7
2146743	M	57.9
2146744	F	48.1
2146744	M	71.2
2146745	F	44.1
2146745	M	59.2
2146746	F	38.3
2146746	M	51
2146747	F	45.9
2146747	M	53.3
2146748	F	28
2146748	M	45.8
2146801	F	59.7
2146801	M	75.2
2146802	F	40.1
2146802	M	58.9
2146803	F	45.9
2146803	M	59
2146804	F	44.6
2146804	M	64.2
2146805	F	46.6
2146805	M	61
2146806	F	66
2146806	M	75.5
2146807	F	62.6
2146807	M	72.5
2146808	F	56.4
2146808	M	68.1
2146809	F	65.3
2146809	M	73.8
2146810	F	46.6
2146810	M	68.2
2146811	F	54
2146811	M	69
2146812	F	51.1
2146812	M	60.5
2146813	F	62.6
2146813	M	64.4
2146814	F	55.6
2146814	M	68.1
2146815	M	100
2146816	F	47.1
2146816	M	61
2146817	F	42.2
2146817	M	62.6
2146818	F	61.2
2146818	M	65.6
2146819	F	61.3
2146819	M	61.4
2146820	F	57.1
2146820	M	65.7
2146821	F	51.9
2146821	M	61.1
2146822	F	56.7
2146822	M	73.5
2146823	F	57
2146823	M	74.8
2146824	F	43.8
2146824	M	56.8
2146825	F	62.9
2146825	M	75.8
2146826	F	62.7
2146826	M	75
2146827	F	53.4
2146827	M	63.2
2146828	F	63.7
2146828	M	79.7
2146901	F	66
2146901	M	58.9
2146902	F	58.2
2146902	M	64.7
2146903	F	56.8
2146903	M	53.8
2146904	F	51.9
2146904	M	63.3
2146905	F	40.6
2146905	M	52.3
2146906	F	31.4
2146906	M	39.4
2146907	F	40.3
2146907	M	50
2146908	F	33.7
2146908	M	41.5
2146909	F	42.1
2146909	M	46.9
2146910	F	25.4
2146910	M	31.5
2146911	F	41.1
2146911	M	45.5
2146912	F	54.4
2146912	M	58.2
2146913	F	45.6
2146913	M	41.2
2146914	F	51.8
2146914	M	62.6
2146915	F	35.2
2146915	M	36.6
2146916	F	41.9
2146916	M	50.2
2146917	F	41
2146917	M	43.9
2146918	F	60.1
2146918	M	63.8
2146919	F	45.9
2146919	M	48.2
2146920	F	53.5
2146920	M	58
2146921	F	76
2146921	M	60.7
2146922	F	30.3
2146922	M	40.5
2146923	F	66.4
2146923	M	67.6
2146924	F	39.8
2146924	M	35.7
2146925	F	47.5
2146925	M	49.2
2146926	F	38.8
2146926	M	56.3
2146927	F	61.2
2146927	M	60.8
2146928	F	48.7
2146928	M	55.2
2146929	F	17.3
2146929	M	16.8
2146930	F	46.6
2146930	M	53.4
2146931	F	42.6
2146931	M	40.9
2146932	F	41.7
2146932	M	50.5
2146933	F	49.5
2146933	M	49.4
2146934	F	25.5
2146934	M	47
2146935	F	42.1
2146935	M	52.7
2146936	F	47.9
2146936	M	56.5
2146937	F	45.7
2146937	M	53.9
2146938	F	44.2
2146938	M	49.1
2146939	F	52.2
2146939	M	59.1
2146940	F	59.6
2146940	M	71.9
2146941	F	58.6
2146941	M	65
2146942	F	42.2
2146942	M	42.5
2146943	F	17.4
2146943	M	27.9
2146944	F	41.8
2146944	M	38.5
2147001	F	60.4
2147001	M	61.9
2147002	F	59.4
2147002	M	66.3
2147003	F	43
2147003	M	51.3
2147004	F	56.8
2147004	M	44
2147005	F	53.4
2147005	M	63.2
2147006	F	30.9
2147006	M	32.3
2147007	F	56.6
2147007	M	58.1
2147008	F	39.5
2147008	M	46.1
2147009	F	43.9
2147009	M	45.7
2147010	F	47.7
2147010	M	44
2147011	F	61.5
2147011	M	69.5
2147012	F	20.7
2147012	M	40.7
2147013	F	54.1
2147013	M	58.5
2147014	F	46.6
2147014	M	60.9
2147015	F	32
2147015	M	45.6
2147016	F	23.7
2147016	M	36.5
2147017	F	32.3
2147017	M	41.1
2147018	F	56.9
2147018	M	62.5
2147019	F	56.8
2147019	M	62.9
2147020	F	29.5
2147020	M	43.4
2147021	F	39.7
2147021	M	44.4
2147022	F	22.6
2147022	M	37.5
2147023	F	30.3
2147023	M	35
2147024	F	45.5
2147024	M	45.7
2147025	F	50
2147025	M	59.1
2147026	F	55.1
2147026	M	54.8
2147027	F	64.6
2147027	M	72.1
2147028	F	53.3
2147028	M	61.1
2147029	F	58.2
2147029	M	58.4
2147030	F	41.4
2147030	M	39.4
2147031	F	40.9
2147031	M	54.1
2147032	F	53.8
2147032	M	62.2
2147101	F	58
2147101	M	53.5
2147102	F	36.3
2147102	M	51.7
2147103	F	43.4
2147103	M	43.6
2147104	F	44.1
2147104	M	67.9
2147105	F	49.7
2147105	M	58.3
2147106	F	36.1
2147106	M	45.5
2147107	F	32.5
2147107	M	38.5
2147108	F	46.2
2147108	M	52.7
2147109	F	55.1
2147109	M	63.1
2147110	F	41.6
2147110	M	38.9
2147111	F	38.2
2147111	M	47.4
2147201	F	59
2147201	M	65.9
2147202	F	55.1
2147202	M	65.8
2147203	F	54.4
2147203	M	70.1
2147204	F	61.2
2147204	M	62.8
2147205	F	23.4
2147205	M	43.6
2147206	F	61.7
2147206	M	70.8
2147207	F	47.7
2147207	M	53.2
2147208	F	56.4
2147208	M	61.6
2147209	F	45.8
2147209	M	56.7
2147210	F	41.6
2147210	M	55.9
2147211	F	57.7
2147211	M	68
2147212	F	55.8
2147212	M	57
2147213	F	49.3
2147213	M	54.1
2147214	F	44.2
2147214	M	53.5
2147215	F	47.2
2147215	M	52.1
2147216	F	58.3
2147216	M	65.3
2147217	F	56.8
2147217	M	60.6
2147218	F	45
2147218	M	56.9
2147219	F	45.9
2147219	M	67.1
2147220	F	43.9
2147220	M	53
2147221	F	33.9
2147221	M	38.4
2147222	F	33.3
2147222	M	51.1
2147223	F	68
2147223	M	79.1
2147224	F	28.6
2147224	M	31.8
2147225	F	39
2147225	M	55.7
2147226	F	26.4
2147226	M	39
2147227	F	30.5
2147227	M	54.2
2147228	F	72
2147228	M	50
2147229	F	36.2
2147229	M	53.6
2147230	F	30.8
2147230	M	54
2147231	F	49.1
2147231	M	46.2
2147301	F	61.9
2147301	M	70.1
2147302	F	64.9
2147302	M	60.8
2147303	F	51.7
2147303	M	62.1
2147304	F	54.8
2147304	M	68.4
2147305	F	54.9
2147305	M	65.3
2147306	F	54.5
2147306	M	61.2
2147307	F	58.1
2147307	M	73.3
2147308	F	63.6
2147308	M	68
2147309	F	67.6
2147309	M	62.7
2147310	F	72.8
2147310	M	75.6
2147311	F	68.3
2147311	M	62.8
2147312	F	58.6
2147312	M	65.5
2147313	F	55.5
2147313	M	55.8
2147314	F	40.5
2147314	M	53.3
2147315	F	60.6
2147315	M	74
2147316	F	52.8
2147316	M	51.9
2147317	F	67.2
2147317	M	73.6
2147401	F	36
2147401	M	39.7
2147402	F	65.2
2147402	M	75.3
2147403	F	46.3
2147403	M	65.5
2147404	F	39.8
2147404	M	55.8
2147405	F	51.9
2147405	M	58
2147406	F	59.3
2147406	M	76.2
2147407	F	68.3
2147407	M	75.4
2147408	F	57.3
2147408	M	54.6
2147409	F	41.2
2147409	M	41.1
2147410	F	45.9
2147410	M	58.4
2147411	F	29.4
2147411	M	35.8
2147412	F	30.2
2147412	M	43.4
2147413	F	49
2147413	M	56.8
2147414	F	35.7
2147414	M	49.3
2147415	F	40.1
2147415	M	48.5
2147416	F	53
2147416	M	61.5
2147417	F	59.6
2147417	M	63
2147418	F	67
2147418	M	71.8
2147501	F	60.3
2147501	M	54.7
2147502	F	58.7
2147502	M	68.9
2147503	F	57.9
2147503	M	65
2147504	F	56.8
2147504	M	68.8
2147505	F	61
2147505	M	70.1
2147506	F	78.7
2147506	M	79.4
2147507	F	45
2147507	M	61.2
2147508	F	69.7
2147508	M	64.1
2147509	F	26.6
2147509	M	44.2
2147510	F	43.4
2147510	M	59.5
2147511	F	60.6
2147511	M	68.4
2147512	F	65.9
2147512	M	66.7
2147513	F	48.6
2147513	M	54.8
2147514	F	41
2147514	M	58.4
2147515	F	42.4
2147515	M	54.2
2147516	F	58.1
2147516	M	68.9
2147517	F	64.1
2147517	M	65
2147518	F	68.8
2147518	M	62.2
2147519	F	43.8
2147519	M	56.3
2147520	F	45.1
2147520	M	46.9
2147521	F	68.7
2147521	M	66.2
2147522	F	62.5
2147522	M	71.2
2147523	F	59.3
2147523	M	68.8
2147524	F	60
2147524	M	62.5
2147525	F	52.1
2147525	M	66.3
2147526	F	61.6
2147526	M	66.7
2147601	F	48.4
2147601	M	58.1
2147602	F	51.8
2147602	M	62.2
2147603	F	43.4
2147603	M	50.9
2147604	F	56.2
2147604	M	59.6
2147605	F	47.2
2147605	M	55.5
2147606	F	68.8
2147606	M	52.9
2147607	F	53.8
2147607	M	48.2
2147608	F	55.8
2147608	M	55.9
2147609	F	48.6
2147609	M	51.2
2147610	F	47.6
2147610	M	51.5
2147701	F	54.2
2147701	M	63.3
2147702	F	52.6
2147702	M	74.4
2147703	F	40.9
2147703	M	45.2
2147704	F	54.6
2147704	M	66.3
2147705	F	39.2
2147705	M	47.2
2147706	F	59.6
2147706	M	69.4
2147707	F	60.1
2147707	M	62.4
2147708	F	32.3
2147708	M	40.7
2147709	F	37.5
2147709	M	52.1
2147710	F	64.5
2147710	M	80.4
2147711	F	61.2
2147711	M	77.8
2147712	F	66.7
2147712	M	69.6
2147713	F	66.7
2147713	M	75.9
2147714	F	62
2147714	M	75.9
2147715	F	55.4
2147715	M	83.9
2147716	F	55.6
2147716	M	66.2
2147717	F	64.3
2147717	M	71.8
2147718	F	57
2147718	M	71.5
2147719	F	45.6
2147719	M	54.8
2147720	F	62.1
2147720	M	66.3
2147721	F	70.5
2147721	M	73.2
2147722	F	56
2147722	M	75.2
2147723	F	47.4
2147723	M	72.5
2147724	F	21.4
2147801	F	34.6
2147801	M	54.4
2147802	F	60.2
2147802	M	75.8
2147803	F	42.9
2147803	M	54.7
2147804	F	63
2147804	M	67
2147805	F	67.5
2147805	M	58.9
2147806	F	59.7
2147806	M	63.2
2147807	F	68.1
2147807	M	71.1
2147809	F	53.9
2147809	M	67.3
2147810	F	60.8
2147810	M	80.5
2147811	F	71.1
2147811	M	75.7
2147812	F	43.8
2147812	M	58.8
2147813	F	60.9
2147813	M	66.2
2147814	F	39
2147814	M	54.5
2147815	F	30.5
2147815	M	51.3
2147816	F	43
2147816	M	44
2147817	F	55.3
2147817	M	57.1
2147818	F	63.5
2147818	M	71.6
2147819	F	55.5
2147819	M	72.4
2147820	F	60.7
2147820	M	65.3
2147821	F	45.6
2147821	M	63
2147822	F	57.6
2147822	M	65.2
2147823	F	62.4
2147823	M	69.2
2147824	F	46.1
2147824	M	58
2147825	F	38.6
2147825	M	45.9
2147826	F	45.5
2147826	M	36.5
2147827	F	57
2147827	M	56.1
2147828	F	63.1
2147828	M	68.8
2147901	F	60.5
2147901	M	71.9
2147903	F	63
2147903	M	66.1
2147904	F	66.9
2147904	M	79.1
2147905	F	67.7
2147905	M	71.6
2147906	F	64.9
2147906	M	86.5
2147907	F	69.8
2147907	M	69.1
2147908	F	30.9
2147908	M	45.1
2147909	F	36.7
2147909	M	53
2147910	F	53.5
2147910	M	60.2
2147911	F	42.7
2147911	M	61.5
2147912	F	62.8
2147912	M	67.3
2147913	F	66.9
2147913	M	65.2
2147914	F	48.1
2147914	M	60.9
2147915	F	58.8
2147915	M	58.1
2147916	F	57.8
2147916	M	73.9
2147917	F	49.2
2147917	M	55
2147918	F	52.3
2147918	M	57.9
2147919	F	57.4
2147919	M	60.9
2147920	F	60.9
2147920	M	66
2147921	F	58.6
2147921	M	60.5
2147922	F	67.3
2147922	M	63.5
2147923	F	57
2147923	M	60.7
2147924	F	51.1
2147924	M	65.5
2147925	F	47.7
2147925	M	57.2
2147926	F	56
2147926	M	64.6
2147927	F	38.7
2147927	M	53
2147928	F	16.9
2147928	M	23.6
2147929	F	65
2147929	M	70.1
2147930	F	32.1
2147930	M	46.1
2147931	F	66.5
2147931	M	72
2147932	F	49.5
2147932	M	57.5
2147933	F	48.9
2147933	M	50.5
2147934	F	46.4
2147934	M	49.2
2147935	F	59.9
2147935	M	64.8
2147936	F	46.3
2147936	M	59.3
2147937	F	51
2147937	M	65.4
2147938	F	51.2
2147938	M	52.5
2147939	F	62.7
2147939	M	70.4
2147940	F	60.4
2147940	M	71.2
2147941	F	60
2147941	M	60.4
2147942	F	63.9
2147942	M	75
2147943	F	70.8
2147943	M	79.5
2147944	F	52
2147944	M	60.2
2147945	F	60.3
2147945	M	65.4
2147946	F	58.9
2147946	M	57.7
2147947	F	59.2
2147947	M	54.2
2147948	F	51.6
2147948	M	63.4
2147949	F	53
2147949	M	65.4
2147950	F	51.6
2147950	M	57.6
2147951	F	44.3
2147951	M	48.7
2147952	F	51.2
2147952	M	73.5
2147953	F	61.4
2147953	M	68.4
2148001	F	58.6
2148001	M	75.2
2148002	F	59
2148002	M	66.2
2148003	F	38
2148003	M	48.6
2148004	F	55.5
2148004	M	63.2
2148005	F	37.6
2148005	M	54.6
2148006	F	26.6
2148006	M	39
2148007	F	50.3
2148007	M	58.5
2148008	F	35.4
2148008	M	52.5
2148009	F	46.8
2148009	M	50.4
2148010	F	43.4
2148010	M	58.5
2148011	F	41.8
2148011	M	54.6
2148012	F	58.3
2148012	M	63
2148015	F	53.5
2148015	M	58
2148016	F	56.8
2148016	M	58
2148017	F	42.3
2148017	M	53.4
2148018	F	64.9
2148018	M	72.8
2148019	F	53.6
2148019	M	65.7
2148020	F	59.4
2148020	M	65.8
2148021	F	61.3
2148021	M	58.5
2148022	F	57.8
2148022	M	60.7
2148023	F	41.3
2148023	M	54
2148024	F	62.1
2148024	M	64.1
2148025	F	49.3
2148025	M	49.5
2148026	F	60
2148026	M	61.6
2148027	F	49.5
2148027	M	56.1
2148028	F	70.4
2148028	M	68.8
2148029	F	61.3
2148029	M	62.9
2148030	F	48.3
2148030	M	48.7
2148031	F	61.5
2148031	M	69.8
2148032	F	57.1
2148032	M	58.1
2148033	F	39.5
2148033	M	56.2
2148034	F	52
2148034	M	66
2148035	F	53.5
2148035	M	61.8
2949999	F	27.4
2949999	M	31.5
2979992	M	93.8
2979993	M	66.7
3100101	F	72.8
3100101	M	70.7
3100102	F	67.5
3100102	M	69.7
3100103	F	63.8
3100103	M	67
3100104	F	62.3
3100104	M	68.1
3100105	F	46.8
3100105	M	59.5
3100106	F	62.4
3100106	M	79.8
3100107	F	51.8
3100107	M	62.4
3100108	F	67
3100108	M	69.3
3100109	F	53.4
3100109	M	58.9
3100110	F	57.2
3100110	M	61.8
3100111	F	60.2
3100111	M	70.7
3100112	F	55
3100112	M	70.8
3100113	F	56.5
3100113	M	61.2
3100114	F	63.6
3100114	M	64.1
3100115	F	67
3100115	M	68.4
3100116	F	53.1
3100116	M	61.7
3100117	F	51.2
3100117	M	57.1
3100118	F	58.4
3100118	M	68.3
3100119	F	55.7
3100119	M	70.8
3100120	F	57.1
3100120	M	67.2
3100121	F	61
3100121	M	69.4
3100122	F	73.7
3100122	M	76
3100123	F	49.8
3100123	M	53.3
3100124	F	52
3100124	M	69.7
3100125	F	68.6
3100125	M	65.5
3100126	F	57.9
3100126	M	77.1
3100127	F	69.1
3100127	M	77.5
3100128	F	53.5
3100128	M	66.5
3100129	F	55.8
3100129	M	69.7
3100130	F	35.5
3100130	M	53.1
3100131	F	70.5
3100131	M	78.1
3100132	F	54.1
3100132	M	48.6
3100133	F	52.3
3100133	M	62.1
3100134	F	64.1
3100134	M	74.6
3100135	F	61.2
3100135	M	73.4
3100136	F	68.6
3100136	M	78.1
3100137	F	69
3100137	M	69.7
3100138	F	61.5
3100138	M	79.3
3100139	F	67.1
3100139	M	74.4
3100140	F	56.6
3100140	M	69.6
3100141	F	66
3100141	M	73.1
3100142	F	74.7
3100142	M	78.4
3100145	F	58.3
3100145	M	64.3
3100201	F	50
3100201	M	61.7
3100202	F	61.4
3100202	M	64.4
3100203	F	62.5
3100203	M	53.8
3100204	F	54.7
3100204	M	65
3100205	F	60.4
3100205	M	69.9
3100206	F	67.4
3100206	M	65.8
3100207	F	71.1
3100207	M	58.8
3100208	F	62.4
3100208	M	65.6
3100209	F	59.4
3100209	M	63.9
3100210	F	62
3100210	M	67.7
3100211	M	33.3
3100212	F	72.3
3100212	M	70.8
3100213	F	67.6
3100213	M	70.4
3100214	F	69.3
3100214	M	80.5
3100215	F	67
3100215	M	70.4
3100216	F	59.2
3100216	M	67.9
3100217	F	59.6
3100217	M	68.9
3100218	F	65.4
3100218	M	74.8
3100219	F	68.3
3100219	M	76.3
3100220	F	54.9
3100220	M	64.2
3100221	F	65.2
3100221	M	75.9
3100301	F	53.2
3100301	M	56.3
3100302	F	61.1
3100302	M	59.2
3100303	F	39.9
3100303	M	41.2
3100304	F	57.2
3100304	M	67.3
3100305	F	62.3
3100305	M	70.4
3100306	F	62.2
3100306	M	70.2
3100307	F	64.4
3100307	M	72.4
3100308	F	74
3100308	M	69.8
3100309	F	65.6
3100309	M	63.8
3100310	F	61.8
3100310	M	65.2
3100311	F	61
3100311	M	64.3
3100312	F	69.7
3100312	M	69.7
3100313	F	48.1
3100313	M	56.6
3100314	F	63.8
3100314	M	62.5
3100315	F	61.5
3100315	M	67.1
3100316	F	73.5
3100316	M	73.3
3100317	F	51.6
3100317	M	60.4
3100318	F	59.1
3100318	M	68.3
3100319	F	69.1
3100319	M	69.4
3100320	F	58.2
3100320	M	66.1
3100321	F	64.8
3100321	M	71.8
3100322	F	54.5
3100322	M	68.9
3100323	F	60.8
3100323	M	68.8
3100324	F	71.4
3100324	M	78.4
3100325	F	65.9
3100325	M	73.7
3100326	M	80
3100328	F	24.5
3100328	M	41.7
3100329	F	58.6
3100329	M	71
3100330	F	55.9
3100330	M	58.4
3100331	F	58.5
3100331	M	71
3100332	F	10.6
3100332	M	14.2
3100333	F	55.4
3100333	M	72.1
3100334	F	50.7
3100334	M	65.8
3100335	F	57
3100335	M	62.3
3100336	F	50.6
3100336	M	61.5
3100401	F	65
3100401	M	69.5
3100402	F	68.1
3100402	M	72.7
3100403	F	50.5
3100403	M	56.1
3100404	F	55.7
3100404	M	62.6
3100405	F	56.2
3100405	M	63.2
3100406	F	47.4
3100406	M	59.2
3100407	F	36.1
3100407	M	39.8
3100408	F	57.8
3100408	M	61.9
3100409	F	56.6
3100409	M	64.8
3100410	F	57.1
3100410	M	71.7
3100411	F	59
3100411	M	71.9
3100412	F	65.8
3100412	M	80.6
3100413	F	61.4
3100413	M	67.2
3100414	F	63
3100414	M	61.6
3100415	F	66.4
3100415	M	72.7
3100416	F	68.8
3100416	M	76
3100417	F	70.9
3100417	M	80
3100418	F	56.5
3100418	M	62.3
3100419	F	73.4
3100419	M	68.1
3100420	F	56.7
3100420	M	71.9
3100421	F	61.2
3100421	M	69.9
3100422	F	65.1
3100422	M	64.1
3100423	F	70.1
3100423	M	74.4
3100424	F	70.1
3100424	M	63.2
3100425	F	71.9
3100425	M	76.7
3100426	F	50.7
3100426	M	57.3
3100427	F	65.4
3100427	M	72.5
3100428	F	68.3
3100428	M	71.9
3100429	F	48.9
3100429	M	62.1
3100430	F	66.4
3100430	M	70.8
3100431	F	58.2
3100431	M	68.8
3100432	F	47.7
3100432	M	46.2
3100433	F	68.7
3100433	M	70.8
3100434	F	59.6
3100434	M	65.8
3100435	F	57.7
3100435	M	69.9
3100436	F	48.6
3100436	M	65.9
3100437	M	166.7
3100438	F	45
3100438	M	56.9
3100439	F	64.7
3100439	M	71
3100440	F	62.8
3100440	M	68.9
3100441	F	33.6
3100441	M	48.4
3100442	F	58.3
3100442	M	66.1
3100443	F	58.6
3100443	M	70.1
3100444	F	53.1
3100444	M	69.5
3100501	F	63.3
3100501	M	67.3
3100502	F	62.5
3100502	M	63.6
3100503	F	63.1
3100503	M	69
3100504	F	65.7
3100504	M	66.4
3100505	F	50
3100505	M	64
3100506	F	59.7
3100506	M	72.2
3100507	F	68.8
3100507	M	68
3100508	F	36.3
3100508	M	43.6
3100509	F	51.9
3100509	M	58.8
3100510	F	60.7
3100510	M	61.1
3100601	F	64.1
3100601	M	67.5
3100602	F	72.6
3100602	M	79.5
3100603	F	63.9
3100603	M	61.4
3100604	F	54.6
3100604	M	60.1
3100605	F	53.6
3100605	M	55.2
3100606	F	64
3100606	M	67.4
3100607	F	50.3
3100607	M	61.1
3100609	F	67.3
3100609	M	67.8
3100610	F	65.8
3100610	M	65.2
3100611	F	56.6
3100611	M	59.6
3100612	F	63.8
3100612	M	70
3100613	F	63.7
3100613	M	67.6
3100614	F	59.8
3100614	M	65.6
3100615	F	64.3
3100615	M	68
3100616	F	44.4
3100616	M	57.1
3100617	F	71.3
3100617	M	77
3100618	F	69.9
3100618	M	76.3
3100619	F	61.2
3100619	M	62.1
3100620	F	63.1
3100620	M	61.6
3100621	F	67.2
3100621	M	71.8
3100622	F	56.9
3100622	M	70.9
3100623	F	64.2
3100623	M	67.7
3100625	F	58.3
3100625	M	63.1
3100701	F	57.9
3100701	M	60.6
3100702	F	66.4
3100702	M	66.4
3100703	F	51.5
3100703	M	56.3
3100704	F	61.9
3100704	M	67.4
3100705	F	55.4
3100705	M	68.7
3100706	F	42.4
3100706	M	54.1
3100707	F	50
3100707	M	59.2
3100708	F	48.4
3100708	M	61.7
3100709	F	61.7
3100709	M	59.8
3100710	F	56.8
3100710	M	64.3
3100711	F	46
3100711	M	53
3100712	F	35.8
3100712	M	50
3100713	F	39.2
3100713	M	44.9
3100714	F	25.2
3100714	M	62.8
3100715	F	44.7
3100715	M	58.4
3100717	F	54.2
3100717	M	57.7
3100718	F	50
3100718	M	52.5
3100719	F	50.4
3100719	M	66.8
3100720	F	44.9
3100720	M	55.7
3100721	F	53.8
3100721	M	56.9
3100722	F	44.8
3100722	M	58.4
3100723	F	46.3
3100723	M	57.9
3100724	F	47.3
3100724	M	59.7
3100725	F	45.5
3100725	M	54.5
3100726	F	37
3100726	M	40.7
3100727	F	37.2
3100727	M	52.2
3100730	F	39.8
3100730	M	47.8
3100731	F	49.5
3100731	M	59.2
3100732	F	47.2
3100732	M	51.5
3100733	F	57.9
3100733	M	60.9
3100734	F	48
3100734	M	57.1
3100735	F	51
3100735	M	64.8
3100736	F	44.3
3100736	M	56.8
3100737	F	44.9
3100737	M	57.5
3100738	F	48.7
3100738	M	57.7
3100801	F	57.4
3100801	M	67.7
3100803	F	56
3100803	M	66.2
3100804	F	65.2
3100804	M	71.3
3100805	F	62.5
3100805	M	67.2
3100806	F	62
3100806	M	60.7
3100808	F	47.4
3100808	M	60.3
3100809	F	63.9
3100809	M	61.1
3100811	F	55.8
3100811	M	64
3100812	F	48.4
3100812	M	50.6
3100813	F	1.7
3100814	F	51
3100814	M	67.7
3100815	F	56.9
3100815	M	64.3
3100901	F	52.2
3100901	M	53.1
3100902	F	49.6
3100902	M	57.5
3100903	F	49.8
3100903	M	50
3100904	F	48.6
3100904	M	61
3100905	F	50
3100905	M	56.5
3100906	F	55.7
3100906	M	54.3
3100907	F	61.6
3100907	M	63.6
3100908	F	61.3
3100908	M	62.7
3100909	F	63.3
3100909	M	73.6
3100910	F	48.6
3100910	M	53.3
3100911	F	59.5
3100911	M	70.3
3100912	F	56.7
3100912	M	65.6
3100913	F	63
3100913	M	63.3
3100914	F	64.1
3100914	M	69.9
3100915	F	65.4
3100915	M	66.3
3100916	F	60.5
3100916	M	69
3100917	F	71
3100917	M	72.4
3100920	F	68.3
3100920	M	78.1
3100922	F	58.4
3100922	M	59.8
3100923	F	55.2
3100923	M	65
3100924	F	51
3100924	M	64
3100925	F	61.7
3100925	M	64.1
3100926	F	62.7
3100926	M	71
3100927	F	32.4
3100927	M	43.2
3100928	F	51
3100928	M	59.1
3100929	F	68.1
3100929	M	53.6
3100930	F	59.1
3100930	M	67.7
3100932	F	54.9
3100932	M	61.3
3100933	F	72.9
3100933	M	70.5
3100934	F	62.1
3100934	M	76.6
3100935	F	64.4
3100935	M	67.4
3101101	F	81.9
3101101	M	89.9
3101102	F	41.6
3101102	M	61.2
3101103	F	58.2
3101103	M	63.4
3101105	F	60
3101105	M	65.2
3101106	F	44.7
3101106	M	50.5
3101107	F	63.3
3101107	M	62.6
3101108	F	53.1
3101108	M	57.7
3101109	F	61.1
3101109	M	70.5
3101110	F	80.5
3101110	M	81.5
3101112	F	68.5
3101112	M	66
3101114	F	78.8
3101114	M	77.7
3101115	F	60.5
3101115	M	78.4
3101116	F	63.4
3101116	M	82.8
3101117	F	80.4
3101117	M	84.7
3101118	F	70.1
3101118	M	77
3101119	F	60.2
3101119	M	63.9
3101120	F	82.2
3101120	M	80.3
3101121	F	78.1
3101121	M	87.2
3101202	F	56.3
3101202	M	54.7
3101203	F	72.1
3101203	M	76.1
3101204	F	64.9
3101204	M	69.8
3101206	F	60.4
3101206	M	75.2
3101208	F	71
3101208	M	78.4
3101209	F	61.6
3101209	M	67.8
3101210	F	68.8
3101210	M	68.1
3101211	F	70.8
3101211	M	72.2
3101212	F	65.9
3101212	M	63.9
3101213	F	60.5
3101213	M	58.6
3101214	F	60.6
3101214	M	64.9
3101215	F	65.8
3101215	M	76.7
3101216	F	57.8
3101216	M	66.7
3101217	F	62.2
3101217	M	67.4
3101218	F	58.3
3101218	M	72.3
3101219	F	55.6
3101219	M	72.3
3101220	F	51.4
3101220	M	72.5
3101221	F	56.9
3101221	M	64.6
3101222	F	68.9
3101222	M	75.5
3101223	F	70.4
3101223	M	73.8
3101224	F	8.5
3101224	M	23.5
3101225	F	52
3101225	M	61
3101227	F	68.3
3101227	M	77.7
3101228	F	72
3101228	M	63.9
3101229	F	61.8
3101229	M	59.8
3101230	F	66.5
3101230	M	74.2
3101231	F	70.1
3101231	M	68.1
3101232	F	74.4
3101232	M	76.4
3101233	F	63.8
3101233	M	69
3101234	F	66.7
3101234	M	62.8
3101235	F	70.4
3101235	M	81.3
3101236	F	62.3
3101236	M	72.3
3101237	F	53
3101237	M	62.8
3101238	F	42.6
3101238	M	58.3
3101301	F	50
3101301	M	62.9
3101302	F	68.1
3101302	M	71.9
3101303	F	58.4
3101303	M	68.3
3101304	F	59.4
3101304	M	64.4
3101305	F	11.1
3101305	M	15.3
3101306	F	58
3101306	M	65.6
3101307	F	52.9
3101307	M	73.9
3101308	F	53.3
3101308	M	62.6
3101309	F	41.2
3101309	M	47.5
3101310	F	55.4
3101310	M	53.7
3101311	F	56.9
3101311	M	59.6
3101312	F	50.5
3101312	M	58.7
3101313	F	55.1
3101313	M	53.2
3101314	F	26.1
3101314	M	38.3
3101315	F	41.9
3101315	M	51.3
3101316	F	16.5
3101316	M	33.3
3101318	F	71.4
3101318	M	74.5
3101319	F	59.8
3101319	M	62
3101320	F	59.6
3101320	M	58
3101321	F	54
3101321	M	53.8
3101322	F	63.3
3101322	M	79.1
3101324	F	51.9
3101324	M	73.2
3101325	F	50.9
3101325	M	62.4
3101326	F	57.5
3101326	M	69
3101327	F	61.1
3101327	M	55.9
3101329	F	56.6
3101329	M	61.4
3101330	F	58.9
3101330	M	66.7
3101331	F	66.2
3101331	M	73
3101332	F	38.3
3101332	M	48.2
3101333	F	62.1
3101333	M	59.1
3101334	F	45.1
3101334	M	52.6
3101335	F	49.3
3101335	M	52.9
3101336	F	11.7
3101336	M	17.7
3101337	F	55
3101337	M	58.6
3101338	F	56.9
3101338	M	63.1
3101339	F	61.4
3101339	M	60.9
3101401	M	83.3
3101501	F	52.9
3101501	M	65.7
3101502	F	57.1
3101502	M	63.8
