SA1_7DIGITCODE_2016	medianRent
5107405	28600
5107406	21320
5107407	20800
5107408	18200
5107409	19760
5107410	20280
5107411	20020
5107412	19760
5107413	19760
5107414	19136
5107415	18720
5107416	22620
5107417	20800
5107418	19240
5107419	19240
5107420	26000
5107421	18200
5107501	35620
5107502	31720
5107503	24960
5107504	22620
5107505	24232
5107506	23400
5107507	22360
5107508	21840
5107509	28080
5107510	32500
5107511	37596
5107512	23400
5107513	26780
5107514	18980
5107515	21840
5107516	29276
5107517	
5107518	30160
5107519	37180
5107520	29276
5107521	24700
5107522	39000
5107523	23400
5107601	36400
5107602	32240
5107603	31200
5107604	32500
5107606	31460
5107607	31720
5107608	33800
5107609	41600
5107611	33800
5107612	37960
5107613	9776
5107614	36400
5107615	
5107616	32396
5107617	27820
5107701	
5107702	19760
5107703	20800
5107704	19760
5107705	19500
5107706	21840
5107707	21840
5107708	22620
5107709	23400
5107710	20280
5107711	12740
5107712	20280
5107713	19240
5107714	21060
5107715	20800
5107716	
5107717	20020
5107718	22880
5107719	18720
5107720	20436
5107721	18876
5107722	21320
5107723	20280
5107724	20800
5107725	17420
5107726	16640
5107727	21060
5107728	22360
5107729	20800
5107730	23140
5107731	20488
5107732	20800
5107733	
5107734	
5107735	21580
5107736	23400
5107801	21580
5107802	21580
5107803	20800
5107804	24440
5107805	21580
5107806	26000
5107807	25740
5107808	25480
5107809	20800
5107810	8216
5107811	22880
5107812	26000
5107813	24440
5107814	25480
5107815	23400
5107816	10036
5107817	21840
5107818	21840
5107819	24440
5107820	22880
5107821	20280
5107822	21840
5107823	20020
5107824	22620
5107825	16900
5107826	
5107827	21476
5107828	22100
5107829	21996
5107830	20800
5107831	26000
5107832	
5107833	5460
5107834	23400
5107835	23400
5107901	36140
5107902	29120
5107903	19240
5107904	20800
5107905	21840
5107906	33800
5107907	33800
5107908	26000
5107909	25480
5107910	24960
5107911	21996
5107912	22620
5107913	20800
5107914	
5107915	22880
5107916	29120
5107917	25896
5107918	21320
5107919	23400
5107920	22360
5107921	39000
5107922	23400
5107923	26000
5107924	
5107925	20800
5107926	23400
5107927	23400
5108001	33020
5108002	24960
5108003	24700
5108004	34840
5108005	23400
5108006	30836
5108007	27820
5108008	27040
5108009	23920
5108010	33800
5108011	26780
5108012	30420
5108013	27040
5108014	29640
5108015	28600
5108016	
5108017	25480
5108018	26260
5108019	24076
5108020	28080
5108021	29276
5108022	22100
5108023	27300
5108101	20800
5108102	20540
5108103	21320
5108104	
5108105	20800
5108106	21060
5108107	20436
5108108	19500
5108109	20020
5108110	21320
5108111	20540
5108112	20020
5108113	20280
5108114	20800
5108115	20800
5108116	
5108117	20436
5108118	23140
5108119	21580
5108120	19396
5108121	19500
5108122	20800
5108123	19760
5108124	23140
5108201	32760
5108202	24440
5108203	25896
5108204	24440
5108205	28080
5108206	28808
5108207	19240
5108208	28600
5108209	13156
5108210	26000
5108211	30160
5108212	33800
5108213	45240
5108214	23400
5108215	26780
5108216	37180
5108217	43160
5108218	33800
5108219	20280
5108220	25740
5108221	24960
5108222	33800
5108223	32500
5108224	23400
5108225	21840
5108301	25220
5108302	24960
5108303	25480
5108304	25740
5108305	24180
5108306	27560
5108307	25220
5108308	30264
5108309	
5108310	23400
5108311	31200
5108312	27040
5108313	28080
5108314	23660
5108315	27560
5108316	24960
5108317	24700
5108318	24960
5108319	28236
5108320	23400
5108321	28600
5108322	32396
5108323	23140
5108324	24960
5108325	22880
5108326	26520
5108327	24440
5108328	
5108329	
5108330	
5108331	24700
5108401	20696
5108402	20540
5108403	20800
5108404	19240
5108405	19240
5108406	20280
5108407	19240
5108408	19500
5108409	21840
5108410	21216
5108411	22100
5108412	18720
5108413	17160
5108414	19760
5108415	20540
5108416	19240
5108417	18200
5108418	20800
5108419	18980
5108420	17680
5108421	19760
5108422	
5108423	18720
5108424	18720
5108425	20696
5108426	18200
5108427	23400
5108428	21060
5108429	18720
5108430	18356
5108431	20540
5108432	20020
5108433	19760
5108434	15600
5108435	16640
5108436	17160
5108437	18200
5108501	9984
5108502	18200
5108503	16640
5108504	17160
5108505	18200
5108506	18200
5108507	17056
5108508	18200
5108509	17160
5108510	9932
5108511	18096
5108512	16796
5108513	17680
5108514	16640
5108515	10868
5108516	18200
5108517	15600
5108518	16640
5108519	17680
5108520	18200
5108521	18200
5108522	15600
5108523	15600
5108524	18200
5108525	18200
5108526	17160
5108527	17680
5108528	17836
5108529	18200
5108530	17680
5108531	13364
5108532	18200
5108533	
5108534	
5108535	17680
5108536	10192
5108537	18200
5108538	
5108539	18200
5108540	19500
5108541	12740
5108542	13104
5108543	18200
5108544	18200
5108601	8112
5108602	9568
5108603	20020
5108604	17316
5108605	19240
5108606	20696
5108607	17680
5108608	18200
5108609	17160
5108610	19760
5108611	18200
5108612	20800
5108613	18200
5108614	19760
5108615	10400
5108616	17160
5108617	17680
5108618	18876
5108619	18720
5108620	
5108621	14404
5108622	19240
5108623	18980
5108624	20696
5108625	11856
5108626	20800
5108627	22776
5108628	16640
5108629	18200
5108630	19760
5108631	17940
5108632	18200
5108633	18200
5108634	18460
5108635	19240
5108636	7800
5108637	6500
5108638	6552
5108639	
5108640	5824
5108641	19240
5108642	15860
5108643	19760
5108644	
5108645	22360
5108646	19240
5108647	21840
5108648	24180
5108649	
5108650	23816
5108651	17160
5108652	17160
5108653	20800
5108654	18720
5108655	24076
5108656	32916
5108657	
5108658	
5108659	
5108701	
5108801	10764
5108802	
5108803	21840
5108804	10244
5108805	16900
5108806	6500
5108807	23400
5108808	19500
5108809	18720
5108810	22880
5108811	23400
5108812	12220
5108813	18200
5108814	20020
5108815	20800
5108816	22100
5108817	21320
5108818	15600
5108819	18200
5108820	19240
5108821	23920
5108822	23400
5108823	20696
5108824	20800
5108825	23140
5108826	23140
5108827	17680
5108828	20800
5108829	22100
5108830	23660
5108831	21580
5108832	21060
5108833	31200
5108834	13832
5108835	33800
5108901	22880
5108902	17940
5108903	21580
5108904	
5108905	19500
5108906	19500
5108907	23400
5108908	30316
5108909	21840
5108910	5980
5108911	21216
5108912	23400
5108913	7228
5108914	19240
5108915	
5108916	28080
5108917	23400
5108918	23660
5108919	18200
5108920	21840
5108921	20800
5108922	29640
5108923	20800
5108924	27560
5108925	31200
5108926	23400
5108927	19500
5108928	
5108929	27820
5108930	31200
5108931	20956
5108932	25740
5108933	24960
5108934	29900
5108935	21320
5108936	25220
5108937	
5108938	25740
5108939	20020
5108940	22100
5108941	21580
5108942	30576
5108943	31200
5108944	24024
5108945	32240
5108946	28600
5108947	
5108948	28600
5108949	31200
5108950	26000
5109002	19240
5109003	17836
5109004	18720
5109005	19500
5109006	20800
5109007	19500
5109008	18980
5109009	18200
5109010	18200
5109011	7800
5109012	12636
5109013	17160
5109014	19136
5109016	18720
5109017	18200
5109019	18720
5109020	19240
5109021	18200
5109022	19240
5109023	18200
5109024	18200
5109025	18200
5109027	18720
5109028	19760
5109029	18720
5109030	19240
5109031	20540
5109032	19240
5109033	18720
5109034	19240
5109035	18200
5109036	19240
5109101	
5109201	24492
5109202	25636
5109203	21996
5109204	24440
5109205	26000
5109206	21320
5109207	16536
5109208	18200
5109209	18200
5109210	31200
5109211	26000
5109212	19240
5109213	23140
5109214	24960
5109215	20020
5109216	19240
5109217	20800
5109218	25116
5109219	23400
5109220	20800
5109221	18460
5109222	17680
5109223	20800
5109224	20800
5109225	21996
5109226	15600
5109227	23400
5109228	22516
5109229	18200
5109230	23400
5109231	22360
5109232	20280
5109301	17160
5109302	17056
5109303	34320
5109304	24960
5109305	10036
5109306	20020
5109307	18720
5109308	36296
5109309	16120
5109310	14300
5109311	15600
5109312	14560
5109313	16120
5109314	18200
5109315	18200
5109316	37440
5109317	20436
5109318	18980
5109319	19500
5109320	23660
5109321	20800
5109322	19240
5109323	23400
5109324	21840
5109325	22360
5109326	23712
5109327	26000
5109328	26000
5109329	26000
5109330	
5109401	8892
5109402	19760
5109403	26676
5109404	20540
5109405	20800
5109406	23816
5109407	10088
5109408	33800
5109409	28600
5109410	26000
5109411	28600
5109412	20800
5109413	24700
5109414	21996
5109415	22360
5109416	
5109417	6240
5109418	26000
5109419	20800
5109501	15600
5109502	15600
5109503	15600
5109504	17680
5109505	18200
5109506	17680
5109507	15756
5109508	16120
5109509	17576
5109510	18200
5109511	18200
5109512	17940
5109513	20280
5109514	18200
5109515	18980
5109516	17680
5109517	16640
5109518	20280
5109519	14560
5109520	17576
5109521	20800
5109522	18200
5109523	16640
5109524	17316
5109525	19760
5109526	17160
5109527	18980
5109528	14716
5109601	23400
5109602	19760
5109603	20800
5109604	22880
5109605	41496
5109606	40040
5109607	15860
5109608	18720
5109609	22100
5109610	30576
5109611	18200
5109612	17680
5109613	28080
5109614	24336
5109615	27560
5109616	20800
5109617	24700
5109618	24960
5109619	23660
5109620	18720
5109621	18460
5109622	21320
5109623	26000
5109624	41600
5109625	38116
5109626	32136
5109627	
5109628	29900
5109629	19968
5109630	15600
5109631	25220
5109701	17420
5109702	17680
5109703	18200
5109704	19760
5109705	21840
5109706	18200
5109707	16640
5109708	17316
5109709	18200
5109710	13520
5109711	20488
5109712	18720
5109713	17420
5109714	16640
5109715	19760
5109716	20800
5109717	16640
5109718	19500
5109719	15600
5109720	20280
5109721	18200
5109722	18200
5109723	15600
5109724	18200
5109725	25376
5109726	8736
5109727	18200
5109728	22880
5109729	18460
5109730	20800
5109731	21476
5109732	26000
5109733	18720
5109734	
5109801	21060
5109802	18200
5109803	20020
5109804	20800
5109805	21320
5109806	16536
5109807	15600
5109808	9204
5109809	16848
5109810	17160
5109811	17056
5109812	10920
5109813	10400
5109814	16380
5109815	16952
5109816	13884
5109817	23400
5109818	
5109819	11232
5109820	20696
5109821	18720
5109822	18720
5109823	21320
5109824	20800
5109825	18096
5109826	20800
5109827	22880
5109828	21320
5109829	21320
5109901	8580
5109902	20800
5109903	5668
5109904	19760
5109905	17680
5109906	20280
5109907	19760
5109908	
5109910	19240
5109911	19500
5109913	19760
5109914	18200
5109915	19760
5109916	18200
5109917	18460
5109918	19500
5109919	20540
5109920	18720
5109921	20800
5109922	19500
5109923	18200
5109925	19240
5109927	20540
5109929	18200
5109930	12012
5109931	18200
5109932	16120
5109933	18200
5109934	8476
5109936	21320
5109937	17680
5109938	18200
5109939	20020
5109940	17680
5109941	20696
5109942	18720
5109943	20540
5109944	17160
5109945	21736
5109946	18720
5109947	16640
5109948	18200
5109949	19760
5109950	17680
5109951	18980
5109952	20800
5109953	20020
5110001	23660
5110002	26416
5110003	20800
5110005	17888
5110006	20280
5110008	18720
5110009	18200
5110010	11544
5110011	20280
5110012	
5110013	23400
5110014	21996
5110015	23400
5110016	21840
5110017	23920
5110018	23400
5110019	26000
5110020	26260
5110022	19240
5110023	18720
5110024	19656
5110025	22360
5110026	23400
5110027	20540
5110028	23400
5110029	22360
5110101	18876
5110102	18200
5110103	19760
5110104	17420
5110105	19240
5110108	20020
5110109	18200
5110110	20280
5110111	21320
5110115	20176
5110116	18200
5110117	17680
5110118	19760
5110119	19760
5110120	17056
5110121	17316
5110122	19760
5110123	19240
5110124	18720
5110125	18200
5110126	21840
5110127	17680
5110128	20800
5110129	20800
5110130	20800
5110131	21476
5110132	19240
5110133	18200
5110134	20800
5110135	20592
5110136	20800
5110201	16744
5110202	16640
5110203	18200
5110204	16640
5110205	18720
5110206	6396
5110207	15600
5110208	15600
5110209	18200
5110210	15600
5110211	18200
5110212	16536
5110213	16640
5110214	18200
5110215	16120
5110216	15600
5110217	17160
5110218	17160
5110219	16744
5110220	13000
5110221	13000
5110222	15600
5110303	
5110304	
5110305	
5110306	18200
5110307	22620
5110308	24700
5110309	26000
5110310	24960
5110311	28600
5110312	26780
5110313	23400
5110314	24180
5110315	28080
5110316	22880
5110317	20800
5110318	19760
5110319	24960
5110320	26000
5110321	27040
5110322	23556
5110323	
5110324	22620
5110326	23400
5110328	
5110329	22100
5110334	22880
5110335	28496
5110336	
5110337	20800
5110338	24180
5110339	26000
5110340	28600
5110341	24180
5110342	29900
5110343	26000
5110344	20800
5110345	26000
5110346	18252
5110347	24700
5110348	21840
5110349	24960
5110350	26000
5110351	25376
5110352	26000
5110353	23400
5110354	23920
5110355	
5110356	25740
5110357	26520
5110358	22672
5110359	23400
5110360	24440
5110361	24180
5110362	24700
5110363	23140
5110364	24960
5110365	21840
5110366	26520
5110401	
5110402	17680
5110403	18980
5110404	18200
5110405	19656
5110406	18616
5110407	19760
5110408	20800
5110409	17160
5110410	8788
5110411	19500
5110412	17680
5110413	18408
5110414	17680
5110415	19500
5110416	18720
5110417	20800
5110418	21320
5110419	21216
5110420	21580
5110421	19760
5110422	20800
5110423	18720
5110424	19760
5110425	20280
5110426	19500
5110501	19760
5110502	18720
5110503	20280
5110504	22360
5110505	26000
5110506	26000
5110507	25116
5110508	23400
5110509	28496
5110510	28340
5110512	30680
5110513	18200
5110514	18980
5110515	20540
5110517	32500
5110518	27716
5110519	27040
5110520	28600
5110522	19240
5110523	23400
5110524	19240
5110526	33800
5110528	31200
5110530	16796
5110531	17680
5110532	
5110533	20800
5110534	18200
5110536	18980
5110537	20800
5110538	23400
5110539	20800
5110540	22880
5110541	28600
5110542	29380
5110543	
5110544	29900
5110545	23400
5110546	21996
5110547	27040
5110548	23400
5110549	26520
5110550	33800
5110551	19240
5110552	22360
5110553	33800
5110601	
5110701	20800
5110703	19760
5110704	
5110705	26000
5110706	23920
5110707	23400
5110708	23920
5110709	8164
5110710	22360
5110711	19240
5110712	21060
5110713	24960
5110714	23920
5110719	23660
5110720	8372
5110721	23920
5110722	23400
5110723	20800
5110724	23920
5110726	24232
5110727	25480
5110728	24960
5110729	24700
5110730	23400
5110731	21736
5110732	21840
5110733	26000
5110734	24700
5110735	24960
5110736	23400
5110737	23660
5110801	20800
5110802	23400
5110803	
5110806	11440
5110807	22880
5110808	22360
5110810	18720
5110811	22620
5110812	23920
5110813	18200
5110814	19760
5110816	16744
5110817	19188
5110818	19760
5110819	19760
5110820	22880
5110821	8684
5110822	18980
5110823	19760
5110824	17836
5110825	18200
5110826	18460
5110828	18096
5110829	19188
5110830	17160
5110831	18200
5110832	16640
5110833	18200
5110834	15600
5110835	11700
5110837	20800
5110838	
5110839	14300
5110840	20800
5110841	26000
5110842	21320
5110843	13000
5110844	21320
5110845	22100
5110846	19136
5110847	22360
5110848	23400
5110849	22620
5110850	20280
5110851	20800
5110852	22620
5110853	21840
5110854	
5110855	20800
5110856	23400
5110857	22620
5110858	26000
5110859	20800
5110860	23400
5110861	21840
5110862	16900
5110863	23400
5111001	13780
5111002	18720
5111003	14612
5111004	15600
5111006	15600
5111007	23400
5111009	15392
5111010	15600
5111011	16380
5111013	17940
5111015	14560
5111016	17940
5111018	17160
5111019	14560
5111020	13780
5111021	13780
5111022	15600
5111023	15600
5111024	16016
5111025	15600
5111026	15600
5111027	13624
5111028	16640
5111029	16640
5111030	16380
5111031	16120
5111032	16120
5111033	15080
5111034	15600
5111035	15236
5111036	18200
5111037	13000
5111038	15600
5111039	
5111040	17056
5111041	20280
5111042	19656
5111043	19760
5111044	11700
5111045	
5111046	15080
5111047	16640
5111101	
5111201	14560
5111202	16380
5111203	16640
5111204	13520
5111205	16640
5111206	16640
5111207	15600
5111208	16276
5111209	15600
5111210	16640
5111211	16640
5111212	15600
5111213	10400
5111215	19500
5111216	20800
5111217	
5111301	18460
5111302	18720
5111303	20800
5111311	23400
5111312	25480
5111313	23400
5111314	18720
5111315	21840
5111316	23400
5111317	
5111318	22360
5111319	23920
5111320	24856
5111321	16640
5111322	23140
5111323	24440
5111324	22880
5111325	21320
5111326	20280
5111327	21840
5111328	18720
5111329	21320
5111330	22100
5111331	20540
5111332	19760
5111333	23400
5111334	24596
5111335	23400
5111336	22620
5111337	23400
5111401	19500
5111402	12636
5111403	13260
5111404	17056
5111405	17576
5111406	18200
5111407	17680
5111408	14820
5111409	17420
5111410	16120
5111411	16640
5111412	17160
5111413	16640
5111414	15600
5111415	15600
5111416	16120
5111417	15080
5111418	
5111419	16120
5111420	18980
5111421	
5111422	11180
5111423	18200
5111424	16380
5111425	16120
5111426	16640
5111501	
5111503	19916
5111504	27196
5111506	13000
5111507	18200
5111508	7800
5111509	
5111510	17420
5111511	17160
5111512	25376
5111513	
5111514	15600
5111515	20800
5111516	18720
5111517	25116
5111518	16640
5111519	19240
5111520	30160
5111521	8476
5111601	17680
5111602	20800
5111603	19760
5111604	15600
5111605	15600
5111606	16900
5111607	22620
5111608	10400
5111609	
5111610	28080
5111611	20800
5111612	8060
5111613	15340
5111614	21840
5111615	26000
5111616	19760
5111617	
5111618	18720
5111701	19136
5111703	16796
5111704	16900
5111706	19396
5111708	16900
5111709	17420
5111710	16640
5111711	16640
5111712	18460
5111713	15600
5111714	18200
5111715	17160
5111716	17680
5111717	15600
5111718	17420
5111719	19500
5111720	18980
5111721	19136
5111722	19760
5111723	19760
5111724	17160
5111725	20540
5111726	20696
5111801	10452
5111802	15600
5111803	20800
5111804	19240
5111805	17680
5111806	8268
5111807	18200
5111808	20800
5111809	18720
5111810	20540
5111811	23400
5111812	20800
5111813	21840
5111814	18200
5111815	22620
5111816	10972
5111817	15600
5111818	18720
5111819	15600
5111820	19396
5111821	15080
5111822	17160
5111823	19240
5111824	18200
5111825	17316
5111901	20176
5111902	18200
5111903	19240
5111904	16120
