SA1_7DIGITCODE_2016	medianRent
1141813	71500
1141814	44356
1141815	50388
1141816	57200
1141817	42900
1141818	80392
1141819	88400
1141820	49400
1141821	33956
1141822	36400
1141823	40300
1141827	26000
1141828	31876
1141829	46540
1141830	32500
1141831	27820
1141832	34060
1141833	36400
1141834	31200
1141835	43420
1141836	68276
1141837	
1141838	61204
1141839	48880
1141840	71760
1141841	62400
1141842	
1141843	23920
1141844	31200
1141845	26260
1141846	31200
1141847	52520
1141848	30160
1141849	26000
1141850	28600
1141901	9204
1141902	32396
1141903	34840
1141904	50180
1141905	15600
1141906	36400
1141907	35256
1141908	34736
1141909	30160
1141910	38376
1141911	39624
1141912	33280
1141913	29120
1141914	35880
1141915	37908
1141916	37700
1141917	31200
1141918	31200
1141919	44720
1141920	26000
1141921	34320
1141922	33956
1141923	28600
1141924	37440
1141925	35776
1141926	37440
1141927	41600
1141928	36192
1141929	41600
1141930	33696
1141931	40560
1141932	44200
1141933	35360
1141934	37804
1141935	36400
1141936	32708
1141937	57200
1141938	33176
1141939	47320
1141940	41756
1141941	36504
1141942	
1141943	26000
1141944	28340
1141945	32240
1141946	32812
1141947	36816
1141948	28600
1142001	41600
1142002	35516
1142003	29900
1142004	40820
1142005	36400
1142006	31200
1142007	32760
1142008	38376
1142009	33280
1142010	36140
1142011	33540
1142012	49400
1142013	36400
1142014	36140
1142015	34320
1142016	42120
1142017	35100
1142018	
1142019	
1142020	37180
1142021	39520
1142022	44200
1142023	26260
1142024	38480
1142025	28600
1142026	31616
1142027	52000
1142028	28080
1142029	27456
1142030	33800
1142101	24180
1142102	48100
1142103	31200
1142104	37960
1142105	27976
1142106	33800
1142107	26000
1142108	35360
1142109	39000
1142110	36400
1142111	50700
1142112	44876
1142113	40300
1142114	37700
1142115	45760
1142116	36400
1142117	22828
1142118	23400
1142119	20800
1142120	12740
1142121	30628
1142122	41756
1142123	18200
1142201	28600
1142202	30420
1142203	31200
1142204	33800
1142205	34840
1142206	44720
1142207	41340
1142208	46800
1142209	46800
1142210	46800
1142211	31928
1142212	25220
1142213	24180
1142214	24180
1142215	20800
1142216	35100
1142217	26000
1142218	59800
1142219	36400
1142220	48100
1142221	24076
1142222	29900
1142223	26520
1142224	28600
1142225	42120
1142226	35360
1142227	38740
1142228	29016
1142229	41600
1142230	36140
1142231	35984
1142232	45604
1142233	31720
1142234	26936
1142301	35100
1142302	35100
1142303	31200
1142304	25740
1142305	26000
1142306	34736
1142307	44980
1142308	27560
1142309	33176
1142310	35620
1142311	42900
1142312	44200
1142313	33540
1142314	36400
1142315	39000
1142316	36140
1142317	25220
1142320	42900
1142321	41080
1142322	39000
1142323	37960
1142324	31720
1142325	33280
1142326	34060
1142327	43680
1142329	47528
1142330	36400
1142331	33800
1142332	31200
1142333	30576
1142334	47060
1142335	30056
1142336	27300
1142337	33800
1142338	29640
1142339	33280
1142340	36400
1142341	29796
1142342	30992
1142343	
1142344	27300
1142345	26000
1142346	36296
1142347	35516
1142348	29588
1142349	38480
1142350	7384
1142351	57200
1142352	
1142353	49556
1142354	34996
1142355	35256
1142401	39520
1142402	39520
1142403	23400
1142404	42120
1142405	8788
1142406	37180
1142407	28600
1142408	33800
1142409	36036
1142410	39780
1142411	39000
1142412	10504
1142413	39936
1142414	38896
1142415	36400
1142416	38584
1142417	31200
1142418	53300
1142419	40560
1142420	41600
1142421	31200
1142422	40820
1142423	44200
1142424	31200
1142425	9048
1142426	39000
1142427	14820
1142428	28600
1142429	31096
1142430	38220
1142431	7696
1142432	6760
1142433	11960
1142501	41860
1142502	40040
1142503	
1142504	40300
1142505	31720
1142506	40300
1142507	39000
1142508	36400
1142509	23400
1142510	33800
1142511	29120
1142512	40300
1142513	31720
1142514	36920
1142515	15236
1142516	44200
1142517	35256
1142518	44200
1142519	12480
1142520	
1142521	35516
1142522	
1142523	27092
1142601	34580
1142602	28080
1142603	27456
1142604	28600
1142605	24960
1142606	26000
1142607	25220
1142608	28340
1142609	27040
1142610	27196
1142611	24440
1142612	29796
1142613	61412
1142614	25480
1142615	36400
1142616	44200
1142617	34840
1142618	37856
1142619	28600
1142620	28340
1142621	27612
1142622	24440
1142623	26000
1142624	27040
1142625	26780
1142626	27560
1142627	28080
1142628	26000
1142629	26000
1142630	26000
1142631	26000
1142632	25636
1142633	25272
1142634	25220
1142635	33176
1142636	25740
1142637	26520
1142638	28080
1142639	31460
1142640	37336
1142641	31720
1142642	10400
1142643	31200
1142644	26000
1142645	30784
1142646	23400
1142647	75400
1142648	41600
1142649	46800
1142650	38376
1142651	30576
1142652	22360
1142653	21840
1142654	22100
1142655	25480
1142656	25376
1142701	36400
1142702	37700
1142703	46800
1142704	38740
1142705	6136
1142706	39000
1142707	35360
1142708	42692
1142709	41080
1142710	48256
1142711	32240
1142712	8840
1142713	42484
1142714	44200
1142715	35100
1142716	33696
1142717	8112
1142718	40976
1142719	35932
1142720	37960
1142721	42640
1142722	
1142723	41080
1142724	
1142725	
1142726	47424
1142727	44616
1142728	46800
1142729	52000
1142730	
1142731	
1142732	48100
1142733	40560
1142734	44200
1142735	13884
1142736	31200
1142737	33540
1142738	24700
1142739	44720
1142740	41600
1142741	37440
1142801	36400
1142802	34840
1142803	42276
1142804	40560
1142805	36400
1142806	37596
1142807	41340
1142808	41496
1142809	44200
1142810	42900
1142811	46280
1142812	48412
1142813	39676
1142814	36400
1142815	44200
1142816	43316
1142817	40560
1142818	47944
1142819	44460
1142820	
1142821	46800
1142822	31200
1142823	
1142824	
1142825	
1142826	67600
1142827	67600
1142828	42380
1142829	48100
1142830	40248
1142831	33176
1142832	39676
1142833	45240
1142834	40976
1142835	40560
1142836	38376
1142837	38584
1142838	
1142839	39260
1142840	
1142841	6188
1142842	43680
1142843	45500
1142844	44200
1142845	43576
1142846	20540
1142847	49400
1142848	45552
1142849	40560
1142850	47164
1142851	36400
1142852	
1142853	41080
1142854	
1142855	47840
1142856	36296
1142857	39260
1142858	31980
1142859	43420
1142860	26988
1142861	
1142862	40560
1142863	37700
1142864	49400
1142901	38740
1142902	26780
1142903	47580
1142904	37700
1142905	47840
1142906	31200
1142907	17160
1142908	28496
1142909	26000
1142910	26936
1142911	30420
1142912	27040
1142913	26000
1142914	32500
1142915	35100
1142916	33020
1142917	30160
1142918	
1142919	26000
1142920	6864
1142921	30420
1142922	42900
1142923	31200
1142924	29900
1142925	24700
1142926	27040
1142927	24232
1142928	26000
1142929	31200
1142930	21892
1142931	26000
1142932	31876
1142933	28340
1142934	41600
1142935	
1142936	28600
1142937	31876
1142938	32500
1142939	43576
1142940	37700
1142941	28600
1142942	5720
1142943	48880
1142944	28080
1142945	26000
1142946	28600
1142947	29640
1142948	29380
1142949	39000
1142950	30368
1142951	26936
1143001	24700
1143002	29120
1143003	48360
1143004	31200
1143005	42380
1143006	42380
1143007	31980
1143008	4420
1143009	41288
1143010	32240
1143011	39520
1143012	
1143013	40196
1143014	37752
1143015	27040
1143016	27040
1143017	24440
1143018	26000
1143019	26000
1143020	41600
1143021	44200
1143022	36192
1143023	45760
1143024	32500
1143025	13520
1143026	18720
1143027	35360
1143028	34112
1143029	24700
1143030	39416
1143031	46800
1143032	38480
1143033	35100
1143034	34320
1143035	20540
1143036	47840
1143037	32240
1143038	27612
1143101	30940
1143102	26000
1143103	27040
1143104	14560
1143105	26468
1143106	38532
1143107	30160
1143108	28860
1143109	41600
1143110	26000
1143111	33800
1143112	11180
1143113	67600
1143114	30420
1143115	
1143116	33800
1143117	35360
1143118	34372
1143119	27560
1143120	26000
1143121	26208
1143123	26000
1143124	26520
1143125	36400
1143126	37856
1143127	39000
1143128	40768
1143129	39000
1143130	41236
1143131	35880
1143132	36400
1143133	47112
1143134	55796
1143135	24856
1143136	27352
1143137	33800
1143139	34320
1143140	37076
1143141	42068
1143142	33800
1143143	54704
1143144	44200
1143145	6916
1143146	42432
1143147	41600
1143148	35360
1143149	31720
1143150	27560
1143151	27300
1143152	32760
1143153	31200
1143154	29380
1143155	29640
1143156	43940
1143157	6604
1143158	28080
1143159	26000
1143160	20800
1143201	43524
1143202	44616
1143203	28600
1143204	40976
1143205	
1143206	30004
1143207	
1143208	28600
1143209	33800
1143210	31720
1143211	16640
1143212	45240
1143213	38220
1143214	
1143301	27300
1143302	5356
1143303	27456
1143304	19240
1143305	20800
1143306	31200
1143307	20436
1143308	21840
1143309	5980
1143310	19760
1143311	21320
1143312	21996
1143313	24440
1143314	20280
1143315	13520
1143316	30316
1143317	23920
1143318	24440
1143319	23400
1143320	21060
1143321	20800
1143322	22776
1143323	21840
1143324	24960
1143325	20436
1143326	22880
1143327	
1143401	28080
1143402	29640
1143403	25376
1143404	28080
1143405	27196
1143406	28340
1143407	29120
1143408	27300
1143409	28860
1143410	29120
1143411	29120
1143412	20800
1143413	26520
1143414	22620
1143415	7852
1143416	25480
1143417	24596
1143418	29276
1143419	20800
1143420	27040
1143421	26520
1143422	22516
1143423	
1143424	27508
1143425	25376
1143426	30160
1143428	33800
1143429	
1143430	20280
1143431	20280
1143432	21580
1143433	13000
1143434	20800
1143435	23660
1143436	19760
1143437	19760
1143438	17420
1143440	22880
1143441	33800
1143442	27560
1143443	10400
1143444	18616
1143445	
1143446	24960
1143447	27300
1143448	28236
1143449	26676
1143501	21840
1143502	26000
1143503	23920
1143504	23400
1143505	27560
1143506	27560
1143507	25480
1143508	20800
1143510	22880
1143511	19760
1143512	24856
1143513	24700
1143515	21216
1143516	23140
1143517	25376
1143518	27820
1143519	22880
1143520	23140
1143521	
1143522	24440
1143523	26780
1143524	24440
1143525	21996
1143527	23400
1143528	22360
1143529	23920
1143530	21060
1143531	21320
1143532	25740
1143533	23400
1143534	22360
1143535	21840
1143536	23400
1143537	25480
1143538	26000
1143539	28600
1143540	22776
1143541	23400
1143542	25480
1143544	21840
1143545	20800
1143546	21840
1143547	21840
1143548	22880
1143549	26676
1143550	26000
1143551	25272
1143552	25740
1143553	23400
1143555	
1143557	21840
1143558	
1143559	26000
1143560	24960
1143561	27300
1143562	
1143563	27560
1143564	22880
1143565	26000
1143566	24440
1143567	25480
1143568	25376
1143569	26000
1143570	28080
1143571	21320
1143572	
1143573	22620
1143574	23920
1143575	24960
1143576	24440
1143601	8788
1143602	
1143603	9776
1143604	15600
1143605	6500
1143606	9256
1143607	25428
1143608	20800
1143609	20800
1143610	19760
1143611	18720
1143612	19188
1143613	18460
1143614	19240
1143615	20800
1143616	18980
1143617	15600
1143618	21840
1143619	21320
1143620	9412
1143621	12896
1143622	11180
1143623	26000
1143624	13000
1143625	20800
1143626	19240
1143627	19500
1143628	15600
1143629	
1143630	19240
1143631	20280
1143632	17680
1143633	20800
1143634	19240
1143635	19760
1143636	21060
1143637	22100
1143638	10296
1143639	10400
1143640	20800
1143641	19240
1143642	25220
1143643	18980
1143644	20800
1143645	20800
1143646	19916
1143701	18200
1143702	19760
1143703	19240
1143705	
1143706	21060
1143707	19916
1143708	20540
1143709	
1143710	18200
1143711	19240
1143712	16120
1143713	19760
1143714	19240
1143715	15080
1143716	16120
1143717	15756
1143718	9100
1143719	19760
1143720	19240
1143721	24440
1143722	
1143723	
1143724	17680
1143725	15600
1143726	10400
1143727	20800
1143728	12220
1143729	19916
1143730	20800
1143731	23920
1143732	24960
1143733	24960
1143735	30576
1143736	20800
1143737	21840
1143738	22620
1143739	25220
1143740	4420
1143741	
1143742	23400
1143743	24960
1143744	7956
1143745	23400
1143801	22100
1143802	22360
1143803	20800
1143804	19760
1143805	21840
1143806	19760
1143807	20800
1143808	20280
1143809	20020
1143810	18720
1143811	22360
1143812	19916
1143813	20020
1143814	18876
1143815	20800
1143816	20436
1143817	20800
1143818	22360
1143819	17420
1143820	18720
1143821	20280
1143822	19916
1143823	
1143824	20800
1143825	19656
1143826	21840
1143827	20280
1143828	19500
1143829	23400
1143830	19656
1143831	21008
1143833	19136
1143834	18200
1143835	9620
1143836	22880
1143837	24180
1143838	
1143839	6500
1143840	9620
1143841	11076
1143842	20280
1143843	17680
1143844	21320
1143845	8996
1143846	20800
1143847	10400
1143848	10868
1143849	9724
1143850	23400
1143851	19240
1143852	9620
1143853	21060
1143855	22100
1143856	19760
1143857	19136
1143858	20540
1143859	
1143901	
1144001	20800
1144002	9880
1144003	
1144005	29120
1144006	
1144007	18720
1144008	22360
1144009	23140
1144010	21320
1144011	19240
1144012	18200
1144013	19760
1144014	19500
1144015	17680
1144016	18200
1144017	18720
1144018	18200
1144019	24180
1144020	19760
1144021	19760
1144022	20280
1144023	20800
1144024	28600
1144025	18720
1144026	18720
1144027	20020
1144028	20280
1144029	21320
1144030	9360
1144031	26000
1144032	
1144033	17680
1144034	20540
1144035	20956
1144036	17680
1144037	19240
1144038	18200
1144039	20956
1144040	19500
1144041	
1144042	
1144043	20800
1144044	18720
1144045	31200
1144046	29120
1144101	18200
1144102	21320
1144103	21320
1144104	10088
1144105	20592
1144106	18980
1144107	18460
1144108	19500
1144109	19500
1144110	17784
1144111	13000
1144112	20800
1144113	21320
1144114	17160
1144115	13416
1144116	20280
1144117	20280
1144118	20800
1144119	11180
1144120	19760
1144122	18200
1144123	8476
1144124	17680
1144125	16640
1144126	18720
1144127	18720
1144128	20800
1144129	18200
1144130	20540
1144131	21060
1144132	20800
1144133	19240
1144134	20800
1144135	20800
1144136	22360
1144137	18720
1144138	16120
1144201	19136
1144203	
1144204	7696
1144205	10400
1144206	20800
1144207	18720
1144208	
1144209	21840
1144210	20800
1144211	23140
1144212	17680
1144213	19500
1144214	18980
1144215	21320
1144216	18720
1144217	17940
1144218	23920
1144219	17316
1144220	18200
1144221	18200
1144222	17680
1144223	19240
1144224	20436
1144225	16640
1144226	9984
1144227	19760
1144228	19396
1144229	10920
1144230	11440
1144231	8580
1144232	9048
1144233	
1144234	18720
1144235	20800
1144236	17680
1144237	18720
1144238	18200
1144239	20020
1144240	16172
1144241	22360
1144242	20696
1144243	22360
1144244	9360
1144245	20020
1144246	17836
1144247	18200
1144248	19760
1144249	20800
1144250	18200
1144251	
1144252	18720
1144253	9672
1144254	27300
1144255	25740
1144256	26000
1144301	21060
1144302	20280
1144303	19760
1144304	20280
1144305	20280
1144306	18720
1144307	18720
1144308	19760
1144309	19656
1144310	21060
1144311	21840
1144312	
1144313	27040
1144314	19760
1144315	20436
1144316	20280
1144317	11856
1144318	20800
1144319	21996
1144320	21840
1144321	11284
1144322	20800
1144323	19916
1144324	20280
1144325	19500
1144326	18200
1144327	20280
1144328	15600
1144329	7852
1144330	17160
1144331	16120
1144332	20540
1144333	15236
1144334	20280
1144335	17680
1144336	14820
1144337	15600
1144338	20800
1144339	18200
1144340	9984
1144341	22100
1144342	
1144343	16640
1144344	19396
1144345	10400
1144346	20800
1144347	16536
1144348	18200
1144349	20800
1144350	9620
1144401	7228
1144402	9516
1144403	19500
1144404	9568
1144405	10088
1144406	9360
1144407	15600
1144408	20176
1144409	20800
1144410	22100
1144411	19500
1144412	26780
1144413	29120
1144414	25480
1144415	28080
1144416	27040
1144417	29120
1144418	18720
1144419	20904
1144420	19916
1144421	18720
1144422	23400
1144423	18720
1144424	14976
1144425	19760
1144426	19760
1144427	20800
1144428	26000
1144429	
1144430	19656
1144431	19240
1144432	18720
1144433	19760
1144434	19760
1144435	
1144436	19760
1144437	20020
1144438	17680
1144439	19760
1144440	19500
1144441	20800
1144442	10400
1144443	8060
1144444	11024
1144445	18720
1144446	19760
1144447	20800
1144448	18356
1144449	18616
1144450	19760
1144451	18460
1144452	20800
1144453	20800
1144454	19240
1144455	27300
1144456	20020
1144501	9100
1144502	
1144503	18200
1144504	18720
1144505	20800
1144506	21320
1144507	25740
1144508	23400
1144509	
1144510	22880
1144511	18720
1144512	18200
1144513	20800
1144514	19656
1144515	16900
1144601	18200
1144602	20384
1144603	25740
1144604	20800
1144605	21840
1144606	14872
1144607	17680
1144608	16276
1144609	14456
1144610	13520
1144611	
1144612	30680
1144613	23400
1144614	23400
1144615	20280
1144616	22620
1144617	24856
1144618	15600
1144619	15080
1144701	20956
1144702	20800
1144703	18720
1144704	17420
1144705	17316
1144706	18200
1144707	19396
1144708	16640
1144709	20280
1144710	19240
1144711	26000
1144712	9360
1144713	22100
1144714	20800
1144715	13000
1144716	13000
1144717	21060
1144718	20540
1144719	15860
1144720	25636
1144721	18200
1144722	20280
1144723	24232
1144724	
1144725	18200
1144726	18200
1144727	16640
1144728	18720
1144729	19240
1144730	20176
1144731	19240
1144732	
1144733	18980
1144734	19760
1144735	19760
1144736	
1144737	23920
1144738	14560
1144739	18668
1144740	17680
1144741	16640
1144742	21320
1144743	10400
1144801	19760
1144802	18720
1144803	
1144804	16120
1144805	20800
1144806	14040
1144807	16120
1144808	5200
1144809	14300
1144810	10400
1144811	14560
1144812	23660
1144813	20280
1144814	15600
1144815	21840
1144816	18200
1144817	23400
1144818	20800
1144819	19760
1144820	18200
1144821	20800
1144822	9880
1144823	19656
1144824	15600
1144901	18460
1144902	16276
1144903	15600
1144904	17680
1144905	20800
1144906	19760
1144907	17160
1144908	13000
1144909	15600
1144910	15496
1144911	13260
1144912	16640
1144913	15600
1144914	17940
1144915	14560
1145001	24180
1145002	20956
1145003	19500
1145004	20800
1145005	21580
1145006	18980
1145007	20800
1145008	22464
1145009	21840
1145010	20020
1145011	20800
1145012	22360
1145013	20280
1145014	18720
1145015	22620
1145016	17420
1145017	21060
1145018	18720
1145019	20280
1145020	22360
1145021	
1145022	20800
1145023	19760
1145024	21840
1145025	22100
1145026	14560
1145027	21840
1145028	23140
1145029	23816
1145030	23400
1145031	23660
1145032	18720
1145033	23660
1145034	26520
1145035	
1145036	20800
1145037	20020
1145038	19760
1145039	
1145040	23920
1145041	21060
1145042	26000
1145043	26780
1145044	20540
1145045	23140
1145046	20176
1145047	24960
1145048	20280
1145049	20280
1145050	24336
1145051	
1145101	
1145201	15600
1145202	18356
1145203	18616
1145204	17680
1145205	16640
1145206	14612
1145207	17160
1145208	10244
1145209	16640
1145210	15600
1145211	14040
1145212	13416
1145213	14040
1145214	15600
1145215	
1145216	19240
1145217	14196
1145218	20540
1145219	19240
1145220	19760
1145221	17576
1145222	
1145223	19240
1145224	17680
1145225	13572
1145226	15080
1145227	19240
1145228	17004
1145229	21060
1145230	19240
1145231	16640
1145232	17680
1145233	17160
1145234	15600
1145235	20280
1145236	14560
1145237	13520
1145301	
1145302	19396
1145303	18876
1145304	15600
1145305	18200
1145306	18720
1145307	17680
1145308	18980
1145309	18200
1145310	18720
1145311	17160
1145312	18980
1145313	20280
1145314	16120
1145315	15600
1145316	16120
1145317	
1145318	15600
1145319	19396
1145320	16640
1145321	18200
1145322	20800
1145323	14040
1145324	17420
1145325	19240
1145326	18460
1145327	19240
1145328	18200
1145401	18720
1145402	19760
1145403	23556
1145404	20800
1145405	21580
1145406	20800
1145407	22360
1145408	17992
1145409	19760
1145410	19760
1145411	18720
1145412	23400
1145413	19500
1145414	13936
1145415	14456
1145416	20800
1145417	20748
1145418	15600
1145419	19500
1145420	19760
1145421	18720
1145422	19136
1145423	19240
1145424	19396
1145425	18200
1145426	21320
1145427	20800
1145428	20280
1145429	17160
1145430	21060
1145431	19760
1145432	19760
1145433	22880
1145434	15340
1145435	21320
1145436	21320
1145437	23920
1145438	21580
1145439	23140
1145440	20540
1145441	20436
1145442	20800
1145443	20020
1145444	17940
1145445	21320
1145446	20800
1145447	20800
1145448	18980
1145449	21580
1145450	18200
1145451	18200
1145501	19500
1145502	18200
1145503	20280
1145504	18720
1145505	19916
1145506	21320
1145507	21840
1145508	21060
1145509	21840
1145510	18720
1145511	19760
1145512	17940
1145513	18096
1145514	20436
1145515	13000
1145601	
1145701	20436
1145702	19240
1145703	21580
1145704	16796
1145705	18460
1145706	20540
1145707	21840
1145708	18200
1145709	19136
1145710	20020
1145711	21320
1145712	19760
1145713	15600
1145714	21320
1145715	20800
1145716	19760
1145717	18876
1145718	18720
1145719	19240
1145720	19136
1145721	19500
1145722	20696
1145723	18460
1145724	19760
1145725	20540
1145726	20800
1145727	21476
1145728	22880
1145729	19760
1145730	20280
1145731	20280
1145732	20800
1145733	20280
1145734	21320
1145735	21580
1145736	23920
1145737	20800
1145738	18200
1145739	19760
1145740	19760
1145741	19500
1145801	21840
1145802	18512
1145803	20280
1145804	20020
1145805	20800
1145806	20176
1145807	19760
1145808	21840
1145809	21840
1145810	20800
1145811	23660
1145812	24076
1145813	20436
1145814	21216
1145815	23140
1145816	12168
1145817	18460
1145818	20800
1145819	20800
1145820	20800
1145821	19500
1145822	25220
1145823	16640
1145824	15080
1145825	
1145826	19760
1145827	18200
1145828	20800
1145829	20800
1145830	21840
1145831	20540
1145832	20540
1145833	8528
1145834	18460
1145835	20800
1145836	20800
1145837	18720
1145838	19240
1145839	23660
1145840	25532
1145841	22360
1145842	26000
1145843	9360
1145844	18980
1145845	18720
1145846	20800
1145847	18460
1145848	27040
1145849	23400
1145901	22620
1145902	20800
1145903	24960
1145904	19240
1145905	19552
1145906	21840
1145907	23920
1145908	26000
1145909	20020
1145910	20800
1145911	21840
1145912	5876
1145913	21840
1145914	20800
1145915	21840
1145916	22360
1145917	21840
1145918	23400
1145919	24960
1145920	24856
1145921	30160
1145922	23920
1145923	27300
1145924	19240
1145925	23660
1145926	23400
1145927	21840
1145928	19760
1145929	20800
1145930	20800
1145931	22100
1145932	9464
1145933	20800
1145934	20020
1146001	27040
1146002	24804
1146003	25376
1146004	21840
1146005	21060
1146006	26000
1146007	25376
1146008	23660
1146009	23660
1146010	23140
1146011	22880
1146012	24960
1146013	24700
1146014	24440
1146015	22880
1146016	21320
1146017	
1146018	23920
1146019	18720
1146020	20800
1146021	24960
1146022	6240
1146023	21476
1146024	26000
1146025	25740
1146026	21840
1146027	24960
1146028	23140
1146029	22256
1146030	20020
1146031	25896
1146032	25376
1146033	23920
1146034	21840
1146035	17472
1146036	23400
1146037	22360
1146038	21736
1146039	26000
1146040	
1146041	33540
1146042	28600
1146043	21840
1146044	22360
1146045	21060
1146046	19760
1146047	24700
1146048	23400
1146049	27040
1146101	20800
1146102	20020
1146103	21476
1146104	21320
1146105	20800
1146106	21320
1146107	20800
1146108	18720
1146109	20800
1146110	21840
1146111	19656
1146112	23140
1146113	18200
1146114	23400
1146115	21840
1146116	20800
1146117	21840
1146118	20800
1146119	20800
1146120	21320
1146121	20800
1146122	20280
1146123	21320
1146124	19760
1146125	22620
1146126	19760
1146127	20800
1146128	20020
1146129	11804
1146130	19760
1146131	20280
1146132	21060
1146133	
1146134	17576
1146135	19500
1146136	15600
1146137	18980
1146138	19240
1146139	20956
1146140	6188
1146141	20800
1146202	18772
1146203	19500
1146204	19760
1146205	20280
1146206	14040
1146207	18200
1146208	14560
1146209	20800
1146210	18200
1146211	26000
1146212	18460
1146213	18460
1146214	18200
1146215	
1146217	18720
1146218	18200
1146219	16640
1146220	23400
1146221	20800
1146223	19396
1146224	15600
1146225	18720
1146226	19240
1146227	14040
1146228	18720
1146229	20800
1146230	19500
1146231	20800
1146232	22360
1146233	20176
1146234	20800
1146235	20800
1146236	19240
1146237	21320
1146238	19656
1146239	19760
1146240	18200
1146241	26000
1146242	18720
1146243	15600
1146244	14820
1146245	15600
1146246	26000
1146301	23556
1146302	17160
1146303	24180
1146304	27040
1146305	17940
1146306	15080
1146307	19760
1146308	19344
1146310	12480
1146311	21320
1146312	28600
1146313	22880
1146314	20800
1146315	23400
1146316	17940
1146317	23400
1146318	13000
1146319	19500
1146320	20800
1146321	18200
1146401	14040
1146402	18720
1146403	18720
1146404	7280
1146405	15080
1146406	14560
1146407	23400
1146408	21840
1146409	17160
1146410	15600
1146411	17160
1146412	17680
1146413	18980
1146414	15600
1146415	19240
1146416	19240
1146417	17680
1146418	18720
1146419	18720
1146420	18720
1146421	9984
1146422	20540
1146423	18720
1146424	19500
1146425	15600
1146426	16640
1146427	
1146428	27560
1146429	18200
1146430	21840
1146431	21580
1146432	18200
1146433	15080
1146501	25480
1146502	
1146503	
1146504	20280
1146505	
1146507	21060
1146508	23400
1146509	
1146510	18200
1146511	17680
1146512	16640
1146513	15600
1146514	17680
1146515	29900
1146516	
1146601	20592
1146602	31200
1146603	19760
1146604	20280
1146605	20800
1146606	
1146607	18200
1146608	14560
1146609	20800
1146610	16380
1146611	20020
1146612	19760
1146613	23140
1146614	20020
1146615	19760
1146616	21320
1146617	18720
1146618	10244
1146619	15600
1146620	17420
1146621	13260
1146622	15080
1146623	17680
1146624	15756
1146625	20800
1146626	22880
1146627	20280
1146628	19240
1146629	15080
1146630	18200
1146631	17940
1146632	17940
1146633	17160
1146701	
1146702	20280
1146703	13000
1146704	15756
1146705	
1146706	
1146707	20436
1146708	
1146709	16900
1146710	15600
1146711	18720
1146712	22880
1146713	15600
1146714	9776
1146715	20280
1146716	20280
1146717	17680
1146718	19760
1146719	21320
1146720	18460
1146721	12116
1146722	20696
1146723	17680
1146724	20280
1146725	13104
1146726	16380
1146727	17160
1146728	29640
1146729	21736
1146730	24700
1146731	
1146732	
1146733	20800
1146734	16380
1146735	19760
1146736	18200
1146737	22360
1146738	19760
1146739	19240
1146740	20800
1146741	20800
1146742	18720
1146743	21840
1146744	19760
1146745	21840
1146801	18720
1146802	20800
1146803	22880
1146804	22620
1146805	19760
1146806	23400
1146807	20540
1146808	
1146809	
1146810	17160
1146811	20800
1146812	7176
1146813	21840
1146814	15600
1146815	19500
1146816	18980
1146817	27560
1146818	33800
1146819	23400
1146901	21840
1146902	20956
1146903	22100
1146904	18200
1146905	22620
1146906	24440
1146907	
1146908	
1146909	22360
1146910	19240
1146911	23400
1146912	21840
1146913	18616
1146914	22880
1146915	22880
1146916	20384
1146917	18980
1146918	21840
1146919	21840
1146920	21060
1147001	21320
1147002	21320
1147003	20800
1147004	21840
1147005	23400
1147006	20280
1147007	20280
1147008	20800
1147009	20800
1147010	21320
1147011	20800
1147012	20956
1147013	20800
1147014	21580
1147015	21840
1147016	20800
1147017	21736
1147018	20280
1147019	17420
1147020	21840
1147021	23400
1147022	21320
1147023	22360
1147024	21476
1147026	18980
1147027	21840
1147028	22360
1147029	20800
1147030	21060
1147031	20540
1147032	22360
1147033	20800
1147034	22360
1147035	21840
1147036	21736
1147037	21320
1147038	23400
1147039	20800
1147040	19240
1147042	21840
1147043	21840
1147044	21580
1147045	22880
1147046	22776
1147047	22360
1147301	26000
1147302	35100
1147303	28600
1147304	28600
1147305	27300
1147306	
1147307	
1147308	37856
1147309	36712
1147310	27820
1147311	27560
1147312	26520
1147313	36400
1147316	26936
1147317	
1147318	27560
1147319	39260
1147320	37700
1147321	26000
1147322	23400
1147323	20800
1147324	28860
1147325	28548
1147326	28080
1147327	25740
1147328	27560
1147329	26416
1147330	30316
1147501	
1147601	29380
1147602	35360
1147603	26780
1147604	21840
1147605	25844
1147606	25220
1147607	32240
1147608	34788
1147609	29900
1147610	30056
1147611	29380
1147612	26780
1147613	25480
1147614	23400
1147615	26780
1147616	31200
1147617	26000
1147618	34840
1147619	29640
1147620	39000
1147621	32760
1147622	36400
1147623	25480
1147624	26520
1147625	28860
1147626	28600
1147627	32240
1147628	27040
1147629	28600
1147630	23400
1147631	31096
1147632	27820
1147633	30576
1147634	30264
1147635	31200
1147636	28600
1147637	30836
1147638	28652
1147639	28080
1147640	33800
1147641	30160
1147642	31876
1147643	34840
1147644	27820
1147645	30316
1147646	28080
1147647	32292
1147648	28496
1147649	31720
1147650	27560
1147651	19500
1147652	29900
1147653	33800
1147654	13000
1147655	31200
1147656	7176
1147701	26000
1147702	
1147703	31200
1147704	23140
1147705	
1147706	21060
1147707	23140
1147708	25948
1147709	10504
1147710	17160
1147711	8684
1147712	27040
1147713	18980
1147714	23400
1147715	14768
1147716	7904
1147717	7540
1147718	13000
1147719	19500
1147720	28600
1147721	
1147722	16224
