SA1_7DIGITCODE_2016	HomeCensusNight	persons
3145929	1	219
3145930	0	10
3145930	1	300
3145931	0	32
3145931	1	528
3145932	0	23
3145932	1	318
3145933	0	15
3145933	1	309
3145934	0	14
3145934	1	420
3145935	0	27
3145935	1	544
3145936	0	21
3145936	1	350
3145937	0	25
3145937	1	372
3145938	0	47
3145938	1	466
3145939	0	25
3145939	1	252
3146001	0	20
3146001	1	346
3146002	0	24
3146002	1	300
3146003	0	16
3146003	1	468
3146004	0	17
3146004	1	498
3146006	0	17
3146006	1	532
3146007	0	14
3146007	1	241
3146008	0	13
3146008	1	213
3146009	0	30
3146009	1	535
3146010	0	9
3146010	1	302
3146011	0	18
3146011	1	468
3146012	0	24
3146012	1	418
3146013	0	25
3146013	1	275
3146014	0	17
3146014	1	351
3146015	0	21
3146015	1	383
3146016	0	23
3146016	1	534
3146017	0	27
3146017	1	572
3146018	0	10
3146018	1	379
3146019	0	10
3146019	1	327
3146020	0	11
3146020	1	193
3146021	0	9
3146021	1	317
3146022	0	11
3146022	1	261
3146023	0	11
3146023	1	184
3146024	0	15
3146024	1	278
3146025	0	9
3146025	1	332
3146101	0	16
3146101	1	400
3146102	0	23
3146102	1	447
3146103	0	15
3146103	1	225
3146104	0	22
3146104	1	523
3146105	0	26
3146105	1	196
3146106	0	9
3146106	1	430
3146107	0	5
3146107	1	322
3146108	0	7
3146108	1	249
3146109	0	11
3146109	1	327
3146110	0	13
3146110	1	255
3146111	0	25
3146111	1	188
3146112	0	30
3146112	1	307
3146113	0	22
3146113	1	364
3146114	0	13
3146114	1	186
3146115	0	12
3146115	1	253
3146116	0	22
3146116	1	215
3146117	0	17
3146117	1	218
3146118	0	13
3146118	1	236
3146119	0	27
3146119	1	316
3146120	0	19
3146120	1	311
3146121	0	23
3146121	1	224
3146122	0	9
3146122	1	211
3146123	0	10
3146123	1	312
3146124	0	11
3146124	1	321
3146125	0	34
3146125	1	458
3146201	0	42
3146201	1	334
3146202	0	10
3146202	1	186
3146203	0	34
3146203	1	387
3146204	0	18
3146204	1	234
3146205	0	16
3146205	1	390
3146206	0	8
3146206	1	116
3146207	0	19
3146207	1	575
3146208	0	40
3146208	1	462
3146209	0	39
3146209	1	413
3146210	0	23
3146210	1	230
3146211	1	253
3146212	0	13
3146212	1	237
3146213	0	12
3146213	1	270
3146214	0	9
3146214	1	209
3146215	0	18
3146215	1	337
3146216	0	15
3146216	1	256
3146217	0	35
3146217	1	331
3146218	0	34
3146218	1	430
3146219	0	11
3146219	1	320
3146220	0	31
3146220	1	357
3146221	0	19
3146221	1	392
3146222	0	22
3146222	1	316
3146223	0	7
3146223	1	132
3146224	0	28
3146224	1	455
3146302	0	22
3146302	1	207
3146303	0	34
3146303	1	431
3146304	0	19
3146304	1	205
3146305	0	46
3146305	1	587
3146306	0	28
3146306	1	368
3146307	0	27
3146307	1	211
3146308	0	12
3146308	1	313
3146309	0	13
3146309	1	179
3146310	0	29
3146310	1	253
3146311	0	43
3146311	1	439
3146312	0	22
3146312	1	136
3146313	0	8
3146313	1	135
3146401	0	28
3146401	1	282
3146402	0	16
3146402	1	362
3146403	0	25
3146403	1	384
3146404	0	15
3146404	1	350
3146405	0	35
3146405	1	531
3146406	0	9
3146406	1	216
3146407	0	26
3146407	1	352
3146408	0	7
3146408	1	318
3146409	0	24
3146409	1	466
3146410	0	10
3146410	1	242
3146411	0	26
3146411	1	306
3146412	0	4
3146412	1	68
3146413	0	5
3146413	1	70
3146414	0	9
3146414	1	248
3146501	0	8
3146501	1	269
3146502	0	18
3146502	1	329
3146503	0	12
3146503	1	223
3146504	0	23
3146504	1	358
3146505	0	35
3146505	1	367
3146506	0	12
3146506	1	303
3146507	0	3
3146507	1	303
3146508	0	4
3146508	1	315
3146509	0	16
3146509	1	192
3146510	0	13
3146510	1	374
3146511	0	3
3146511	1	6
3146512	0	19
3146512	1	267
3146513	0	11
3146513	1	320
3146514	0	12
3146514	1	271
3146515	0	30
3146515	1	496
3146516	0	20
3146516	1	408
3146517	0	27
3146517	1	409
3146518	0	8
3146518	1	307
3146519	0	16
3146519	1	248
3146520	0	35
3146520	1	373
3146601	0	130
3146601	1	2317
3146701	0	18
3146701	1	405
3146702	0	15
3146702	1	263
3146704	0	14
3146704	1	337
3146705	0	25
3146705	1	423
3146706	0	20
3146706	1	396
3146707	0	12
3146707	1	320
3146708	0	24
3146708	1	467
3146709	0	8
3146709	1	160
3146710	0	25
3146710	1	321
3146711	0	24
3146711	1	273
3146712	0	13
3146712	1	269
3146713	0	22
3146713	1	323
3146715	0	16
3146715	1	213
3146716	0	7
3146716	1	120
3146717	0	14
3146717	1	237
3146801	0	17
3146801	1	410
3146802	0	7
3146802	1	223
3146803	0	3
3146803	1	227
3146804	0	13
3146804	1	259
3146805	0	21
3146805	1	205
3146806	0	12
3146806	1	237
3146807	0	11
3146807	1	260
3146808	0	17
3146808	1	307
3146810	0	11
3146810	1	308
3146811	0	102
3146811	1	1392
3146812	0	19
3146812	1	450
3146813	0	7
3146813	1	240
3146815	0	28
3146815	1	425
3146816	0	8
3146816	1	277
3146817	0	19
3146817	1	362
3146818	0	26
3146818	1	308
3146819	0	14
3146819	1	263
3146820	0	17
3146820	1	429
3146821	0	7
3146821	1	217
3146822	0	19
3146822	1	415
3146823	0	18
3146823	1	248
3146824	0	20
3146824	1	396
3146825	0	9
3146825	1	248
3146826	0	14
3146826	1	196
3146827	0	17
3146827	1	421
3146828	0	20
3146828	1	407
3146829	0	15
3146829	1	442
3146901	0	40
3146901	1	327
3146902	0	16
3146902	1	316
3146903	0	12
3146903	1	400
3146904	0	34
3146904	1	422
3146905	0	22
3146905	1	538
3146906	0	15
3146906	1	361
3146907	0	35
3146907	1	379
3146908	1	79
3146909	0	14
3146909	1	255
3147001	0	17
3147001	1	297
3147002	0	21
3147002	1	351
3147003	0	35
3147003	1	547
3147004	0	35
3147004	1	399
3147007	0	16
3147007	1	206
3147008	0	31
3147008	1	383
3147012	0	18
3147012	1	389
3147013	0	23
3147013	1	300
3147014	0	22
3147014	1	446
3147015	0	27
3147015	1	394
3147016	0	34
3147016	1	480
3147017	0	35
3147017	1	676
3147018	0	21
3147018	1	391
3147019	0	10
3147019	1	353
3147020	0	25
3147020	1	348
3147021	0	23
3147021	1	479
3147022	0	9
3147022	1	389
3147101	0	24
3147101	1	476
3147102	0	29
3147102	1	454
3147103	0	43
3147103	1	711
3147104	0	14
3147104	1	307
3147105	0	10
3147105	1	210
3147106	0	27
3147106	1	327
3147107	0	18
3147107	1	321
3147108	0	17
3147108	1	199
3147109	0	21
3147109	1	374
3147110	0	14
3147110	1	268
3147111	0	17
3147111	1	474
3147112	0	38
3147112	1	524
3147113	0	26
3147113	1	379
3147114	0	34
3147114	1	439
3147115	0	21
3147115	1	381
3147117	0	13
3147117	1	286
3147118	0	32
3147118	1	416
3147119	0	7
3147119	1	63
3147120	0	22
3147120	1	332
3147121	0	15
3147121	1	425
3147122	0	13
3147122	1	157
3147123	0	20
3147123	1	454
3147125	0	12
3147125	1	282
3147126	0	12
3147126	1	221
3147127	0	17
3147127	1	282
3147128	0	14
3147128	1	198
3147129	0	10
3147129	1	350
3147130	0	12
3147130	1	524
3147131	0	5
3147131	1	97
3147201	0	25
3147201	1	422
3147202	0	18
3147202	1	403
3147203	0	19
3147203	1	438
3147204	0	18
3147204	1	289
3147205	0	14
3147205	1	223
3147206	0	18
3147206	1	220
3147207	0	17
3147207	1	437
3147208	0	15
3147208	1	300
3147209	0	14
3147209	1	384
3147210	0	17
3147210	1	390
3147211	0	17
3147211	1	271
3147212	0	3
3147212	1	244
3147213	0	26
3147213	1	391
3147214	0	25
3147214	1	539
3147215	0	20
3147215	1	302
3147216	0	20
3147216	1	368
3147301	0	40
3147301	1	605
3147302	0	24
3147302	1	629
3147304	0	29
3147304	1	466
3147305	0	43
3147305	1	544
3147306	0	17
3147306	1	533
3147309	0	28
3147309	1	505
3147310	0	9
3147310	1	244
3147311	0	26
3147311	1	412
3147313	0	65
3147313	1	833
3147314	0	20
3147314	1	470
3147316	0	28
3147316	1	376
3147317	1	26
3147318	0	29
3147318	1	418
3147319	0	11
3147319	1	344
3147321	0	16
3147321	1	262
3147322	0	26
3147322	1	408
3147323	0	35
3147323	1	429
3147324	0	22
3147324	1	251
3147325	0	30
3147325	1	429
3147326	0	23
3147326	1	386
3147327	0	18
3147327	1	226
3147328	0	52
3147328	1	440
3147329	0	19
3147329	1	513
3147331	0	26
3147331	1	522
3147332	0	29
3147332	1	376
3147333	0	15
3147333	1	326
3147334	0	89
3147334	1	1598
3147335	0	10
3147335	1	91
3147336	0	15
3147336	1	340
3147337	0	25
3147337	1	336
3147338	0	33
3147338	1	318
3147339	0	21
3147339	1	216
3147340	0	41
3147340	1	579
3147341	0	47
3147341	1	486
3147342	0	53
3147342	1	679
3147343	0	18
3147343	1	381
3147344	0	33
3147344	1	417
3147345	0	48
3147345	1	440
3147346	0	74
3147346	1	1380
3147347	0	33
3147347	1	454
3147348	0	97
3147348	1	873
3147349	0	14
3147349	1	228
3147350	0	21
3147350	1	292
3147351	0	31
3147351	1	481
3147352	0	29
3147352	1	430
3147401	0	6
3147401	1	193
3147402	0	38
3147402	1	500
3147403	0	20
3147403	1	422
3147404	0	11
3147404	1	233
3147405	0	33
3147405	1	420
3147406	0	39
3147406	1	632
3147407	0	16
3147407	1	267
3147408	0	35
3147408	1	688
3147409	0	51
3147409	1	848
3147410	0	20
3147410	1	337
3147411	0	6
3147411	1	899
3147412	0	58
3147412	1	829
3147413	1	148
3147414	0	30
3147414	1	501
3147415	0	12
3147415	1	90
3147416	0	17
3147416	1	328
3147501	0	34
3147501	1	442
3147502	0	23
3147502	1	321
3147503	0	42
3147503	1	447
3147504	0	34
3147504	1	338
3147505	0	40
3147505	1	447
3147506	0	37
3147506	1	428
3147507	0	15
3147507	1	316
3147508	0	14
3147508	1	250
3147509	0	13
3147509	1	244
3147510	0	17
3147510	1	51
3147511	0	24
3147511	1	304
3147512	0	33
3147512	1	439
3147513	0	30
3147513	1	506
3147514	0	18
3147514	1	82
3147515	0	23
3147515	1	460
3147516	0	58
3147516	1	519
3147517	0	40
3147517	1	430
3147601	0	20
3147601	1	318
3147602	0	21
3147602	1	332
3147603	0	31
3147603	1	366
3147604	0	23
3147604	1	502
3147605	0	17
3147605	1	340
3147606	0	18
3147606	1	279
3147607	0	29
3147607	1	467
3147608	0	25
3147608	1	291
3147609	0	9
3147609	1	286
3147610	0	15
3147610	1	287
3147611	0	13
3147611	1	225
3147612	0	15
3147612	1	422
3147613	0	22
3147613	1	439
3147614	0	28
3147614	1	405
3147615	0	17
3147615	1	211
3147616	0	14
3147616	1	288
3147617	0	23
3147617	1	262
3147618	0	12
3147618	1	440
3147619	0	21
3147619	1	465
3147620	0	17
3147620	1	293
3147621	0	19
3147621	1	377
3147701	0	19
3147701	1	437
3147702	0	16
3147702	1	235
3147703	0	16
3147703	1	501
3147704	0	13
3147704	1	342
3147705	0	21
3147705	1	385
3147706	0	29
3147706	1	403
3147707	0	21
3147707	1	293
3147708	0	13
3147708	1	368
3147709	0	11
3147709	1	330
3147710	0	15
3147710	1	284
3147711	0	12
3147711	1	280
3147801	0	25
3147801	1	255
3147802	0	12
3147802	1	228
3147803	0	15
3147803	1	257
3147804	0	16
3147804	1	382
3147805	0	32
3147805	1	419
3147806	0	18
3147806	1	188
3147807	0	3
3147807	1	104
3147808	0	14
3147808	1	348
3147809	0	17
3147809	1	265
3147810	0	19
3147810	1	314
3147811	0	19
3147811	1	343
3147812	0	36
3147812	1	597
3147813	0	15
3147813	1	416
3147814	0	18
3147814	1	354
3147815	0	23
3147815	1	408
3147901	0	39
3147901	1	368
3147902	0	23
3147902	1	254
3147903	0	46
3147903	1	418
3147904	0	23
3147904	1	322
3147905	0	27
3147905	1	471
3147906	0	27
3147906	1	437
3147907	0	23
3147907	1	327
3147908	0	14
3147908	1	240
3147909	0	26
3147909	1	517
3147912	0	22
3147912	1	314
3147914	0	22
3147914	1	394
3147915	0	19
3147915	1	275
3148001	0	23
3148001	1	372
3148003	0	65
3148003	1	1045
3148004	0	33
3148004	1	545
3148005	0	11
3148005	1	263
3148006	0	3
3148006	1	90
3148007	0	13
3148007	1	188
3148008	0	17
3148008	1	293
3148009	0	17
3148009	1	401
3148011	0	42
3148011	1	550
3148012	0	32
3148012	1	513
3148013	0	15
3148013	1	479
3148014	0	34
3148014	1	541
3148015	0	37
3148015	1	372
3148016	0	33
3148016	1	431
3148017	0	24
3148017	1	470
3148018	0	29
3148018	1	431
3148019	0	13
3148019	1	315
3148021	0	16
3148021	1	369
3148022	0	17
3148022	1	365
3148023	0	18
3148023	1	300
3148024	0	5
3148024	1	185
3148025	0	17
3148025	1	309
3148026	0	21
3148026	1	344
3148027	0	9
3148027	1	219
3148028	0	12
3148028	1	352
3148029	0	21
3148029	1	305
3148101	0	16
3148101	1	332
3148102	0	14
3148102	1	424
3148103	0	33
3148103	1	446
3148104	0	30
3148104	1	376
3148105	0	24
3148105	1	450
3148106	0	19
3148106	1	301
3148107	0	16
3148107	1	222
3148108	0	17
3148108	1	411
3148109	0	23
3148109	1	285
3148110	0	26
3148110	1	241
3148111	0	9
3148111	1	227
3148112	0	30
3148112	1	368
3148113	0	9
3148113	1	262
3148114	0	16
3148114	1	256
3148115	0	7
3148115	1	227
3148116	0	17
3148116	1	245
3148117	0	12
3148117	1	280
3148118	0	16
3148118	1	470
3148119	0	23
3148119	1	285
3148120	0	17
3148120	1	160
3148121	0	18
3148121	1	218
3148122	0	11
3148122	1	231
3148123	0	4
3148123	1	193
3148124	0	31
3148124	1	486
3148201	0	17
3148201	1	282
3148202	0	17
3148202	1	288
3148203	0	35
3148203	1	497
3148204	0	21
3148204	1	216
3148205	0	13
3148205	1	287
3148206	0	15
3148206	1	343
3148207	0	12
3148207	1	543
3148208	0	20
3148208	1	418
3148209	0	12
3148209	1	204
3148211	0	17
3148211	1	328
3148212	0	5
3148212	1	287
3148213	0	10
3148213	1	194
3148214	0	24
3148214	1	465
3148215	0	19
3148215	1	311
3148217	0	16
3148217	1	274
3148218	0	17
3148218	1	276
3148219	0	20
3148219	1	280
3148220	0	18
3148220	1	246
3148221	0	16
3148221	1	257
3148222	0	21
3148222	1	338
3148223	0	21
3148223	1	429
3148224	0	23
3148224	1	260
3148225	0	39
3148225	1	429
3148226	0	20
3148226	1	352
3148227	0	19
3148227	1	255
3148228	0	11
3148228	1	242
3148229	0	3
3148229	1	143
3148230	0	4
3148230	1	152
3148231	0	16
3148231	1	292
3148232	0	35
3148232	1	613
3148233	0	13
3148233	1	315
3148234	0	16
3148234	1	171
3148235	0	18
3148235	1	378
3148236	0	21
3148236	1	344
3148237	0	12
3148237	1	321
3148238	0	11
3148238	1	303
3148239	0	24
3148239	1	394
3148240	0	9
3148240	1	276
3148241	0	30
3148241	1	467
3148242	0	32
3148242	1	570
3148243	0	17
3148243	1	439
3148244	0	22
3148244	1	343
3148245	0	9
3148245	1	248
3148247	0	23
3148247	1	409
3148248	0	19
3148248	1	280
3148301	0	22
3148301	1	343
3148302	0	46
3148302	1	333
3148304	0	17
3148304	1	282
3148305	0	3
3148305	1	33
3148306	0	45
3148306	1	413
3148308	0	33
3148308	1	215
3148310	0	26
3148310	1	222
3148311	0	17
3148311	1	170
3148312	0	7
3148312	1	100
3148401	0	28
3148401	1	427
3148402	0	30
3148402	1	542
3148403	0	25
3148403	1	389
3148404	0	20
3148404	1	326
3148405	0	10
3148405	1	309
3148408	0	14
3148408	1	373
3148410	0	40
3148410	1	651
3148411	0	35
3148411	1	483
3148412	0	22
3148412	1	270
3148413	0	44
3148413	1	444
3148415	0	23
3148415	1	290
3148416	0	37
3148416	1	391
3148418	0	10
3148418	1	347
3148419	0	23
3148419	1	285
3148420	0	23
3148420	1	349
3148422	0	20
3148422	1	405
3148423	0	62
3148423	1	1087
3148424	0	47
3148424	1	677
3148425	0	48
3148425	1	662
3148501	0	28
3148501	1	180
3148502	0	24
3148502	1	316
3148503	0	19
3148503	1	348
3148504	0	20
3148504	1	490
3148505	0	28
3148505	1	367
3148506	0	10
3148506	1	220
3148507	0	21
3148507	1	526
3148508	0	21
3148508	1	294
3148509	0	29
3148509	1	238
3148510	0	7
3148510	1	439
3148601	0	49
3148601	1	548
3148602	0	23
3148602	1	346
3148604	0	17
3148604	1	379
3148605	0	6
3148605	1	237
3148606	0	39
3148606	1	321
3148607	0	22
3148607	1	271
3148608	0	39
3148608	1	659
3148610	0	11
3148610	1	194
3148611	0	19
3148611	1	386
3148613	0	12
3148613	1	140
3148615	0	38
3148615	1	476
3148616	1	86
3148617	0	14
3148617	1	271
3148618	0	9
3148618	1	176
3148619	0	23
3148619	1	347
3148620	0	13
3148620	1	230
3148621	0	4
3148621	1	39
3148622	0	16
3148622	1	225
3148623	0	30
3148623	1	398
3148624	0	12
3148624	1	233
3148702	0	13
3148702	1	234
3148703	0	18
3148703	1	255
3148704	0	19
3148704	1	226
3148705	0	34
3148705	1	503
3148706	0	26
3148706	1	445
3148707	0	38
3148707	1	412
3148710	0	46
3148710	1	740
3148711	0	46
3148711	1	568
3148712	0	15
3148712	1	288
3148713	0	33
3148713	1	413
3148714	0	13
3148714	1	292
3148715	0	15
3148715	1	344
3148716	0	61
3148716	1	682
3148717	1	3
3148719	0	23
3148719	1	376
3148720	0	24
3148720	1	378
3148801	0	46
3148801	1	520
3148802	0	30
3148802	1	327
3148803	0	16
3148803	1	396
3148807	0	18
3148807	1	436
3148808	0	37
3148808	1	359
3148809	0	22
3148809	1	318
3148810	0	25
3148810	1	361
3148811	0	22
3148811	1	406
3148812	0	24
3148812	1	174
3148813	0	30
3148813	1	359
3148814	0	15
3148814	1	256
3148815	0	19
3148815	1	389
3148816	0	46
3148816	1	563
3148901	0	39
3148901	1	452
3148902	0	15
3148902	1	391
3148903	0	24
3148903	1	306
3148904	1	8
3148905	0	20
3148905	1	366
3148906	0	14
3148906	1	358
3148907	0	23
3148907	1	235
3148908	0	12
3148908	1	301
3148909	0	31
3148909	1	562
3148911	0	27
3148911	1	256
3148912	0	18
3148912	1	143
3148913	0	51
3148913	1	405
3148915	0	18
3148915	1	236
3149001	0	48
3149001	1	570
3149002	0	35
3149002	1	434
3149003	0	56
3149003	1	559
3149004	0	55
3149004	1	649
3149005	0	51
3149005	1	417
3149006	0	43
3149006	1	649
3149007	0	26
3149007	1	396
3149008	0	41
3149008	1	316
3149009	0	44
3149009	1	470
3149010	0	29
3149010	1	320
3149012	0	31
3149012	1	331
3149013	0	10
3149013	1	238
3149014	0	36
3149014	1	335
3149016	0	38
3149016	1	401
3149017	0	66
3149017	1	404
3149018	0	27
3149018	1	444
3149019	0	43
3149019	1	403
3149020	0	34
3149020	1	435
3149021	0	17
3149021	1	340
3149022	0	14
3149022	1	214
3149101	0	10
3149101	1	911
3149102	0	19
3149102	1	356
3149103	0	31
3149103	1	316
3149104	0	15
3149104	1	238
3149105	0	20
3149105	1	248
3149106	0	6
3149106	1	285
3149107	0	29
3149107	1	377
3149108	0	36
3149108	1	394
3149109	0	22
3149109	1	523
3149110	0	16
3149110	1	433
3149111	0	23
3149111	1	387
3149112	0	18
3149112	1	308
3149113	0	12
3149113	1	264
3149114	0	6
3149114	1	151
3149115	0	9
3149115	1	168
3149117	0	5
3149117	1	211
3149118	0	11
3149118	1	230
3149201	0	36
3149201	1	446
3149202	0	26
3149202	1	451
3149203	0	17
3149203	1	285
3149204	0	22
3149204	1	357
3149205	0	30
3149205	1	560
3149206	0	26
3149206	1	313
3149207	0	22
3149207	1	444
3149208	0	31
3149208	1	423
3149209	0	16
3149209	1	295
3149210	0	22
3149210	1	335
3149211	0	9
3149211	1	214
3149212	0	50
3149212	1	815
3149301	0	32
3149301	1	657
3149302	0	59
3149302	1	847
3149303	0	17
3149303	1	226
3149304	0	24
3149304	1	230
3149305	0	16
3149305	1	227
3149306	0	56
3149306	1	674
3149307	0	16
3149307	1	296
3149308	0	37
3149308	1	556
3149309	0	44
3149309	1	708
3149310	0	22
3149310	1	491
3149311	0	25
3149311	1	256
3149312	0	13
3149312	1	319
3149313	0	17
3149313	1	212
3149314	0	36
3149314	1	532
3149315	0	24
3149315	1	400
3149316	0	46
3149316	1	492
3149317	0	33
3149317	1	302
3149318	0	28
3149318	1	388
3149319	0	28
3149319	1	352
3149320	0	53
3149320	1	510
3149321	0	34
3149321	1	384
3149323	0	20
3149323	1	388
3149324	0	45
3149324	1	641
3149325	0	55
3149325	1	565
3149326	0	35
3149326	1	483
3149327	0	19
3149327	1	402
3149328	0	41
3149328	1	543
3149329	0	21
3149329	1	278
3149330	0	22
3149330	1	396
3149331	0	32
3149331	1	490
3149332	0	8
3149332	1	236
3149333	0	26
3149333	1	539
3149334	0	44
3149334	1	498
3149335	0	33
3149335	1	568
3149336	0	35
3149336	1	387
3149401	0	61
3149401	1	894
3149402	0	38
3149402	1	468
3149403	0	32
3149403	1	397
3149404	0	25
3149404	1	447
3149405	0	20
3149405	1	260
3149406	0	24
3149406	1	429
3149407	0	60
3149407	1	988
3149408	0	20
3149408	1	220
3149409	0	30
3149409	1	303
3149501	0	18
3149501	1	397
3149502	0	20
3149502	1	307
3149503	0	9
3149503	1	283
3149504	0	23
3149504	1	296
3149505	0	10
3149505	1	199
3149506	0	14
3149506	1	352
3149507	0	34
3149507	1	320
3149508	0	29
3149508	1	330
3149509	0	15
3149509	1	443
3149510	0	32
3149510	1	470
3149511	0	25
3149511	1	236
3149512	0	24
3149512	1	327
3149513	0	27
3149513	1	359
3149514	0	33
3149514	1	540
3149515	0	26
3149515	1	371
3149516	0	23
3149516	1	231
3149517	0	18
3149517	1	273
3149601	0	15
3149601	1	279
3149602	0	28
3149602	1	508
3149603	0	17
3149603	1	327
3149604	0	19
3149604	1	406
3149605	0	22
3149605	1	227
3149606	0	30
3149606	1	803
3149607	0	14
3149607	1	315
3149608	0	20
3149608	1	464
3149609	0	39
3149609	1	467
3149610	0	16
3149610	1	223
3149611	0	36
3149611	1	393
3149612	0	40
3149612	1	552
3149613	0	18
3149613	1	200
3149701	0	12
3149701	1	281
3149702	0	10
3149702	1	250
3149703	0	34
3149703	1	526
3149704	0	27
3149704	1	325
3149705	0	36
3149705	1	398
3149706	0	16
3149706	1	320
3149707	0	15
3149707	1	383
3149708	0	19
3149708	1	227
3149709	0	27
3149709	1	530
3149710	0	19
3149710	1	187
3149711	0	18
3149711	1	345
3149712	0	17
3149712	1	236
3149713	0	8
3149713	1	246
3149714	0	17
3149714	1	340
3149715	0	22
3149715	1	304
3149716	0	9
3149716	1	222
3149717	0	19
3149717	1	346
3149718	0	12
3149718	1	189
3149719	0	14
3149719	1	184
3149720	0	9
3149720	1	293
3149721	0	18
3149721	1	389
3149722	0	25
3149722	1	283
3149801	0	27
3149801	1	418
3149803	0	32
3149803	1	317
3149804	0	24
3149804	1	324
3149805	0	29
3149805	1	393
3149806	0	16
3149806	1	258
3149807	0	3
3149807	1	182
3149808	0	22
3149808	1	456
3149809	0	28
3149809	1	443
3149810	0	8
3149810	1	263
3149811	0	10
3149811	1	317
3149812	0	7
3149812	1	149
3149813	0	39
3149813	1	489
3149814	0	23
3149814	1	509
3149815	0	34
3149815	1	325
3149816	0	17
3149816	1	264
3149817	0	32
3149817	1	376
3149818	0	33
3149818	1	470
3149819	0	35
3149819	1	486
3149820	0	20
3149820	1	377
3149821	0	15
3149821	1	237
3149822	0	7
3149822	1	342
3149823	0	46
3149823	1	546
3149824	0	45
3149824	1	371
3149901	0	23
3149901	1	271
3149902	0	28
3149902	1	383
3149903	0	30
3149903	1	354
3149904	0	32
3149904	1	344
3149905	0	33
3149905	1	503
3149906	0	22
3149906	1	334
3149907	0	50
3149907	1	576
3149908	0	13
3149908	1	222
3149909	0	17
3149909	1	281
3149910	0	20
3149910	1	499
3149911	0	18
3149911	1	334
3149912	0	16
3149912	1	349
3149913	0	68
3149913	1	391
3149914	0	42
3149914	1	278
3149915	0	38
3149915	1	255
3149916	0	14
3149916	1	190
3149917	0	33
3149917	1	395
3149919	0	16
3149919	1	372
3149920	0	25
3149920	1	350
3149921	0	28
3149921	1	199
3149922	0	39
3149922	1	398
3149923	0	21
3149923	1	262
3149924	0	8
3149924	1	219
3149925	0	12
3149925	1	214
3149926	0	17
3149926	1	299
3149927	0	33
3149927	1	282
3149928	0	7
3149928	1	184
3149929	0	8
3149929	1	133
3149930	0	20
3149930	1	238
3150001	0	14
3150001	1	214
3150002	1	323
3150003	0	9
3150003	1	161
3150004	0	30
3150004	1	425
3150005	0	5
3150005	1	305
3150006	0	17
3150006	1	491
3150007	0	18
3150007	1	460
3150008	0	7
3150008	1	267
3150009	0	24
3150009	1	359
3150010	0	12
3150010	1	332
3150011	0	15
3150011	1	223
3150012	0	31
3150012	1	448
3150013	0	4
3150013	1	213
3150014	0	11
3150014	1	368
3150015	0	28
3150015	1	367
3150017	0	28
3150017	1	661
3150018	0	27
3150018	1	425
3150019	0	16
3150019	1	373
3150020	0	5
3150020	1	24
3150021	0	7
3150021	1	240
3150022	0	17
3150022	1	414
3150101	0	16
3150101	1	423
3150102	0	10
3150102	1	334
3150103	0	31
3150103	1	449
3150104	0	15
3150104	1	223
3150105	0	24
3150105	1	357
3150106	0	18
3150106	1	411
3150107	0	15
3150107	1	397
3150108	0	19
3150108	1	315
3150109	0	22
3150109	1	450
3150110	0	17
3150110	1	334
3150111	0	28
3150111	1	368
3150112	0	11
3150112	1	259
3150113	0	24
3150113	1	325
3150114	0	19
3150114	1	567
3150115	0	4
3150115	1	104
3150201	0	32
3150201	1	323
3150202	0	26
3150202	1	510
3150203	0	22
3150203	1	382
3150204	0	41
3150204	1	686
3150205	0	13
3150205	1	307
3150206	0	23
3150206	1	327
3150207	0	23
3150207	1	554
3150208	0	6
3150208	1	344
3150209	0	7
3150209	1	359
3150210	0	12
3150210	1	323
3150211	0	17
3150211	1	293
3150212	0	23
3150212	1	267
3150213	0	28
3150213	1	389
3150214	0	24
3150214	1	356
3150215	0	20
3150215	1	586
3150216	0	24
3150216	1	291
3150217	0	17
3150217	1	323
3150218	0	30
3150218	1	488
3150219	0	22
3150219	1	380
3150220	0	33
3150220	1	439
3150221	0	14
3150221	1	410
3150222	0	15
3150222	1	281
3150223	0	7
3150223	1	221
3150224	0	21
3150224	1	283
3150225	0	16
3150225	1	441
3150226	0	14
3150226	1	246
3150227	0	8
3150227	1	368
3150301	0	21
3150301	1	398
3150302	0	7
3150302	1	318
3150303	0	15
3150303	1	405
3150304	0	23
3150304	1	520
3150305	0	17
3150305	1	144
3150306	0	16
3150306	1	412
3150307	0	21
3150307	1	252
3150308	0	29
3150308	1	333
3150309	0	11
3150309	1	373
3150310	0	17
3150310	1	252
3150311	0	45
3150311	1	382
3150312	0	21
3150312	1	262
3150313	0	13
3150313	1	231
3150314	0	9
3150314	1	300
3150315	0	34
3150315	1	341
3150316	0	18
3150316	1	247
3150317	0	29
3150317	1	338
3150318	0	15
3150318	1	379
3150319	0	17
3150319	1	219
3150320	0	10
3150320	1	168
3150401	0	18
3150401	1	300
3150402	0	13
3150402	1	285
3150403	0	40
3150403	1	469
3150404	0	23
3150404	1	342
3150405	0	18
3150405	1	216
3150406	0	24
3150406	1	269
3150407	0	21
3150407	1	394
3150408	0	13
3150408	1	428
3150409	0	19
3150409	1	304
3150410	0	22
3150410	1	388
3150411	0	21
3150411	1	188
3150412	0	24
3150412	1	419
3150413	0	41
3150413	1	512
3150414	0	34
3150414	1	283
3150501	0	19
3150501	1	420
3150502	0	31
3150502	1	457
3150503	0	11
3150503	1	253
3150504	0	32
3150504	1	407
3150505	0	15
3150505	1	138
3150506	0	8
3150506	1	232
3150507	0	4
3150507	1	364
