SA1_7DIGITCODE_2016	medianTotalPersonalIncome
2125638	31096
2125639	34112
2125701	
2125702	38272
2125703	41652
2125704	40820
2125705	43888
2125706	43732
2125707	32344
2125708	39312
2125709	30628
2125710	37284
2125711	34632
2125712	33436
2125713	32656
2125714	35672
2125715	45500
2125716	37856
2125717	24804
2125718	40092
2125719	30420
2125801	
2125802	44148
2125803	39312
2125804	36816
2125805	39312
2125806	37804
2125807	37180
2125808	
2125809	28964
2125810	34528
2125811	40508
2125812	39208
2125813	45656
2125814	40768
2125815	42952
2125816	38792
2125817	35464
2125818	36400
2125819	33020
2125820	41912
2125821	40352
2125822	38740
2125823	34008
2125824	38948
2125825	34060
2125826	37336
2125827	31980
2125828	40768
2125901	43316
2125902	39104
2125903	39416
2125904	31720
2125905	31356
2125906	35724
2125907	27768
2125908	32708
2125909	30732
2125910	29484
2125911	31720
2125912	31772
2125913	38272
2125914	34424
2125915	28132
2125916	
2125917	38844
2125918	31512
2125919	31564
2125920	31356
2125921	31512
2125922	35620
2125923	35516
2125924	20540
2125925	36244
2125926	35152
2125927	34164
2125928	27092
2125929	42744
2125930	32656
2125931	26312
2125932	39936
2125933	34008
2125934	34060
2125935	35100
2125936	33072
2125937	36296
2125938	34112
2126001	
2126002	32448
2126003	
2126004	26988
2126005	29276
2126006	23400
2126007	30576
2126008	31148
2126009	32760
2126010	42016
2126011	29224
2126012	38116
2126013	32604
2126014	27560
2126015	35620
2126016	32760
2126017	35724
2126018	34736
2126019	27092
2126020	39728
2126021	25428
2126022	38116
2126023	26988
2126024	22984
2126025	34112
2126026	27144
2126027	30160
2126028	32344
2126029	33592
2126030	31148
2126031	38272
2126032	37700
2126033	36192
2126034	40196
2126035	37076
2126036	30524
2126037	38064
2126038	36140
2126039	24180
2126040	31824
2126041	30940
2126042	32448
2126043	38532
2126044	31356
2126045	36036
2126046	34268
2126047	40092
2126101	31512
2126102	32916
2126103	38688
2126104	40820
2126105	45552
2126106	29380
2126107	35464
2126108	30524
2126109	27612
2126110	39624
2126111	36660
2126112	44772
2126113	46540
2126114	48828
2126115	44564
2126116	37856
2126117	36764
2126118	28340
2126119	33956
2126120	36400
2126121	38636
2126122	42224
2126123	41808
2126124	35932
2126125	33592
2126126	45500
2126127	49556
2126128	37440
2126129	37180
2126130	46020
2126131	37544
2126132	38480
2126133	43576
2126134	32448
2126135	42900
2126136	46800
2126137	44772
2126138	31512
2126139	36348
2126201	39988
2126202	39364
2126203	40664
2126204	46592
2126205	37700
2126206	44616
2126207	44564
2126208	36972
2126209	36920
2126210	39676
2126211	24596
2126212	44720
2126213	41912
2126214	45500
2126215	47008
2126216	40820
2126217	38220
2126218	31096
2126219	40924
2126220	39052
2126221	41392
2126222	44668
2126223	39832
2126224	41184
2126225	48828
2126226	49712
2126227	44720
2126228	35100
2126229	36868
2126230	43576
2126231	44304
2126232	38064
2126301	35360
2126302	40248
2126303	35984
2126304	44928
2126305	36088
2126306	41028
2126307	30992
2126308	37700
2126309	35464
2126310	39780
2126311	34476
2126312	35932
2126313	37180
2126314	42328
2126315	35568
2126316	40560
2126317	39832
2126318	37128
2126319	32500
2126320	38428
2126321	33124
2126322	38324
2126323	34788
2126324	40508
2126325	36920
2126326	35724
2126327	
2126328	
2126329	37336
2126330	33904
2126501	37336
2126502	27144
2126503	37492
2126504	37284
2126505	36764
2126506	37024
2126507	39156
2126508	40664
2126509	39780
2126510	46176
2126511	40924
2126512	38948
2126513	43056
2126514	39832
2126515	33904
2126516	35984
2126517	35620
2126518	39780
2126519	38844
2126520	43160
2126521	34580
2126522	39468
2126523	44512
2126524	40716
2126525	38116
2126526	48776
2126527	36244
2126528	37336
2126529	44824
2126530	43732
2126531	41912
2126532	44096
2126533	43628
2126534	38688
2126535	42640
2126536	40248
2126537	37908
2126538	31148
2126539	46540
2126540	35204
2126541	27612
2126542	34372
2126543	33228
2126544	37700
2126601	32032
2126602	37700
2126603	
2126604	54184
2126605	
2126606	26052
2126607	38428
2126608	34944
2126609	37700
2126610	
2126611	26468
2126612	25532
2126613	39832
2126614	31200
2126615	28392
2126616	24128
2126617	31356
2126618	34060
2126619	28756
2126620	33072
2126621	35880
2126622	26104
2126623	36400
2126624	32760
2126625	35412
2126626	30108
2126627	32812
2126628	36244
2126629	31148
2126630	35412
2126631	36660
2126632	32916
2126633	33644
2126634	28912
2126635	36660
2126636	36140
2126637	38948
2126638	39988
2126639	32604
2126640	38220
2126641	33852
2126642	36400
2126643	36660
2126644	32136
2126645	42328
2126646	35932
2126647	41288
2126648	30576
2126701	39104
2126702	42328
2126703	39416
2126704	38896
2126705	49088
2126706	34684
2126707	39936
2126708	38272
2126709	36400
2126710	39156
2126711	39832
2126712	40716
2126713	39104
2126714	34736
2126715	36712
2126716	40300
2126717	34060
2126718	39520
2126719	39624
2126720	27456
2126721	30836
2126722	39988
2126723	45240
2126724	32812
2126725	36556
2126726	33176
2126727	33904
2126728	32396
2126729	39988
2126730	32136
2126731	29432
2126732	41340
2126733	40768
2126734	32812
2126735	34788
2126736	37076
2126737	33436
2126738	44928
2126739	26104
2126740	47216
2126741	37388
2126742	26624
2126743	32916
2126744	38220
2126745	37544
2126746	44408
2126747	42796
2126801	24544
2126802	34112
2126803	38272
2126804	34424
2126805	42068
2126806	36244
2126807	38012
2126808	38220
2126809	40664
2126810	39884
2126811	39624
2126812	45552
2126813	43420
2126814	43992
2126815	36764
2126816	37856
2126817	33124
2126818	38428
2126819	35204
2126820	41392
2126821	38740
2126822	36244
2126823	40456
2126901	33592
2126902	41860
2126903	28652
2126904	25636
2126905	30940
2126906	22828
2126907	35568
2126908	30316
2126909	25220
2126910	28184
2126911	30836
2126912	31460
2126913	34996
2126914	27144
2126915	23816
2126916	31044
2126917	31148
2126918	35672
2126919	30368
2126920	36816
2126921	36400
2126922	25532
2127001	42068
2127002	40196
2127003	38844
2127004	38636
2127005	38584
2127006	35256
2127007	38792
2127008	34840
2127009	43264
2127010	43160
2127011	33540
2127012	34164
2127013	33384
2127014	41392
2127015	36088
2127016	45760
2127017	32552
2127018	31668
2127019	36348
2127020	44460
2127021	45032
2127022	29016
2127023	38532
2127024	39208
2127025	49088
2127026	39780
2127027	38948
2127028	36192
2127029	37960
2127030	36452
2127031	39208
2127032	42276
2127033	40092
2127034	39156
2127035	26884
2127036	
2127037	44200
2127038	46800
2127039	45448
2127040	
2127101	
2127102	31564
2127103	43160
2127104	39988
2127105	38168
2127106	39624
2127107	37180
2127108	31356
2127109	36244
2127110	34892
2127111	34788
2127112	35308
2127113	34684
2127114	32448
2127115	36504
2127116	39260
2127117	32032
2127118	40404
2127119	41184
2127120	34996
2127121	37024
2127122	45188
2127123	27924
2127124	30628
2127125	20956
2127126	27196
2127127	30368
2127128	21944
2127129	
2127201	30264
2127202	40040
2127203	34164
2127204	39624
2127205	35776
2127206	32084
2127207	42536
2127208	31980
2127209	43108
2127210	38168
2127211	38636
2127212	39416
2127213	34008
2127214	28756
2127215	35048
2127216	37076
2127217	41236
2127218	36608
2127219	37544
2127220	33488
2127221	30524
2127222	33956
2127223	33020
2127224	43836
2127225	30108
2127301	30056
2127302	29432
2127303	31824
2127304	40508
2127305	25428
2127306	30784
2127307	31980
2127308	24232
2127309	25688
2127310	25740
2127311	36816
2127312	29432
2127313	28600
2127314	26572
2127315	30732
2127316	36504
2127317	33904
2127318	35724
2127319	42068
2127320	25376
2127321	30108
2127322	32188
2127323	28756
2127324	28288
2127325	34580
2127326	32084
2127327	29692
2127328	33852
2127329	26676
2127330	38220
2127401	40456
2127402	41392
2127403	34892
2127404	38116
2127405	34996
2127406	38740
2127407	43628
2127408	42172
2127409	38896
2127410	34164
2127411	39208
2127412	33904
2127413	33592
2127414	38896
2127415	38636
2127416	42952
2127417	36920
2127418	32708
2127419	40248
2127420	34060
2127421	39780
2127422	37700
2127423	38896
2127424	43316
2127425	30680
2127426	40456
2127427	33124
2127428	45396
2127429	34788
2127430	35776
2127431	35360
2127501	36036
2127502	35932
2127503	34320
2127504	38376
2127505	34892
2127506	38272
2127507	35048
2127508	30680
2127509	
2127510	34320
2127511	36036
2127512	32136
2127513	30888
2127514	33436
2127515	35100
2127516	57356
2127517	36608
2127518	35308
2127519	31616
2127520	38532
2127521	51012
2127522	34008
2127523	33540
2127524	30888
2127525	32708
2127601	29224
2127602	31304
2127603	32136
2127604	29536
2127605	29328
2127606	30212
2127607	31824
2127608	34476
2127609	25480
2127610	24960
2127611	30420
2127612	31824
2127613	30940
2127614	25688
2127615	
2127616	33176
2127617	37284
2127618	30420
2127619	27768
2127620	34476
2127621	38168
2127622	35464
2127623	40976
2127624	33540
2127625	35672
2127626	38168
2127627	37960
2127628	45708
2127629	28496
2127630	33124
2127631	31980
2127632	35828
2127633	32656
2127634	32500
2127635	26364
2127701	34320
2127702	38116
2127703	32136
2127704	38584
2127705	36348
2127706	38376
2127707	38948
2127708	25844
2127709	38584
2127710	32240
2127711	40820
2127712	30836
2127713	31252
2127714	36296
2127715	
2127716	32916
2127717	33176
2127718	36296
2127719	26676
2127720	37076
2127801	33540
2127802	
2127803	36504
2127804	40768
2127805	34112
2127806	38896
2127807	31824
2127808	30888
2127809	31980
2127810	41756
2127811	44460
2127812	35828
2127813	38792
2127814	34424
2127815	24232
2127816	37128
2127817	41340
2127818	36244
2127819	36452
2127820	36660
2127821	22048
2127822	33904
2127823	29120
2127824	35308
2127825	28808
2127826	42952
2127827	35516
2127828	29068
2127829	35568
2127830	33644
2127831	29744
2127832	32084
2127833	35724
2127834	36504
2127835	38012
2127836	39468
2127837	24284
2127838	46800
2127839	41912
2127840	38272
2127841	36816
2127842	37856
2127843	31980
2127844	42692
2127845	36816
2127846	39468
2127847	33540
2127901	31668
2127902	42016
2127903	28860
2127904	33644
2127905	27560
2127906	35568
2127907	36556
2127908	31928
2127909	35568
2127910	31148
2127911	34528
2127912	36452
2127913	30108
2127914	33124
2128001	38012
2128002	38844
2128003	33020
2128004	36972
2128005	34320
2128006	37232
2128007	35360
2128008	24076
2128009	40196
2128010	34164
2128011	34268
2128012	37284
2128013	41080
2128014	38480
2128015	43160
2128016	30160
2128017	40820
2128018	40768
2128101	35048
2128102	33280
2128103	31044
2128104	30316
2128105	31460
2128106	36088
2128107	32812
2128108	39520
2128109	42276
2128110	33280
2128111	32812
2128112	41756
2128113	43992
2128114	31148
2128115	37388
2128116	36088
2128117	37752
2128118	37388
2128119	34632
2128120	37856
2128121	34060
2128122	38532
2128123	38064
2128124	30160
2128125	31720
2128126	34632
2128127	37908
2128128	34268
2128129	32708
2128130	38532
2128131	36504
2128132	33332
2128133	31304
2128134	34424
2128135	28756
2128136	36556
2128137	35464
2128138	39624
2128139	32136
2128140	38428
2128141	38116
2128142	38272
2128143	41860
2128144	40716
2128145	31200
2128146	38168
2128147	34580
2128201	39884
2128202	34372
2128203	38740
2128204	37076
2128205	39416
2128206	34684
2128207	39468
2128208	31252
2128209	35048
2128210	36036
2128211	38012
2128212	38636
2128213	44200
2128214	37440
2128215	36192
2128216	33228
2128217	29900
2128218	36972
2128219	38948
2128220	38480
2128221	39052
2128222	37700
2128223	36504
2128224	35100
2128225	42900
2128226	32968
2128227	
2128228	45500
2128229	
2128230	28600
2128231	
2128232	41132
2128301	40872
2128302	34840
2128303	31356
2128304	27092
2128305	33384
2128306	31200
2128307	38064
2128308	33176
2128309	37544
2128310	29484
2128311	39208
2128312	34372
2128313	35672
2128314	36972
2128315	36036
2128316	40404
2128317	30524
2128318	36296
2128319	40976
2128320	38116
2128321	35360
2128322	33280
2128323	39520
2128324	39000
2128325	33540
2128326	39988
2128401	47164
2128402	39520
2128403	39936
2128404	40716
2128405	37232
2128406	41860
2128407	40768
2128408	30628
2128409	41288
2128410	35100
2128411	38324
2128412	42796
2128413	42224
2128414	40508
2128415	43472
2128416	36140
2128417	31668
2128418	39728
2128419	35984
2128420	46020
2128421	34320
2128422	44200
2128423	38688
2128424	40716
2128425	34112
2128426	37336
2128427	43316
2128501	34060
2128502	37024
2128503	37336
2128504	32188
2128505	36608
2128506	33956
2128507	38428
2128508	29640
2128509	32864
2128510	39832
2128511	33072
2128512	26572
2128513	32656
2128514	41964
2128515	37388
2128516	36608
2128517	34372
2128518	37388
2128519	41808
2128520	33020
2128521	32500
2128522	34684
2128523	37180
2128524	37232
2128525	36764
2128526	38948
2128601	27664
2128602	26260
2128603	33436
2128604	35672
2128605	33228
2128606	31616
2128607	25428
2128608	33592
2128609	18200
2128610	26520
2128612	33332
2128613	25064
2128614	34892
2128615	32760
2128616	31616
2128617	25272
2128618	27664
2128619	30160
2128620	31044
2128621	28964
2128622	27196
2128623	24596
2128625	24960
2128626	25428
2128627	25012
2128628	25272
2128629	22048
2128630	30264
2128631	33020
2128632	34684
2128633	29172
2128634	34632
2128635	24388
2128636	38844
2128637	25116
2128638	26260
2128639	37908
2128640	31564
2128641	42120
2128642	31564
2128643	32604
2128644	26312
2128645	
2128646	33020
2128647	36816
2128648	30992
2128649	25376
2128650	35256
2128651	25480
2128652	28236
2128653	
2128654	30264
2128655	31304
2128656	27300
2128657	25012
2128701	33436
2128702	36764
2128703	35412
2128705	43108
2128706	36868
2128707	41704
2128708	32760
2128710	31512
2128711	35828
2128712	38896
2128713	37856
2128714	40560
2128715	36816
2128716	45396
2128717	34424
2128718	45916
2128719	43160
2128720	43784
2128721	37960
2128722	43680
2128723	43472
2128724	
2128725	45708
2128726	46488
2128801	29380
2128802	29016
2128803	36764
2128804	35568
2128805	36608
2128806	33540
2128807	28912
2128808	33852
2128809	34320
2128810	36244
2128811	39520
2128812	30784
2128813	33072
2128814	33176
2128815	31564
2128816	31512
2128817	30888
2128818	32916
2128819	25376
2128820	29640
2128821	41964
2128822	32136
2128823	36868
2128901	36348
2128902	32084
2128903	32396
2128904	30836
2128905	34060
2128906	37336
2128907	36088
2128908	33124
2128909	35412
2128910	31876
2128911	34060
2128912	35308
2128913	37024
2128914	38376
2128915	27924
2128916	40404
2128917	42692
2128918	37180
2128919	40924
2128920	39312
2128921	36296
2128922	35932
2128923	33176
2128924	37180
2128925	34996
2128926	34060
2128927	36608
2128928	39832
2128929	40196
2128930	47944
2128931	41912
2128932	44096
2128933	40040
2128934	43628
2128935	33488
2128936	34424
2128937	36660
2128938	34736
2128939	18200
2128940	40820
2128941	39988
2128942	33592
2128943	36192
2128944	34840
2128945	36400
2128946	
2128947	34216
2128948	44980
2128949	27768
2128950	37284
2128951	35204
2128952	32084
2128953	36296
2129001	32500
2129002	35048
2129003	38740
2129004	38272
2129005	30368
2129006	31824
2129007	31304
2129008	33956
2129009	25480
2129010	27456
2129011	30212
2129012	30732
2129013	30056
2129014	34216
2129015	34268
2129016	29692
2129017	30420
2129103	37180
2129104	38792
2129105	34060
2129109	30836
2129110	33540
2129111	32760
2129112	156000
2129113	29588
2129114	24440
2129115	24024
2129116	36868
2129117	29432
2129118	33332
2129119	31616
2129121	35724
2129122	36660
2129123	38324
2129124	37908
2129125	34736
2129126	37336
2129127	31980
2129128	38896
2129129	35464
2129130	36504
2129131	40508
2129132	35724
2129133	44096
2129134	38272
2129135	43940
2129136	38116
2129137	28808
2129138	33280
2129139	46592
2129140	33904
2129141	36296
2129142	37804
2129206	29380
2129207	23192
2129208	26312
2129209	25636
2129210	34060
2129211	31044
2129212	31512
2129214	37700
2129215	32240
2129216	35568
2129217	32968
2129218	25012
2129219	32084
2129220	32864
2129221	31096
2129222	30004
2129223	32240
2129225	26728
2129227	25740
2129229	33124
2129230	26156
2129231	34060
2129232	23504
2129233	36660
2129235	35412
2129236	40300
2129237	41704
2129238	40976
2129239	37804
2129240	37544
2129241	21372
2129242	37908
2129243	
2129244	41704
2129245	31720
2129246	40352
2129247	44928
2129248	32916
2129249	28756
2129250	37700
2129251	29224
2129252	43628
2129253	40716
2129254	39208
2129255	37908
2129256	38116
2129257	40352
2129258	37336
2129259	43264
2129260	41496
2129261	38376
2129262	41340
2129263	25168
2129264	35152
2129265	25116
2129266	35932
2129267	32292
2129268	34424
2129269	35100
2129301	35828
2129302	33384
2129303	34008
2129304	35360
2129305	34788
2129306	38168
2129308	38324
2129309	24804
2129310	28756
2129311	30628
2129312	30056
2129313	29744
2129314	44148
2129315	44200
2129316	35724
2129317	36244
2129318	37284
2129319	32812
2129320	40560
2129321	40716
2129322	44876
2129323	42120
2129324	29380
2129325	30472
2129326	39728
2129327	34268
2129328	37180
2129329	39624
2129331	38948
2129332	35620
2129333	46540
2129334	36140
2129335	41340
2129336	36088
2129337	56004
2129338	37700
2129339	35360
2129340	28600
2129341	35516
2129342	33332
2129343	38012
2129344	29328
2129345	25896
2129346	35828
2129347	35516
2129348	30940
2129349	38324
2129350	32864
2129351	26156
2129352	39468
2129353	39780
2129354	
2129355	39624
2129356	44876
2129357	36972
2129401	38844
2129404	37700
2129405	40612
2129408	38480
2129409	42692
2129411	39000
2129412	36400
2129413	37700
2129414	36244
2129415	36244
2129416	34736
2129417	33488
2129418	32760
2129419	37856
2129420	35984
2129421	34112
2129422	36972
2129424	35048
2129425	28652
2129426	36140
2129427	33540
2129428	35360
2129429	38168
2129432	32500
2129433	34008
2129434	33540
2129435	43004
2129437	
2129438	35672
2129439	33332
2129440	
2129441	34736
2129442	39676
2129443	33540
2129444	
2129445	42328
2129446	33904
2129447	39260
2129448	47320
2129449	48048
2129450	40248
2129451	43212
2129452	18824
2129453	41912
2129454	40872
2129455	33436
2129456	32344
2129457	45500
2129458	36712
2129459	44928
2129460	44720
2129461	43524
2129462	50544
2129463	40976
2129464	43368
2129465	43472
2129466	43004
2129467	40144
2129468	36920
2129469	42484
2129501	20072
2129502	
2129503	
2129504	21164
2129505	23868
2129506	25584
2129507	19760
2129508	24492
2129509	
2129510	25168
2129511	20072
2129512	22568
2129513	26832
2129514	21684
2129515	24648
2129516	22776
2129517	20852
2129518	22620
2129519	23244
2129520	26468
2129521	22412
2129522	22464
2129523	22412
2129524	24492
2129525	22776
2129526	25220
2129701	28080
2129702	29692
2129703	28392
2129704	26520
2129705	26572
2129706	23816
2129707	32344
2129708	22984
2129709	21840
2129710	24908
2129711	28392
2129712	27872
2129713	29328
2129714	29744
2129715	25220
2129716	21944
2129717	23608
2129718	22984
2129719	24596
2129720	
2129721	25116
2129722	24856
2129723	27716
2129724	26260
2129725	26572
2129726	25584
2129901	40456
2129902	42432
2129903	36712
2129904	38116
2129905	29016
2129906	33176
2129908	39104
2129909	38792
2129910	39520
2129911	36452
2129912	36348
2129913	33956
2129914	35932
2129915	23504
2129916	36764
2129917	35360
2129918	38584
2129919	37908
2129920	39884
2130001	31616
2130002	31928
2130003	27352
2130004	31668
2130005	31668
2130006	27820
2130007	23972
2130008	33020
2130009	32500
2130010	37596
2130013	40092
2130016	32500
2130017	26520
2130018	27924
2130019	30992
2130021	24908
2130022	29900
2130023	25792
2130024	27872
2130025	28184
2130026	24960
2130027	26624
2130028	27976
2130029	27508
2130030	26780
2130031	31096
2130032	23608
2130033	29952
2130034	32032
2130035	25740
2130036	
2130037	35100
2130038	25740
2130039	26780
2130040	28236
2130041	32552
2130042	32032
2130043	32864
2130044	40404
2130045	28600
2130046	34788
2130047	29328
2130048	37544
2130049	36608
2130050	33020
2130051	
2130052	38272
2130053	41652
2130054	34372
2130055	39988
2130056	27404
2130101	33956
2130102	37856
2130103	36920
2130104	35152
2130105	32708
2130108	31252
2130109	36088
2130110	25116
2130111	39000
2130113	37700
2130114	44408
2130115	34060
2130116	43264
2130117	47736
2130118	48152
2130119	48464
2130120	20176
2130121	38116
2130122	44096
2130123	45032
2130124	38688
2130125	42588
2130126	39364
2130127	36192
2130128	39884
2130129	45032
2130130	39780
2130131	30784
2130132	38116
2130133	39884
2130134	42848
2130135	34372
2130136	44616
2130137	39156
2130201	31980
2130202	27404
2130203	33904
2130204	33436
2130205	29172
2130206	29588
2130207	32032
2130208	31928
2130209	27040
2130210	27612
2130211	29900
2130212	31616
2130214	30524
2130215	29744
2130216	32448
2130217	29432
2130218	
2130219	29276
2130220	27508
2130221	25220
2130222	35776
2130223	29640
2130224	36660
2130225	34320
2130228	34632
2130229	33904
2130230	40560
2130231	42692
2130232	47112
2130233	39728
2130234	36712
2130235	37752
2130236	46384
2130237	41860
2130238	40508
2130239	35256
2130240	37700
2130241	39052
2130242	34268
2130243	33176
2130301	35568
2130302	30004
2130303	36920
2130305	32812
2130306	30472
2130307	36660
2130308	33072
2130309	30940
2130310	42848
2130311	35828
2130312	31668
2130313	36816
2130314	23972
2130315	48152
2130316	52364
2130317	50492
2130318	46072
2130319	47268
2130401	30108
2130402	33904
2130403	31304
2130404	32604
2130405	28912
2130406	32760
2130407	33384
2130408	35256
2130412	31616
2130413	38116
2130414	25116
2130416	36296
2130417	33124
2130418	34996
2130419	31980
2130420	35984
2130421	40924
2130422	44460
2130423	39260
2130424	42432
2130425	47112
2130426	30628
2130427	31980
2130428	36608
2130429	32760
2130430	42744
2130431	24648
2130432	32864
2130433	43784
2130434	29744
2130445	34476
2130501	34268
2130502	25688
2130503	31148
2130504	26624
2130505	29276
2130506	25012
2130507	30056
2130508	28964
2130509	24804
2130510	23556
2130511	28964
2130512	27144
2130513	28600
2130514	26312
2130515	28964
2130516	27716
2130517	22984
2130518	25116
2130519	25480
2130520	24388
2130521	25064
2130522	28080
2130523	24492
2130524	28392
2130525	28236
2130526	
2130527	33124
2130528	25792
2130529	29796
2130530	27820
2130531	27612
2130532	28964
2130533	32708
2130534	29328
2130535	30628
2130536	24804
2130537	28860
2130538	27196
2130539	28392
2130540	25636
2130541	30628
2130542	34164
2130544	30680
2130545	29120
2130546	27560
2130547	24232
2130548	28808
2130549	30888
2130550	34268
2130551	33904
2130601	37284
2130602	31876
2130603	34112
2130605	34996
2130606	35516
2130607	32240
2130608	31928
2130609	
2130611	41964
2130612	27924
2130614	32916
2130615	37440
2130616	42952
2130617	30836
2130618	44304
2130619	46592
2130620	41964
2130621	37960
2130622	36036
2130623	39468
2130624	45916
2130625	40404
2130626	35776
2130627	40664
2130628	43212
2130629	40560
2130630	36452
2130631	48048
2130801	35360
2130802	31616
2130803	31980
2130804	35256
2130805	36556
2130806	31720
2130807	
2130808	32916
2130809	31200
2130810	32292
2130811	34424
2130812	34216
2130813	34736
2130814	31928
2130815	28860
2130816	32396
2130817	38064
2130818	33072
2130819	39052
2130820	37284
2130821	33020
2130822	33124
2130901	39104
2130902	25584
2130903	28548
2130904	31200
2130905	24960
2130906	28600
2130907	26832
2130908	28860
2130909	21996
2130910	31148
2130911	28808
2130912	24596
2130913	30420
2130914	25532
2130915	24388
2130916	24336
2130917	24492
2130918	23608
2130919	35828
2130920	26468
2130921	23192
2130922	32136
2130923	28860
2130924	32760
2130925	26936
2130926	39312
2130927	22152
2130928	32760
2130929	24232
2130930	28704
2130931	
2130932	26884
2131001	25584
2131002	27352
2131003	25324
2131004	25064
2131005	27456
2131006	28132
2131007	25532
2131008	23504
2131009	24388
2131010	28600
2131011	34476
2131012	27456
2131013	24596
2131014	25584
2131015	31096
2131016	35152
2131017	21476
2131018	20852
2131019	25168
2131020	28080
2131021	19032
2131022	23244
2131023	23868
2131024	26104
2131025	21684
2131026	22256
2131027	
2131028	28132
2131029	5824
2131030	22932
2131101	24180
2131102	21580
2131103	20592
2131104	23140
2131105	21788
2131106	23296
2131107	22672
2131108	22152
2131109	19188
2131110	22984
2131111	21476
2131112	23296
2131113	23244
2131114	29172
2131116	45500
2131117	24076
2131118	20124
2131119	25584
2131120	27456
2131121	22932
2131122	23972
2131123	34476
2131124	24492
2131125	21112
2131126	23816
2131127	22568
2131128	23660
2131129	22516
2131130	23452
2131131	22152
2131132	22152
2131133	23556
2131134	21528
2131135	24804
2131136	26104
2131137	22568
2131138	24700
2131139	25324
2131140	22776
2131141	15964
2131142	27040
2131143	22932
2131144	30368
2131145	23764
2131146	27872
2131147	25636
2131148	23140
2131149	24492
2131150	23816
2131151	25740
2131152	22620
2131153	22516
2131154	22828
2131155	25012
2131156	26312
2131157	20852
2131158	23036
2131159	25532
2131160	22724
2131161	23036
2131162	22880
2131163	33176
2131164	39780
2131201	22152
2131202	24700
2131203	24804
2131204	26416
2131205	24960
2131206	25844
2131207	27508
2131208	24908
2131209	24076
2131210	27560
2131211	23452
2131212	29016
2131213	30784
2131214	28236
2131215	32760
2131216	22620
2131217	26260
2131218	24128
2131219	23088
2131220	25168
2131221	26728
2131222	30940
2131223	26728
2131224	22620
2131225	23036
2131226	24388
2131227	24960
2131228	24440
2131229	23660
2131230	22516
2131231	25272
2131232	21164
2131233	31928
2131234	23504
2131235	27144
2131236	25064
2131237	24648
2131238	24804
2131239	30056
2131240	
2131241	25740
2131242	24544
2131243	27040
2131244	24544
2131245	25636
2131246	30368
2131247	31200
2131248	26832
2131249	26208
2131250	29068
2131251	30420
2131252	26104
2131253	20540
2131254	24544
2131255	32396
2131301	37960
2131302	36348
2131303	36868
2131304	31460
2131305	31408
2131306	31200
2131307	33124
2131308	38220
2131309	24232
2131310	39208
2131311	36244
2131312	41288
2131313	38792
2131314	35464
2131315	31408
2131316	36140
2131317	32344
2131318	36764
2131319	34008
2131320	37856
2131321	36504
2131322	41756
2131323	39260
2131324	39520
2131325	29276
2131326	35100
2131401	25584
2131404	31096
2131405	34788
2131406	23036
2131407	33332
2131408	33124
2131409	32344
2131410	34008
2131411	23764
2131412	23868
2131413	31512
2131414	30836
2131415	24544
2131416	22464
2131417	24336
2131418	27144
2131419	26572
2131420	25012
2131421	21944
2131422	24804
2131423	
2131424	
2131425	25584
2131426	27716
2131427	29120
2131428	27404
2131429	25116
2131430	25272
2131431	24180
2131432	23764
2131433	24388
2131434	21996
2131435	22256
2131436	28444
2131437	25064
2131438	23660
2131439	27092
2131440	23816
2131441	25272
2131442	27768
2131443	28132
2131444	29328
2131445	24232
2131446	26728
2131447	46228
2131448	33904
2131449	42484
2131450	36972
2131451	38584
2131452	38948
2131453	45760
2131454	42536
2131455	45032
2131456	40820
2131457	38792
2131458	41444
2131459	11700
2131460	41912
2131461	35360
2131601	27352
2131602	23296
2131603	27716
2131604	27560
2131605	24128
2131606	24336
2131607	25428
2131608	30264
2131609	25636
2131610	30732
2131611	28340
2131612	25636
2131613	24076
2131614	25636
2131615	31356
2131616	24336
2131617	23140
2131618	
2131701	20956
2131702	21008
2131703	22724
2131704	19292
2131705	20488
2131706	19032
2131707	19812
2131708	21840
2131709	21424
2131710	21996
2131711	20072
2131712	19760
2131713	23452
2131714	21112
2131715	19188
2131716	22412
2131717	20280
2131718	21424
2131719	20384
2131720	20228
2131721	18096
2131722	23036
2131723	19500
2131724	19656
2131725	20696
2131726	18564
2131727	19500
2131728	17992
2131729	20124
2131730	19864
2131731	
2131732	20228
2131733	
2131734	23452
2131735	20592
2131736	22828
2131737	21008
2131738	19604
2131739	24076
2131740	22828
2131741	22308
2131742	23712
2131743	22204
2131744	
2131745	30472
2131746	25116
2131747	26936
2131748	25844
2131749	19656
2131801	21632
2131802	23660
2131803	26364
2131804	23296
2131805	22880
2131806	25324
2131807	23296
2131808	25428
2131809	24960
2131810	21684
2131811	22880
2131812	32084
2131813	23504
2131814	22308
2131815	23140
2131816	22672
2131817	21684
2131818	24700
2131819	24388
2131820	22204
2131821	23452
2131822	22724
2131823	23296
2131824	22100
2131825	19448
2131826	24284
2131901	32396
2131902	38012
2131903	37232
2131904	39104
2131905	44772
2131906	36868
2131907	36400
2131908	45500
2131909	40820
2131910	31928
2131911	34112
2131912	35984
2131913	29120
2131914	34528
2131915	44564
2131916	34320
2131917	26208
2131918	38584
2131919	36244
2131920	24180
2131921	24440
2131922	22828
2131923	27508
2131924	29640
2131925	27768
2131926	42224
2131927	32968
2131928	25064
2131929	39728
2131930	44876
2131932	36504
2131933	36452
2131934	40560
2131935	37544
