SA1_7DIGITCODE_2016	PrivateDwelling	persons
3144807	0	59
3144807	1	508
3144808	0	19
3144808	1	228
3144809	0	9
3144809	1	465
3144810	0	80
3144810	1	479
3144811	0	19
3144811	1	195
3144812	0	3
3144812	1	355
3144813	0	34
3144813	1	181
3144814	0	50
3144814	1	337
3144815	0	11
3144815	1	248
3144816	0	20
3144816	1	558
3144818	0	48
3144818	1	348
3144819	0	35
3144819	1	550
3144820	0	18
3144820	1	352
3144901	0	4
3144901	1	287
3144902	0	19
3144902	1	236
3144903	0	14
3144903	1	580
3144904	0	17
3144904	1	407
3144905	0	12
3144905	1	426
3144906	0	8
3144906	1	299
3144907	0	55
3144907	1	462
3144908	0	12
3144908	1	461
3144909	0	10
3144909	1	579
3144910	0	14
3144910	1	385
3144911	0	8
3144911	1	176
3144912	0	22
3144912	1	396
3144913	0	13
3144913	1	217
3144915	0	15
3144915	1	539
3144916	0	20
3144916	1	601
3145001	0	11
3145001	1	315
3145002	0	10
3145002	1	262
3145004	0	27
3145004	1	520
3145006	0	6
3145006	1	356
3145008	0	21
3145008	1	462
3145009	0	10
3145009	1	250
3145010	0	7
3145010	1	367
3145011	0	35
3145011	1	484
3145012	0	13
3145012	1	211
3145013	0	17
3145013	1	399
3145014	0	22
3145014	1	324
3145015	0	34
3145015	1	324
3145016	0	12
3145016	1	537
3145017	0	20
3145017	1	353
3145018	0	8
3145018	1	263
3145019	0	14
3145019	1	372
3145020	0	4
3145020	1	242
3145021	0	7
3145021	1	469
3145023	0	105
3145023	1	217
3145024	0	9
3145024	1	358
3145025	0	15
3145025	1	464
3145026	0	16
3145026	1	382
3145027	0	27
3145027	1	645
3145028	0	7
3145028	1	327
3145029	0	29
3145029	1	299
3145030	0	14
3145030	1	636
3145031	0	4
3145031	1	289
3145032	0	4
3145032	1	376
3145033	0	4
3145033	1	452
3145034	0	5
3145034	1	292
3145035	0	13
3145035	1	312
3145036	0	24
3145036	1	730
3145101	0	23
3145101	1	237
3145102	0	12
3145102	1	178
3145103	0	5
3145103	1	297
3145104	0	39
3145104	1	255
3145105	0	13
3145105	1	303
3145106	0	8
3145106	1	423
3145107	0	5
3145107	1	212
3145108	0	17
3145108	1	303
3145109	0	30
3145109	1	607
3145110	0	13
3145110	1	165
3145111	0	13
3145111	1	270
3145112	0	8
3145112	1	211
3145113	1	302
3145114	0	17
3145114	1	397
3145115	1	383
3145116	0	32
3145116	1	313
3145117	0	41
3145117	1	478
3145118	0	20
3145118	1	223
3145119	0	14
3145119	1	145
3145120	0	13
3145120	1	368
3145121	0	13
3145121	1	361
3145122	0	43
3145122	1	459
3145123	0	13
3145123	1	258
3145124	0	65
3145124	1	327
3145125	0	14
3145125	1	288
3145126	0	19
3145126	1	205
3145128	0	18
3145128	1	205
3145129	0	19
3145129	1	184
3145130	0	36
3145130	1	218
3145131	0	10
3145131	1	165
3145132	0	64
3145132	1	802
3145133	0	35
3145133	1	295
3145134	0	13
3145134	1	252
3145135	0	22
3145135	1	323
3145201	0	228
3145201	1	273
3145203	0	6
3145203	1	401
3145204	0	4
3145204	1	302
3145205	0	3
3145205	1	300
3145206	0	14
3145206	1	447
3145207	0	7
3145207	1	469
3145208	0	3
3145208	1	331
3145209	0	9
3145209	1	339
3145210	0	3
3145210	1	222
3145211	0	11
3145211	1	297
3145212	0	23
3145212	1	382
3145213	0	5
3145213	1	382
3145214	0	8
3145214	1	356
3145215	1	336
3145216	0	170
3145216	1	246
3145217	0	18
3145217	1	371
3145218	1	335
3145219	0	16
3145219	1	616
3145301	0	7
3145301	1	278
3145302	0	33
3145302	1	312
3145303	0	5
3145303	1	469
3145304	0	17
3145304	1	311
3145305	0	79
3145305	1	345
3145306	0	54
3145306	1	412
3145307	0	12
3145307	1	219
3145308	0	24
3145308	1	343
3145309	0	173
3145309	1	352
3145310	0	11
3145310	1	380
3145311	0	13
3145311	1	252
3145312	0	17
3145312	1	288
3145313	0	13
3145313	1	363
3145314	0	9
3145314	1	236
3145315	0	45
3145315	1	356
3145316	0	50
3145316	1	493
3145317	0	29
3145317	1	531
3145318	0	20
3145318	1	305
3145319	0	28
3145319	1	231
3145320	0	46
3145320	1	508
3145321	0	37
3145321	1	369
3145322	0	20
3145322	1	283
3145323	0	62
3145323	1	373
3145324	0	33
3145324	1	373
3145325	0	18
3145325	1	258
3145401	0	14
3145401	1	262
3145402	0	17
3145402	1	150
3145403	0	8
3145403	1	203
3145404	0	29
3145404	1	381
3145405	0	56
3145405	1	480
3145406	0	46
3145406	1	383
3145407	0	16
3145407	1	468
3145408	0	44
3145408	1	527
3145409	0	48
3145409	1	394
3145410	0	16
3145410	1	418
3145411	0	15
3145411	1	371
3145412	0	23
3145412	1	328
3145413	0	11
3145413	1	349
3145414	0	193
3145414	1	208
3145415	0	29
3145415	1	205
3145501	0	31
3145501	1	448
3145502	0	17
3145502	1	600
3145503	0	101
3145503	1	221
3145504	1	322
3145505	0	3
3145505	1	333
3145506	0	13
3145506	1	277
3145507	0	11
3145507	1	453
3145508	0	25
3145508	1	250
3145509	0	30
3145509	1	427
3145510	0	18
3145510	1	472
3145511	0	4
3145511	1	236
3145512	0	15
3145512	1	472
3145513	0	21
3145513	1	352
3145514	0	3
3145514	1	251
3145515	0	12
3145515	1	263
3145516	0	5
3145516	1	363
3145517	0	5
3145517	1	308
3145518	0	116
3145518	1	386
3145519	0	5
3145519	1	321
3145520	0	12
3145520	1	402
3145521	1	13
3145522	0	11
3145522	1	279
3145523	0	7
3145523	1	237
3145601	0	38
3145601	1	353
3145602	0	70
3145602	1	313
3145603	0	32
3145603	1	280
3145604	0	104
3145604	1	332
3145605	0	285
3145605	1	98
3145606	0	107
3145606	1	221
3145607	0	54
3145607	1	375
3145608	0	6
3145608	1	328
3145609	0	3
3145609	1	381
3145610	0	21
3145610	1	329
3145611	0	3
3145611	1	446
3145612	0	18
3145612	1	252
3145613	0	5
3145613	1	329
3145614	0	11
3145614	1	291
3145615	0	13
3145615	1	274
3145616	0	13
3145616	1	252
3145617	0	37
3145617	1	263
3145618	0	25
3145618	1	471
3145619	0	14
3145619	1	367
3145620	0	12
3145620	1	393
3145621	0	10
3145621	1	285
3145622	0	17
3145622	1	549
3145623	0	4
3145623	1	370
3145624	0	43
3145624	1	436
3145625	0	65
3145625	1	433
3145626	0	45
3145626	1	358
3145627	0	33
3145627	1	265
3145628	0	79
3145628	1	329
3145629	0	111
3145629	1	309
3145630	0	28
3145630	1	362
3145631	0	16
3145631	1	249
3145632	0	7
3145632	1	284
3145633	0	41
3145633	1	352
3145634	0	23
3145634	1	417
3145635	0	21
3145635	1	304
3145636	0	76
3145636	1	113
3145637	0	407
3145637	1	129
3145701	0	36
3145701	1	495
3145702	0	14
3145702	1	418
3145703	0	51
3145703	1	274
3145704	0	4
3145704	1	278
3145705	0	7
3145705	1	341
3145706	0	25
3145706	1	431
3145707	0	4
3145707	1	210
3145708	0	23
3145708	1	301
3145709	0	15
3145709	1	301
3145710	0	131
3145710	1	333
3145711	0	27
3145711	1	190
3145712	0	60
3145712	1	342
3145713	0	98
3145713	1	323
3145714	0	10
3145714	1	277
3145715	0	498
3145715	1	120
3145716	0	29
3145716	1	310
3145717	0	26
3145717	1	360
3145718	0	67
3145718	1	409
3145719	0	23
3145719	1	305
3145720	0	4
3145720	1	299
3145721	0	85
3145721	1	221
3145722	0	27
3145722	1	476
3145723	0	38
3145723	1	420
3145724	0	11
3145724	1	292
3145725	0	24
3145725	1	542
3145726	0	3
3145726	1	19
3145727	0	147
3145727	1	342
3145728	0	194
3145728	1	82
3145801	0	3
3145801	1	328
3145803	0	9
3145803	1	188
3145804	0	4
3145804	1	275
3145805	0	20
3145805	1	408
3145806	0	89
3145806	1	823
3145808	0	12
3145808	1	405
3145809	0	4
3145809	1	334
3145810	0	12
3145810	1	405
3145811	0	35
3145811	1	525
3145812	0	76
3145812	1	1130
3145813	0	13
3145813	1	330
3145816	0	19
3145816	1	395
3145817	0	34
3145817	1	243
3145818	0	20
3145818	1	217
3145819	0	29
3145819	1	359
3145820	0	17
3145820	1	264
3145821	0	6
3145821	1	195
3145822	0	8
3145822	1	272
3145823	0	3
3145823	1	253
3145824	0	38
3145824	1	702
3145825	0	7
3145825	1	264
3145826	0	8
3145826	1	274
3145827	1	4
3145828	0	13
3145828	1	231
3145829	0	26
3145829	1	452
3145830	0	9
3145830	1	251
3145831	0	34
3145831	1	444
3145832	0	15
3145832	1	402
3145833	0	14
3145833	1	370
3145834	0	23
3145834	1	443
3145835	1	316
3145836	0	142
3145836	1	383
3145837	0	17
3145837	1	119
3145901	0	111
3145901	1	211
3145902	0	9
3145902	1	257
3145903	1	217
3145904	0	7
3145904	1	249
3145905	0	25
3145905	1	309
3145906	0	8
3145906	1	372
3145907	0	15
3145907	1	306
3145908	0	67
3145908	1	307
3145909	0	23
3145909	1	296
3145910	0	14
3145910	1	283
3145911	0	16
3145911	1	244
3145912	0	23
3145912	1	437
3145913	0	6
3145913	1	264
3145914	0	34
3145914	1	353
3145915	0	3
3145915	1	226
3145917	0	26
3145917	1	294
3145918	0	10
3145918	1	495
3145919	0	12
3145919	1	209
3145920	0	20
3145920	1	323
3145921	0	42
3145921	1	510
3145922	0	92
3145922	1	3
3145923	0	47
3145923	1	490
3145924	0	29
3145924	1	440
3145925	0	101
3145925	1	464
3145926	0	15
3145926	1	366
3145927	0	22
3145927	1	278
3145928	1	7
3145929	0	4
3145929	1	219
3145930	0	6
3145930	1	300
3145931	0	28
3145931	1	509
3145932	0	13
3145932	1	318
3145933	0	21
3145933	1	307
3145934	0	28
3145934	1	408
3145935	0	16
3145935	1	535
3145936	0	12
3145936	1	361
3145937	0	23
3145937	1	359
3145938	0	34
3145938	1	443
3145939	0	42
3145939	1	225
3146001	0	25
3146001	1	329
3146002	0	15
3146002	1	294
3146003	0	42
3146003	1	456
3146004	0	55
3146004	1	473
3146006	0	88
3146006	1	497
3146007	0	21
3146007	1	234
3146008	0	11
3146008	1	208
3146009	0	132
3146009	1	422
3146010	0	10
3146010	1	306
3146011	0	26
3146011	1	454
3146012	0	17
3146012	1	408
3146013	0	106
3146013	1	270
3146014	0	9
3146014	1	348
3146015	0	46
3146015	1	357
3146016	0	17
3146016	1	530
3146017	0	40
3146017	1	553
3146018	0	34
3146018	1	364
3146019	0	13
3146019	1	320
3146020	0	3
3146020	1	193
3146021	0	8
3146021	1	318
3146022	0	10
3146022	1	260
3146023	0	24
3146023	1	166
3146024	0	89
3146024	1	236
3146025	0	33
3146025	1	305
3146101	0	45
3146101	1	396
3146102	0	52
3146102	1	422
3146103	0	18
3146103	1	223
3146104	0	22
3146104	1	514
3146105	0	16
3146105	1	191
3146106	0	22
3146106	1	424
3146107	0	82
3146107	1	327
3146108	0	5
3146108	1	251
3146109	0	14
3146109	1	329
3146110	0	15
3146110	1	251
3146111	0	23
3146111	1	184
3146112	0	16
3146112	1	298
3146113	0	30
3146113	1	362
3146114	0	35
3146114	1	179
3146115	0	13
3146115	1	252
3146116	0	120
3146116	1	212
3146117	0	6
3146117	1	212
3146118	0	35
3146118	1	235
3146119	0	27
3146119	1	319
3146120	0	44
3146120	1	300
3146121	0	7
3146121	1	226
3146122	0	46
3146122	1	195
3146123	0	29
3146123	1	290
3146124	0	98
3146124	1	238
3146125	0	81
3146125	1	445
3146201	0	177
3146201	1	307
3146202	0	6
3146202	1	196
3146203	0	34
3146203	1	363
3146204	0	27
3146204	1	221
3146205	0	76
3146205	1	339
3146206	0	12
3146206	1	106
3146207	0	287
3146207	1	460
3146208	0	38
3146208	1	459
3146209	0	79
3146209	1	359
3146210	0	26
3146210	1	215
3146211	0	186
3146211	1	84
3146212	0	21
3146212	1	231
3146213	0	211
3146213	1	241
3146214	0	16
3146214	1	193
3146215	0	20
3146215	1	326
3146216	0	14
3146216	1	254
3146217	0	85
3146217	1	261
3146218	0	144
3146218	1	360
3146219	0	49
3146219	1	277
3146220	0	224
3146220	1	211
3146221	0	47
3146221	1	377
3146222	0	21
3146222	1	315
3146223	0	8
3146223	1	124
3146224	0	59
3146224	1	431
3146302	0	37
3146302	1	183
3146303	0	101
3146303	1	382
3146304	0	41
3146304	1	202
3146305	0	56
3146305	1	573
3146306	0	74
3146306	1	355
3146307	0	34
3146307	1	185
3146308	0	143
3146308	1	295
3146309	0	98
3146309	1	176
3146310	0	101
3146310	1	230
3146311	0	35
3146311	1	422
3146312	0	129
3146312	1	127
3146313	0	67
3146313	1	133
3146401	0	41
3146401	1	257
3146402	0	19
3146402	1	354
3146403	0	29
3146403	1	380
3146404	0	34
3146404	1	328
3146405	0	79
3146405	1	463
3146406	0	5
3146406	1	214
3146407	0	75
3146407	1	324
3146408	0	14
3146408	1	310
3146409	0	18
3146409	1	457
3146410	0	52
3146410	1	227
3146411	0	165
3146411	1	268
3146412	0	47
3146412	1	77
3146413	0	4
3146413	1	64
3146414	0	63
3146414	1	196
3146501	0	43
3146501	1	236
3146502	0	82
3146502	1	320
3146503	0	9
3146503	1	227
3146504	0	30
3146504	1	360
3146505	0	297
3146505	1	353
3146506	0	116
3146506	1	274
3146507	0	5
3146507	1	306
3146508	0	39
3146508	1	301
3146509	0	10
3146509	1	196
3146510	0	25
3146510	1	369
3146511	0	8
3146511	1	3
3146512	0	8
3146512	1	267
3146513	0	39
3146513	1	302
3146514	0	18
3146514	1	263
3146515	0	34
3146515	1	491
3146516	0	63
3146516	1	398
3146517	0	186
3146517	1	289
3146518	0	13
3146518	1	301
3146519	0	36
3146519	1	232
3146520	0	20
3146520	1	366
3146601	0	159
3146601	1	2349
3146701	0	14
3146701	1	423
3146702	0	29
3146702	1	248
3146704	0	8
3146704	1	340
3146705	0	53
3146705	1	426
3146706	0	16
3146706	1	410
3146707	0	7
3146707	1	312
3146708	0	29
3146708	1	457
3146709	0	13
3146709	1	163
3146710	0	4
3146710	1	345
3146711	0	108
3146711	1	253
3146712	0	15
3146712	1	259
3146713	0	51
3146713	1	301
3146715	0	18
3146715	1	219
3146716	0	23
3146716	1	110
3146717	0	19
3146717	1	242
3146801	0	10
3146801	1	413
3146802	0	11
3146802	1	219
3146803	0	229
3146804	0	14
3146804	1	258
3146805	0	17
3146805	1	198
3146806	0	9
3146806	1	239
3146807	0	5
3146807	1	260
3146808	0	4
3146808	1	319
3146810	0	3
3146810	1	310
3146811	0	1675
3146811	1	6
3146812	0	16
3146812	1	444
3146813	0	12
3146813	1	242
3146815	0	7
3146815	1	425
3146816	0	4
3146816	1	276
3146817	0	20
3146817	1	349
3146818	0	3
3146818	1	317
3146819	1	271
3146820	0	7
3146820	1	435
3146821	0	5
3146821	1	215
3146822	0	4
3146822	1	416
3146823	1	246
3146824	0	16
3146824	1	398
3146825	0	6
3146825	1	253
3146826	0	3
3146826	1	201
3146827	0	19
3146827	1	406
3146828	0	14
3146828	1	415
3146829	0	4
3146829	1	448
3146901	0	9
3146901	1	329
3146902	0	41
3146902	1	291
3146903	0	33
3146903	1	383
3146904	0	309
3146904	1	403
3146905	0	128
3146905	1	429
3146906	0	23
3146906	1	352
3146907	0	14
3146907	1	390
3146908	0	126
3146908	1	6
3146909	0	12
3146909	1	256
3147001	0	9
3147001	1	298
3147002	0	12
3147002	1	346
3147003	0	12
3147003	1	548
3147004	0	9
3147004	1	400
3147007	0	6
3147007	1	208
3147008	0	15
3147008	1	383
3147012	0	5
3147012	1	397
3147013	0	9
3147013	1	297
3147014	0	4
3147014	1	451
3147015	0	91
3147015	1	388
3147016	0	15
3147016	1	481
3147017	0	11
3147017	1	667
3147018	0	20
3147018	1	383
3147019	0	26
3147019	1	343
3147020	0	7
3147020	1	347
3147021	0	13
3147021	1	472
3147022	0	4
3147022	1	394
3147101	0	32
3147101	1	470
3147102	0	25
3147102	1	456
3147103	0	36
3147103	1	700
3147104	0	31
3147104	1	309
3147105	0	15
3147105	1	199
3147106	0	18
3147106	1	313
3147107	0	18
3147107	1	315
3147108	0	19
3147108	1	189
3147109	0	38
3147109	1	343
3147110	0	16
3147110	1	260
3147111	0	35
3147111	1	451
3147112	0	5
3147112	1	528
3147113	0	10
3147113	1	386
3147114	0	25
3147114	1	441
3147115	0	140
3147115	1	303
3147117	1	290
3147118	0	21
3147118	1	419
3147119	0	124
3147119	1	42
3147120	0	16
3147120	1	328
3147121	0	20
3147121	1	428
3147122	0	14
3147122	1	146
3147123	0	29
3147123	1	452
3147125	0	6
3147125	1	283
3147126	0	54
3147126	1	191
3147127	0	14
3147127	1	274
3147128	0	25
3147128	1	186
3147129	0	18
3147129	1	343
3147130	0	9
3147130	1	536
3147131	1	106
3147201	0	20
3147201	1	421
3147202	0	34
3147202	1	382
3147203	0	28
3147203	1	419
3147204	0	25
3147204	1	275
3147205	0	9
3147205	1	217
3147206	0	8
3147206	1	218
3147207	0	22
3147207	1	435
3147208	0	12
3147208	1	298
3147209	0	29
3147209	1	371
3147210	0	38
3147210	1	375
3147211	0	22
3147211	1	256
3147212	0	13
3147212	1	238
3147213	0	22
3147213	1	382
3147214	0	19
3147214	1	527
3147215	0	13
3147215	1	299
3147216	0	20
3147216	1	373
3147301	0	3
3147301	1	622
3147302	0	13
3147302	1	636
3147304	0	8
3147304	1	474
3147305	0	28
3147305	1	537
3147306	0	23
3147306	1	517
3147309	0	28
3147309	1	503
3147310	0	12
3147310	1	244
3147311	0	52
3147311	1	397
3147313	0	64
3147313	1	793
3147314	0	41
3147314	1	443
3147316	0	3
3147316	1	381
3147317	1	26
3147318	0	32
3147318	1	408
3147319	0	31
3147319	1	327
3147321	0	5
3147321	1	270
3147322	0	9
3147322	1	414
3147323	0	27
3147323	1	429
3147324	0	3
3147324	1	249
3147325	0	36
3147325	1	410
3147326	0	86
3147326	1	390
3147327	0	16
3147327	1	215
3147328	0	25
3147328	1	441
3147329	0	31
3147329	1	508
3147331	0	32
3147331	1	502
3147332	0	12
3147332	1	367
3147333	0	30
3147333	1	312
3147334	0	79
3147334	1	1583
3147335	1	94
3147336	0	25
3147336	1	326
3147337	0	11
3147337	1	336
3147338	0	27
3147338	1	301
3147339	1	222
3147340	0	26
3147340	1	571
3147341	0	18
3147341	1	481
3147342	0	11
3147342	1	683
3147343	0	13
3147343	1	386
3147344	0	16
3147344	1	413
3147345	0	19
3147345	1	444
3147346	0	89
3147346	1	1338
3147347	1	455
3147348	0	32
3147348	1	858
3147349	0	3
3147349	1	227
3147350	0	12
3147350	1	304
3147351	0	42
3147351	1	456
3147352	0	15
3147352	1	421
3147401	0	9
3147401	1	198
3147402	0	31
3147402	1	490
3147403	0	18
3147403	1	428
3147404	1	240
3147405	0	23
3147405	1	405
3147406	0	12
3147406	1	639
3147407	0	4
3147407	1	266
3147408	0	19
3147408	1	695
3147409	0	62
3147409	1	831
3147410	0	11
3147410	1	334
3147411	0	1255
3147411	1	5
3147412	0	25
3147412	1	836
3147413	0	714
3147414	0	18
3147414	1	495
3147415	1	89
3147416	0	13
3147416	1	325
3147501	0	71
3147501	1	400
3147502	0	82
3147502	1	255
3147503	0	45
3147503	1	418
3147504	0	30
3147504	1	323
3147505	0	46
3147505	1	412
3147506	0	63
3147506	1	404
3147507	0	53
3147507	1	283
3147508	0	32
3147508	1	226
3147509	0	47
3147509	1	233
3147510	0	231
3147510	1	30
3147511	0	47
3147511	1	272
3147512	0	29
3147512	1	432
3147513	0	85
3147513	1	441
3147514	0	159
3147515	0	104
3147515	1	393
3147516	0	51
3147516	1	488
3147517	0	46
3147517	1	407
3147601	0	11
3147601	1	322
3147602	0	20
3147602	1	321
3147603	0	24
3147603	1	371
3147604	0	9
3147604	1	512
3147605	0	12
3147605	1	354
3147606	0	18
3147606	1	268
3147607	0	27
3147607	1	457
3147608	0	8
3147608	1	303
3147609	0	14
3147609	1	284
3147610	0	12
3147610	1	282
3147611	0	5
3147611	1	226
3147612	0	34
3147612	1	403
3147613	0	15
3147613	1	444
3147614	0	22
3147614	1	401
3147615	0	10
3147615	1	201
3147616	0	3
3147616	1	296
3147617	0	3
3147617	1	273
3147618	0	130
3147618	1	443
3147619	0	33
3147619	1	446
3147620	0	20
3147620	1	294
3147621	0	19
3147621	1	378
3147701	0	19
3147701	1	425
3147702	0	7
3147702	1	242
3147703	0	27
3147703	1	483
3147704	0	19
3147704	1	324
3147705	0	24
3147705	1	380
3147706	0	30
3147706	1	397
3147707	0	11
3147707	1	297
3147708	0	6
3147708	1	363
3147709	0	20
3147709	1	322
3147710	0	21
3147710	1	267
3147711	0	20
3147711	1	261
3147801	0	72
3147801	1	235
3147802	1	237
3147803	0	82
3147803	1	226
3147804	0	38
3147804	1	363
3147805	0	94
3147805	1	381
3147806	0	19
3147806	1	174
3147807	0	9
3147807	1	94
3147808	0	66
3147808	1	345
3147809	0	23
3147809	1	248
3147810	0	9
3147810	1	308
3147811	0	19
3147811	1	333
3147812	0	42
3147812	1	576
3147813	0	21
3147813	1	407
3147814	0	25
3147814	1	337
3147815	0	48
3147815	1	373
3147901	0	292
3147901	1	310
3147902	0	22
3147902	1	242
3147903	0	15
3147903	1	426
3147904	0	14
3147904	1	316
3147905	0	21
3147905	1	460
3147906	0	8
3147906	1	441
3147907	0	15
3147907	1	318
3147908	0	12
3147908	1	232
3147909	0	29
3147909	1	509
3147912	0	17
3147912	1	311
3147914	0	39
3147914	1	375
3147915	0	71
3147915	1	269
3148001	0	51
3148001	1	334
3148003	0	67
3148003	1	1003
3148004	0	22
3148004	1	532
3148005	0	15
3148005	1	259
3148006	0	9
3148006	1	77
3148007	0	13
3148007	1	183
3148008	0	20
3148008	1	283
3148009	0	34
3148009	1	388
3148011	0	22
3148011	1	544
3148012	0	17
3148012	1	513
3148013	0	85
3148013	1	397
3148014	0	41
3148014	1	518
3148015	0	23
3148015	1	369
3148016	0	19
3148016	1	432
3148017	0	57
3148017	1	435
3148018	0	24
3148018	1	427
3148019	0	37
3148019	1	288
3148021	0	36
3148021	1	354
3148022	0	10
3148022	1	369
3148023	0	15
3148023	1	292
3148024	0	7
3148024	1	178
3148025	0	25
3148025	1	302
3148026	0	21
3148026	1	333
3148027	0	3
3148027	1	216
3148028	0	11
3148028	1	357
3148029	0	10
3148029	1	307
3148101	0	17
3148101	1	334
3148102	0	29
3148102	1	420
3148103	0	23
3148103	1	432
3148104	0	10
3148104	1	380
3148105	0	6
3148105	1	455
3148106	0	15
3148106	1	290
3148107	0	7
3148107	1	218
3148108	0	5
3148108	1	416
3148109	0	37
3148109	1	273
3148110	0	11
3148110	1	241
3148111	0	17
3148111	1	222
3148112	0	15
3148112	1	376
3148113	0	9
3148113	1	267
3148114	0	4
3148114	1	259
3148115	0	4
3148115	1	223
3148116	0	15
3148116	1	235
3148117	0	6
3148117	1	286
3148118	0	126
3148118	1	350
3148119	0	9
3148119	1	290
3148120	1	161
3148121	0	4
3148121	1	234
3148122	0	29
3148122	1	212
3148123	0	25
3148123	1	186
3148124	0	76
3148124	1	446
3148201	0	6
3148201	1	282
3148202	0	11
3148202	1	290
3148203	0	14
3148203	1	496
3148204	1	219
3148205	0	6
3148205	1	294
3148206	0	20
3148206	1	338
3148207	0	8
3148207	1	566
3148208	0	14
3148208	1	421
3148209	0	16
3148209	1	192
3148211	0	12
3148211	1	327
3148212	0	112
3148212	1	185
3148213	0	27
3148213	1	176
3148214	0	52
3148214	1	425
3148215	0	21
3148215	1	310
3148217	0	4
3148217	1	277
3148218	0	15
3148218	1	262
3148219	0	4
3148219	1	281
3148220	0	11
3148220	1	238
3148221	0	8
3148221	1	255
3148222	0	26
3148222	1	319
3148223	0	20
3148223	1	422
3148224	0	14
3148224	1	262
3148225	0	11
3148225	1	426
3148226	0	10
3148226	1	358
3148227	0	12
3148227	1	253
3148228	0	12
3148228	1	255
3148229	1	151
3148230	0	11
3148230	1	145
3148231	0	9
3148231	1	294
3148232	0	16
3148232	1	627
3148233	0	12
3148233	1	312
3148234	0	9
3148234	1	163
3148235	0	22
3148235	1	368
3148236	0	11
3148236	1	345
3148237	0	17
3148237	1	313
3148238	0	24
3148238	1	288
3148239	0	11
3148239	1	396
3148240	0	11
3148240	1	278
3148241	0	19
3148241	1	459
3148242	0	27
3148242	1	566
3148243	0	51
3148243	1	395
3148244	0	19
3148244	1	329
3148245	0	20
3148245	1	243
3148247	0	35
3148247	1	388
3148248	0	9
3148248	1	276
3148301	0	173
3148301	1	296
3148302	0	36
3148302	1	348
3148304	0	63
3148304	1	275
3148305	0	8
3148305	1	28
3148306	0	194
3148306	1	403
3148308	0	162
3148308	1	220
3148310	0	33
3148310	1	233
3148311	0	408
3148311	1	106
3148312	0	21
3148312	1	96
3148401	0	42
3148401	1	403
3148402	0	25
3148402	1	549
3148403	0	12
3148403	1	395
3148404	0	22
3148404	1	323
3148405	0	16
3148405	1	315
3148408	0	39
3148408	1	349
3148410	0	49
3148410	1	627
3148411	0	7
3148411	1	481
3148412	0	4
3148412	1	267
3148413	0	6
3148413	1	460
3148415	0	18
3148415	1	277
3148416	0	217
3148416	1	376
3148418	0	8
3148418	1	346
3148419	0	3
3148419	1	290
3148420	0	15
3148420	1	346
3148422	0	25
3148422	1	405
3148423	0	31
3148423	1	1090
3148424	0	25
3148424	1	671
3148425	0	12
3148425	1	664
3148501	0	5
3148501	1	192
3148502	0	9
3148502	1	314
3148503	0	23
3148503	1	339
3148504	0	180
3148504	1	331
3148505	0	14
3148505	1	354
3148506	0	15
3148506	1	219
3148507	0	170
3148507	1	375
3148508	0	12
3148508	1	301
3148509	0	33
3148509	1	232
3148510	0	5
