SA1_7DIGITCODE_2016	AgeStudent	students
1102404	15-19	17
1102404	20-24	10
1102404	25+	14
1102405	5-14	25
1102405	15-19	18
1102405	25+	3
1102406	5-14	24
1102406	15-19	16
1102406	20-24	4
1102407	5-14	23
1102407	15-19	11
1102407	20-24	3
1102407	25+	5
1102408	5-14	26
1102408	15-19	6
1102408	20-24	3
1102408	25+	9
1102409	5-14	8
1102409	15-19	9
1102409	25+	3
1102410	0-4	4
1102410	5-14	19
1102410	15-19	10
1102410	25+	7
1102411	5-14	22
1102411	15-19	10
1102412	5-14	32
1102412	15-19	16
1102412	20-24	5
1102412	25+	10
1102502	0-4	4
1102502	5-14	28
1102502	15-19	7
1102502	20-24	3
1102502	25+	8
1102503	5-14	5
1102503	15-19	3
1102503	25+	5
1102504	0-4	6
1102504	5-14	12
1102504	15-19	3
1102504	20-24	3
1102504	25+	7
1102505	5-14	10
1102505	15-19	10
1102505	25+	3
1102506	5-14	27
1102506	15-19	4
1102506	20-24	7
1102506	25+	10
1102507	0-4	3
1102507	5-14	16
1102507	15-19	5
1102507	20-24	3
1102507	25+	5
1102508	0-4	3
1102508	5-14	44
1102508	15-19	8
1102508	25+	4
1102509	5-14	26
1102509	15-19	6
1102509	25+	3
1102510	0-4	7
1102510	5-14	29
1102510	15-19	12
1102510	25+	7
1102511	5-14	35
1102511	15-19	9
1102511	25+	4
1102512	0-4	4
1102512	5-14	42
1102512	15-19	12
1102512	20-24	9
1102512	25+	10
1102513	0-4	10
1102513	5-14	64
1102513	15-19	26
1102513	20-24	3
1102513	25+	8
1102514	5-14	29
1102514	15-19	5
1102514	20-24	3
1102514	25+	3
1102516	0-4	3
1102516	5-14	42
1102516	15-19	10
1102516	20-24	3
1102516	25+	4
1102517	5-14	43
1102517	15-19	19
1102517	25+	5
1102518	0-4	10
1102518	5-14	70
1102518	15-19	19
1102518	25+	11
1102519	0-4	4
1102519	5-14	18
1102519	15-19	14
1102519	25+	4
1102520	0-4	3
1102520	5-14	39
1102520	15-19	10
1102520	20-24	7
1102520	25+	11
1102521	5-14	21
1102521	15-19	11
1102521	20-24	4
1102521	25+	9
1102522	5-14	30
1102522	15-19	16
1102522	25+	5
1102523	0-4	7
1102523	5-14	20
1102523	15-19	8
1102524	0-4	5
1102524	5-14	40
1102524	15-19	11
1102524	25+	3
1102525	0-4	3
1102525	5-14	35
1102525	15-19	6
1102525	25+	5
1102526	0-4	9
1102526	5-14	49
1102526	15-19	22
1102526	20-24	7
1102526	25+	7
1102527	0-4	6
1102527	5-14	27
1102527	15-19	15
1102527	20-24	4
1102527	25+	7
1102528	0-4	6
1102528	5-14	51
1102528	15-19	30
1102528	20-24	5
1102528	25+	18
1102529	5-14	29
1102529	15-19	13
1102529	20-24	4
1102529	25+	8
1102530	0-4	5
1102530	5-14	30
1102530	15-19	12
1102530	25+	5
1102532	0-4	6
1102532	5-14	44
1102532	15-19	12
1102532	25+	6
1102601	0-4	4
1102601	5-14	26
1102601	15-19	12
1102601	20-24	9
1102601	25+	7
1102602	0-4	9
1102602	5-14	44
1102602	15-19	15
1102602	20-24	7
1102602	25+	16
1102603	5-14	21
1102603	15-19	9
1102603	25+	8
1102604	5-14	10
1102604	15-19	9
1102604	20-24	3
1102604	25+	7
1102605	0-4	3
1102605	5-14	33
1102605	15-19	14
1102605	20-24	3
1102605	25+	9
1102606	5-14	21
1102606	15-19	9
1102606	20-24	3
1102606	25+	6
1102607	0-4	8
1102607	5-14	41
1102607	15-19	9
1102607	25+	7
1102608	0-4	8
1102608	5-14	31
1102608	15-19	4
1102608	25+	3
1102609	0-4	3
1102609	5-14	36
1102609	15-19	11
1102609	20-24	3
1102609	25+	3
1102610	5-14	27
1102610	15-19	5
1102610	20-24	3
1102611	5-14	15
1102611	15-19	14
1102611	25+	3
1102612	0-4	3
1102612	5-14	36
1102612	15-19	3
1102612	20-24	3
1102612	25+	5
1102613	0-4	3
1102613	5-14	13
1102613	15-19	9
1102613	25+	7
1102614	0-4	3
1102614	5-14	66
1102614	15-19	30
1102614	25+	15
1102615	0-4	6
1102615	5-14	47
1102615	15-19	15
1102615	25+	15
1102616	0-4	3
1102616	5-14	22
1102616	15-19	3
1102616	20-24	3
1102616	25+	3
1102617	0-4	5
1102617	5-14	26
1102617	15-19	7
1102617	25+	8
1102618	5-14	27
1102618	15-19	15
1102618	25+	9
1102619	0-4	3
1102619	5-14	34
1102619	15-19	22
1102619	25+	12
1102620	0-4	5
1102620	5-14	30
1102620	15-19	6
1102620	25+	4
1102621	0-4	7
1102621	5-14	35
1102621	15-19	17
1102621	20-24	3
1102621	25+	7
1102622	5-14	27
1102622	15-19	11
1102622	20-24	6
1102622	25+	8
1102623	0-4	3
1102623	5-14	20
1102623	15-19	9
1102623	25+	11
1102701	0-4	3
1102701	5-14	21
1102701	15-19	3
1102701	20-24	3
1102701	25+	6
1102702	0-4	3
1102702	5-14	27
1102702	15-19	6
1102702	25+	9
1102703	5-14	12
1102703	15-19	4
1102704	0-4	3
1102704	5-14	10
1102704	15-19	3
1102704	25+	5
1102705	0-4	3
1102705	5-14	27
1102705	15-19	5
1102705	20-24	4
1102705	25+	4
1102706	0-4	9
1102706	5-14	50
1102706	15-19	12
1102706	25+	5
1102707	0-4	8
1102707	5-14	52
1102707	15-19	14
1102707	20-24	6
1102707	25+	8
1102708	0-4	5
1102708	5-14	19
1102708	15-19	6
1102708	25+	3
1102709	0-4	5
1102709	5-14	64
1102709	15-19	19
1102709	20-24	3
1102709	25+	20
1102710	0-4	3
1102710	5-14	8
1102710	15-19	4
1102710	25+	3
1102712	0-4	3
1102712	5-14	25
1102712	15-19	10
1102712	25+	12
1102713	0-4	4
1102713	5-14	46
1102713	15-19	14
1102713	25+	3
1102717	0-4	3
1102717	5-14	34
1102717	15-19	11
1102717	25+	11
1102718	0-4	5
1102718	5-14	23
1102718	15-19	5
1102718	25+	3
1102719	0-4	6
1102719	5-14	40
1102719	15-19	15
1102719	20-24	4
1102719	25+	7
1102720	0-4	3
1102720	5-14	16
1102720	15-19	10
1102720	20-24	3
1102720	25+	10
1102721	0-4	5
1102721	5-14	39
1102721	15-19	12
1102721	25+	9
1102722	5-14	13
1102722	15-19	4
1102723	5-14	16
1102723	15-19	11
1102723	25+	5
1102724	0-4	5
1102724	5-14	38
1102724	15-19	7
1102724	20-24	3
1102724	25+	10
1102725	5-14	16
1102725	15-19	4
1102725	25+	4
1102726	5-14	11
1102726	15-19	3
1102726	25+	4
1102727	0-4	6
1102727	5-14	43
1102727	15-19	8
1102727	20-24	3
1102727	25+	3
1102728	0-4	4
1102728	5-14	21
1102728	15-19	9
1102728	25+	7
1102729	0-4	6
1102729	5-14	41
1102729	15-19	10
1102729	20-24	4
1102729	25+	15
1102802	0-4	10
1102802	5-14	95
1102802	15-19	45
1102802	20-24	8
1102802	25+	26
1102803	0-4	13
1102803	5-14	82
1102803	15-19	24
1102803	20-24	16
1102803	25+	11
1102804	0-4	6
1102804	5-14	22
1102804	15-19	17
1102804	20-24	7
1102804	25+	12
1102805	0-4	8
1102805	5-14	54
1102805	15-19	12
1102805	20-24	5
1102805	25+	13
1102806	0-4	19
1102806	5-14	83
1102806	15-19	30
1102806	20-24	4
1102806	25+	16
1102807	5-14	59
1102807	15-19	35
1102807	20-24	8
1102807	25+	8
1102808	0-4	4
1102808	5-14	73
1102808	15-19	26
1102808	20-24	14
1102808	25+	13
1102809	0-4	16
1102809	5-14	91
1102809	15-19	40
1102809	20-24	16
1102809	25+	24
1102810	0-4	9
1102810	5-14	68
1102810	15-19	43
1102810	20-24	8
1102810	25+	22
1102811	0-4	13
1102811	5-14	71
1102811	15-19	32
1102811	20-24	3
1102811	25+	26
1102812	0-4	4
1102812	5-14	62
1102812	15-19	18
1102812	20-24	11
1102812	25+	21
1102813	0-4	4
1102813	5-14	39
1102813	15-19	17
1102813	20-24	6
1102813	25+	19
1102814	0-4	6
1102814	5-14	55
1102814	15-19	13
1102814	20-24	8
1102814	25+	10
1102815	0-4	5
1102815	5-14	62
1102815	15-19	24
1102815	20-24	8
1102815	25+	8
1102816	0-4	3
1102816	5-14	19
1102816	15-19	9
1102816	20-24	6
1102816	25+	8
1102817	0-4	14
1102817	5-14	62
1102817	15-19	17
1102817	20-24	8
1102817	25+	10
1102818	0-4	11
1102818	5-14	64
1102818	15-19	24
1102818	20-24	3
1102818	25+	18
1102901	0-4	11
1102901	5-14	32
1102901	15-19	17
1102901	20-24	10
1102901	25+	9
1102902	0-4	4
1102902	5-14	32
1102902	15-19	18
1102902	20-24	3
1102902	25+	6
1102903	0-4	9
1102903	5-14	51
1102903	15-19	29
1102903	20-24	7
1102903	25+	19
1102904	0-4	14
1102904	5-14	59
1102904	15-19	24
1102904	20-24	5
1102904	25+	13
1102905	0-4	3
1102905	5-14	58
1102905	15-19	28
1102905	20-24	10
1102905	25+	15
1102906	0-4	3
1102906	5-14	27
1102906	15-19	4
1102906	20-24	3
1102906	25+	9
1102907	5-14	22
1102907	15-19	11
1102907	20-24	6
1102907	25+	5
1102908	0-4	3
1102908	5-14	26
1102908	15-19	12
1102908	20-24	12
1102908	25+	9
1102909	0-4	7
1102909	5-14	29
1102909	15-19	12
1102909	20-24	3
1102909	25+	4
1102910	0-4	7
1102910	5-14	66
1102910	15-19	34
1102910	20-24	13
1102910	25+	11
1102911	0-4	5
1102911	5-14	55
1102911	15-19	17
1102911	20-24	7
1102911	25+	19
1102912	0-4	5
1102912	5-14	65
1102912	15-19	16
1102912	20-24	4
1102912	25+	13
1102913	0-4	5
1102913	5-14	47
1102913	15-19	27
1102913	20-24	6
1102913	25+	11
1102914	0-4	3
1102914	5-14	22
1102914	15-19	12
1102914	20-24	7
1102914	25+	11
1102915	0-4	9
1102915	5-14	81
1102915	15-19	33
1102915	20-24	11
1102915	25+	15
1102916	0-4	12
1102916	5-14	44
1102916	15-19	24
1102916	20-24	3
1102916	25+	13
1102917	5-14	30
1102917	15-19	22
1102917	20-24	11
1102917	25+	6
1102918	0-4	11
1102918	5-14	43
1102918	15-19	20
1102918	20-24	8
1102918	25+	3
1102919	5-14	19
1102919	15-19	4
1102919	20-24	5
1102919	25+	8
1102922	0-4	5
1102922	5-14	95
1102922	15-19	42
1102922	20-24	12
1102922	25+	14
1102923	0-4	7
1102923	5-14	58
1102923	15-19	18
1102923	25+	10
1102924	0-4	9
1102924	5-14	89
1102924	15-19	24
1102924	20-24	11
1102924	25+	7
1102925	0-4	8
1102925	5-14	71
1102925	15-19	28
1102925	20-24	6
1102925	25+	11
1102926	0-4	4
1102926	5-14	28
1102926	15-19	8
1102926	20-24	5
1102926	25+	13
1102927	0-4	11
1102927	5-14	58
1102927	15-19	23
1102927	20-24	12
1102927	25+	13
1102928	0-4	4
1102928	5-14	19
1102928	15-19	18
1102928	20-24	4
1102928	25+	12
1103002	0-4	6
1103002	5-14	65
1103002	15-19	36
1103002	20-24	7
1103002	25+	10
1103003	0-4	9
1103003	5-14	27
1103003	15-19	4
1103003	25+	12
1103004	5-14	55
1103004	15-19	19
1103004	20-24	7
1103004	25+	13
1103005	5-14	23
1103005	15-19	17
1103005	20-24	9
1103005	25+	3
1103006	0-4	4
1103006	5-14	53
1103006	15-19	22
1103006	20-24	5
1103006	25+	7
1103007	0-4	3
1103007	5-14	36
1103007	15-19	24
1103007	20-24	8
1103007	25+	10
1103008	0-4	3
1103008	5-14	16
1103008	15-19	14
1103008	20-24	3
1103008	25+	3
1103009	0-4	3
1103009	5-14	35
1103009	15-19	18
1103009	20-24	7
1103009	25+	16
1103010	0-4	3
1103010	5-14	41
1103010	15-19	12
1103010	20-24	4
1103010	25+	15
1103011	0-4	3
1103011	5-14	36
1103011	15-19	17
1103011	20-24	5
1103011	25+	14
1103012	0-4	5
1103012	5-14	31
1103012	15-19	13
1103012	20-24	10
1103012	25+	16
1103013	15-19	7
1103014	0-4	4
1103014	5-14	57
1103014	15-19	24
1103014	20-24	12
1103014	25+	4
1103101	0-4	4
1103101	5-14	39
1103101	15-19	27
1103101	20-24	7
1103101	25+	11
1103102	5-14	10
1103102	15-19	7
1103102	20-24	3
1103104	0-4	3
1103104	5-14	30
1103104	15-19	7
1103104	20-24	7
1103104	25+	20
1103105	0-4	5
1103105	5-14	51
1103105	15-19	22
1103105	20-24	7
1103105	25+	11
1103106	0-4	7
1103106	5-14	30
1103106	15-19	10
1103106	20-24	7
1103106	25+	9
1103107	5-14	3
1103107	20-24	3
1103108	0-4	5
1103108	5-14	44
1103108	15-19	27
1103108	20-24	4
1103108	25+	10
1103109	0-4	3
1103109	5-14	34
1103109	15-19	20
1103109	20-24	16
1103109	25+	10
1103110	0-4	3
1103110	5-14	63
1103110	15-19	23
1103110	20-24	16
1103110	25+	11
1103111	0-4	11
1103111	5-14	44
1103111	15-19	11
1103111	20-24	4
1103111	25+	15
1103112	0-4	3
1103112	5-14	23
1103112	15-19	10
1103112	20-24	3
1103112	25+	9
1103113	0-4	8
1103113	5-14	62
1103113	15-19	24
1103113	20-24	14
1103113	25+	14
1103114	0-4	7
1103114	5-14	76
1103114	15-19	32
1103114	20-24	18
1103114	25+	13
1103115	5-14	91
1103115	15-19	33
1103115	20-24	8
1103115	25+	13
1103116	0-4	3
1103116	5-14	62
1103116	15-19	22
1103116	20-24	15
1103116	25+	7
1103117	0-4	3
1103117	5-14	38
1103117	15-19	14
1103117	20-24	7
1103117	25+	8
1103118	0-4	4
1103118	5-14	68
1103118	15-19	25
1103118	20-24	3
1103118	25+	9
1103119	0-4	8
1103119	5-14	80
1103119	15-19	32
1103119	20-24	8
1103119	25+	16
1103120	0-4	10
1103120	5-14	36
1103120	15-19	24
1103120	20-24	10
1103120	25+	12
1103121	0-4	3
1103121	5-14	36
1103121	15-19	12
1103121	20-24	5
1103121	25+	4
1103122	0-4	4
1103122	5-14	49
1103122	15-19	24
1103122	20-24	3
1103122	25+	10
1103123	0-4	6
1103123	5-14	38
1103123	15-19	16
1103123	20-24	7
1103123	25+	16
1103124	0-4	3
1103124	5-14	30
1103124	15-19	12
1103124	20-24	3
1103124	25+	12
1103125	0-4	3
1103125	5-14	31
1103125	15-19	17
1103125	20-24	3
1103125	25+	6
1103126	5-14	7
1103126	20-24	3
1103127	0-4	5
1103127	5-14	47
1103127	15-19	19
1103127	20-24	6
1103127	25+	13
1103128	5-14	28
1103128	15-19	10
1103128	25+	6
1103129	0-4	4
1103129	5-14	67
1103129	15-19	32
1103129	20-24	13
1103129	25+	16
1103130	0-4	8
1103130	5-14	47
1103130	15-19	25
1103130	20-24	6
1103130	25+	5
1103131	5-14	3
1103131	15-19	3
1103131	25+	4
1103133	0-4	4
1103133	5-14	47
1103133	15-19	17
1103133	20-24	4
1103133	25+	18
1103134	0-4	6
1103134	5-14	48
1103134	15-19	23
1103134	20-24	12
1103134	25+	15
1103135	0-4	5
1103135	5-14	34
1103135	15-19	16
1103135	20-24	11
1103135	25+	6
1103136	0-4	6
1103136	5-14	55
1103136	15-19	27
1103136	20-24	7
1103136	25+	19
1103137	5-14	4
1103137	25+	3
1103138	0-4	5
1103138	5-14	60
1103138	15-19	35
1103138	20-24	5
1103138	25+	24
1103201	0-4	6
1103201	5-14	59
1103201	15-19	20
1103201	20-24	7
1103201	25+	13
1103202	0-4	10
1103202	5-14	59
1103202	15-19	12
1103202	20-24	4
1103202	25+	19
1103203	0-4	12
1103203	5-14	117
1103203	15-19	49
1103203	20-24	15
1103203	25+	29
1103204	0-4	9
1103204	5-14	64
1103204	15-19	22
1103204	20-24	13
1103204	25+	29
1103205	5-14	32
1103205	15-19	4
1103205	20-24	3
1103205	25+	21
1103206	5-14	8
1103206	25+	3
1103207	5-14	8
1103207	15-19	9
1103207	20-24	11
1103207	25+	24
1103208	0-4	13
1103208	5-14	22
1103208	15-19	10
1103208	20-24	11
1103208	25+	29
1103210	5-14	23
1103210	15-19	3
1103210	20-24	7
1103210	25+	13
1103211	0-4	8
1103211	5-14	79
1103211	15-19	35
1103211	20-24	14
1103211	25+	22
1103212	0-4	9
1103212	5-14	64
1103212	15-19	26
1103212	20-24	10
1103212	25+	19
1103213	5-14	10
1103213	15-19	3
1103214	0-4	10
1103214	5-14	84
1103214	15-19	20
1103214	20-24	10
1103214	25+	23
1103215	0-4	6
1103215	5-14	30
1103215	15-19	7
1103215	20-24	3
1103215	25+	9
1103216	0-4	4
1103216	5-14	33
1103216	15-19	10
1103216	20-24	3
1103216	25+	9
1103217	5-14	11
1103217	15-19	12
1103217	20-24	11
1103217	25+	7
1103218	0-4	8
1103218	5-14	46
1103218	15-19	24
1103218	20-24	8
1103218	25+	19
1103219	0-4	7
1103219	5-14	25
1103219	15-19	8
1103219	20-24	18
1103219	25+	36
1103220	0-4	3
1103220	5-14	8
1103220	20-24	7
1103220	25+	17
1103221	5-14	17
1103221	15-19	13
1103221	20-24	10
1103221	25+	5
1103224	0-4	4
1103224	5-14	14
1103224	15-19	9
1103224	20-24	14
1103224	25+	21
1103225	0-4	7
1103225	5-14	33
1103225	15-19	6
1103225	20-24	3
1103225	25+	6
1103226	5-14	16
1103226	15-19	6
1103226	20-24	7
1103226	25+	26
1103227	0-4	3
1103227	5-14	65
1103227	15-19	25
1103227	20-24	10
1103227	25+	27
1103228	0-4	6
1103228	5-14	57
1103228	15-19	11
1103228	20-24	12
1103228	25+	34
1103229	0-4	10
1103229	5-14	33
1103229	15-19	16
1103229	20-24	10
1103229	25+	14
1103230	0-4	6
1103230	5-14	39
1103230	15-19	11
1103230	20-24	8
1103230	25+	27
1103231	0-4	12
1103231	5-14	53
1103231	15-19	22
1103231	20-24	11
1103231	25+	18
1103232	0-4	6
1103232	5-14	53
1103232	15-19	18
1103232	20-24	10
1103232	25+	17
1103233	0-4	13
1103233	5-14	60
1103233	15-19	12
1103233	20-24	8
1103233	25+	17
1103234	0-4	8
1103234	5-14	87
1103234	15-19	46
1103234	20-24	25
1103234	25+	30
1103235	0-4	3
1103235	5-14	31
1103235	15-19	12
1103235	20-24	3
1103235	25+	16
1103236	5-14	14
1103236	15-19	10
1103236	20-24	18
1103236	25+	22
1103237	0-4	5
1103237	5-14	26
1103237	15-19	13
1103237	20-24	7
1103237	25+	23
1103238	0-4	7
1103238	5-14	39
1103238	15-19	19
1103238	20-24	7
1103238	25+	7
1103239	0-4	9
1103239	5-14	49
1103239	15-19	9
1103239	20-24	16
1103239	25+	16
1103240	5-14	23
1103240	15-19	5
1103240	25+	12
1103241	0-4	3
1103241	5-14	30
1103241	15-19	14
1103241	20-24	3
1103241	25+	12
1103242	0-4	3
1103242	5-14	50
1103242	15-19	23
1103242	20-24	11
1103242	25+	46
1103243	0-4	10
1103243	5-14	53
1103243	15-19	21
1103243	20-24	5
1103243	25+	9
1103244	5-14	35
1103244	15-19	16
1103244	20-24	8
1103244	25+	7
1103245	5-14	21
1103245	15-19	3
1103245	20-24	13
1103245	25+	28
1103246	0-4	4
1103246	5-14	50
1103246	15-19	22
1103246	20-24	13
1103246	25+	13
1103247	0-4	5
1103247	5-14	65
1103247	15-19	38
1103247	20-24	4
1103247	25+	13
1103248	0-4	3
1103248	5-14	17
1103248	15-19	5
1103248	20-24	10
1103248	25+	16
1103301	5-14	29
1103301	15-19	22
1103301	20-24	8
1103301	25+	7
1103302	0-4	4
1103302	5-14	78
1103302	15-19	26
1103302	20-24	8
1103302	25+	11
1103303	0-4	11
1103303	5-14	65
1103303	15-19	18
1103303	20-24	6
1103303	25+	16
1103304	0-4	3
1103304	5-14	54
1103304	15-19	21
1103304	20-24	9
1103304	25+	10
1103305	0-4	4
1103305	5-14	45
1103305	15-19	20
1103305	20-24	10
1103305	25+	5
1103306	0-4	3
1103306	5-14	36
1103306	15-19	15
1103306	20-24	8
1103306	25+	7
1103307	0-4	7
1103307	5-14	36
1103307	15-19	14
1103307	25+	9
1103308	0-4	4
1103308	5-14	76
1103308	15-19	22
1103308	20-24	12
1103308	25+	18
1103309	15-19	25
1103309	20-24	11
1103310	0-4	8
1103310	5-14	44
1103310	15-19	22
1103310	20-24	9
1103310	25+	13
1103311	0-4	9
1103311	5-14	51
1103311	15-19	34
1103311	20-24	9
1103311	25+	11
1103312	0-4	5
1103312	5-14	53
1103312	15-19	25
1103312	20-24	9
1103312	25+	7
1103313	5-14	45
1103313	15-19	14
1103313	20-24	8
1103313	25+	15
1103314	0-4	16
1103314	5-14	51
1103314	15-19	19
1103314	20-24	3
1103314	25+	10
1103315	0-4	12
1103315	5-14	90
1103315	15-19	58
1103315	20-24	23
1103315	25+	19
1103317	0-4	13
1103317	5-14	69
1103317	15-19	32
1103317	20-24	10
1103317	25+	10
1103318	5-14	36
1103318	15-19	7
1103318	20-24	9
1103318	25+	9
1103319	0-4	9
1103319	5-14	49
1103319	15-19	18
1103319	20-24	4
1103319	25+	17
1103401	0-4	15
1103401	5-14	68
1103401	15-19	24
1103401	20-24	5
1103401	25+	17
1103402	0-4	4
1103402	5-14	34
1103402	15-19	11
1103402	20-24	4
1103402	25+	10
1103403	0-4	5
1103403	5-14	83
1103403	15-19	31
1103403	20-24	6
1103403	25+	15
1103404	0-4	6
1103404	5-14	31
1103404	15-19	12
1103404	20-24	6
1103404	25+	5
1103405	0-4	6
1103405	5-14	69
1103405	15-19	20
1103405	20-24	3
1103405	25+	5
1103406	0-4	4
1103406	5-14	23
1103406	15-19	4
1103406	20-24	7
1103407	0-4	3
1103407	5-14	55
1103407	15-19	18
1103407	20-24	5
1103407	25+	12
1103408	0-4	3
1103408	5-14	45
1103408	15-19	15
1103408	20-24	9
1103408	25+	8
1103409	0-4	9
1103409	5-14	43
1103409	15-19	12
1103409	20-24	4
1103409	25+	8
1103410	0-4	12
1103410	5-14	51
1103410	15-19	20
1103410	20-24	10
1103410	25+	14
1103411	0-4	13
1103411	5-14	65
1103411	15-19	23
1103411	20-24	10
1103411	25+	18
1103412	0-4	10
1103412	5-14	102
1103412	15-19	31
1103412	20-24	9
1103412	25+	12
1103413	0-4	9
1103413	5-14	41
1103413	15-19	22
1103413	20-24	8
1103413	25+	14
1103414	0-4	9
1103414	5-14	29
1103414	15-19	17
1103414	25+	10
1103415	5-14	4
1103415	15-19	3
1103415	25+	7
1103416	5-14	36
1103416	15-19	14
1103416	20-24	9
1103416	25+	11
1103417	0-4	4
1103417	5-14	22
1103417	15-19	20
1103417	20-24	9
1103417	25+	12
1103418	25+	5
1103419	0-4	6
1103419	5-14	53
1103419	15-19	10
1103419	20-24	6
1103419	25+	18
1103501	0-4	11
1103501	5-14	78
1103501	15-19	29
1103501	20-24	18
1103501	25+	15
1103502	0-4	3
1103502	5-14	44
1103502	15-19	10
1103502	20-24	7
1103502	25+	13
1103503	0-4	8
1103503	5-14	74
1103503	15-19	26
1103503	20-24	11
1103503	25+	22
1103504	0-4	8
1103504	5-14	66
1103504	15-19	17
1103504	20-24	13
1103504	25+	18
1103505	0-4	4
1103505	5-14	46
1103505	15-19	24
1103505	20-24	24
1103505	25+	21
1103506	0-4	9
1103506	5-14	73
1103506	15-19	36
1103506	20-24	11
1103506	25+	15
1103507	0-4	11
1103507	5-14	37
1103507	15-19	10
1103507	20-24	7
1103507	25+	16
1103508	0-4	13
1103508	5-14	51
1103508	15-19	23
1103508	20-24	14
1103508	25+	21
1103509	0-4	6
1103509	5-14	50
1103509	15-19	24
1103509	25+	21
1103510	0-4	8
1103510	5-14	65
1103510	15-19	15
1103510	20-24	7
1103510	25+	16
1103511	0-4	11
1103511	5-14	62
1103511	15-19	24
1103511	20-24	6
1103511	25+	13
1103512	0-4	9
1103512	5-14	40
1103512	15-19	15
1103512	20-24	5
1103512	25+	8
1103513	0-4	6
1103513	5-14	28
1103513	15-19	17
1103513	20-24	13
1103513	25+	16
1103514	0-4	8
1103514	5-14	49
1103514	15-19	15
1103514	20-24	15
1103514	25+	11
1103515	0-4	4
1103515	5-14	26
1103515	15-19	13
1103515	20-24	4
1103515	25+	7
1103516	5-14	36
1103516	15-19	15
1103516	20-24	3
1103516	25+	10
1103517	5-14	11
1103517	25+	3
1103601	0-4	3
1103601	5-14	49
1103601	15-19	17
1103601	20-24	3
1103601	25+	8
1103602	0-4	12
1103602	5-14	44
1103602	15-19	13
1103602	20-24	7
1103602	25+	8
1103603	0-4	5
1103603	5-14	67
1103603	15-19	27
1103603	20-24	7
1103603	25+	19
1103604	0-4	6
1103604	5-14	26
1103604	15-19	25
1103604	20-24	6
1103604	25+	8
1103605	0-4	6
1103605	5-14	63
1103605	15-19	27
1103605	20-24	5
1103605	25+	23
1103606	0-4	13
1103606	5-14	46
1103606	15-19	21
1103606	20-24	3
1103606	25+	3
1103607	0-4	6
1103607	5-14	21
1103607	15-19	18
1103607	20-24	10
1103607	25+	5
1103608	0-4	3
1103608	5-14	44
1103608	15-19	21
1103608	20-24	7
1103608	25+	7
1103609	0-4	4
1103609	5-14	59
1103609	15-19	36
1103609	20-24	16
1103609	25+	7
1103610	0-4	8
1103610	5-14	76
1103610	15-19	24
1103610	20-24	10
1103610	25+	18
1103611	0-4	3
1103611	5-14	53
1103611	15-19	13
1103611	25+	13
1103612	0-4	3
1103612	5-14	19
1103612	15-19	11
1103612	20-24	3
1103612	25+	5
1103613	0-4	3
1103613	5-14	58
1103613	15-19	16
1103613	20-24	10
1103613	25+	14
1103614	0-4	14
1103614	5-14	68
1103614	15-19	17
1103614	20-24	7
1103614	25+	14
1103615	0-4	6
1103615	5-14	48
1103615	15-19	9
1103615	20-24	11
1103615	25+	4
1103616	0-4	6
1103616	5-14	56
1103616	15-19	24
1103616	20-24	11
1103616	25+	7
1103617	0-4	4
1103617	5-14	44
1103617	15-19	16
1103617	20-24	9
1103617	25+	15
1103618	0-4	7
1103618	5-14	36
1103618	15-19	21
1103618	20-24	6
1103618	25+	15
1103619	0-4	9
1103619	5-14	71
1103619	15-19	35
1103619	20-24	10
1103619	25+	15
1103620	0-4	14
1103620	5-14	64
1103620	15-19	23
1103620	20-24	10
1103620	25+	20
1103621	0-4	7
1103621	5-14	78
1103621	15-19	37
1103621	20-24	15
1103621	25+	24
1103622	0-4	8
1103622	5-14	25
1103622	15-19	17
1103622	20-24	4
1103622	25+	17
1103701	0-4	13
1103701	5-14	71
1103701	15-19	26
1103701	25+	20
1103702	0-4	7
1103702	5-14	63
1103702	15-19	22
1103702	20-24	5
1103702	25+	27
1103703	0-4	11
1103703	5-14	81
1103703	15-19	31
1103703	20-24	8
1103703	25+	21
1103704	0-4	3
1103704	5-14	35
1103704	15-19	6
1103704	20-24	3
1103704	25+	17
1103705	0-4	13
1103705	5-14	66
1103705	15-19	27
1103705	20-24	3
1103705	25+	14
1103706	0-4	7
1103706	5-14	43
1103706	15-19	19
1103706	25+	5
1103707	0-4	7
1103707	5-14	64
1103707	15-19	22
1103707	20-24	15
1103707	25+	16
1103708	5-14	20
1103708	15-19	6
1103708	20-24	7
1103708	25+	16
1103709	0-4	11
1103709	5-14	56
1103709	15-19	25
1103709	20-24	15
1103709	25+	19
1103710	0-4	8
1103710	5-14	41
1103710	15-19	17
1103710	20-24	14
1103710	25+	13
1103711	0-4	8
1103711	5-14	50
1103711	15-19	20
1103711	20-24	7
1103711	25+	8
1103712	0-4	3
1103712	5-14	28
1103712	15-19	6
1103712	20-24	8
1103712	25+	7
1103713	0-4	7
1103713	5-14	49
1103713	15-19	20
1103713	20-24	11
1103713	25+	13
1103714	0-4	6
1103714	5-14	40
1103714	15-19	12
1103714	20-24	13
1103714	25+	28
1103801	0-4	3
1103801	5-14	48
1103801	15-19	28
1103801	20-24	7
1103801	25+	5
1103802	0-4	8
1103802	5-14	62
1103802	15-19	22
1103802	20-24	7
1103802	25+	17
1103803	0-4	11
1103803	5-14	43
1103803	15-19	13
1103803	20-24	4
1103803	25+	12
1103804	0-4	15
1103804	5-14	54
