SA1_7DIGITCODE_2016	AustCitizen	persons
2128212	0	59
2128212	1	336
2128213	0	29
2128213	1	324
2128214	0	49
2128214	1	322
2128215	0	46
2128215	1	415
2128216	0	47
2128216	1	279
2128217	0	-4
2128217	1	18
2128218	0	58
2128218	1	369
2128219	0	38
2128219	1	345
2128220	0	97
2128220	1	520
2128221	0	29
2128221	1	155
2128222	0	45
2128222	1	448
2128223	0	79
2128223	1	434
2128224	0	43
2128224	1	294
2128225	0	35
2128225	1	193
2128226	0	25
2128226	1	223
2128227	0	0
2128227	1	0
2128228	0	61
2128228	1	268
2128229	0	3
2128229	1	0
2128230	0	2
2128230	1	16
2128231	0	0
2128231	1	0
2128232	0	76
2128232	1	478
2128301	0	37
2128301	1	319
2128302	0	48
2128302	1	406
2128303	0	42
2128303	1	215
2128304	0	42
2128304	1	363
2128305	0	53
2128305	1	345
2128306	0	61
2128306	1	577
2128307	0	24
2128307	1	259
2128308	0	34
2128308	1	289
2128309	0	42
2128309	1	491
2128310	0	44
2128310	1	330
2128311	0	27
2128311	1	480
2128312	0	34
2128312	1	320
2128313	0	43
2128313	1	375
2128314	0	15
2128314	1	322
2128315	0	21
2128315	1	294
2128316	0	29
2128316	1	303
2128317	0	67
2128317	1	423
2128318	0	18
2128318	1	258
2128319	0	46
2128319	1	391
2128320	0	39
2128320	1	359
2128321	0	44
2128321	1	314
2128322	0	17
2128322	1	246
2128323	0	27
2128323	1	243
2128324	0	10
2128324	1	358
2128325	0	27
2128325	1	338
2128326	0	12
2128326	1	189
2128401	0	24
2128401	1	250
2128402	0	46
2128402	1	338
2128403	0	58
2128403	1	367
2128404	0	36
2128404	1	340
2128405	0	42
2128405	1	335
2128406	0	33
2128406	1	199
2128407	0	50
2128407	1	148
2128408	0	44
2128408	1	314
2128409	0	11
2128409	1	245
2128410	0	38
2128410	1	385
2128411	0	30
2128411	1	337
2128412	0	26
2128412	1	304
2128413	0	32
2128413	1	429
2128414	0	16
2128414	1	211
2128415	0	25
2128415	1	342
2128416	0	37
2128416	1	338
2128417	0	53
2128417	1	390
2128418	0	14
2128418	1	212
2128419	0	27
2128419	1	378
2128420	0	79
2128420	1	621
2128421	0	28
2128421	1	327
2128422	0	34
2128422	1	329
2128423	0	58
2128423	1	470
2128424	0	49
2128424	1	344
2128425	0	35
2128425	1	183
2128426	0	23
2128426	1	317
2128427	0	29
2128427	1	186
2128501	0	13
2128501	1	156
2128502	0	6
2128502	1	183
2128503	0	24
2128503	1	273
2128504	0	38
2128504	1	295
2128505	0	12
2128505	1	283
2128506	0	19
2128506	1	286
2128507	0	32
2128507	1	304
2128508	0	20
2128508	1	250
2128509	0	25
2128509	1	358
2128510	0	27
2128510	1	169
2128511	0	52
2128511	1	445
2128512	0	10
2128512	1	144
2128513	0	7
2128513	1	123
2128514	0	17
2128514	1	164
2128515	0	19
2128515	1	249
2128516	0	34
2128516	1	358
2128517	0	18
2128517	1	232
2128518	0	22
2128518	1	205
2128519	0	31
2128519	1	271
2128520	0	38
2128520	1	250
2128521	0	64
2128521	1	293
2128522	0	11
2128522	1	356
2128523	0	15
2128523	1	196
2128524	0	30
2128524	1	475
2128525	0	27
2128525	1	363
2128526	0	40
2128526	1	261
2128601	0	40
2128601	1	131
2128602	0	42
2128602	1	274
2128603	0	51
2128603	1	319
2128604	0	49
2128604	1	368
2128605	0	19
2128605	1	333
2128606	0	41
2128606	1	282
2128607	0	19
2128607	1	244
2128608	0	53
2128608	1	298
2128609	0	3
2128609	1	0
2128610	0	44
2128610	1	361
2128612	0	24
2128612	1	296
2128613	0	57
2128613	1	298
2128614	0	49
2128614	1	368
2128615	0	24
2128615	1	453
2128616	0	39
2128616	1	326
2128617	0	45
2128617	1	278
2128618	0	42
2128618	1	422
2128619	0	28
2128619	1	175
2128620	0	26
2128620	1	287
2128621	0	52
2128621	1	269
2128622	0	44
2128622	1	230
2128623	0	31
2128623	1	191
2128625	0	13
2128625	1	197
2128626	0	20
2128626	1	209
2128627	0	53
2128627	1	365
2128628	0	31
2128628	1	326
2128629	0	48
2128629	1	489
2128630	0	36
2128630	1	351
2128631	0	58
2128631	1	386
2128632	0	12
2128632	1	257
2128633	0	16
2128633	1	202
2128634	0	35
2128634	1	334
2128635	0	21
2128635	1	175
2128636	0	29
2128636	1	180
2128637	0	36
2128637	1	181
2128638	0	39
2128638	1	227
2128639	0	32
2128639	1	270
2128640	0	14
2128640	1	216
2128641	0	32
2128641	1	128
2128642	0	53
2128642	1	445
2128643	0	55
2128643	1	296
2128644	0	45
2128644	1	243
2128645	0	0
2128645	1	0
2128646	0	17
2128646	1	190
2128647	0	27
2128647	1	216
2128648	0	27
2128648	1	207
2128649	0	31
2128649	1	325
2128650	0	32
2128650	1	211
2128651	0	13
2128651	1	203
2128652	0	23
2128652	1	278
2128653	0	0
2128653	1	0
2128654	0	58
2128654	1	362
2128655	0	40
2128655	1	430
2128656	0	-1
2128656	1	22
2128657	0	31
2128657	1	232
2128701	0	62
2128701	1	444
2128702	0	38
2128702	1	452
2128703	0	48
2128703	1	348
2128705	0	28
2128705	1	506
2128706	0	21
2128706	1	326
2128707	0	68
2128707	1	601
2128708	0	30
2128708	1	339
2128710	0	30
2128710	1	204
2128711	0	50
2128711	1	399
2128712	0	40
2128712	1	390
2128713	0	39
2128713	1	343
2128714	0	46
2128714	1	509
2128715	0	21
2128715	1	239
2128716	0	99
2128716	1	704
2128717	0	55
2128717	1	385
2128718	0	110
2128718	1	513
2128719	0	179
2128719	1	891
2128720	0	68
2128720	1	594
2128721	0	27
2128721	1	209
2128722	0	131
2128722	1	736
2128723	0	190
2128723	1	726
2128724	0	0
2128724	1	0
2128725	0	221
2128725	1	1082
2128726	0	22
2128726	1	487
2128801	0	35
2128801	1	291
2128802	0	24
2128802	1	232
2128803	0	20
2128803	1	174
2128804	0	24
2128804	1	297
2128805	0	36
2128805	1	289
2128806	0	28
2128806	1	215
2128807	0	59
2128807	1	301
2128808	0	50
2128808	1	527
2128809	0	45
2128809	1	480
2128810	0	18
2128810	1	266
2128811	0	42
2128811	1	397
2128812	0	63
2128812	1	371
2128813	0	42
2128813	1	728
2128814	0	55
2128814	1	450
2128815	0	47
2128815	1	348
2128816	0	46
2128816	1	541
2128817	0	22
2128817	1	273
2128818	0	28
2128818	1	332
2128819	0	33
2128819	1	298
2128820	0	43
2128820	1	273
2128821	0	23
2128821	1	285
2128822	0	39
2128822	1	253
2128823	0	5
2128823	1	199
2128901	0	0
2128901	1	15
2128902	0	50
2128902	1	385
2128903	0	13
2128903	1	189
2128904	0	69
2128904	1	442
2128905	0	52
2128905	1	478
2128906	0	38
2128906	1	265
2128907	0	44
2128907	1	217
2128908	0	47
2128908	1	303
2128909	0	64
2128909	1	475
2128910	0	57
2128910	1	448
2128911	0	13
2128911	1	317
2128912	0	55
2128912	1	341
2128913	0	17
2128913	1	194
2128914	0	64
2128914	1	494
2128915	0	11
2128915	1	65
2128916	0	38
2128916	1	292
2128917	0	30
2128917	1	312
2128918	0	46
2128918	1	469
2128919	0	20
2128919	1	144
2128920	0	43
2128920	1	325
2128921	0	20
2128921	1	366
2128922	0	42
2128922	1	249
2128923	0	39
2128923	1	233
2128924	0	33
2128924	1	201
2128925	0	37
2128925	1	488
2128926	0	42
2128926	1	363
2128927	0	41
2128927	1	360
2128928	0	50
2128928	1	387
2128929	0	42
2128929	1	438
2128930	0	28
2128930	1	233
2128931	0	31
2128931	1	258
2128932	0	34
2128932	1	402
2128933	0	13
2128933	1	161
2128934	0	56
2128934	1	437
2128935	0	52
2128935	1	460
2128936	0	42
2128936	1	448
2128937	0	64
2128937	1	400
2128938	0	42
2128938	1	412
2128939	0	0
2128939	1	12
2128940	0	27
2128940	1	197
2128941	0	21
2128941	1	166
2128942	0	49
2128942	1	271
2128943	0	55
2128943	1	271
2128944	0	23
2128944	1	270
2128945	0	65
2128945	1	389
2128946	0	0
2128946	1	0
2128947	0	36
2128947	1	235
2128948	0	30
2128948	1	314
2128949	0	24
2128949	1	198
2128950	0	38
2128950	1	222
2128951	0	43
2128951	1	303
2128952	0	21
2128952	1	212
2128953	0	70
2128953	1	496
2129001	0	113
2129001	1	680
2129002	0	51
2129002	1	563
2129003	0	18
2129003	1	220
2129004	0	99
2129004	1	762
2129005	0	117
2129005	1	507
2129006	0	41
2129006	1	214
2129007	0	59
2129007	1	402
2129008	0	46
2129008	1	208
2129009	0	60
2129009	1	281
2129010	0	26
2129010	1	303
2129011	0	30
2129011	1	582
2129012	0	50
2129012	1	315
2129013	0	39
2129013	1	255
2129014	0	8
2129014	1	216
2129015	0	64
2129015	1	469
2129016	0	7
2129016	1	219
2129017	0	50
2129017	1	403
2129103	0	157
2129103	1	784
2129104	0	118
2129104	1	555
2129105	0	75
2129105	1	560
2129109	0	76
2129109	1	451
2129110	0	63
2129110	1	483
2129111	0	50
2129111	1	368
2129112	0	0
2129112	1	8
2129113	0	43
2129113	1	251
2129114	0	77
2129114	1	378
2129115	0	61
2129115	1	388
2129116	0	59
2129116	1	387
2129117	0	57
2129117	1	493
2129118	0	79
2129118	1	541
2129119	0	25
2129119	1	257
2129121	0	76
2129121	1	417
2129122	0	145
2129122	1	561
2129123	0	59
2129123	1	355
2129124	0	96
2129124	1	426
2129125	0	98
2129125	1	542
2129126	0	108
2129126	1	416
2129127	0	52
2129127	1	349
2129128	0	40
2129128	1	243
2129129	0	89
2129129	1	423
2129130	0	126
2129130	1	518
2129131	0	56
2129131	1	318
2129132	0	111
2129132	1	440
2129133	0	157
2129133	1	719
2129134	0	163
2129134	1	613
2129135	0	110
2129135	1	554
2129136	0	63
2129136	1	324
2129137	0	50
2129137	1	313
2129138	0	67
2129138	1	444
2129139	0	143
2129139	1	665
2129140	0	88
2129140	1	483
2129141	0	18
2129141	1	284
2129142	0	114
2129142	1	313
2129206	0	30
2129206	1	330
2129207	0	98
2129207	1	427
2129208	0	112
2129208	1	305
2129209	0	65
2129209	1	346
2129210	0	95
2129210	1	557
2129211	0	94
2129211	1	522
2129212	0	107
2129212	1	473
2129214	0	81
2129214	1	355
2129215	0	64
2129215	1	506
2129216	0	143
2129216	1	641
2129217	0	55
2129217	1	422
2129218	0	78
2129218	1	332
2129219	0	108
2129219	1	512
2129220	0	81
2129220	1	391
2129221	0	35
2129221	1	359
2129222	0	71
2129222	1	432
2129223	0	40
2129223	1	308
2129225	0	47
2129225	1	360
2129227	0	117
2129227	1	476
2129229	0	28
2129229	1	303
2129230	0	49
2129230	1	296
2129231	0	58
2129231	1	425
2129232	0	33
2129232	1	164
2129233	0	84
2129233	1	449
2129235	0	36
2129235	1	339
2129236	0	37
2129236	1	252
2129237	0	52
2129237	1	349
2129238	0	35
2129238	1	441
2129239	0	79
2129239	1	425
2129240	0	79
2129240	1	454
2129241	0	77
2129241	1	443
2129242	0	128
2129242	1	521
2129243	0	0
2129243	1	3
2129244	0	98
2129244	1	270
2129245	0	61
2129245	1	275
2129246	0	70
2129246	1	421
2129247	0	51
2129247	1	551
2129248	0	52
2129248	1	306
2129249	0	94
2129249	1	696
2129250	0	58
2129250	1	325
2129251	0	62
2129251	1	284
2129252	0	49
2129252	1	367
2129253	0	97
2129253	1	298
2129254	0	119
2129254	1	473
2129255	0	157
2129255	1	355
2129256	0	145
2129256	1	636
2129257	0	99
2129257	1	477
2129258	0	73
2129258	1	574
2129259	0	66
2129259	1	692
2129260	0	172
2129260	1	702
2129261	0	66
2129261	1	365
2129262	0	46
2129262	1	401
2129263	0	60
2129263	1	279
2129264	0	39
2129264	1	250
2129265	0	46
2129265	1	155
2129266	0	18
2129266	1	331
2129267	0	136
2129267	1	547
2129268	0	45
2129268	1	399
2129269	0	218
2129269	1	698
2129301	0	52
2129301	1	597
2129302	0	63
2129302	1	394
2129303	0	39
2129303	1	247
2129304	0	43
2129304	1	351
2129305	0	13
2129305	1	246
2129306	0	61
2129306	1	403
2129308	0	82
2129308	1	425
2129309	0	69
2129309	1	489
2129310	0	72
2129310	1	324
2129311	0	37
2129311	1	437
2129312	0	147
2129312	1	412
2129313	0	44
2129313	1	286
2129314	0	74
2129314	1	714
2129315	0	66
2129315	1	343
2129316	0	49
2129316	1	398
2129317	0	84
2129317	1	394
2129318	0	82
2129318	1	472
2129319	0	94
2129319	1	450
2129320	0	55
2129320	1	391
2129321	0	35
2129321	1	307
2129322	0	29
2129322	1	211
2129323	0	35
2129323	1	326
2129324	0	67
2129324	1	492
2129325	0	58
2129325	1	397
2129326	0	50
2129326	1	354
2129327	0	86
2129327	1	473
2129328	0	67
2129328	1	328
2129329	0	75
2129329	1	508
2129331	0	54
2129331	1	417
2129332	0	50
2129332	1	525
2129333	0	37
2129333	1	281
2129334	0	73
2129334	1	443
2129335	0	72
2129335	1	577
2129336	0	44
2129336	1	299
2129337	0	38
2129337	1	145
2129338	0	27
2129338	1	312
2129339	0	37
2129339	1	238
2129340	0	61
2129340	1	417
2129341	0	62
2129341	1	297
2129342	0	91
2129342	1	503
2129343	0	60
2129343	1	434
2129344	0	37
2129344	1	278
2129345	0	62
2129345	1	148
2129346	0	28
2129346	1	316
2129347	0	16
2129347	1	250
2129348	0	47
2129348	1	222
2129349	0	15
2129349	1	196
2129350	0	38
2129350	1	247
2129351	0	98
2129351	1	498
2129352	0	33
2129352	1	197
2129353	0	42
2129353	1	235
2129354	0	0
2129354	1	0
2129355	0	35
2129355	1	395
2129356	0	49
2129356	1	449
2129357	0	43
2129357	1	417
2129401	0	107
2129401	1	554
2129404	0	81
2129404	1	294
2129405	0	94
2129405	1	488
2129408	0	42
2129408	1	444
2129409	0	162
2129409	1	671
2129411	0	184
2129411	1	480
2129412	0	61
2129412	1	283
2129413	0	53
2129413	1	223
2129414	0	134
2129414	1	519
2129415	0	31
2129415	1	292
2129416	0	84
2129416	1	324
2129417	0	110
2129417	1	420
2129418	0	79
2129418	1	431
2129419	0	84
2129419	1	377
2129420	0	71
2129420	1	403
2129421	0	98
2129421	1	323
2129422	0	104
2129422	1	576
2129424	0	38
2129424	1	274
2129425	0	79
2129425	1	225
2129426	0	125
2129426	1	440
2129427	0	64
2129427	1	297
2129428	0	41
2129428	1	302
2129429	0	23
2129429	1	221
2129432	0	86
2129432	1	520
2129433	0	57
2129433	1	232
2129434	0	35
2129434	1	255
2129435	0	35
2129435	1	196
2129437	0	3
2129437	1	3
2129438	0	112
2129438	1	617
2129439	0	40
2129439	1	304
2129440	0	0
2129440	1	0
2129441	0	68
2129441	1	506
2129442	0	61
2129442	1	241
2129443	0	58
2129443	1	317
2129444	0	0
2129444	1	0
2129445	0	80
2129445	1	444
2129446	0	62
2129446	1	388
2129447	0	52
2129447	1	362
2129448	0	105
2129448	1	638
2129449	0	76
2129449	1	352
2129450	0	147
2129450	1	409
2129451	0	67
2129451	1	311
2129452	0	1
2129452	1	18
2129453	0	53
2129453	1	335
2129454	0	70
2129454	1	396
2129455	0	77
2129455	1	303
2129456	0	71
2129456	1	275
2129457	0	70
2129457	1	368
2129458	0	55
2129458	1	276
2129459	0	47
2129459	1	319
2129460	0	62
2129460	1	379
2129461	0	132
2129461	1	583
2129462	0	75
2129462	1	403
2129463	0	115
2129463	1	589
2129464	0	137
2129464	1	423
2129465	0	75
2129465	1	356
2129466	0	63
2129466	1	340
2129467	0	79
2129467	1	310
2129468	0	64
2129468	1	314
2129469	0	58
2129469	1	432
2129501	0	106
2129501	1	164
2129502	0	0
2129502	1	0
2129503	0	0
2129503	1	0
2129504	0	66
2129504	1	219
2129505	0	130
2129505	1	331
2129506	0	151
2129506	1	570
2129507	0	90
2129507	1	235
2129508	0	223
2129508	1	359
2129509	0	-3
2129509	1	6
2129510	0	226
2129510	1	517
2129511	0	146
2129511	1	257
2129512	0	235
2129512	1	391
2129513	0	135
2129513	1	403
2129514	0	78
2129514	1	234
2129515	0	201
2129515	1	408
2129516	0	93
2129516	1	247
2129517	0	201
2129517	1	284
2129518	0	206
2129518	1	345
2129519	0	137
2129519	1	344
2129520	0	133
2129520	1	337
2129521	0	228
2129521	1	308
2129522	0	139
2129522	1	254
2129523	0	97
2129523	1	313
2129524	0	129
2129524	1	329
2129525	0	225
2129525	1	541
2129526	0	130
2129526	1	409
2129701	0	81
2129701	1	364
2129702	0	65
2129702	1	234
2129703	0	83
2129703	1	379
2129704	0	74
2129704	1	419
2129705	0	134
2129705	1	523
2129706	0	72
2129706	1	370
2129707	0	50
2129707	1	234
2129708	0	112
2129708	1	349
2129709	0	191
2129709	1	528
2129710	0	105
2129710	1	313
2129711	0	71
2129711	1	274
2129712	0	54
2129712	1	307
2129713	0	170
2129713	1	397
2129714	0	73
2129714	1	356
2129715	0	91
2129715	1	339
2129716	0	118
2129716	1	361
2129717	0	153
2129717	1	316
2129718	0	106
2129718	1	333
2129719	0	76
2129719	1	377
2129720	0	0
2129720	1	0
2129721	0	144
2129721	1	362
2129722	0	126
2129722	1	330
2129723	0	55
2129723	1	253
2129724	0	81
2129724	1	230
2129725	0	48
2129725	1	230
2129726	0	30
2129726	1	217
2129901	0	31
2129901	1	349
2129902	0	39
2129902	1	228
2129903	0	42
2129903	1	303
2129904	0	58
2129904	1	362
2129905	0	40
2129905	1	204
2129906	0	58
2129906	1	353
2129908	0	44
2129908	1	302
2129909	0	37
2129909	1	309
2129910	0	42
2129910	1	483
2129911	0	60
2129911	1	602
2129912	0	23
2129912	1	378
2129913	0	32
2129913	1	451
2129914	0	62
2129914	1	618
2129915	0	64
2129915	1	430
2129916	0	33
2129916	1	242
2129917	0	21
2129917	1	246
2129918	0	45
2129918	1	420
2129919	0	18
2129919	1	263
2129920	0	36
2129920	1	429
2130001	0	43
2130001	1	231
2130002	0	135
2130002	1	338
2130003	0	68
2130003	1	374
2130004	0	122
2130004	1	396
2130005	0	76
2130005	1	352
2130006	0	40
2130006	1	281
2130007	0	53
2130007	1	337
2130008	0	98
2130008	1	364
2130009	0	66
2130009	1	326
2130010	0	96
2130010	1	581
2130013	0	46
2130013	1	290
2130016	0	29
2130016	1	206
2130017	0	105
2130017	1	282
2130018	0	118
2130018	1	384
2130019	0	90
2130019	1	304
2130021	0	92
2130021	1	389
2130022	0	66
2130022	1	245
2130023	0	97
2130023	1	314
2130024	0	132
2130024	1	331
2130025	0	120
2130025	1	392
2130026	0	115
2130026	1	329
2130027	0	50
2130027	1	309
2130028	0	62
2130028	1	434
2130029	0	78
2130029	1	287
2130030	0	48
2130030	1	201
2130031	0	70
2130031	1	218
2130032	0	80
2130032	1	309
2130033	0	108
2130033	1	449
2130034	0	89
2130034	1	373
2130035	0	19
2130035	1	193
2130036	0	3
2130036	1	0
2130037	0	17
2130037	1	156
2130038	0	100
2130038	1	329
2130039	0	74
2130039	1	321
2130040	0	97
2130040	1	254
2130041	0	144
2130041	1	482
2130042	0	79
2130042	1	321
2130043	0	81
2130043	1	196
2130044	0	102
2130044	1	197
2130045	0	67
2130045	1	310
2130046	0	125
2130046	1	497
2130047	0	113
2130047	1	301
2130048	0	58
2130048	1	402
2130049	0	128
2130049	1	349
2130050	0	38
2130050	1	450
2130051	0	0
2130051	1	0
2130052	0	35
2130052	1	274
2130053	0	87
2130053	1	481
2130054	0	76
2130054	1	309
2130055	0	201
2130055	1	361
2130056	0	79
2130056	1	170
2130101	0	54
2130101	1	225
2130102	0	113
2130102	1	473
2130103	0	95
2130103	1	443
2130104	0	82
2130104	1	526
2130105	0	45
2130105	1	295
2130108	0	109
2130108	1	308
2130109	0	74
2130109	1	422
2130110	0	84
2130110	1	433
2130111	0	118
2130111	1	614
2130113	0	202
2130113	1	664
2130114	0	146
2130114	1	489
2130115	0	207
2130115	1	845
2130116	0	254
2130116	1	648
2130117	0	238
2130117	1	698
2130118	0	302
2130118	1	1066
2130119	0	122
2130119	1	440
2130120	0	59
2130120	1	354
2130121	0	230
2130121	1	587
2130122	0	136
2130122	1	421
2130123	0	44
2130123	1	383
2130124	0	276
2130124	1	705
2130125	0	71
2130125	1	304
2130126	0	186
2130126	1	474
2130127	0	145
2130127	1	402
2130128	0	291
2130128	1	920
2130129	0	167
2130129	1	388
2130130	0	277
2130130	1	789
2130131	0	207
2130131	1	655
2130132	0	224
2130132	1	564
2130133	0	188
2130133	1	469
2130134	0	154
2130134	1	445
2130135	0	32
2130135	1	254
2130136	0	133
2130136	1	425
2130137	0	877
2130137	1	2623
2130201	0	61
2130201	1	346
2130202	0	52
2130202	1	290
2130203	0	170
2130203	1	462
2130204	0	71
2130204	1	468
2130205	0	73
2130205	1	267
2130206	0	54
2130206	1	268
2130207	0	82
2130207	1	339
2130208	0	69
2130208	1	256
2130209	0	94
2130209	1	352
2130210	0	36
2130210	1	156
2130211	0	75
2130211	1	400
2130212	0	90
2130212	1	475
2130214	0	81
2130214	1	315
2130215	0	70
2130215	1	272
2130216	0	97
2130216	1	486
2130217	0	59
2130217	1	325
2130218	0	0
2130218	1	0
2130219	0	92
2130219	1	359
2130220	0	80
2130220	1	387
2130221	0	50
2130221	1	205
2130222	0	60
2130222	1	299
2130223	0	78
2130223	1	373
2130224	0	50
2130224	1	269
2130225	0	73
2130225	1	375
2130228	0	116
2130228	1	394
2130229	0	84
2130229	1	297
2130230	0	568
2130230	1	1135
2130231	0	140
2130231	1	394
2130232	0	33
2130232	1	147
2130233	0	90
2130233	1	266
2130234	0	108
2130234	1	346
2130235	0	141
2130235	1	569
2130236	0	138
2130236	1	664
2130237	0	153
2130237	1	425
2130238	0	273
2130238	1	713
2130239	0	150
2130239	1	747
2130240	0	158
2130240	1	553
2130241	0	248
2130241	1	559
2130242	0	113
2130242	1	450
2130243	0	113
2130243	1	372
2130301	0	56
2130301	1	295
2130302	0	61
2130302	1	404
2130303	0	27
2130303	1	255
2130305	0	21
2130305	1	189
2130306	0	43
2130306	1	462
2130307	0	46
2130307	1	361
2130308	0	73
2130308	1	450
2130309	0	53
2130309	1	479
2130310	0	23
2130310	1	228
2130311	0	41
2130311	1	239
2130312	0	17
2130312	1	197
2130313	0	40
2130313	1	287
2130314	0	171
2130314	1	379
2130315	0	121
2130315	1	990
2130316	0	104
2130316	1	793
2130317	0	42
2130317	1	516
2130318	0	65
2130318	1	606
2130319	0	60
2130319	1	617
2130401	0	92
2130401	1	447
2130402	0	58
2130402	1	246
2130403	0	81
2130403	1	254
2130404	0	128
2130404	1	415
2130405	0	132
2130405	1	420
2130406	0	79
2130406	1	356
2130407	0	105
2130407	1	328
2130408	0	191
2130408	1	457
2130412	0	86
2130412	1	370
2130413	0	52
2130413	1	236
2130414	0	80
2130414	1	342
2130416	0	63
2130416	1	235
2130417	0	38
2130417	1	144
2130418	0	30
2130418	1	190
2130419	0	59
2130419	1	195
2130420	0	34
2130420	1	205
2130421	0	207
2130421	1	516
2130422	0	203
2130422	1	438
2130423	0	125
2130423	1	607
2130424	0	454
2130424	1	1533
2130425	0	185
2130425	1	745
2130426	0	97
2130426	1	301
2130427	0	82
2130427	1	338
2130428	0	117
2130428	1	359
2130429	0	123
2130429	1	283
2130430	0	130
2130430	1	484
2130431	0	6
2130431	1	14
2130432	0	137
2130432	1	296
2130433	0	109
2130433	1	182
2130434	0	67
2130434	1	288
2130445	0	106
2130445	1	386
2130501	0	96
2130501	1	289
2130502	0	130
2130502	1	363
2130503	0	200
2130503	1	480
2130504	0	99
2130504	1	201
2130505	0	180
2130505	1	467
2130506	0	179
2130506	1	318
2130507	0	108
2130507	1	292
2130508	0	77
2130508	1	255
2130509	0	203
2130509	1	543
2130510	0	131
2130510	1	328
2130511	0	160
2130511	1	569
2130512	0	117
2130512	1	296
2130513	0	168
2130513	1	424
2130514	0	38
2130514	1	207
2130515	0	195
2130515	1	553
2130516	0	133
2130516	1	395
2130517	0	170
2130517	1	365
2130518	0	188
2130518	1	373
2130519	0	158
2130519	1	336
2130520	0	195
2130520	1	380
2130521	0	169
2130521	1	481
2130522	0	54
2130522	1	230
2130523	0	136
2130523	1	388
2130524	0	135
2130524	1	364
2130525	0	112
2130525	1	318
2130526	0	3
2130526	1	0
2130527	0	195
2130527	1	544
2130528	0	119
2130528	1	336
2130529	0	220
2130529	1	619
2130530	0	175
2130530	1	343
2130531	0	208
2130531	1	430
2130532	0	147
2130532	1	366
2130533	0	73
2130533	1	260
2130534	0	73
2130534	1	185
2130535	0	130
2130535	1	386
2130536	0	191
2130536	1	484
2130537	0	159
2130537	1	498
2130538	0	137
2130538	1	508
2130539	0	109
2130539	1	406
2130540	0	96
2130540	1	346
2130541	0	104
2130541	1	365
2130542	0	242
2130542	1	821
2130544	0	83
2130544	1	196
2130545	0	196
2130545	1	560
2130546	0	84
2130546	1	256
2130547	0	121
2130547	1	312
2130548	0	116
2130548	1	258
2130549	0	120
2130549	1	283
2130550	0	153
2130550	1	340
2130551	0	98
2130551	1	314
2130601	0	224
2130601	1	708
2130602	0	65
2130602	1	332
2130603	0	47
2130603	1	412
2130605	0	80
2130605	1	327
2130606	0	124
2130606	1	336
2130607	0	150
2130607	1	456
2130608	0	136
2130608	1	500
2130609	0	0
2130609	1	0
2130611	0	84
2130611	1	231
2130612	0	100
2130612	1	348
2130614	0	68
2130614	1	212
2130615	0	225
2130615	1	546
2130616	0	89
2130616	1	435
2130617	0	214
