SA1_7DIGITCODE_2016	medianMortgageRepayment
5106712	19584
5106713	20592
5106714	17676
5106715	20796
5106716	25908
5106717	24000
5106718	
5106719	
5106720	18984
5106801	27300
5106802	24960
5106803	24000
5106804	25992
5106807	22800
5106808	26400
5106809	28968
5106810	28800
5106811	21900
5106812	24000
5106813	25476
5106814	25200
5106815	33096
5106816	27300
5106817	29880
5106818	24096
5106819	32544
5106820	31200
5106901	
5107001	18960
5107002	22800
5107003	20796
5107004	18708
5107005	25152
5107006	24000
5107007	25200
5107008	24000
5107009	20796
5107010	18756
5107011	19500
5107012	21600
5107013	24000
5107014	23100
5107015	24348
5107016	21348
5107017	21300
5107018	21324
5107019	23676
5107020	23760
5107021	26004
5107022	22080
5107023	
5107024	26004
5107101	22848
5107102	24000
5107103	24000
5107104	23868
5107105	26004
5107106	21600
5107107	23640
5107108	24000
5107109	23100
5107110	25260
5107111	25344
5107112	24096
5107113	25440
5107114	23400
5107115	24000
5107116	23400
5107117	26400
5107118	20796
5107119	30720
5107120	24000
5107121	23400
5107122	24000
5107123	24000
5107124	22200
5107125	
5107126	24000
5107127	18204
5107128	23400
5107129	24000
5107130	22800
5107131	23388
5107132	26004
5107133	20796
5107134	26004
5107135	26004
5107201	26148
5107202	32400
5107203	24000
5107204	26460
5107205	22104
5107206	30000
5107207	24000
5107208	24000
5107209	28080
5107210	24696
5107211	24000
5107212	29220
5107213	24000
5107214	27600
5107215	27756
5107216	24000
5107217	23400
5107218	26400
5107219	26400
5107220	26400
5107221	20796
5107222	25200
5107223	27948
5107224	28296
5107225	26004
5107226	24000
5107227	23400
5107228	28548
5107229	24000
5107230	24000
5107231	27600
5107232	22200
5107233	28596
5107234	28104
5107301	20796
5107302	26208
5107303	24000
5107304	22056
5107305	24048
5107306	21324
5107307	26004
5107308	23964
5107309	24000
5107310	26004
5107311	26004
5107312	19908
5107313	21204
5107314	25164
5107315	21600
5107316	21600
5107317	26004
5107318	24600
5107319	20796
5107320	23748
5107321	24000
5107322	21480
5107323	18204
5107324	22932
5107325	24000
5107326	27468
5107327	26004
5107328	27408
5107329	22752
5107330	26004
5107331	26004
5107332	21384
5107333	
5107334	26400
5107335	23148
5107401	23400
5107402	24000
5107403	27816
5107404	26004
5107405	26292
5107406	24000
5107407	20796
5107408	20796
5107409	22800
5107410	20796
5107411	23400
5107412	23400
5107413	25200
5107414	23964
5107415	25008
5107416	24000
5107417	21552
5107418	20796
5107419	22428
5107420	26004
5107421	20796
5107501	30000
5107502	27600
5107503	27324
5107504	23700
5107505	28596
5107506	27600
5107507	23400
5107508	22884
5107509	26268
5107510	25752
5107511	30000
5107512	28596
5107513	27600
5107514	26004
5107515	21852
5107516	26208
5107517	36000
5107518	28008
5107519	25800
5107520	31200
5107521	37800
5107522	33804
5107523	29400
5107601	29904
5107602	27600
5107603	24000
5107604	26400
5107606	30000
5107607	28596
5107608	29328
5107609	33708
5107611	36000
5107612	36000
5107613	
5107614	36000
5107615	
5107616	31200
5107617	36000
5107701	
5107702	24348
5107703	18000
5107704	23232
5107705	16248
5107706	24000
5107707	28800
5107708	24804
5107709	23400
5107710	23700
5107711	20796
5107712	22800
5107713	18036
5107714	23328
5107715	18000
5107716	
5107717	21600
5107718	26004
5107719	19500
5107720	22104
5107721	26004
5107722	21984
5107723	26988
5107724	24000
5107725	22104
5107726	19200
5107727	19200
5107728	20928
5107729	20796
5107730	24360
5107731	22800
5107732	22800
5107733	
5107734	
5107735	22104
5107736	25200
5107801	23964
5107802	20796
5107803	21972
5107804	22356
5107805	26004
5107806	26400
5107807	22800
5107808	24000
5107809	26004
5107810	25200
5107811	23244
5107812	26772
5107813	26004
5107814	22800
5107815	24000
5107816	25008
5107817	24000
5107818	24000
5107819	25584
5107820	24228
5107821	24000
5107822	26004
5107823	22800
5107824	20796
5107825	20148
5107826	
5107827	25356
5107828	24312
5107829	18408
5107830	22800
5107831	22200
5107832	
5107833	28800
5107834	22800
5107835	17580
5107901	26208
5107902	26004
5107903	32400
5107904	25008
5107905	26004
5107906	30000
5107907	36000
5107908	29172
5107909	31128
5107910	28596
5107911	24696
5107912	23268
5107913	24000
5107914	
5107915	28596
5107916	37500
5107917	28704
5107918	26004
5107919	21600
5107920	26004
5107921	29256
5107922	26004
5107923	26004
5107924	
5107925	23400
5107926	27804
5107927	25200
5108001	26004
5108002	24000
5108003	31200
5108004	23820
5108005	26400
5108006	24000
5108007	28800
5108008	26004
5108009	30084
5108010	33000
5108011	31200
5108012	28968
5108013	25200
5108014	23700
5108015	27600
5108016	
5108017	28392
5108018	28104
5108019	20940
5108020	30000
5108021	33804
5108022	26400
5108023	24000
5108101	26004
5108102	24000
5108103	23556
5108104	
5108105	26004
5108106	24600
5108107	26004
5108108	20796
5108109	24000
5108110	27804
5108111	21600
5108112	21588
5108113	20400
5108114	21600
5108115	26004
5108116	
5108117	23400
5108118	23964
5108119	18648
5108120	26004
5108121	24000
5108122	24000
5108123	22356
5108124	23916
5108201	26004
5108202	34884
5108203	30000
5108204	26004
5108205	26988
5108206	39000
5108207	26004
5108208	31200
5108209	20232
5108210	24000
5108211	33804
5108212	25008
5108213	42000
5108214	24720
5108215	27600
5108216	44256
5108217	30000
5108218	28020
5108219	26004
5108220	25872
5108221	28800
5108222	23400
5108223	28200
5108224	28800
5108225	36000
5108301	26004
5108302	26004
5108303	26004
5108304	28596
5108305	28800
5108306	22884
5108307	24828
5108308	19200
5108309	
5108310	26640
5108311	15864
5108312	26004
5108313	22392
5108314	24000
5108315	24000
5108316	23664
5108317	26004
5108318	26004
5108319	22104
5108320	26004
5108321	26004
5108322	30000
5108323	24948
5108324	19368
5108325	26004
5108326	31080
5108327	23760
5108328	
5108329	
5108330	
5108331	26004
5108401	24000
5108402	20604
5108403	24000
5108404	26004
5108405	21600
5108406	22308
5108407	28080
5108408	20796
5108409	24444
5108410	23400
5108411	22800
5108412	23508
5108413	19200
5108414	20796
5108415	22380
5108416	26004
5108417	23976
5108418	26004
5108419	22800
5108420	22920
5108421	22800
5108422	
5108423	26004
5108424	23028
5108425	20796
5108426	25200
5108427	26004
5108428	21600
5108429	18852
5108430	21912
5108431	25368
5108432	23100
5108433	22452
5108434	21576
5108435	24000
5108436	21600
5108437	20796
5108501	19020
5108502	20796
5108503	18204
5108504	21840
5108505	20148
5108506	20796
5108507	20796
5108508	20796
5108509	19788
5108510	18000
5108511	16128
5108512	18204
5108513	20796
5108514	20352
5108515	18696
5108516	18588
5108517	18204
5108518	18720
5108519	20796
5108520	21240
5108521	20796
5108522	18204
5108523	20472
5108524	20796
5108525	20400
5108526	19200
5108527	21888
5108528	20796
5108529	22260
5108530	21264
5108531	16848
5108532	18204
5108533	
5108534	
5108535	19200
5108536	21324
5108537	20040
5108538	
5108539	20796
5108540	16884
5108541	20796
5108542	18000
5108543	20544
5108544	15600
5108601	22404
5108602	20124
5108603	25200
5108604	20436
5108605	21456
5108606	21192
5108607	22356
5108608	20088
5108609	21060
5108610	26004
5108611	20796
5108612	24096
5108613	26400
5108614	24000
5108615	30600
5108616	25704
5108617	26004
5108618	23712
5108619	19200
5108620	
5108621	28596
5108622	22344
5108623	26412
5108624	26472
5108625	20796
5108626	26004
5108627	26004
5108628	20712
5108629	21600
5108630	25740
5108631	23508
5108632	21096
5108633	24048
5108634	25356
5108635	20796
5108636	20796
5108637	19248
5108638	30000
5108639	21600
5108640	30000
5108641	21720
5108642	19896
5108643	24000
5108644	34032
5108645	27000
5108646	24000
5108647	24000
5108648	22920
5108649	24000
5108650	24000
5108651	22356
5108652	22368
5108653	24000
5108654	26004
5108655	25008
5108656	26004
5108657	27000
5108658	
5108659	22404
5108701	
5108801	24000
5108802	
5108803	26808
5108804	26400
5108805	27600
5108806	33408
5108807	28800
5108808	29628
5108809	26004
5108810	26004
5108811	28800
5108812	28704
5108813	31200
5108814	25908
5108815	30000
5108816	31800
5108817	26004
5108818	27948
5108819	27876
5108820	26004
5108821	28800
5108822	25200
5108823	23700
5108824	24000
5108825	29208
5108826	27036
5108827	22800
5108828	25608
5108829	28596
5108830	24348
5108831	26004
5108832	24000
5108833	28800
5108834	26004
5108835	33600
5108901	27504
5108902	26004
5108903	20796
5108904	
5108905	24000
5108906	21576
5108907	24000
5108908	26808
5108909	26400
5108910	
5108911	26004
5108912	26208
5108913	26004
5108914	32400
5108915	40308
5108916	30000
5108917	30000
5108918	30000
5108919	18204
5108920	24000
5108921	27972
5108922	31680
5108923	26004
5108924	33804
5108925	28596
5108926	31200
5108927	28320
5108928	
5108929	26628
5108930	37404
5108931	26400
5108932	28800
5108933	30060
5108934	22656
5108935	29304
5108936	31200
5108937	
5108938	26004
5108939	25008
5108940	31200
5108941	27300
5108942	24000
5108943	24000
5108944	31200
5108945	23400
5108946	30000
5108947	25200
5108948	24000
5108949	31164
5108950	24000
5109002	23100
5109003	25008
5109004	22800
5109005	24000
5109006	24000
5109007	20016
5109008	23400
5109009	24000
5109010	23700
5109011	20364
5109012	19500
5109013	22800
5109014	20892
5109016	21600
5109017	21780
5109019	22980
5109020	20796
5109021	23976
5109022	23400
5109023	22620
5109024	19236
5109025	20796
5109027	22248
5109028	21600
5109029	22344
5109030	23400
5109031	21456
5109032	23424
5109033	20676
5109034	25404
5109035	21600
5109036	23400
5109101	
5109201	31296
5109202	28596
5109203	26004
5109204	28596
5109205	26004
5109206	28200
5109207	25008
5109208	26004
5109209	31200
5109210	31200
5109211	24000
5109212	26004
5109213	31200
5109214	26508
5109215	20796
5109216	26004
5109217	25080
5109218	28800
5109219	31200
5109220	26004
5109221	21588
5109222	22380
5109223	24000
5109224	26004
5109225	24000
5109226	24960
5109227	24000
5109228	26004
5109229	23244
5109230	28596
5109231	26004
5109232	25476
5109301	21192
5109302	23400
5109303	27816
5109304	24180
5109305	20796
5109306	26400
5109307	24000
5109308	30000
5109309	19200
5109310	17556
5109311	19896
5109312	18984
5109313	19716
5109314	22800
5109315	21456
5109316	31200
5109317	24600
5109318	24000
5109319	20796
5109320	32400
5109321	21648
5109322	24000
5109323	27600
5109324	18000
5109325	24000
5109326	30000
5109327	36000
5109328	30000
5109329	30000
5109330	
5109401	33000
5109402	24000
5109403	34608
5109404	24600
5109405	30336
5109406	36000
5109407	30000
5109408	30528
5109409	33936
5109410	28008
5109411	41604
5109412	36000
5109413	30000
5109414	24000
5109415	31200
5109416	
5109417	26004
5109418	24600
5109419	27036
5109501	20400
5109502	19500
5109503	24000
5109504	26004
5109505	22092
5109506	19356
5109507	21888
5109508	21960
5109509	20796
5109510	21000
5109511	21420
5109512	22104
5109513	26004
5109514	21000
5109515	26508
5109516	20796
5109517	24000
5109518	19908
5109519	26004
5109520	24000
5109521	27600
5109522	24000
5109523	24240
5109524	21600
5109525	23400
5109526	27024
5109527	25008
5109528	24000
5109601	26004
5109602	18588
5109603	26004
5109604	26004
5109605	36000
5109606	23400
5109607	28200
5109608	21852
5109609	39600
5109610	27300
5109611	31200
5109612	30000
5109613	28596
5109614	30000
5109615	31848
5109616	30000
5109617	30000
5109618	28104
5109619	31800
5109620	38400
5109621	31200
5109622	31200
5109623	28596
5109624	42000
5109625	37404
5109626	31800
5109627	
5109628	31200
5109629	30720
5109630	26760
5109631	25200
5109701	33444
5109702	30000
5109703	24000
5109704	22452
5109705	23616
5109706	36000
5109707	24600
5109708	26004
5109709	23100
5109710	19224
5109711	20676
5109712	23400
5109713	20028
5109714	24000
5109715	26820
5109716	26400
5109717	25200
5109718	23400
5109719	24744
5109720	23400
5109721	24396
5109722	23964
5109723	22152
5109724	19068
5109725	31956
5109726	
5109727	31200
5109728	27600
5109729	24948
5109730	30000
5109731	36000
5109732	36000
5109733	29460
5109734	
5109801	20796
5109802	21468
5109803	20796
5109804	20004
5109805	23400
5109806	16644
5109807	14136
5109808	20160
5109809	18204
5109810	15600
5109811	17160
5109812	19500
5109813	15000
5109814	17280
5109815	16800
5109816	20796
5109817	21324
5109818	
5109819	19200
5109820	23400
5109821	18228
5109822	26004
5109823	24000
5109824	24132
5109825	21600
5109826	24696
5109827	24000
5109828	18636
5109829	22716
5109901	26004
5109902	25200
5109903	
5109904	23364
5109905	24432
5109906	25260
5109907	26004
5109908	
5109910	26004
5109911	20796
5109913	25488
5109914	23664
5109915	25080
5109916	21600
5109917	20208
5109918	21024
5109919	25320
5109920	21996
5109921	26004
5109922	24528
5109923	20796
5109925	25500
5109927	24000
5109929	20796
5109930	20280
5109931	19236
5109932	20280
5109933	18000
5109934	8436
5109936	26004
5109937	23136
5109938	26400
5109939	24000
5109940	22464
5109941	21840
5109942	24780
5109943	25044
5109944	24252
5109945	26004
5109946	20712
5109947	23820
5109948	25080
5109949	24000
5109950	20796
5109951	26004
5109952	23700
5109953	21600
5110001	30000
5110002	27552
5110003	31200
5110005	22920
5110006	20796
5110008	24600
5110009	21636
5110010	19716
5110011	26004
5110012	
5110013	22776
5110014	24960
5110015	24960
5110016	21600
5110017	26004
5110018	26004
5110019	29304
5110020	26400
5110022	24696
5110023	21720
5110024	24000
5110025	27600
5110026	26004
5110027	26004
5110028	26808
5110029	25200
5110101	20796
5110102	20796
5110103	27600
5110104	21540
5110105	19764
5110108	25752
5110109	21600
5110110	24000
5110111	26724
5110115	20796
5110116	20184
5110117	20796
5110118	20880
5110119	19800
5110120	19764
5110121	20796
5110122	22212
5110123	23484
5110124	21600
5110125	20220
5110126	24000
5110127	19128
5110128	25200
5110129	24000
5110130	25800
5110131	
5110132	22236
5110133	23664
5110134	25224
5110135	23400
5110136	24600
5110201	16800
5110202	20304
5110203	18432
5110204	18720
5110205	17292
5110206	19116
5110207	17784
5110208	17676
5110209	20604
5110210	20040
5110211	20400
5110212	18000
5110213	21420
5110214	19500
5110215	20796
5110216	18720
5110217	17400
5110218	19032
5110219	18000
5110220	17400
5110221	19200
5110222	19200
5110303	
5110304	
5110305	
5110306	23400
5110307	22104
5110308	24000
5110309	26004
5110310	21672
5110311	21984
5110312	25788
5110313	24000
5110314	24000
5110315	25692
5110316	17676
5110317	
5110318	
5110319	23400
5110320	26004
5110321	30156
5110322	25512
5110323	26004
5110324	26004
5110326	25032
5110328	22044
5110329	26400
5110334	24000
5110335	22860
5110336	
5110337	25308
5110338	28800
5110339	23700
5110340	22848
5110341	26004
5110342	26004
5110343	30000
5110344	26004
5110345	28404
5110346	28596
5110347	27264
5110348	25896
5110349	27120
5110350	26004
5110351	23196
5110352	30072
5110353	26004
5110354	28596
5110355	
5110356	32136
5110357	31200
5110358	33564
5110359	26004
5110360	24624
5110361	24000
5110362	30000
5110363	26652
5110364	26004
5110365	28596
5110366	25200
5110401	
5110402	18204
5110403	26532
5110404	24000
5110405	21600
5110406	20604
5110407	22356
5110408	19500
5110409	20796
5110410	23268
5110411	23304
5110412	17556
5110413	20796
5110414	18240
5110415	22800
5110416	20748
5110417	22164
5110418	19956
5110419	21060
5110420	20796
5110421	20364
5110422	21972
5110423	21840
5110424	20412
5110425	26004
5110426	20796
5110501	24732
5110502	28800
5110503	21720
5110504	26004
5110505	31200
5110506	26004
5110507	24000
5110508	26004
5110509	28128
5110510	26844
5110512	29304
5110513	26004
5110514	24000
5110515	21600
5110517	36600
5110518	28704
5110519	31200
5110520	31200
5110522	21600
5110523	28080
5110524	23136
5110526	36000
5110528	33804
5110530	26004
5110531	22236
5110532	
5110533	32160
5110534	22200
5110536	22968
5110537	26004
5110538	24744
5110539	24600
5110540	28704
5110541	30000
5110542	36000
5110543	
5110544	31344
5110545	30000
5110546	28800
5110547	33780
5110548	30600
5110549	23400
5110550	26004
5110551	25476
5110552	26004
5110553	31200
5110601	
5110701	26004
5110703	23604
5110704	23400
5110705	28800
5110706	29304
5110707	26400
5110708	24876
5110709	
5110710	23400
5110711	24180
5110712	26004
5110713	28200
5110714	27600
5110719	26004
5110720	
5110721	28596
5110722	26004
5110723	26004
5110724	24960
5110726	26208
5110727	26556
5110728	28596
5110729	28596
5110730	30000
5110731	26400
5110732	26400
5110733	28596
5110734	24000
5110735	28032
5110736	24696
5110737	27168
5110801	25140
5110802	21636
5110803	
5110806	28800
5110807	23400
5110808	26004
5110810	26400
5110811	26004
5110812	27600
5110813	21204
5110814	24000
5110816	21000
5110817	20796
5110818	20484
5110819	20796
5110820	27768
5110821	20796
5110822	18204
5110823	20796
5110824	24000
5110825	33000
5110826	22836
5110828	22860
5110829	18204
5110830	19956
5110831	19500
5110832	20796
5110833	21600
5110834	22908
5110835	26004
5110837	24000
5110838	36204
5110839	9096
5110840	34008
5110841	25692
5110842	26004
5110843	26004
5110844	27840
5110845	24000
5110846	23400
5110847	26004
5110848	26760
5110849	26004
5110850	26004
5110851	25212
5110852	26004
5110853	25452
5110854	30000
5110855	26520
5110856	28800
5110857	24000
5110858	26400
5110859	24000
5110860	26628
5110861	26004
5110862	
5110863	27144
5111001	15600
5111002	25872
5111003	18204
5111004	16896
5111006	15600
5111007	27780
5111009	15600
5111010	17820
5111011	15600
5111013	18204
5111015	16200
5111016	18204
5111018	17988
5111019	16896
5111020	15912
5111021	16260
5111022	15600
5111023	16644
5111024	16896
5111025	14820
5111026	16920
5111027	15000
5111028	16896
5111029	15600
5111030	17784
5111031	17472
5111032	16896
5111033	15600
5111034	18360
5111035	16128
