SA1_7DIGITCODE_2016	medianMortgageRepayment
3114703	16020
3114704	17352
3114705	16116
3114706	18720
3114707	20796
3114708	16920
3114709	16644
3114710	18792
3114711	12348
3114712	20796
3114713	17700
3114714	22644
3114715	20400
3114716	18960
3114719	18984
3114720	17676
3114721	17292
3114722	23400
3114723	19764
3114724	20544
3114725	20904
3114726	21840
3114801	24468
3114802	20604
3114803	21600
3114804	15600
3114805	24000
3114806	18276
3114807	16848
3114808	18204
3114809	20796
3114810	22368
3114811	21540
3114812	17100
3114813	15600
3114814	20544
3114815	15600
3114816	18204
3114817	16188
3114818	20796
3114819	23400
3114820	25476
3114821	26520
3114822	23400
3114823	21600
3114901	20796
3114902	20796
3114903	26004
3114904	21600
3114905	27144
3114906	23736
3114907	26004
3114908	21840
3114909	
3114910	23400
3114911	23400
3114912	15600
3114913	19764
3114914	15600
3114915	19200
3114916	18456
3114917	18204
3114919	15600
3114920	14040
3114921	14688
3114922	22200
3114923	15600
3114924	15924
3114925	24960
3114926	24000
3115001	
3115101	10740
3115102	11700
3115103	11436
3115104	12996
3115105	17448
3115106	15600
3115107	13164
3115108	18204
3115109	15000
3115110	14952
3115111	16368
3115112	18204
3115113	16896
3115114	10920
3115115	10404
3115201	15600
3115202	16248
3115203	12996
3115204	10992
3115205	16728
3115206	15288
3115207	14532
3115208	12504
3115209	13920
3115210	17676
3115211	17940
3115212	16908
3115213	18108
3115214	17316
3115301	20796
3115302	19200
3115303	20796
3115304	22572
3115305	20796
3115306	20400
3115307	
3115308	18204
3115309	18204
3115310	20028
3115311	19500
3115312	18204
3115313	16380
3115314	20148
3115315	19200
3115316	20592
3115317	21216
3115318	20796
3115319	20796
3115401	17508
3115403	17028
3115404	11304
3115405	
3115406	19248
3115407	17580
3115408	15600
3115409	17508
3115410	16380
3115411	20016
3115412	17700
3115413	20016
3115414	15600
3115415	16896
3115416	14400
3115417	20796
3115501	15600
3115502	13656
3115503	16128
3115504	20796
3115505	19560
3115506	14556
3115507	15336
3115508	15408
3115509	22380
3115510	
3115511	16728
3115512	15732
3115601	20040
3115602	19488
3115603	25488
3115604	20796
3115605	22656
3115606	19200
3115607	15600
3115608	18204
3115609	20124
3115610	18708
3115611	19272
3115612	
3115613	13524
3115614	18204
3115615	12996
3115616	26004
3115617	25608
3115618	15600
3115619	20796
3115620	27300
3115621	20796
3115622	20796
3115623	16200
3115701	13716
3115702	12996
3115703	18204
3115704	18204
3115705	21600
3115706	20796
3115707	16692
3115708	15600
3115709	18204
3115710	
3115711	17316
3115712	14040
3115801	17556
3115802	18204
3115803	26004
3115804	15600
3115805	15180
3115806	15468
3115807	15600
3115808	12216
3115809	15600
3115810	20796
3115811	10200
3115812	17904
3115813	20940
3115814	15600
3115815	12000
3115816	11184
3115901	15264
3115902	16380
3115903	16248
3115904	14400
3115905	19500
3115906	14016
3115907	15600
3115908	15600
3115909	15600
3115910	15876
3115911	13620
3115912	12480
3115913	11184
3115914	15600
3115915	14436
3115916	12996
3115917	14772
3115918	19500
3115919	14688
3115920	12996
3115921	12480
3115922	12996
3115923	23400
3115924	17676
3115925	13200
3115926	16140
3115927	26808
3115928	15432
3115929	15348
3115930	17448
3116001	10536
3116002	14040
3116003	14700
3116004	17328
3116005	20796
3116006	15600
3116007	18144
3116008	15780
3116009	15600
3116010	14556
3116011	15600
3116012	
3116013	
3116014	12996
3116015	15600
3116016	
3116017	15348
3116018	18000
3116019	12996
3116020	20280
3116021	20796
3116023	12996
3116024	15312
3116025	15216
3116026	12996
3116101	23700
3116102	16800
3116103	13200
3116104	
3116105	12996
3116106	
3116107	15600
3116108	
3116109	12216
3116110	12000
3116111	16644
3116112	20796
3116113	12996
3116114	20604
3116115	
3116116	15600
3116117	26004
3116118	13524
3116119	21000
3116120	20796
3116121	15216
3116122	15600
3116123	13056
3116124	19800
3116125	14088
3116126	12804
3116127	11700
3116128	16200
3116129	15600
3116130	15600
3116131	15600
3116132	12996
3116133	16860
3116134	19476
3116135	19764
3116136	8640
3116137	
3116138	
3116139	
3116140	16884
3116141	16644
3116201	
3116301	
3116302	
3116401	18108
3116402	15744
3116403	18204
3116404	18108
3116405	16080
3116406	15864
3116407	18672
3116408	
3116409	10764
3116410	16572
3116411	15600
3116412	18204
3116413	21600
3116414	19848
3116415	21012
3116416	22356
3116417	13032
3116418	
3116419	15228
3116420	10896
3116501	26652
3116502	39000
3116503	18000
3116505	23700
3116506	16644
3116508	18204
3116509	19200
3116510	24000
3116511	21204
3116512	15600
3116513	21456
3116514	17844
3116515	22104
3116516	20796
3116601	16776
3116602	24288
3116603	15720
3116604	16896
3116605	15348
3116606	17580
3116607	21192
3116608	15432
3116609	16896
3116610	18204
3116611	20172
3116612	15600
3116613	13452
3116614	20796
3116615	16128
3116616	18000
3116617	20796
3116618	17364
3116619	28200
3116620	20280
3116622	15720
3116623	21060
3116624	20796
3116625	18000
3116626	23100
3116627	18288
3116701	16908
3116702	9096
3116703	12996
3116704	13152
3116705	13260
3116706	11232
3116707	12996
3116708	12240
3116709	10800
3116710	12600
3116711	18252
3116712	15600
3116713	12996
3116714	6684
3116715	9600
3116717	13488
3116801	
3116802	
3116803	12216
3116804	
3116805	15600
3116806	20280
3116807	20796
3116808	20400
3116809	19056
3116810	17688
3116811	21468
3116812	20796
3116813	18000
3116814	20208
3116815	
3116901	12792
3116902	15600
3116903	9288
3116904	26004
3116905	14400
3116906	14400
3116907	23400
3116908	15600
3116909	14304
3116910	16872
3116911	18108
3116912	
3116913	24900
3116914	23400
3116915	20796
3116916	23880
3116917	32496
3116918	19632
3116919	20796
3116920	12996
3116921	16128
3116922	14580
3116923	15600
3116924	12096
3116925	12996
3116926	23700
3116927	20796
3116928	25044
3116929	18204
3116930	15600
3117002	15600
3117003	19224
3117004	15624
3117005	18180
3117006	16380
3117007	23700
3117008	19500
3117009	18828
3117010	24000
3117011	15600
3117012	13584
3117013	15600
3117014	14304
3117015	15600
3117016	12996
3117017	18600
3117018	20796
3117019	23484
3117020	16848
3117021	14400
3117022	15000
3117023	16128
3117024	19200
3117025	20796
3117026	20400
3117101	15600
3117102	18000
3117103	12996
3117104	14400
3117105	21600
3117106	14148
3117107	13188
3117108	10404
3117109	6432
3117110	11700
3117111	
3117112	12000
3117113	
3117114	
3117201	18204
3117202	17400
3117203	17160
3117204	26916
3117205	21312
3117206	20796
3117207	17676
3117208	18000
3117209	16248
3117210	14904
3117211	25200
3117212	22692
3117213	25008
3117214	24396
3117215	9600
3117216	20148
3117217	23400
3117219	21600
3117220	19128
3117301	26004
3117302	23040
3117303	15084
3117304	9792
3117305	15600
3117306	18204
3117307	17160
3117308	15600
3117309	21060
3117310	16116
3117311	20796
3117312	18204
3117313	20004
3117314	15600
3117316	21600
3117317	16896
3117318	17316
3117319	15780
3117320	24000
3117321	23700
3117401	11700
3117402	7548
3117403	10404
3117404	9492
3117405	22500
3117406	8868
3117407	4860
3117408	
3117409	240
3117410	12000
3117411	15240
3117412	10404
3117413	9096
3117501	
3117502	17004
3117503	12996
3117504	16116
3117505	12996
3117506	14400
3117507	15084
3117508	13260
3117509	
3117510	
3117511	12000
3117512	19368
3117602	21600
3117603	19200
3117604	21708
3117605	16824
3117606	15600
3117607	14736
3117608	19500
3117609	20796
3117610	16200
3117611	18516
3117612	15600
3117613	15924
3117614	16848
3117615	17760
3117616	19224
3117617	19500
3117618	18984
3117619	
3117620	24144
3117701	13200
3117702	8400
3117703	11004
3117704	10404
3117705	14040
3117706	18708
3117707	6756
3117708	10404
3117709	
3117710	12000
3117711	20472
3117712	21864
3117713	26004
3117714	2604
3117715	12336
3117716	10404
3117717	19404
3117719	15600
3117720	24000
3117721	15600
3117801	12000
3117802	12996
3117803	9960
3117804	7800
3117805	7416
3117806	9876
3117807	15888
3117810	
3117811	
3117812	18204
3117813	8604
3117814	12480
3117815	
3117901	11748
3117902	9372
3117903	9600
3117904	15912
3117905	13776
3117906	14400
3117907	14928
3117908	18204
3117909	14748
3117910	18204
3117911	14196
3117912	15600
3117913	9744
3117914	15348
3117915	14376
3117916	13476
3117917	18204
3117918	19104
3117919	19236
3117920	14400
3117921	18204
3117922	15600
3117923	12504
3117924	20604
3118001	21204
3118002	21840
3118003	14304
3118004	18204
3118005	20148
3118006	12108
3118007	13104
3118008	13788
3118009	15600
3118010	17400
3118011	13260
3118012	17292
3118013	12132
3118014	12000
3118015	14400
3118016	24000
3118017	20796
3118018	15600
3118019	20796
3118020	16800
3118021	11436
3118022	
3118023	8400
3118024	12996
3118101	14748
3118102	13200
3118103	15444
3118104	14244
3118105	18204
3118106	
3118107	16152
3118108	16800
3118109	7680
3118110	7440
3118111	13680
3118201	23148
3118202	20796
3118203	15864
3118204	24000
3118205	26004
3118206	21840
3118207	19500
3118208	18108
3118209	15600
3118210	23400
3118211	15900
3118212	15600
3118213	18204
3118214	15600
3118215	15084
3118216	18204
3118217	23700
3118318	16896
3118339	7680
3118346	19764
3118347	19128
3118348	12792
3118349	23400
3118350	3516
3118351	
3118352	17280
3118353	12000
3118354	24480
3118355	15540
3118356	13200
3118357	15600
3118358	16200
3118359	15600
3118360	21720
3118361	15600
3118362	15600
3118363	14556
3118364	15600
3118365	14400
3118366	16116
3118367	14088
3118368	16644
3118369	23760
3118370	5400
3118371	12996
3118372	15468
3118373	
3118374	15600
3118375	15600
3118376	15996
3118377	17316
3118378	18720
3118379	14040
3118380	20796
3118381	12996
3118382	20796
3118383	18204
3118384	23700
3118385	15648
3118386	21588
3118387	21600
3118388	
3118389	13680
3118390	10104
3118391	10404
3118392	
3118393	20652
3118401	14616
3118402	14400
3118403	13248
3118404	11532
3118405	11292
3118406	16584
3118407	16848
3118408	20028
3118409	26004
3118410	15000
3118411	21204
3118412	15600
3118413	20136
3118501	19236
3118502	18000
3118503	15192
3118504	21852
3118505	18600
3118506	15840
3118507	11232
3118508	12996
3118509	12996
3118510	19008
3118511	15600
3118512	18000
3118513	11796
3118514	16380
3118601	12996
3118602	13392
3118603	24000
3118604	13260
3118605	20796
3118606	17064
3118607	15600
3118608	15600
3118609	12996
3118610	18204
3118611	12504
3118612	12240
3118701	10536
3118702	20016
3118703	12996
3118704	12996
3118705	14436
3118706	14040
3118707	15804
3118708	11700
3118709	13908
3118710	14400
3118711	12996
3118712	12000
3118713	13500
3118714	14304
3118715	15336
3118716	15600
3118717	14688
3118718	12000
3118801	14400
3118802	13524
3118803	16380
3118804	15600
3118805	10200
3118806	15300
3118807	14040
3118808	13380
3118809	10980
3118810	11700
3118811	13860
3118812	17628
3118813	18204
3118814	15084
3118901	17928
3118902	16896
3118903	13428
3118904	14100
3118905	13920
3118906	15804
3118907	19356
3118908	16896
3118909	14040
3118910	19200
3118911	14172
3118912	21852
3118913	15696
3118915	15600
3118916	
3118917	13152
3118919	18204
3118920	15600
3118921	14352
3118922	15084
3118923	13776
3118924	18204
3118925	22404
3118926	26004
3118927	16644
3118928	14400
3118929	15864
3118930	12696
3118931	13104
3118932	16896
3118933	14700
3118934	14400
3118936	15600
3118937	13452
3118938	12216
3118939	13812
3118940	15600
3118941	13524
3118942	17028
3118943	14436
3118944	16584
3119001	20400
3119002	7440
3119003	5040
3119004	12540
3119005	17508
3119006	12996
3119007	20796
3119008	
3119009	21600
3119010	18180
3119011	21456
3119012	26004
3119013	16644
3119014	13260
3119015	17160
3119016	17844
3119017	
3119018	
3119019	17424
3119020	13260
3119021	15600
3119022	18984
3119023	32892
3119101	8400
3119102	16200
3119103	9600
3119104	10404
3119105	
3119106	
3119107	16644
3119108	16056
3119109	15900
3119110	19680
3119111	12000
3119112	
3119113	6000
3119114	
3119115	24960
3119116	19056
3119117	23400
3119118	24000
3119119	26652
3119120	19632
3119121	28596
3119122	
3119123	
3119124	
3119125	13704
3119126	8628
3119203	21732
3119204	19764
3119205	27600
3119206	28596
3119207	26004
3119208	22512
3119209	22524
3119210	22356
3119211	20796
3119212	19500
3119213	18468
3119214	20700
3119215	26004
3119216	21156
3119217	24000
3119218	19476
3119219	23400
3119220	21708
3119221	11604
3119222	18840
3119223	19116
3119224	24444
3119225	20796
3119226	24000
3119227	16536
3119228	16380
3119229	23400
3119230	32400
3119231	26400
3119232	23316
3119233	26292
3119234	26004
3119235	24000
3119236	28092
3120501	15084
3120502	16644
3120503	15468
3120504	16776
3120505	16896
3120506	14400
3120507	15600
3120508	15600
3120509	15600
3120510	15600
3120511	11700
3120512	15600
3120513	15600
3120514	13524
3120515	16380
3120516	
3120517	15600
3120518	18204
3120519	15600
3120601	18288
3120602	20604
3120603	20796
3120604	20004
3120605	18204
3120701	26004
3120702	26004
3120703	20064
3120704	17160
3120705	16800
3120706	18204
3120708	21480
3120709	20796
3120710	21600
3120711	25212
3120712	26208
3120713	26004
3120801	18336
3120802	19632
3120803	18204
3120804	19368
3120805	15000
3120806	19752
3120807	18204
3120808	18228
3120809	21204
3120810	18204
3120811	18984
3120812	19812
3120813	18204
3120814	15600
3120815	31464
3120816	19308
3120817	22884
3120818	16848
3120819	19044
3120820	19500
3120821	24180
3120822	20796
3120823	23400
3120824	24072
3120825	20796
3120901	27336
3120902	26004
3120903	24444
3120904	19200
3120905	18204
3120906	28596
3120907	15600
3120908	27300
3120909	20796
3120910	20796
3120911	20928
3120912	
3120913	
3121001	18000
3121002	19236
3121003	18108
3121004	19236
3121005	19860
3121006	18204
3121007	16728
3121008	18000
3121010	26004
3121011	
3121012	18108
3121013	22500
3121014	21840
3121015	20352
3121016	24660
3121017	21972
3121018	17028
3121020	22728
3121021	23700
3121022	20796
3121023	22236
3121024	23868
3121025	23400
3121026	20772
3121101	16248
3121102	19116
3121103	17676
3121104	18204
3121105	14616
3121106	18024
3121107	14400
3121108	15600
3121109	13776
3121110	16644
3121111	18204
3121112	17520
3121113	
3121201	
3121202	10404
3121203	10404
3121204	11184
3121205	15600
3121206	14400
3121207	11436
3121208	10548
3121209	8064
3121210	10404
3121301	17424
3121302	20568
3121303	18720
3121304	17712
3121305	20124
3121306	20796
3121308	24024
3121309	21972
3121310	18504
3121311	20148
3121312	18096
3121313	20016
3121314	18828
3121315	17940
3121316	20796
3121318	
3121319	25644
3121320	21840
3121321	26004
3121322	27600
3121401	15600
3121402	14556
3121403	16020
3121404	15600
3121405	15888
3121406	15600
3121407	15096
3121408	16116
3121409	18204
3121410	16068
3121411	19236
3121412	17448
3121413	18204
3121501	22884
3121502	18960
3121503	24000
3121504	26004
3121505	18204
3121506	18360
3121507	16140
3121508	14400
3121509	16644
3121510	18708
3121511	18960
3121512	18204
3121513	18204
3121514	18108
3121515	23400
3121516	16920
3121517	17160
3121601	17556
3121602	15600
3121603	16800
3121604	
3121605	16644
3121606	19188
3121607	16644
3121608	
3121609	17232
3121610	16152
3121611	16644
3121612	12480
3121613	16848
3121614	16308
3121615	18204
3121616	16464
3121617	18000
3121618	18720
3121619	15600
3121620	15600
3121621	18456
3121701	11232
3121702	16116
3121703	13368
3121704	14400
3121705	14304
3121706	20016
3121707	12996
3121708	14304
3121709	12000
3121710	12996
3121801	20028
3121802	21840
3121803	18204
3121804	13524
3121805	24000
3121806	22260
3121807	26004
3121808	26004
3121809	23400
3121810	23232
3121811	14760
3121901	25788
3121902	
3121903	15600
3121904	15444
3121905	23400
3121906	15816
3121907	
3121908	20796
3121909	18708
3121910	15600
3121911	23088
3121912	24000
3121913	21108
3121914	22800
3121915	
3121916	23400
3121917	22320
3122001	18108
3122002	23700
3122003	16908
3122004	18000
3122005	23400
3122006	25620
3122007	20856
3122008	22080
3122101	
3122201	20280
3122202	20640
3122203	26400
3122204	14304
3122205	15600
3122206	18000
3122207	17424
3122208	20796
3122209	20796
3122210	21840
3122211	26004
3122212	23148
3122213	18648
3122214	20796
3122215	20796
3122216	21816
3122217	18204
3122218	14916
3122219	18120
3122220	13200
3122221	14400
3122222	16980
3122301	20880
3122302	24600
3122303	26004
3122306	26004
3122307	24924
3122308	18204
3122309	21456
3122310	20796
3122311	26424
3122312	26004
3122313	19740
3122316	23496
3122317	24600
3122318	18204
3122319	23760
3122320	16116
3122321	20796
3122322	20796
3122323	19500
3122324	20796
3122325	20796
3122326	15864
3122327	16800
3122328	24348
3122329	18480
3122330	15600
3122331	18468
3122332	21840
3122333	21372
3122334	18204
3122335	
3122336	20088
3122337	24000
3122338	19320
3122339	18204
3122340	20796
3122341	21792
3122342	24000
3122343	28704
3122344	24336
3122345	25068
3122346	25200
3122347	19632
3122401	26004
3122402	24000
3122403	26004
3122404	26004
3122405	28008
3122406	27600
3122407	26004
3122408	26004
3122409	26304
3122410	28800
3122411	26004
3122412	31200
3122413	21600
3122414	26004
3122415	24696
3122416	26208
3122417	22752
3122418	27300
3122419	18000
3122420	30000
3122501	21804
3122502	21000
3122503	28524
3122504	24000
3122505	24480
3122506	23916
3122507	
3122508	25608
3122509	20796
3122510	20796
3122511	22176
3122512	19764
3122513	18204
3122514	22632
3122515	19764
3122516	21192
3122517	23400
3122519	23400
3122520	26268
3122521	19908
3122522	23160
3122523	
3122524	18204
3122525	17844
3122601	21804
3122602	18204
3122603	26004
3122604	26004
3122605	24000
3122606	20796
3122607	20796
3122608	21600
3122609	20796
3122610	15000
3122611	28596
3122612	26004
3122613	26004
3122614	15696
3122615	23400
3122616	24120
3122617	
3122618	24000
3122619	19200
3122620	25092
3122621	26004
3122622	16800
3122623	24000
3122624	31200
3122625	27816
3122628	17832
3122629	23508
3122630	20904
3122631	27000
3122632	26004
3122633	25200
3122634	22200
3122635	20796
3122636	5040
3122637	26004
3122638	16644
3122701	20604
3122702	23700
3122703	20796
3122704	26004
3122705	17400
3122706	26004
3122707	19008
3122708	20796
3122709	19764
3122710	19260
3122712	19200
3122713	18204
3122714	21852
3122715	18000
3122716	20796
3122717	20412
3122718	18072
3122719	28596
3122720	18564
3122721	22620
3122722	24000
3122723	31104
3122801	17160
3122802	26004
3122803	19764
3122804	15600
3122805	21192
3122806	26004
3122807	24000
3122808	23400
3122809	26004
3122810	24000
3122811	25008
3122812	23400
3122813	22500
3122814	18984
3122815	26004
3122816	
3122817	20796
3122818	26004
3122819	19764
3122820	28716
3122821	26004
3122822	26400
3122823	26004
3122824	26004
3122825	23400
3122826	25800
3122827	15108
3122828	16728
3122829	20796
3122830	26400
3122901	22032
3122902	13524
3122903	25404
3122904	27696
3122905	24000
3122906	21324
3122907	26760
3122908	21840
3122909	19080
3122910	20604
3122911	21708
3122912	20796
3122913	26004
3122914	25200
3122915	
3122916	20796
3123001	20796
3123002	23400
3123003	24000
3123004	20148
3123005	24000
3123006	22740
3123007	18276
3123008	15600
3123009	18336
3123010	18720
3123011	16644
3123012	16800
3123101	28596
3123102	34200
3123103	26808
3123104	20796
3123105	20796
3123106	19764
3123107	16800
3123108	17940
3123109	22500
3123110	20796
3123111	24000
3123112	20796
3123113	
3123114	25452
3123116	15600
3123117	20280
3123118	14556
3123119	23316
3123120	21936
3123121	26004
3123122	23400
3123123	19896
3123124	23400
3123125	18204
3123126	21696
3123127	21468
3123128	20796
3123129	20796
3123201	15600
3123202	18720
3123203	24000
3123204	23088
3123205	28596
3123206	24000
3123207	23100
3123208	22104
3123209	24180
3123210	24000
3123211	19248
3123212	28596
3123213	20796
3123214	25200
3123215	19116
3123216	24000
3123217	26004
3123218	17676
3123219	26004
3123220	26004
3123221	
3123222	20280
3123223	
3123224	22116
3123225	26004
3123226	26004
3123301	27828
3123302	26400
3123303	26004
3123304	13800
3123305	23664
3123306	20796
3123307	20796
3123308	23580
3123309	22296
3123310	17676
3123311	18204
3123312	16800
3123313	24000
3123314	18708
3123315	23400
3123316	16800
3123317	24000
3123318	22800
3123319	26004
3123320	26004
3123321	24744
3123322	23664
3123323	25356
3123324	24000
3123325	26004
3123326	
3123327	
3123328	15756
3123329	22584
3123330	26004
3123331	21792
3123332	20796
3123333	
3123401	29304
3123402	26256
3123403	20796
3123404	18204
3123405	18000
3123406	18708
3123407	25620
3123408	24000
3123409	26004
3123410	
3123411	24300
3123412	23400
3123413	24000
3123414	22356
3123415	16800
3123416	16644
3123417	19200
3123418	19056
3123419	20400
3123420	20400
3123421	26004
3123422	30000
3123423	26004
3123424	26004
3123425	28596
3123426	25608
3123427	23400
3123428	24744
3123429	24828
3123430	18648
3123431	20796
3123432	25200
3123501	15780
3123502	18048
3123503	
3123504	20796
3123505	20544
3123506	23508
3123507	18000
3123508	26004
3123509	19356
3123510	
3123511	
3123512	24444
3123513	26400
3123514	22200
3123515	25200
3123516	26004
3123517	24000
3123518	24480
3123519	25500
3123520	19080
3123521	20796
3123522	21792
3123523	20796
3123524	21900
3123525	22860
3123526	24000
3123601	
3123602	26004
3123603	
3123604	17628
3123605	14820
3123606	18312
3123607	16668
3123608	20796
3123609	21060
3123610	18336
3123611	13800
3123612	26400
3123613	24000
3123614	23664
3123615	16200
3123616	15600
3123701	15600
3123703	19500
3123704	
3123705	
3123706	20796
3123707	17220
3123708	
3123709	16908
3123710	15912
3123711	20604
3123712	18756
3123713	19200
3123714	
3123715	19716
3123716	22104
3123717	20796
3123718	20796
3123719	15600
3123720	21588
3123721	23196
3123722	21084
3123723	18828
3123724	18180
3123725	
3123726	25200
3123727	
3123728	24360
3123801	16380
3123802	15600
3123803	18204
3123804	18096
3123805	14400
3123806	15600
3123807	19656
3123808	15840
3123809	22104
3123810	19692
3123811	21324
3123812	24288
3123813	16776
3123814	15600
3123815	17688
3123816	15600
3123817	15516
3123818	20280
3123819	23400
3123820	14364
3123821	20796
3123822	22080
3123823	21108
3123825	15600
3123826	21600
3123827	24348
3123828	17832
3123829	15336
3123830	15600
3123831	20796
3123832	20796
3123833	18204
3123834	15600
3123835	21000
3123836	20796
3123837	20796
3123838	16392
3123839	15864
3123840	20400
3123841	
3123842	18204
3123843	19188
3123901	26652
3123902	20796
3123903	26004
3123904	28704
3123905	36000
3123906	28200
3123907	18204
3123908	23400
3123909	23916
3123910	48000
3123911	51996
3123912	31200
3123914	24000
3123915	21228
3123916	23412
3123917	34200
3123918	20796
3123919	20796
3123920	25608
3124001	36000
3124002	27480
3124003	
3124004	15600
3124005	18000
3124006	25608
3124007	26004
3124008	22884
3124009	31200
3124010	28704
3124011	25920
3124012	26004
3124013	21924
3124014	24000
3124015	22488
3124016	25800
3124017	26004
3124018	28596
3124020	25200
3124021	24000
3124022	24600
3124023	36204
3124024	17832
3124025	18204
3124101	15600
3124102	
3124103	19200
3124104	23760
3124105	30000
3124106	23904
3124107	25884
3124108	20796
3124109	20412
3124110	20400
3124111	27300
3124112	17508
3124113	24972
3124201	26004
3124202	22884
3124203	19200
3124204	19608
3124205	22428
3124206	23400
3124207	19200
3124208	20604
3124209	20724
3124210	20796
3124211	25608
3124212	26004
3124213	20100
3124214	19800
3124215	19200
3124216	20400
3124217	21684
3124218	18204
3124219	
3124220	20796
3124221	20796
3124222	23916
3124225	26004
3124226	22560
3124227	26004
3124228	23400
3124229	22140
3124230	29484
3124231	25044
3124232	25740
3124233	20400
3124234	22356
3124235	20796
3124236	23760
3124237	26004
3124238	22344
3124239	20796
3124301	26004
3124302	25008
3124303	23400
3124304	33804
3124305	19860
3124306	26004
3124307	28356
3124308	26004
3124309	21600
3124310	23808
3124311	28236
3124312	26400
3124313	26004
3124314	26004
3124315	23532
3124316	26004
3124317	27948
3124318	23904
3124401	24444
3124402	40608
3124403	24996
3124404	23928
3124405	19908
3124406	21828
3124407	24000
3124408	26580
3124409	15600
3124410	
3124411	
3124412	23400
3124413	23400
3124414	23400
3124415	26136
3124416	25332
3124417	23400
3124418	20796
3124419	24000
3124420	26004
3124421	16728
3124422	28596
3124423	26004
3124424	18108
3124425	21972
3124426	24600
3124427	23100
3124428	24000
3124429	28596
3124431	18204
3124432	22800
3124433	23400
3124434	23400
3124435	26004
3124436	31200
3124437	26004
3124438	20928
3124439	20016
3124440	27444
3124441	28596
3124442	24000
3124443	20796
3124444	19620
3124445	22488
3124446	29400
3124447	29760
3124502	15600
3124503	26148
3124504	15720
3124505	29568
3124506	28596
3124507	26004
3124509	17160
3124510	24000
3124511	17976
3124512	25740
3124513	30000
3124514	32400
3124515	31200
3124516	25200
3124517	31200
3124601	
3124602	24000
3124603	23400
3124604	20772
3124605	20604
3124606	
3124607	20412
3124608	20184
3124609	26004
3124610	23400
3124611	26004
3124612	25740
3124613	21888
3124614	31200
3124615	23064
3124616	23820
3124617	18204
3124618	20400
3124619	31200
3124620	30000
3124621	31200
3124622	
3124623	24444
3124624	21348
3124625	18048
3124626	20796
3124627	20796
3124628	22800
3124629	17448
3124630	
3124631	
3124701	20040
3124702	26292
3124703	21312
3124705	21528
3124706	19500
3124707	22884
3124708	21720
3124709	20796
3124710	20796
3124711	23400
3124712	26004
3124713	22104
3124714	23400
3124715	20796
3124716	22968
3124717	19500
3124718	
3124719	
3124720	22068
3124721	22308
3124722	16800
3124723	26784
3124724	18204
3124725	22656
3124801	21060
3124802	31200
3124803	23400
3124804	4200
3124805	
3124806	18204
3124807	22776
3124808	18720
3124809	22212
3124810	16644
3124811	15600
3124812	21660
3124813	21204
3124814	23400
3124815	17160
3124818	20400
3124819	20796
3124820	21840
3124821	18204
3124822	22800
3124823	20556
3124824	20796
3124825	29400
3124826	30000
3124827	
3124828	20016
3124829	20796
3124830	20796
3124831	20796
3124832	16800
3124833	22776
3124834	20160
3124835	18000
3124836	18204
3124837	20796
3124838	20796
3124839	15732
3124840	15600
3124841	22596
3124842	26004
3124843	26004
3124844	28896
3124845	31200
3124846	20844
3124847	13260
3124848	24516
3124849	26004
3124850	24000
3124851	23964
3124852	26052
3124901	21324
3124902	21972
3124903	20796
3124904	23220
3124905	24000
3124906	20796
3124907	26004
3124908	24000
3124909	21852
3124913	24180
3124914	22104
3124915	28596
3124916	24000
3124917	22884
3124918	26004
3124919	24000
3124920	23400
3124921	21840
3124922	22800
3124923	23268
3124924	22464
3124925	26004
3124927	26400
3124929	20796
3124930	17112
3124931	23400
3124932	26004
3124933	26388
3124934	
3124935	23916
3124936	26520
3124937	29172
3124938	25224
3124939	24000
3124940	28080
3124941	29952
3124942	24444
3124943	24444
3124944	23760
3125001	26004
3125002	23520
3125003	24228
3125004	24012
3125005	29640
3125006	26004
3125007	28596
3125008	27180
3125009	17676
3125010	22356
3125011	26004
3125012	27504
3125013	26004
3125014	29820
3125015	26004
3125016	26004
3125017	26796
3125104	21600
3125107	28200
3125108	35100
3125109	18204
3125110	16644
3125111	19716
3125112	20280
3125113	29880
3125114	23268
3125115	31200
3125116	20400
3125117	28968
3125118	31200
3125119	24768
3125120	19872
3125121	
3125122	26004
3125123	20844
3125124	22104
3125125	27600
3125126	30900
3125201	21840
3125202	
3125203	23400
3125204	18204
3125205	20796
3125206	26856
3125207	32880
3125208	32760
3125210	23664
3125211	26004
3125212	26604
3125213	28080
3125214	21840
3125215	24696
3125216	22956
3125217	22176
3125218	24732
3125219	24000
3125220	22884
3125221	
3125222	19200
3125223	20796
3125224	23400
3125225	23964
3125226	26004
3125227	26004
3125228	26004
3125229	26400
3125230	18000
3125231	13656
3125232	20400
3125233	25200
3125234	22356
3125235	26004
3125236	30000
3125237	23400
3125238	24444
3125239	32580
3125240	21708
3125241	33036
3125242	18708
3125301	39180
3125302	50400
3125303	36000
3125304	24000
3125305	24000
3125306	23400
3125307	36396
3125308	20796
3125309	
3125310	19740
3125311	25080
3125312	26004
3125314	25080
3125315	29652
3125316	30000
3125318	22356
3125319	33600
3125320	36000
3125321	30600
3125322	23700
3125323	
3125324	27768
3125325	19200
3125326	21600
3125327	26400
3125401	
3125402	23148
3125403	21168
3125404	20484
3125405	21600
3125406	36000
3125407	24000
3125408	21840
3125409	21600
3125410	19764
3125501	24912
3125502	28500
3125503	19068
3125504	24000
3125505	31200
3125507	22800
3125508	22800
3125509	26004
3125510	24000
3125511	23508
3125512	26400
